"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"5195","link","crisis",30,1,74,6.231,25,0.625,0,0,1,0.766,NA,NA,NA,NA,"crisis",1,5.5,8.322
"5195","fan","feature",37,1,27,8.367,5,0.125,0,1,0,1.008,NA,NA,NA,NA,"collect",0,20.258,22.074
"5195","bacon","feud",35,1,89,2.696,40,1,1,1,1,0.623,NA,NA,NA,NA,"feud",1,4.375,8.833
"5195","port","cinema",15,1,29,2.983,6,0.15,0,1,0,0.743,NA,NA,NA,NA,"cinema",1,3.477,6.188
"5195","caring","skirt",10,1,79,3.143,31,0.775,1,1,1,0.686,NA,NA,NA,NA,"skirt",1,44.71,46.054
"5195","anger","decay",36,1,81,8.719,34,0.85,1,1,1,2.928,NA,NA,NA,NA,"bottle",0,3.004,24.691
"5195","forest","knob",4,1,79,1.67,32,0.8,1,0,0,0.503,NA,NA,NA,NA,"know",0,5.498,6.727
"5195","replace","roach",19,1,32,3.135,7,0.175,0,1,0,0.743,NA,NA,NA,NA,"roach",1,14.87,16.549
"5195","pea","bathtub",28,1,13,2.223,1,0.025,0,1,0,0.695,NA,NA,NA,NA,"bathtub",1,12.399,14.6
"5195","knock","otter",31,1,87,2.536,38,0.95,1,1,1,1.568,NA,NA,NA,NA,"otter",1,4.272,5.449
"5195","capital","figure",39,1,70,2.71,21,0.525,0,0,1,0.632,NA,NA,NA,NA,"figure",1,9.686,11.007
"5195","collect","loyalty",18,1,48,9.192,12,0.3,1,0,0,0.759,NA,NA,NA,NA,"shaker",0,4.987,14.972
"5224","process","joker",36,1,4,3.28,13,0.325,0,1,0,0.894,NA,NA,NA,NA,"pork",0,13.712,30.485
"5224","risk","zero",31,1,9,3.262,28,0.7,1,1,1,1.085,NA,NA,NA,NA,"reward",0,6.523,9.587
"5224","date","laugh",30,1,1,3.046,7,0.175,1,0,0,1.148,NA,NA,NA,NA,"skip",0,4.934,7.309
"5224","prison","loaf",12,1,8,4.969,25,0.625,1,1,1,1.189,NA,NA,NA,NA,"skip",0,14.506,16.741
"5224","visit","glove",29,1,1,3.474,5,0.125,1,0,0,1.065,NA,NA,NA,NA,"skip",0,4.906,7.489
"5224","plant","worm",13,1,6,3.415,22,0.55,1,1,1,1.144,NA,NA,NA,NA,"skip",0,14.986,17.772
"5224","need","faucet",3,1,12,3.151,31,0.775,0,0,1,1.099,NA,NA,NA,NA,"faucet",1,20.006,23.069
"5224","bullet","walkway",22,1,2,4.823,8,0.2,1,0,0,1.376,NA,NA,NA,NA,"skip",0,9.64,12.231
"5224","want","ascent",23,1,3,3.407,9,0.225,1,0,0,1.119,NA,NA,NA,NA,"skip",0,6.903,9.805
"5224","shrink","mafia",6,1,9,2.365,29,0.725,1,1,1,0.883,NA,NA,NA,NA,"mafia",1,5.64,14.845
"5224","copy","bedroom",7,1,6,2.827,23,0.575,1,1,1,1.369,NA,NA,NA,NA,"skip",0,5.852,8.347
"5224","remind","foam",25,1,6,6.944,17,0.425,0,1,0,2.109,NA,NA,NA,NA,"skip",0,12.105,14.617
"5224","bacon","feud",18,1,1,4.76,2,0.05,1,0,0,1.135,NA,NA,NA,NA,"emporer",0,4.702,8.693
"5224","fan","feature",40,1,8,4.678,26,0.65,1,1,1,1.077,NA,NA,NA,NA,"skip",0,2.512,4.327
"5224","bias","sirloin",39,1,26,2.317,38,0.95,0,0,1,1.598,NA,NA,NA,NA,"pure",0,8.194,11.022
"5224","climax","saucer",2,1,4,3.514,11,0.275,0,1,0,1.221,NA,NA,NA,NA,"cloud",0,10.215,12.476
"5224","anger","decay",24,1,1,8.248,1,0.025,1,0,0,18.008,NA,NA,NA,NA,"skip",0,1.806,4.218
"5224","caring","skirt",27,1,10,4.657,30,0.75,1,1,1,8.902,NA,NA,NA,NA,"skip",0,3.772,6.934
"5224","forest","knob",32,1,6,4.228,19,0.475,0,1,0,1.232,NA,NA,NA,NA,"skip",0,8.061,10.557
"5224","glue","force",5,1,14,3.147,33,0.825,0,0,1,1.345,NA,NA,NA,NA,"force",1,19.095,21.47
"5224","chicken","beet",16,1,78,5.405,40,1,0,0,1,1.131,NA,NA,NA,NA,"skip",0,7.535,9.317
"5224","link","crisis",1,1,4,3.291,12,0.3,0,1,0,1.225,NA,NA,NA,NA,"skip",0,2.128,4.693
"5224","rock","milk",11,1,25,7.82,37,0.925,0,0,1,0.934,NA,NA,NA,NA,"milk",1,5.517,7.523
"5224","banner","glide",9,1,3,2.871,10,0.25,1,0,0,0.839,NA,NA,NA,NA,"skip",0,3.528,6.195
"5224","capital","figure",20,1,6,5.983,18,0.45,0,1,0,1.943,NA,NA,NA,NA,"emporer",0,40.798,44.3
"5224","fee","chowder",17,1,13,3.015,32,0.8,0,0,1,0.883,NA,NA,NA,NA,"skip",0,2.158,3.873
"5224","biology","temper",8,1,20,3.692,36,0.9,0,0,1,0.887,NA,NA,NA,NA,"skip",0,1.799,5.205
"5224","bleach","ruin",15,1,7,3.233,24,0.6,0,1,0,1.674,NA,NA,NA,NA,"ruin",1,4.816,7.983
"5224","nerve","bumper",14,1,1,2.535,6,0.15,1,0,0,1.229,NA,NA,NA,NA,"skip",0,3.104,5.461
"5224","replace","roach",4,1,4,4.073,15,0.375,1,1,1,5.477,NA,NA,NA,NA,"skip",0,1.931,4.603
"5224","knock","otter",38,1,6,3.291,21,0.525,1,1,1,1.083,NA,NA,NA,NA,"skip",0,15.046,17.638
"5224","port","cinema",19,1,1,2.331,4,0.1,1,0,0,0.929,NA,NA,NA,NA,"skip",0,1.742,4.171
"5224","find","clown",33,1,19,2.527,35,0.875,0,0,1,0.912,NA,NA,NA,NA,"skip",0,12.051,14.359
"5224","pork","emperor",21,1,4,3.708,14,0.35,0,1,0,2.748,NA,NA,NA,NA,"emporer",0,3.364,6.829
"5224","grip","beach",26,1,1,2.629,3,0.075,1,0,0,0.858,NA,NA,NA,NA,"glue",0,6.83,9.959
"5224","mill","feast",28,1,69,4.445,39,0.975,0,0,1,1.144,NA,NA,NA,NA,"skill",0,9.943,14.437
"5224","pea","bathtub",34,1,5,4.461,16,0.4,0,1,0,1.101,NA,NA,NA,NA,"bathtub",1,11.721,18.837
"5224","calf","annoy",37,1,9,3.051,27,0.675,1,1,1,1.337,NA,NA,NA,NA,"skip",0,2.179,3.946
"5224","smother","surgery",10,1,6,3.673,20,0.5,0,1,0,1.665,NA,NA,NA,NA,"skip",0,2.184,4.409
"5224","collect","loyalty",35,1,18,2.833,34,0.85,0,0,1,1.193,NA,NA,NA,NA,"skip",0,1.998,4.129
"5327","rock","milk",11,1,86,4.016,24,0.6,0,0,1,0.943,NA,NA,NA,NA,"milk",1,2.642,4.751
"5327","bleach","ruin",25,1,100,2.316,37,0.925,1,1,1,0.684,NA,NA,NA,NA,"ruin",1,1.693,2.418
"5327","bias","sirloin",22,1,81,5.77,23,0.575,0,0,1,1.721,NA,NA,NA,NA,"sirloin",1,2.667,5.318
"5327","glue","force",18,1,100,9.954,29,0.725,0,0,1,0.99,NA,NA,NA,NA,"force",1,1.666,2.798
"5327","capital","figure",10,1,31,3.07,16,0.4,1,0,0,0.82,NA,NA,NA,NA,"skip",0,2.377,3.179
"5327","replace","roach",14,1,5,5.332,5,0.125,0,1,0,0.672,NA,NA,NA,NA,"reproach",0,8.987,14.381
"5327","need","faucet",33,1,67,2.845,20,0.5,1,0,0,0.675,NA,NA,NA,NA,"ascend",0,1.482,2.937
"5327","port","cinema",23,1,100,4.69,34,0.85,1,1,1,0.707,NA,NA,NA,NA,"cinema",1,1.466,2.588
"5327","caring","skirt",34,1,100,2.823,28,0.7,0,0,1,1.203,NA,NA,NA,NA,"skirt",1,1.934,3.457
"5327","smother","surgery",7,1,92,4.499,25,0.625,0,0,1,1.067,NA,NA,NA,NA,"surgeon",0,2.269,5.452
"5327","shrink","mafia",19,1,16,4.959,11,0.275,1,0,0,0.697,NA,NA,NA,NA,"mafia",1,2.062,3.112
"5327","grip","beach",29,1,100,4.071,36,0.9,1,1,1,1.068,NA,NA,NA,NA,"beach",1,2.118,4.339
"5327","nerve","bumper",32,1,1,3.137,1,0.025,0,1,0,1.045,NA,NA,NA,NA,"round",0,4.014,5.237
"5327","calf","annoy",24,1,4,2.384,4,0.1,0,1,0,0.955,NA,NA,NA,NA,"rice",0,2.863,3.772
"5327","fee","chowder",28,1,64,6.029,18,0.45,1,0,0,3.171,NA,NA,NA,NA,"skip",0,2.367,3.08
"5327","process","joker",3,1,13,2.62,10,0.25,0,1,0,1.136,NA,NA,NA,NA,"rail",0,4.224,4.963
"5327","date","laugh",9,1,21,2.35,12,0.3,1,0,0,0.798,NA,NA,NA,NA,"skip",0,1.702,2.46
"5327","want","ascent",4,1,100,5.724,32,0.8,1,1,1,0.933,NA,NA,NA,NA,"skip",0,8.953,9.749
"5327","mill","feast",35,1,100,3.904,30,0.75,1,1,1,0.672,NA,NA,NA,NA,"feast",1,2.432,3.568
"5327","anger","decay",16,1,10,2.542,9,0.225,0,1,0,1.36,NA,NA,NA,NA,"boil",0,2.922,4.007
"5327","find","clown",38,1,9,2.238,8,0.2,0,1,0,0.82,NA,NA,NA,NA,"skip",0,8.169,9.025
"5327","pork","emperor",2,1,72,2.485,21,0.525,0,0,1,0.82,NA,NA,NA,NA,"tree",0,3.526,4.737
"5327","pea","bathtub",12,1,100,3.08,27,0.675,0,0,1,0.72,NA,NA,NA,NA,"bathtub",1,1.828,3.273
"5327","collect","loyalty",6,1,22,2.913,13,0.325,1,0,0,2.924,NA,NA,NA,NA,"skip",0,2.345,5.863
"5327","plant","worm",5,1,66,4.183,19,0.475,0,0,1,1.079,NA,NA,NA,NA,"skip",0,3.575,8.17
"5327","bullet","walkway",1,1,100,3.553,38,0.95,1,1,1,0.696,NA,NA,NA,NA,"walkaway",0,1.383,5.362
"5327","bacon","feud",37,1,100,6.502,39,0.975,1,1,1,0.752,NA,NA,NA,NA,"feud",1,2.149,3.35
"5327","copy","bedroom",8,1,2,4.546,3,0.075,0,1,0,4.823,NA,NA,NA,NA,"light",0,3.601,12.285
"5327","visit","glove",26,1,27,42.905,14,0.35,1,0,0,0.584,NA,NA,NA,NA,"skip",0,2.421,3.162
"5327","forest","knob",20,1,28,2.564,15,0.375,1,0,0,0.944,NA,NA,NA,NA,"knob",1,1.305,2.217
"5327","fan","feature",21,1,100,2.89,33,0.825,1,1,1,1.349,NA,NA,NA,NA,"feature",1,1.217,2.652
"5327","knock","otter",27,1,6,3.812,6,0.15,0,1,0,0.945,NA,NA,NA,NA,"skip",0,2.334,3.092
"5327","link","crisis",15,1,100,3.496,31,0.775,1,1,1,1.304,NA,NA,NA,NA,"crisis",1,1.545,2.747
"5327","biology","temper",36,1,8,5.004,7,0.175,0,1,0,0.797,NA,NA,NA,NA,"phone",0,2.887,3.814
"5327","remind","foam",39,1,1,2.294,2,0.05,0,1,0,0.763,NA,NA,NA,NA,"crush",0,5.117,5.983
"5327","climax","saucer",17,1,100,5.365,26,0.65,0,0,1,2.531,NA,NA,NA,NA,"blank",0,4.083,6.702
"5327","chicken","beet",40,1,100,2.699,35,0.875,1,1,1,0.708,NA,NA,NA,NA,"beet",1,1.617,4.803
"5327","prison","loaf",30,1,73,2.462,22,0.55,0,0,1,0.596,NA,NA,NA,NA,"skip",0,5.049,6.135
"5327","risk","zero",31,1,40,2.799,17,0.425,1,0,0,0.955,NA,NA,NA,NA,"skip",0,2.225,3.081
"5327","banner","glide",13,1,100,2.834,40,1,1,0,0,0.753,NA,NA,NA,NA,"glide",1,2.01,3.282
"5383","bleach","ruin",20,1,1,7.306,14,0.35,1,0,0,1.678,NA,NA,NA,NA,"skip",0,7.273,12.227
"5383","pork","emperor",40,1,100,6.03,37,0.925,1,1,1,1.492,NA,NA,NA,NA,"emperor",1,1.828,5.306
"5383","bias","sirloin",35,1,1,5.977,13,0.325,1,0,0,1.047,NA,NA,NA,NA,"skip",0,8.927,13.901
"5383","pea","bathtub",17,1,79,4.844,30,0.75,0,0,1,0.972,NA,NA,NA,NA,"bathtub",1,1.659,4.536
"5383","want","ascent",29,1,1,2.937,3,0.075,0,1,0,1.101,NA,NA,NA,NA,"ascent",1,2.079,4.933
"5383","port","cinema",26,1,61,7.61,28,0.7,0,0,1,0.967,NA,NA,NA,NA,"cinema",1,10.349,12.882
"5383","capital","figure",38,1,1,12.928,11,0.275,1,0,0,1.214,NA,NA,NA,NA,"skip",0,1.85,3.853
"5383","nerve","bumper",11,1,1,2.872,16,0.4,1,0,0,1.383,NA,NA,NA,NA,"skip",0,1.621,3.575
"5383","risk","zero",18,1,1,2.816,5,0.125,0,1,0,1.808,NA,NA,NA,NA,"skip",0,9.483,11.641
"5383","banner","glide",37,1,1,3.208,19,0.475,0,0,1,1.463,NA,NA,NA,NA,"slide",0,4.699,13.221
"5383","replace","roach",39,1,1,9.933,6,0.15,0,1,0,1.215,NA,NA,NA,NA,"skip",0,3.642,5.921
"5383","need","faucet",32,1,1,3.531,17,0.425,1,0,0,1.245,NA,NA,NA,NA,"skip",0,2.526,4.633
"5383","caring","skirt",36,1,1,4.436,24,0.6,0,0,1,1.392,NA,NA,NA,NA,"skip",0,3.426,5.684
"5383","grip","beach",7,1,100,15.407,34,0.85,1,1,1,1.886,NA,NA,NA,NA,"force",0,13.611,25.448
"5383","remind","foam",30,1,67,25.001,29,0.725,1,0,0,7.158,NA,NA,NA,NA,"skip",0,2.48,4.607
"5383","climax","saucer",9,1,100,4.002,40,1,1,1,1,1.078,NA,NA,NA,NA,"saucer",1,2.382,4.6
"5383","bullet","walkway",25,1,1,3.235,7,0.175,0,1,0,1.631,NA,NA,NA,NA,"hallway",0,4.614,29.477
"5383","prison","loaf",15,1,1,3.891,8,0.2,0,1,0,1.664,NA,NA,NA,NA,"skip",0,6.564,8.819
"5383","mill","feast",27,1,100,3.811,38,0.95,1,1,1,1.107,NA,NA,NA,NA,"feast",1,1.879,4.079
"5383","collect","loyalty",34,1,1,3.96,23,0.575,0,0,1,1.143,NA,NA,NA,NA,"skip",0,1.707,3.837
"5383","date","laugh",22,1,100,6.652,31,0.775,1,1,1,9.187,NA,NA,NA,NA,"laughter",0,1.303,5.041
"5383","rock","milk",2,1,1,6.253,4,0.1,0,1,0,1.864,NA,NA,NA,NA,"milk",1,4.786,9.999
"5383","link","crisis",13,1,100,6.93,35,0.875,1,1,1,1.175,NA,NA,NA,NA,"crisis",1,2.797,4.976
"5383","plant","worm",5,1,1,2.504,18,0.45,1,0,0,0.816,NA,NA,NA,NA,"skip",0,1.863,3.614
"5383","glue","force",31,1,100,4.159,39,0.975,1,1,1,1.288,NA,NA,NA,NA,"forceful",0,1.422,9.385
"5383","visit","glove",14,1,100,3.88,32,0.8,1,1,1,2.103,NA,NA,NA,NA,"skip",0,1.638,10.141
"5383","copy","bedroom",24,1,100,3.634,36,0.9,1,1,1,1.318,NA,NA,NA,NA,"room",0,3.812,6.659
"5383","bacon","feud",33,1,100,4.074,33,0.825,1,1,1,1.624,NA,NA,NA,NA,"protest",0,64.158,103.765
"5383","find","clown",3,1,1,9.239,2,0.05,0,1,0,1.895,NA,NA,NA,NA,"skip",0,8.414,10.677
"5383","anger","decay",1,1,1,4.331,25,0.625,0,0,1,0.815,NA,NA,NA,NA,"skip",0,2.245,4.759
"5383","biology","temper",8,1,1,4.878,20,0.5,0,0,1,1.184,NA,NA,NA,NA,"skip",0,1.938,4.279
"5383","calf","annoy",21,1,1,6.753,12,0.3,1,0,0,1.791,NA,NA,NA,NA,"skip",0,2.997,4.999
"5383","knock","otter",12,1,7,8.862,26,0.65,1,0,0,1.255,NA,NA,NA,NA,"skip",0,2.346,15.563
"5383","process","joker",28,1,1,10.069,1,0.025,0,1,0,1.558,NA,NA,NA,NA,"skip",0,2.426,4.399
"5383","smother","surgery",10,1,1,7.091,15,0.375,1,0,0,0.997,NA,NA,NA,NA,"speak",0,6.049,8.865
"5383","shrink","mafia",4,1,1,4.084,22,0.55,0,0,1,1.399,NA,NA,NA,NA,"skip",0,8.331,17.221
"5383","fan","feature",23,1,23,9.152,27,0.675,0,0,1,4.91,NA,NA,NA,NA,"movie",0,12.727,24.022
"5383","forest","knob",16,1,1,4.937,9,0.225,0,1,0,1.402,NA,NA,NA,NA,"knob",1,2.596,4.983
"5383","chicken","beet",6,1,1,2.487,10,0.25,0,1,0,1.232,NA,NA,NA,NA,"skip",0,3.608,8.231
"5383","fee","chowder",19,1,1,8.842,21,0.525,0,0,1,1.205,NA,NA,NA,NA,"skip",0,1.788,3.821
"5487","caring","skirt",18,1,67,6.334,30,0.75,1,0,0,3.199,NA,NA,NA,NA,"otter",0,29.078,32.432
"5487","biology","temper",20,1,92,3.374,40,1,1,0,0,2.063,NA,NA,NA,NA,"ruin",0,6.557,9.927
"5487","pork","emperor",8,1,64,3.359,29,0.725,1,0,0,1.415,NA,NA,NA,NA," ",0,4.349,6.255
"5487","knock","otter",7,1,29,2.807,12,0.3,0,1,0,1.343,NA,NA,NA,NA,"otter",1,6.552,9.703
"5487","mill","feast",6,1,61,2.079,28,0.7,1,1,1,1.007,NA,NA,NA,NA,"rock",0,8.712,12.191
"5487","anger","decay",19,1,50,5.351,22,0.55,1,0,0,1.687,NA,NA,NA,NA," ",0,12.023,14.606
"5487","date","laugh",26,1,88,3.167,39,0.975,1,1,1,1.088,NA,NA,NA,NA,"glove",0,16.234,19.847
"5487","process","joker",33,1,15,17.355,4,0.1,0,1,0,12.862,NA,NA,NA,NA,"fan",0,9.079,11.695
"5487","grip","beach",22,1,40,2.694,17,0.425,0,1,0,1.375,NA,NA,NA,NA,"beach",1,9.894,19.815
"5487","link","crisis",37,1,67,2.343,31,0.775,1,0,0,1.599,NA,NA,NA,NA,"need",0,13.005,15.743
"5487","glue","force",11,1,58,3.72,24,0.6,1,1,1,0.981,NA,NA,NA,NA," ",0,5.932,7.455
"5487","rock","milk",23,1,18,3.615,6,0.15,0,0,1,1.303,NA,NA,NA,NA,"glide",0,16.161,19.695
"5487","calf","annoy",16,1,84,2.99,36,0.9,1,1,1,1.119,NA,NA,NA,NA," ",0,3.869,5.631
"5487","bleach","ruin",5,1,7,3.279,1,0.025,0,0,1,1.383,NA,NA,NA,NA,"ruin",1,4.548,24.815
"5487","capital","figure",17,1,79,3.006,35,0.875,1,1,1,4.36,NA,NA,NA,NA,"statue",0,4.093,8.016
"5487","remind","foam",21,1,24,5.775,7,0.175,0,1,0,1.743,NA,NA,NA,NA,"milk",0,12.139,14.871
"5487","need","faucet",29,1,26,2.911,10,0.25,0,1,0,1.351,NA,NA,NA,NA,"faucet",1,13.323,21.471
"5487","pea","bathtub",25,1,43,2.526,19,0.475,0,1,0,1.806,NA,NA,NA,NA,"bathtub",1,4.148,10.375
"5487","plant","worm",24,1,25,3.414,9,0.225,0,0,1,1.231,NA,NA,NA,NA,"worm",1,2.788,6.104
"5487","replace","roach",3,1,31,3.48,15,0.375,0,0,1,1.07,NA,NA,NA,NA,"roach",1,13.6,21.799
"5487","bacon","feud",30,1,78,9.438,34,0.85,1,1,1,1.711,NA,NA,NA,NA,"feud",1,8.051,21.663
"5487","port","cinema",32,1,85,3.191,37,0.925,1,0,0,1.503,NA,NA,NA,NA," ",0,15.808,18.655
"5487","copy","bedroom",4,1,58,3.103,23,0.575,1,0,0,1.823,NA,NA,NA,NA,"collect",0,11.479,15.351
"5487","banner","glide",34,1,32,4.351,16,0.4,0,0,1,4.039,NA,NA,NA,NA," ",0,9.286,10.702
"5487","forest","knob",39,1,29,3.487,13,0.325,0,0,1,1.375,NA,NA,NA,NA,"knob",1,12.265,15.343
"5487","fan","feature",40,1,58,2.447,25,0.625,1,1,1,3.279,NA,NA,NA,NA,"feature ",0,3.921,10.335
"5487","nerve","bumper",14,1,25,3.663,8,0.2,0,1,0,1.599,NA,NA,NA,NA," ",0,4.033,5.663
"5487","bias","sirloin",27,1,50,14.862,21,0.525,0,0,1,3.015,NA,NA,NA,NA,"sirloin",1,7.908,13.239
"5487","climax","saucer",9,1,31,4.023,14,0.35,0,1,0,1.239,NA,NA,NA,NA," ",0,7.37,10.327
"5487","want","ascent",10,1,15,7.399,5,0.125,0,1,0,13.815,NA,NA,NA,NA,"accent",0,12.788,18.623
"5487","risk","zero",2,1,61,5.367,27,0.675,1,0,0,1.511,NA,NA,NA,NA,"zorro",0,4.891,8.584
"5487","visit","glove",38,1,14,7.151,3,0.075,0,1,0,6.679,NA,NA,NA,NA,"glove",1,6.919,10.279
"5487","prison","loaf",13,1,71,3.095,32,0.8,1,1,1,1.191,NA,NA,NA,NA,"loaf",1,2.8,6.415
"5487","fee","chowder",28,1,59,2.311,26,0.65,1,1,1,2.231,NA,NA,NA,NA," ",0,12.309,13.975
"5487","shrink","mafia",1,1,26,3.687,11,0.275,0,0,1,1.087,NA,NA,NA,NA," ",0,14.416,16.023
"5487","find","clown",12,1,40,2.311,18,0.45,0,0,1,1.535,NA,NA,NA,NA,"clown",1,8.291,11.792
"5487","chicken","beet",35,1,48,3.415,20,0.5,1,0,0,1.919,NA,NA,NA,NA,"bumper",0,9.424,13.607
"5487","smother","surgery",15,1,87,5.183,38,0.95,1,0,0,1.631,NA,NA,NA,NA,"beach",0,12.275,18.014
"5487","collect","loyalty",31,1,75,2.551,33,0.825,1,1,1,1.191,NA,NA,NA,NA,"loyalty",1,6.906,15.607
"5487","bullet","walkway",36,1,8,3.614,2,0.05,0,0,1,1.175,NA,NA,NA,NA,"walkway",1,3.266,7.599
"5506","nerve","bumper",32,1,100,1.886,38,0.95,0,0,1,0.647,NA,NA,NA,NA,"bumper",1,2.931,5.304
"5506","copy","bedroom",34,1,11,3.118,20,0.5,1,1,1,0.59,NA,NA,NA,NA,"bedroom",1,1.847,5.197
"5506","plant","worm",5,1,30,3.952,22,0.55,0,1,0,2.901,NA,NA,NA,NA,"pore",0,8.856,15.151
"5506","risk","zero",38,1,1,21.105,8,0.2,1,0,0,0.676,NA,NA,NA,NA,"taken",0,1.683,2.399
"5506","biology","temper",33,1,1,8.895,12,0.3,0,1,0,0.694,NA,NA,NA,NA,"risk",0,5.896,6.68
"5506","forest","knob",35,1,100,2.238,33,0.825,0,0,1,0.694,NA,NA,NA,NA,"knob",1,1.735,3.533
"5506","process","joker",28,1,10,3.543,18,0.45,0,1,0,0.806,NA,NA,NA,NA,"info",0,7.324,7.959
"5506","glue","force",12,1,11,2.141,19,0.475,1,1,1,0.717,NA,NA,NA,NA,"stick",0,0.976,1.79
"5506","climax","saucer",11,1,1,6.254,2,0.05,1,0,0,0.55,NA,NA,NA,NA,"cinema",0,1.712,4.895
"5506","collect","loyalty",13,1,1,6.536,11,0.275,0,1,0,0.597,NA,NA,NA,NA,"loyalty",1,2.28,3.942
"5506","capital","figure",20,1,14,7.839,21,0.525,0,1,0,0.798,NA,NA,NA,NA,"flying",0,2.536,6.255
"5506","pea","bathtub",17,1,100,2.135,36,0.9,0,0,1,0.702,NA,NA,NA,NA,"bathtub",1,1.792,4.214
"5506","date","laugh",37,1,100,3.134,40,1,0,0,1,0.639,NA,NA,NA,NA,"laugh",1,1.6,3.111
"5506","grip","beach",36,1,1,2.031,15,0.375,1,1,1,0.83,NA,NA,NA,NA,"handle",0,1.944,4.423
"5506","mill","feast",23,1,32,2.582,24,0.6,0,1,0,0.622,NA,NA,NA,NA,"peas",0,1.595,2.289
"5506","chicken","beet",18,1,1,1.998,14,0.35,1,1,1,0.677,NA,NA,NA,NA,"rooster",0,1.873,2.823
"5506","link","crisis",1,1,100,3.502,34,0.85,0,0,1,0.654,NA,NA,NA,NA,"taken",0,1.664,2.295
"5506","calf","annoy",21,1,100,2.367,35,0.875,0,0,1,0.55,NA,NA,NA,NA,"annoy",1,1.528,4.071
"5506","rock","milk",31,1,100,5.486,28,0.7,1,1,1,2.799,NA,NA,NA,NA,"milk",1,1.449,2.152
"5506","caring","skirt",19,1,5,3.695,17,0.425,0,1,0,0.591,NA,NA,NA,NA,"taken",0,3.153,3.912
"5506","need","faucet",29,1,1,1.853,16,0.4,1,1,1,0.56,NA,NA,NA,NA,"water",0,3.024,3.878
"5506","anger","decay",24,1,30,5.102,23,0.575,0,1,0,0.55,NA,NA,NA,NA,"dead",0,2.514,3.654
"5506","bias","sirloin",6,1,1,2.271,7,0.175,1,0,0,0.686,NA,NA,NA,NA,"used",0,1.84,2.638
"5506","replace","roach",8,1,1,1.878,5,0.125,1,0,0,1.095,NA,NA,NA,NA,"bedroom",0,2.928,4.151
"5506","knock","otter",26,1,1,4.934,9,0.225,1,0,0,0.646,NA,NA,NA,NA,"knob",0,2.195,4.055
"5506","remind","foam",2,1,1,2.183,4,0.1,1,0,0,0.597,NA,NA,NA,NA,"happy",0,2.248,3.695
"5506","banner","glide",10,1,100,2.667,30,0.75,1,1,1,0.735,NA,NA,NA,NA,"glide",1,1.617,2.711
"5506","fee","chowder",15,1,1,2.419,6,0.15,1,0,0,0.517,NA,NA,NA,NA,"clue",0,5.794,7.079
"5506","port","cinema",16,1,1,2.711,10,0.25,1,0,0,3.102,NA,NA,NA,NA,"ork",0,3.793,4.359
"5506","bleach","ruin",39,1,100,2.311,39,0.975,0,0,1,1.143,NA,NA,NA,NA,"ruin",1,2.033,2.646
"5506","want","ascent",7,1,1,2.566,13,0.325,0,1,0,0.647,NA,NA,NA,NA,"happy",0,3.819,5.759
"5506","bacon","feud",4,1,98,1.734,27,0.675,0,1,0,1.414,NA,NA,NA,NA,"beach",0,1.704,2.647
"5506","prison","loaf",27,1,100,2.214,37,0.925,0,0,1,0.63,NA,NA,NA,NA,"loaf",1,1.759,2.486
"5506","find","clown",25,1,100,4.839,29,0.725,1,1,1,1.029,NA,NA,NA,NA,"clown",1,3.202,4.062
"5506","smother","surgery",3,1,100,3.71,32,0.8,0,0,1,0.699,NA,NA,NA,NA,"surgery",1,1.352,2.589
"5506","pork","emperor",40,1,87,2.047,26,0.65,1,1,1,0.589,NA,NA,NA,NA,"find",0,1.859,3.234
"5506","fan","feature",22,1,1,2.405,1,0.025,1,0,0,0.638,NA,NA,NA,NA,"feast",0,1.576,3.854
"5506","bullet","walkway",14,1,100,3.279,31,0.775,0,0,1,0.783,NA,NA,NA,NA,"drop",0,3.512,4.215
"5506","visit","glove",9,1,1,3.31,3,0.075,1,0,0,0.486,NA,NA,NA,NA,"happy",0,1.328,2.199
"5506","shrink","mafia",30,1,53,4.272,25,0.625,1,1,1,1.083,NA,NA,NA,NA,"bread",0,2.408,3.271
"5550","risk","zero",40,1,90,8.463,37,0.925,0,0,1,7.231,NA,NA,NA,NA,"skip",0,8.007,9.586
"5550","date","laugh",4,1,80,11.735,27,0.675,1,1,1,1.599,NA,NA,NA,NA,"laugh",1,1.156,2.695
"5550","mill","feast",2,1,70,6.449,23,0.575,1,1,1,5.246,NA,NA,NA,NA,"feast",1,0.987,3.343
"5550","nerve","bumper",9,1,80,4.67,29,0.725,1,1,1,1.255,NA,NA,NA,NA,"skip",0,16.372,23.519
"5550","capital","figure",13,1,10,5.767,14,0.35,0,1,0,0.655,NA,NA,NA,NA,"skip",0,4.205,6.064
"5550","banner","glide",34,1,14,9.91,18,0.45,0,1,0,0.647,NA,NA,NA,NA,"glide",1,2.252,3.688
"5550","pea","bathtub",21,1,20,8.143,21,0.525,1,1,1,0.831,NA,NA,NA,NA,"skip",0,1.228,2.632
"5550","collect","loyalty",7,1,9,4.135,6,0.15,1,0,0,0.695,NA,NA,NA,NA,"skip",0,1.084,2.567
"5550","fee","chowder",29,1,85,4.758,35,0.875,0,0,1,1.104,NA,NA,NA,NA,"skip",0,1.428,3.312
