"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"2503","port","cinema",7,1,38,1.681,11,0.275,0,0,1,1.547,NA,NA,NA,NA,"ship",0,1.946,2.774
"2607","biology","temper",12,1,1,2.508,1,0.025,0,1,0,1.495,NA,NA,NA,NA,"skip",0,6.782,10.315
"2607","prison","loaf",33,1,30,5.209,28,0.7,0,0,1,2.113,NA,NA,NA,NA,"loaf",1,1.686,3.16
"2607","copy","bedroom",7,1,60,3.601,35,0.875,1,1,1,0.662,NA,NA,NA,NA,"bedroom",1,1.314,3.183
"2607","nerve","bumper",34,1,10,3.532,9,0.225,0,1,0,1.157,NA,NA,NA,NA,"skip",0,2.338,4.566
"2607","banner","glide",17,1,5,5.423,4,0.1,0,1,0,0.662,NA,NA,NA,NA,"skip",0,15.896,20.25
"2607","visit","glove",23,1,5,4.702,5,0.125,0,1,0,0.966,NA,NA,NA,NA,"skip",0,2.417,3.903
"2607","remind","foam",30,1,5,6.007,6,0.15,0,1,0,0.91,NA,NA,NA,NA,"skip",0,1.642,3.15
"2607","pea","bathtub",25,1,70,6.288,36,0.9,1,1,1,1.315,NA,NA,NA,NA,"bathtub",1,1.09,3.498
"2607","smother","surgery",8,1,30,6.974,27,0.675,0,0,1,1.293,NA,NA,NA,NA,"surgery",1,2.002,4.522
"2607","replace","roach",24,1,10,6.501,8,0.2,0,1,0,1.012,NA,NA,NA,NA,"skip",0,4.825,6.322
"2607","bullet","walkway",3,1,55,5.466,34,0.85,1,1,1,1.204,NA,NA,NA,NA,"hallway",0,1.462,3.364
"2607","capital","figure",39,1,10,3.386,15,0.375,0,0,1,1.349,NA,NA,NA,NA,"skip",0,9.798,11.205
"2607","shrink","mafia",16,1,14,4.477,19,0.475,0,0,1,0.764,NA,NA,NA,NA,"skip",0,1.54,3.588
"2607","pork","emperor",13,1,35,6.221,31,0.775,1,1,1,0.663,NA,NA,NA,NA,"emperor",1,1.507,3.611
"2607","knock","otter",28,1,10,4.386,11,0.275,1,0,0,0.865,NA,NA,NA,NA,"skip",0,1.743,3.262
"2607","date","laugh",38,1,75,3.835,37,0.925,1,1,1,0.968,NA,NA,NA,NA,"laugh",1,2.136,3.701
"2607","fan","feature",35,1,25,3.419,26,0.65,1,0,0,0.821,NA,NA,NA,NA,"feature",1,1.18,2.609
"2607","grip","beach",2,1,14,3.624,18,0.45,1,0,0,1.18,NA,NA,NA,NA,"skip",0,1.225,3.07
"2607","collect","loyalty",27,1,10,2.757,14,0.35,0,0,1,1.979,NA,NA,NA,NA,"skip",0,3.632,5.118
"2607","rock","milk",36,1,20,4.296,23,0.575,1,0,0,1.867,NA,NA,NA,NA,"milk",1,1.271,2.689
"2607","bias","sirloin",4,1,10,2.801,10,0.25,0,1,0,1.157,NA,NA,NA,NA,"skip",0,8.707,10.159
"2607","chicken","beet",11,1,15,2.43,21,0.525,0,0,1,1.045,NA,NA,NA,NA,"beet",1,3.25,5.288
"2607","port","cinema",5,1,25,7.997,25,0.625,1,0,0,1.146,NA,NA,NA,NA,"cinema",1,1.652,4.139
"2607","caring","skirt",29,1,5,3.812,7,0.175,0,1,0,1.135,NA,NA,NA,NA,"skip",0,1.506,5.377
"2607","glue","force",14,1,30,4.432,29,0.725,0,0,1,2.766,NA,NA,NA,NA,"force",1,3.037,5.388
"2607","need","faucet",21,1,20,3.419,24,0.6,1,0,0,1.203,NA,NA,NA,NA,"skip",0,1.326,3.43
"2607","fee","chowder",15,1,35,4.657,30,0.75,0,0,1,0.673,NA,NA,NA,NA,"skip",0,22.521,24.479
"2607","risk","zero",1,1,80,4.634,39,0.975,1,1,1,0.886,NA,NA,NA,NA,"zero",1,1.225,2.891
"2607","plant","worm",19,1,80,4.781,40,1,1,1,1,0.909,NA,NA,NA,NA,"worm",1,1.991,3.521
"2607","forest","knob",31,1,10,3.126,16,0.4,0,0,1,1.28,NA,NA,NA,NA,"skip",0,3.667,7.538
"2607","mill","feast",20,1,5,8.944,2,0.05,0,1,0,13.791,NA,NA,NA,NA,"rock",0,2.418,4.354
"2607","find","clown",37,1,10,4.117,13,0.325,1,0,0,0.663,NA,NA,NA,NA,"skip",0,2.632,4.398
"2607","link","crisis",40,1,40,9.404,32,0.8,1,1,1,1.121,NA,NA,NA,NA,"crisis",1,2.373,4.726
"2607","want","ascent",32,1,5,3.025,3,0.075,0,1,0,0.854,NA,NA,NA,NA,"skip",0,1.292,3.722
"2607","climax","saucer",22,1,10,3.318,17,0.425,0,0,1,0.786,NA,NA,NA,NA,"skip",0,4.454,5.816
"2607","bleach","ruin",6,1,40,3.442,33,0.825,1,1,1,0.72,NA,NA,NA,NA,"ruin",1,1.552,3.926
"2607","bacon","feud",18,1,15,2.957,20,0.5,1,0,0,0.662,NA,NA,NA,NA,"emperor",0,1.472,3.408
"2607","process","joker",26,1,80,4.365,38,0.95,1,1,1,0.753,NA,NA,NA,NA,"joker",1,1.361,3.049
"2607","anger","decay",10,1,20,3.589,22,0.55,1,0,0,0.787,NA,NA,NA,NA,"skip",0,1.72,3.195
"2607","calf","annoy",9,1,10,3.544,12,0.3,1,0,0,0.629,NA,NA,NA,NA,"annoy",1,2.789,4.713
"2612","climax","saucer",36,1,19,4.055,16,0.4,1,0,0,0.919,NA,NA,NA,NA,"vortex",0,8.205,9.829
"2612","want","ascent",29,1,7,2.695,6,0.15,1,1,1,0.997,NA,NA,NA,NA,"faucet",0,2.399,3.593
"2612","pork","emperor",31,1,83,2.657,35,0.875,0,0,1,2.327,NA,NA,NA,NA,"bacon",0,4.785,5.529
"2612","find","clown",39,1,18,3.587,13,0.325,1,0,0,1.133,NA,NA,NA,NA,"person",0,22.855,23.597
"2612","date","laugh",20,1,100,3.607,39,0.975,0,0,1,0.888,NA,NA,NA,NA,"culprit",0,13.283,15.534
"2612","link","crisis",12,1,57,4.938,30,0.75,0,0,1,1.865,NA,NA,NA,NA,"crisis",1,3.538,4.802
"2612","need","faucet",6,1,85,4.585,36,0.9,0,0,1,1.192,NA,NA,NA,NA,"faucet",1,3.448,4.323
"2612","calf","annoy",28,1,28,4.907,23,0.575,0,1,0,2.523,NA,NA,NA,NA,"milk",0,3.086,3.747
"2612","prison","loaf",25,1,14,2.991,11,0.275,1,0,0,0.79,NA,NA,NA,NA,"mill",0,3.218,3.917
"2612","remind","foam",32,1,12,2.287,8,0.2,1,1,1,1.231,NA,NA,NA,NA,"fortune",0,2.188,3.084
"2612","rock","milk",8,1,36,6.031,27,0.675,0,1,0,0.957,NA,NA,NA,NA,"milk",1,1.487,2.134
"2612","forest","knob",14,1,33,3.01,26,0.65,1,1,1,0.898,NA,NA,NA,NA,"tree",0,7.062,7.857
"2612","caring","skirt",19,1,5,1.728,4,0.1,1,1,1,0.959,NA,NA,NA,NA,"share",0,40.545,41.174
"2612","bleach","ruin",10,1,75,5.22,34,0.85,0,0,1,0.674,NA,NA,NA,NA,"ruin",1,2.464,5.478
"2612","nerve","bumper",2,1,3,2.354,3,0.075,1,1,1,0.83,NA,NA,NA,NA,"otter",0,6.229,6.926
"2612","anger","decay",11,1,20,2.677,17,0.425,1,0,0,0.821,NA,NA,NA,NA,"village",0,6.282,7.751
"2612","shrink","mafia",1,1,100,2.864,40,1,0,0,1,0.771,NA,NA,NA,NA,"mafia",1,2.801,3.616
"2612","risk","zero",33,1,18,2.511,15,0.375,1,1,1,0.693,NA,NA,NA,NA,"stone",0,3.937,4.544
"2612","bacon","feud",34,1,18,4.183,14,0.35,1,0,0,0.84,NA,NA,NA,NA,"pork",0,2.35,2.963
"2612","visit","glove",16,1,29,2.815,24,0.6,0,1,0,0.819,NA,NA,NA,NA,"farm",0,2.706,3.359
"2612","knock","otter",4,1,27,2.169,22,0.55,0,1,0,0.781,NA,NA,NA,NA,"otter",1,1.459,2.212
"2612","glue","force",30,1,73,2.502,33,0.825,0,0,1,0.604,NA,NA,NA,NA,"force",1,25.25,26.374
"2612","fee","chowder",15,1,16,1.797,12,0.3,1,1,1,0.733,NA,NA,NA,NA,"car",0,8.249,8.798
"2612","fan","feature",38,1,62,3.431,31,0.775,0,0,1,1.239,NA,NA,NA,NA,"lever",0,3.179,4.02
"2612","pea","bathtub",35,1,100,3.001,38,0.95,0,0,1,4.273,NA,NA,NA,NA,"bathroom",0,2.512,4.284
"2612","collect","loyalty",3,1,1,2.962,1,0.025,1,0,0,0.713,NA,NA,NA,NA,"well",0,5.317,5.905
"2612","replace","roach",26,1,14,2.608,10,0.25,1,0,0,1.545,NA,NA,NA,NA,"clothes",0,3.279,4.156
"2612","capital","figure",7,1,20,2.718,18,0.45,1,1,1,0.996,NA,NA,NA,NA,"leader",0,1.734,2.61
"2612","chicken","beet",40,1,87,3.539,37,0.925,0,0,1,1.192,NA,NA,NA,NA,"mill",0,7.053,8.573
"2612","grip","beach",24,1,55,5.854,29,0.725,0,1,0,0.85,NA,NA,NA,NA,"handle",0,12.891,13.978
"2612","bias","sirloin",21,1,1,2.686,2,0.05,1,0,0,0.741,NA,NA,NA,NA,"news",0,1.789,2.444
"2612","bullet","walkway",9,1,14,6.458,9,0.225,1,0,0,5.378,NA,NA,NA,NA,"cowboy",0,2.359,4.102
"2612","biology","temper",23,1,25,5.757,20,0.5,0,1,0,0.918,NA,NA,NA,NA,"temper",1,2.591,3.329
"2612","banner","glide",18,1,66,4.565,32,0.8,0,1,0,1.084,NA,NA,NA,NA,"glide",1,1.993,2.597
"2612","mill","feast",17,1,10,2.715,7,0.175,1,1,1,0.899,NA,NA,NA,NA,"brook",0,2.811,3.527
"2612","plant","worm",37,1,41,2.658,28,0.7,0,1,0,0.909,NA,NA,NA,NA,"seed",0,2.097,2.815
"2612","copy","bedroom",22,1,7,2.199,5,0.125,1,0,0,1.153,NA,NA,NA,NA,"paper",0,3.674,4.214
"2612","smother","surgery",13,1,21,2.707,19,0.475,0,1,0,0.664,NA,NA,NA,NA,"blanket",0,2.532,3.432
"2612","port","cinema",5,1,32,3.137,25,0.625,0,1,0,0.947,NA,NA,NA,NA,"building",0,2.845,3.624
"2612","process","joker",27,1,25,2.581,21,0.525,1,1,1,0.908,NA,NA,NA,NA,"build",0,2.987,3.573
"2652","want","ascent",20,1,20,4.885,15,0.375,0,1,0,0.725,NA,NA,NA,NA,"calf",0,15.784,17.53
"2652","forest","knob",25,1,67,4.372,28,0.7,1,1,1,0.728,NA,NA,NA,NA,"knob",1,2.476,7.049
"2652","pork","emperor",9,1,85,5.491,39,0.975,0,0,1,1.563,NA,NA,NA,NA,"emperor",1,1.746,3.685
"2652","smother","surgery",13,1,80,4.77,38,0.95,0,0,1,0.818,NA,NA,NA,NA,"surgery",1,2.196,4.229
"2652","knock","otter",22,1,21,3.104,20,0.5,0,1,0,0.63,NA,NA,NA,NA,"otter",1,5.52,6.712
"2652","bias","sirloin",5,1,10,4.723,1,0.025,1,0,0,1.153,NA,NA,NA,NA,"chaos",0,9.216,11.243
"2652","bacon","feud",23,1,75,4.159,30,0.75,1,1,1,0.607,NA,NA,NA,NA,"fight",0,9.021,11.181
"2652","mill","feast",31,1,75,3.653,33,0.825,0,0,1,0.865,NA,NA,NA,NA,"feast",1,9.984,11.596
"2652","caring","skirt",18,1,15,2.438,10,0.25,1,1,1,0.952,NA,NA,NA,NA,"calf",0,1.851,5.126
"2652","anger","decay",10,1,10,15.18,3,0.075,1,0,0,0.831,NA,NA,NA,NA,"chaos",0,1.805,3.561
"2652","glue","force",35,1,65,6.849,27,0.675,1,1,1,0.668,NA,NA,NA,NA,"force",1,1.452,2.663
"2652","bleach","ruin",26,1,80,3.754,37,0.925,0,0,1,0.7,NA,NA,NA,NA,"ruin",1,6.061,9.761
"2652","process","joker",2,1,15,2.932,5,0.125,1,0,0,0.603,NA,NA,NA,NA,"forest",0,3.74,5.656
"2652","plant","worm",4,1,15,5.992,9,0.225,1,0,0,0.488,NA,NA,NA,NA,"chaos",0,3.116,5.173
"2652","need","faucet",37,1,79,6.093,34,0.85,0,0,1,1.289,NA,NA,NA,NA,"faucet",1,3.871,5.952
"2652","remind","foam",11,1,20,5.222,17,0.425,0,1,0,1.472,NA,NA,NA,NA,"SKIP",0,2.911,5.168
"2652","rock","milk",7,1,25,6.65,22,0.55,0,1,0,0.643,NA,NA,NA,NA,"milk",1,2.271,7.827
"2652","find","clown",15,1,75,5.082,29,0.725,1,1,1,0.808,NA,NA,NA,NA,"clown",1,5.212,10.952
"2652","climax","saucer",29,1,10,9.521,4,0.1,1,1,1,0.751,NA,NA,NA,NA,"elbow",0,3.164,4.405
"2652","shrink","mafia",17,1,20,5.767,16,0.4,0,1,0,0.638,NA,NA,NA,NA,"mafia",1,2.159,4.608
"2652","fee","chowder",40,1,19,5.285,11,0.275,1,0,0,0.627,NA,NA,NA,NA,"capital",0,3.984,5.851
"2652","link","crisis",32,1,50,6.302,24,0.6,1,1,1,0.898,NA,NA,NA,NA,"crisis",1,9.868,22.879
"2652","bullet","walkway",27,1,85,5.134,40,1,0,0,1,0.674,NA,NA,NA,NA,"walkway",1,8.397,10.503
"2652","date","laugh",12,1,75,4.898,31,0.775,0,0,1,0.552,NA,NA,NA,NA,"laugh",1,2.222,4.367
"2652","biology","temper",16,1,31,4.746,23,0.575,0,1,0,0.662,NA,NA,NA,NA,"heat",0,5.599,14.955
"2652","risk","zero",39,1,50,9.921,25,0.625,0,1,0,0.685,NA,NA,NA,NA,"zero",1,6.748,8.997
"2652","nerve","bumper",36,1,20,5.763,18,0.45,1,1,1,0.82,NA,NA,NA,NA,"SKIP",0,4.095,5.8
"2652","grip","beach",38,1,20,8.825,12,0.3,1,1,1,10.479,NA,NA,NA,NA,"pan",0,3.711,4.959
"2652","pea","bathtub",6,1,20,11.241,13,0.325,1,0,0,0.944,NA,NA,NA,NA,"bathtub",1,6.848,9.424
"2652","replace","roach",28,1,15,4.981,6,0.15,1,0,0,0.711,NA,NA,NA,NA,"pot",0,3.696,5.048
"2652","prison","loaf",21,1,80,5.942,36,0.9,0,0,1,0.958,NA,NA,NA,NA,"loaf",1,6.113,7.12
"2652","chicken","beet",1,1,75,4.229,32,0.8,0,0,1,0.606,NA,NA,NA,NA,"beet",1,2.72,4.264
"2652","banner","glide",14,1,10,4.623,2,0.05,1,0,0,0.647,NA,NA,NA,NA,"flag",0,2.4,4.04
"2652","visit","glove",24,1,20,8.016,14,0.35,0,1,0,0.768,NA,NA,NA,NA,"otter",0,3.648,4.584
"2652","fan","feature",19,1,50,5.511,26,0.65,0,1,0,0.614,NA,NA,NA,NA,"collection",0,10.185,12.576
"2652","calf","annoy",34,1,15,6.14,7,0.175,1,0,0,0.924,NA,NA,NA,NA,"chaos",0,1.672,3.096
"2652","copy","bedroom",8,1,22,4.371,21,0.525,0,1,0,0.906,NA,NA,NA,NA,"forrest",0,5.873,7.584
"2652","capital","figure",3,1,20,8.834,19,0.475,1,1,1,0.711,NA,NA,NA,NA,"budget",0,4.76,5.927
"2652","collect","loyalty",33,1,15,2.695,8,0.2,1,0,0,0.589,NA,NA,NA,NA,"SKIP",0,3.672,4.711
"2652","port","cinema",30,1,79,5.914,35,0.875,0,0,1,0.98,NA,NA,NA,NA,"cinema",1,2.368,3.791
"2727","rock","milk",16,1,67,2.723,33,0.825,1,1,1,1.056,NA,NA,NA,NA,"sheet",0,26.349,28.865
"2727","fan","feature",35,1,62,2.288,7,0.175,0,1,0,1.152,NA,NA,NA,NA,"feature",1,13.258,20.677
"2727","replace","roach",36,1,72,2.594,38,0.95,1,0,0,1.547,NA,NA,NA,NA,"dog",0,32.556,35.121
"2727","prison","loaf",25,1,64,2.015,15,0.375,0,1,0,1.307,NA,NA,NA,NA,"loaf",1,5.312,7.279
"2727","forest","knob",14,1,66,2.333,29,0.725,1,0,0,1.28,NA,NA,NA,NA,"tree",0,41.387,43.393
"2727","chicken","beet",21,1,70,2.494,35,0.875,1,0,0,1.172,NA,NA,NA,NA,"seed",0,28.688,30.764
"2727","bacon","feud",24,1,65,2.751,20,0.5,0,1,0,1.217,NA,NA,NA,NA,"feud",1,15.967,17.824
"2727","calf","annoy",32,1,69,2.951,34,0.85,1,0,0,1.156,NA,NA,NA,NA,"cow",0,26.29,28.002
"2727","risk","zero",1,1,64,2.546,18,0.45,1,1,1,1.151,NA,NA,NA,NA,"danger",0,36.316,38.998
"2727","date","laugh",5,1,67,9.362,32,0.8,1,1,1,1.183,NA,NA,NA,NA,"laugh",1,8.238,10.603
"2727","capital","figure",39,1,65,2.158,25,0.625,1,1,1,1.623,NA,NA,NA,NA,"state",0,17.939,19.896
"2727","nerve","bumper",7,1,66,2.881,27,0.675,1,0,0,1.876,NA,NA,NA,NA,"bad",0,31.311,33.164
"2727","bias","sirloin",28,1,65,2.644,22,0.55,1,1,1,1.982,NA,NA,NA,NA,"politic",0,32.945,35.755
"2727","pea","bathtub",26,1,63,2.062,13,0.325,0,0,1,1.218,NA,NA,NA,NA,"fruit",0,52.083,54.131
"2727","process","joker",34,1,65,2.494,23,0.575,1,1,1,1.061,NA,NA,NA,NA,"meat",0,19.775,22.157
"2727","shrink","mafia",33,1,65,2.391,21,0.525,0,1,0,1.497,NA,NA,NA,NA,"mafia",1,20.978,25.773
"2727","anger","decay",23,1,66,2.064,31,0.775,1,1,1,1.688,NA,NA,NA,NA,"decay",1,11.94,14.129
"2727","find","clown",29,1,61,2.531,6,0.15,0,0,1,1.418,NA,NA,NA,NA,"clown",1,20.677,22.805
"2727","caring","skirt",6,1,51,2.001,1,0.025,0,0,1,1.498,NA,NA,NA,NA,"skirt",1,6,8.267
"2727","bleach","ruin",37,1,73,3.107,39,0.975,1,0,0,1.768,NA,NA,NA,NA,"wash",0,43.656,49.084
"2727","glue","force",40,1,77,8.858,40,1,1,0,0,11.301,NA,NA,NA,NA,"force",1,17.575,19.779
"2727","knock","otter",13,1,65,2.342,24,0.6,1,1,1,1.27,NA,NA,NA,NA,"door",0,26.513,28.415
"2727","biology","temper",22,1,70,1.979,36,0.9,1,0,0,1.298,NA,NA,NA,NA,"temper",1,6.874,9.457
"2727","need","faucet",10,1,66,2.11,30,0.75,1,1,1,1.318,NA,NA,NA,NA,"faucet",1,10.058,17.337
"2727","plant","worm",38,1,62,2.092,10,0.25,0,0,1,1.138,NA,NA,NA,NA,"worm",1,16.943,19.312
"2727","grip","beach",12,1,71,4.013,37,0.925,1,0,0,1.329,NA,NA,NA,NA,"tool",0,20.206,22.252
"2727","banner","glide",4,1,66,3.186,28,0.7,1,0,0,3.858,NA,NA,NA,NA,"flag",0,2.843,5.143
"2727","bullet","walkway",31,1,61,2.096,5,0.125,0,1,0,1.369,NA,NA,NA,NA,"gun",0,23.401,25.386
"2727","mill","feast",11,1,61,2.919,4,0.1,0,1,0,1.848,NA,NA,NA,NA,"feast",1,10.189,12.658
"2727","collect","loyalty",20,1,54,1.964,2,0.05,0,1,0,1.468,NA,NA,NA,NA,"loyalty",1,14.005,17.327
"2727","visit","glove",3,1,64,2.317,16,0.4,0,0,1,1.061,NA,NA,NA,NA,"glove",1,5.164,7.214
"2727","remind","foam",9,1,62,2.15,8,0.2,0,0,1,5.18,NA,NA,NA,NA,"foam",1,8.943,11.384
"2727","want","ascent",17,1,64,3.053,17,0.425,1,1,1,1.062,NA,NA,NA,NA,"love",0,42.525,45.191
"2727","copy","bedroom",19,1,65,6.597,19,0.475,0,1,0,5.179,NA,NA,NA,NA,"bedroom",1,12.932,16.563
"2727","link","crisis",30,1,63,2.142,12,0.3,0,0,1,1.227,NA,NA,NA,NA,"crisis",1,18.593,21.452
"2727","pork","emperor",8,1,63,2.445,14,0.35,0,0,1,1.249,NA,NA,NA,NA,"emperor",1,17.014,19.54
"2727","smother","surgery",27,1,60,4.846,3,0.075,0,0,1,4.497,NA,NA,NA,NA,"surgery",1,8.538,11.413
"2727","climax","saucer",2,1,62,2.568,9,0.225,0,0,1,1.158,NA,NA,NA,NA,"saucer",1,3.053,5.502
"2727","port","cinema",15,1,63,6.999,11,0.275,0,1,0,5.64,NA,NA,NA,NA,"cinema",1,11.062,13.81
"2727","fee","chowder",18,1,66,3.191,26,0.65,0,1,0,1.496,NA,NA,NA,NA,"chowder",1,10.067,12.458
"2767","forest","knob",20,1,70,5.438,28,0.7,1,0,0,3.181,NA,NA,NA,NA,"knob",1,6.271,8.997
"2767","anger","decay",22,1,20,5.15,4,0.1,0,1,0,0.926,NA,NA,NA,NA,"decay",1,6.071,9.316
"2767","capital","figure",40,1,32,4.582,17,0.425,1,0,0,1.111,NA,NA,NA,NA,"skip",0,12.142,14.831
"2767","need","faucet",10,1,36,3.227,20,0.5,0,0,1,0.688,NA,NA,NA,NA,"faucet",1,7.01,17.775
"2767","banner","glide",4,1,10,4.275,1,0.025,0,1,0,1.293,NA,NA,NA,NA,"sail",0,3.805,7.653
"2767","biology","temper",33,1,26,4.318,8,0.2,0,1,0,0.918,NA,NA,NA,NA,"nature",0,17.632,21.71
"2767","risk","zero",32,1,23,3.972,6,0.15,0,1,0,0.789,NA,NA,NA,NA,"zero",1,11.101,13.463
"2767","pork","emperor",24,1,100,13.085,35,0.875,1,1,1,0.982,NA,NA,NA,NA,"emperor",1,1.475,6.535
"2767","climax","saucer",14,1,50,11.053,24,0.6,1,0,0,1.567,NA,NA,NA,NA,"plate",0,2.367,6.802
"2767","find","clown",26,1,39,7.259,22,0.55,1,0,0,1.118,NA,NA,NA,NA,"mask",0,8.135,10.253
"2767","knock","otter",17,1,100,5.621,31,0.775,1,1,1,0.822,NA,NA,NA,NA,"skip",0,4.584,6.472
"2767","pea","bathtub",31,1,21,2.725,5,0.125,0,1,0,2.054,NA,NA,NA,NA,"skip",0,6.54,8.311
"2767","bias","sirloin",11,1,31,3.276,16,0.4,0,0,1,0.781,NA,NA,NA,NA,"sirloin",1,4.36,7.062
"2767","prison","loaf",18,1,100,3.919,33,0.825,1,1,1,0.82,NA,NA,NA,NA,"loaf",1,2.18,4.197
"2767","process","joker",36,1,12,3.637,2,0.05,0,0,1,0.725,NA,NA,NA,NA,"skip",0,9.497,11.616
"2767","grip","beach",23,1,65,20.274,27,0.675,0,0,1,21.844,NA,NA,NA,NA,"beach",1,5.136,7.31
"2767","port","cinema",37,1,50,5.214,26,0.65,1,0,0,0.812,NA,NA,NA,NA,"skip",0,1.919,4.182
"2767","replace","roach",21,1,31,5.055,14,0.35,1,0,0,1.955,NA,NA,NA,NA,"skip",0,7.162,9.046
"2767","want","ascent",7,1,31,2.429,15,0.375,0,0,1,1.006,NA,NA,NA,NA,"skip",0,2.121,3.845
"2767","caring","skirt",8,1,36,2.725,19,0.475,1,0,0,0.782,NA,NA,NA,NA,"bedroom",0,12.818,18.112
"2767","bacon","feud",39,1,100,2.143,40,1,1,1,1,1.916,NA,NA,NA,NA,"feud",1,2.893,5.669
"2767","fan","feature",6,1,100,2.509,39,0.975,1,1,1,0.734,NA,NA,NA,NA,"feather",0,3.768,8.493
"2767","date","laugh",30,1,29,2.574,13,0.325,1,0,0,0.847,NA,NA,NA,NA,"laugh",1,8.528,10.639
"2767","collect","loyalty",13,1,100,4.419,34,0.85,1,1,1,0.932,NA,NA,NA,NA,"loyalty",1,9.95,13.208
"2767","visit","glove",34,1,34,2.721,18,0.45,1,0,0,1.013,NA,NA,NA,NA,"skip",0,3.754,5.788
"2767","link","crisis",5,1,50,7.71,25,0.625,1,0,0,2.933,NA,NA,NA,NA,"skp",0,1.958,3.807
"2767","rock","milk",3,1,100,7.47,32,0.8,1,1,1,1.339,NA,NA,NA,NA,"milk",1,2.065,4.375
"2767","calf","annoy",28,1,15,3.405,3,0.075,0,1,0,0.87,NA,NA,NA,NA,"annoy",1,13.029,15.229
"2767","nerve","bumper",1,1,28,2.14,12,0.3,0,0,1,0.662,NA,NA,NA,NA,"bumper",1,4.279,8.06
"2767","shrink","mafia",16,1,27,3.463,10,0.25,0,1,0,0.652,NA,NA,NA,NA,"skip",0,7.283,9.432
"2767","bullet","walkway",12,1,100,3.925,30,0.75,0,0,1,2.263,NA,NA,NA,NA,"walkway",1,1.584,4.968
"2767","fee","chowder",2,1,24,2.645,7,0.175,0,1,0,0.854,NA,NA,NA,NA,"chowder",1,3.666,7.084
"2767","copy","bedroom",15,1,26,5.118,9,0.225,0,1,0,0.77,NA,NA,NA,NA,"skip",0,8.992,11.195
"2767","smother","surgery",19,1,28,2.861,11,0.275,0,1,0,0.903,NA,NA,NA,NA,"surgery",1,4.501,6.848
"2767","plant","worm",29,1,39,3.853,23,0.575,0,0,1,2.654,NA,NA,NA,NA,"worm",1,3.224,5.576
"2767","bleach","ruin",35,1,100,2.598,38,0.95,1,1,1,0.894,NA,NA,NA,NA,"ruin",1,2.463,4.188
"2767","remind","foam",25,1,38,3.213,21,0.525,0,0,1,2.981,NA,NA,NA,NA,"zero",0,16.909,18.72
"2767","chicken","beet",27,1,100,3.205,37,0.925,1,1,1,0.758,NA,NA,NA,NA,"beet",1,2.038,5.327
"2767","mill","feast",9,1,100,3.358,36,0.9,1,1,1,1.046,NA,NA,NA,NA,"feast",1,12.585,15.076
"2767","glue","force",38,1,76,7.484,29,0.725,0,0,1,1.27,NA,NA,NA,NA,"tough",0,16.682,18.36
"2854","find","clown",36,1,23,3.132,18,0.45,1,1,1,1.576,NA,NA,NA,NA,"locate",0,14.481,17.475
"2854","collect","loyalty",7,1,25,2.983,24,0.6,1,1,1,1.636,NA,NA,NA,NA,"continue",0,13.037,15.652
"2854","visit","glove",26,1,9,3.022,1,0.025,1,0,0,1.634,NA,NA,NA,NA,"empty",0,7.636,9.801
"2854","plant","worm",19,1,83,4.416,40,1,0,0,1,1.634,NA,NA,NA,NA,"worm",1,13.204,15.083
"2854","remind","foam",39,1,9,2.906,2,0.05,1,0,0,1.723,NA,NA,NA,NA,"restore",0,10.317,13.409
"2854","want","ascent",4,1,25,2.911,25,0.625,1,1,1,1.421,NA,NA,NA,NA,"need",0,5.196,7.732
"2854","port","cinema",13,1,15,3.273,9,0.225,1,1,1,1.758,NA,NA,NA,NA,"boat",0,7.41,10.685
"2854","replace","roach",18,1,12,3.66,6,0.15,1,0,0,1.6,NA,NA,NA,NA,"new",0,12.897,14.905
"2854","bacon","feud",15,1,38,7.62,34,0.85,0,1,0,2.619,NA,NA,NA,NA,"feud",1,6.98,10.636
"2854","pork","emperor",30,1,40,5.826,38,0.95,0,0,1,1.312,NA,NA,NA,NA,"emperor",1,1.92,14.927
"2854","grip","beach",33,1,26,2.978,28,0.7,0,0,1,1.283,NA,NA,NA,NA,"beach",1,9.173,11.81
"2854","bleach","ruin",10,1,24,4.32,19,0.475,0,1,0,1.781,NA,NA,NA,NA,"ruin",1,2.124,4.471
"2854","need","faucet",1,1,15,4.358,10,0.25,1,1,1,1.464,NA,NA,NA,NA,"want",0,7.481,9.386
"2854","calf","annoy",5,1,64,5.51,39,0.975,0,0,1,1.194,NA,NA,NA,NA,"annoy",1,2.457,5.735
"2854","fan","feature",22,1,21,3.361,15,0.375,0,1,0,1.282,NA,NA,NA,NA,"turn",0,6.61,9.223
"2854","glue","force",16,1,38,3.382,36,0.9,0,0,1,1.685,NA,NA,NA,NA,"force",1,9.392,12.32
"2854","biology","temper",9,1,36,3.248,33,0.825,0,0,1,1.642,NA,NA,NA,NA,"temper",1,8.304,11.824
"2854","copy","bedroom",31,1,30,6.611,31,0.775,0,1,0,6.285,NA,NA,NA,NA,"paper",0,11.78,13.865
"2854","capital","figure",3,1,21,2.984,16,0.4,0,1,0,1.319,NA,NA,NA,NA,"building",0,6.428,9.394
"2854","prison","loaf",11,1,9,3.066,3,0.075,1,0,0,1.539,NA,NA,NA,NA,"containment",0,7.299,10.452
