"subn","word1","word2","jol","jolrt","trial","list","practice","jolrank","jolrankp","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"1256","copy","bedroom",1,1.102,13,1,1,4,0.1,NA,NA,NA,NA,"joker",0,8.783,9.638
"1256","grip","beach",1,1.883,30,1,0,19,0.475,NA,NA,NA,NA,"force",0,4.56,6.2
"1256","bias","sirloin",1,0.926,17,1,0,15,0.375,NA,NA,NA,NA,"sirloin",1,6.111,7.606
"1256","calf","annoy",12,1.434,1,1,1,22,0.55,NA,NA,NA,NA,"annoy",1,4.426,5.736
"1256","plant","worm",100,1.563,8,1,0,39,0.975,NA,NA,NA,NA,"otter",0,3.912,5.032
"1256","climax","saucer",25,5.053,21,1,1,26,0.65,NA,NA,NA,NA,"clown",0,4.487,5.439
"1256","pea","bathtub",1,1.089,26,1,1,8,0.2,NA,NA,NA,NA,"ascent",0,5.824,7.296
"1256","anger","decay",1,2.705,33,1,0,7,0.175,NA,NA,NA,NA,"saucer",0,4.775,5.767
"1256","biology","temper",36,2.202,31,1,0,29,0.725,NA,NA,NA,NA,"bedroom",0,3.937,6.872
"1256","bullet","walkway",1,1.387,39,1,1,12,0.3,NA,NA,NA,NA,"feast",0,5.08,5.992
"1256","shrink","mafia",1,1.68,12,1,0,13,0.325,NA,NA,NA,NA,"bumper ",0,5.342,7.206
"1256","fan","feature",67,2.317,22,1,0,37,0.925,NA,NA,NA,NA,"walkway",0,8.399,10.159
"1256","want","ascent",1,9.633,35,1,1,2,0.05,NA,NA,NA,NA,"ascent",1,5.121,6.736
"1256","glue","force",1,1.137,2,1,1,18,0.45,NA,NA,NA,NA,"emperor",0,3.96,5.151
"1256","nerve","bumper",1,0.891,18,1,1,10,0.25,NA,NA,NA,NA,"bathtub",0,5.288,6.424
"1256","find","clown",1,5.882,5,1,0,1,0.025,NA,NA,NA,NA,"worm",0,4.272,5.056
"1256","link","crisis",1,1.015,34,1,0,11,0.275,NA,NA,NA,NA,"skirt",0,4.305,9.695
"1256","pork","emperor",24,1.237,16,1,0,25,0.625,NA,NA,NA,NA,"surgery",0,5.136,6.471
"1256","caring","skirt",1,1.285,38,1,1,20,0.5,NA,NA,NA,NA,"temper",0,4.425,7.127
"1256","visit","glove",1,1.381,25,1,0,3,0.075,NA,NA,NA,NA,"figure",0,3.944,5.335
"1256","bleach","ruin",37,1.612,19,1,1,30,0.75,NA,NA,NA,NA,"worm",0,3.657,5.376
"1256","need","faucet",26,1.693,29,1,0,27,0.675,NA,NA,NA,NA,"faucet",1,5.271,7.175
"1256","banner","glide",1,2.138,7,1,0,21,0.525,NA,NA,NA,NA,"glide",1,5.104,7.864
"1256","smother","surgery",1,1.015,15,1,0,17,0.425,NA,NA,NA,NA,"clown",0,9.536,13.121
"1256","collect","loyalty",1,1.22,11,1,1,16,0.4,NA,NA,NA,NA,"loyalty",1,4.56,6.087
"1256","mill","feast",64,2.129,14,1,0,35,0.875,NA,NA,NA,NA,"decay",0,7.384,8.759
"1256","fee","chowder",46,1.487,3,1,1,32,0.8,NA,NA,NA,NA,"chowder",1,3.56,4.888
"1256","replace","roach",30,8.004,24,1,1,28,0.7,NA,NA,NA,NA,"crisis",0,6.583,7.847
"1256","process","joker",1,1.383,37,1,1,14,0.35,NA,NA,NA,NA,"walkway",0,4.872,6.591
"1256","forest","knob",47,9.712,6,1,0,33,0.825,NA,NA,NA,NA,"knob",1,6.224,7.279
"1256","bacon","feud",1,10.083,4,1,0,9,0.225,NA,NA,NA,NA,"ruin",0,6.183,7.152
"1256","prison","loaf",1,1.354,10,1,1,6,0.15,NA,NA,NA,NA,"loaf",1,4.711,5.511
"1256","capital","figure",66,3.144,28,1,1,36,0.9,NA,NA,NA,NA,"mafia",0,6.619,7.419
"1256","port","cinema",57,3.253,23,1,1,34,0.85,NA,NA,NA,NA,"cinema",1,4.569,6.36
"1256","remind","foam",1,1.241,27,1,0,5,0.125,NA,NA,NA,NA,"foam",1,5.391,6.319
"1256","risk","zero",100,1.712,9,1,1,38,0.95,NA,NA,NA,NA,"zero",1,3.132,4.008
"1256","date","laugh",19,1.449,20,1,0,23,0.575,NA,NA,NA,NA,"laugh",1,9.912,10.367
"1256","chicken","beet",100,1.507,36,1,1,40,1,NA,NA,NA,NA,"beet",1,3.912,4.164
"1256","knock","otter",23,1.552,40,1,1,24,0.6,NA,NA,NA,NA,"otter",1,7.556,7.804
"1256","rock","milk",37,2.575,32,1,0,31,0.775,NA,NA,NA,NA,"milk",1,8.121,8.369
"1277","climax","saucer",57,3.557,34,1,0,26,0.65,NA,NA,NA,NA,"saucer",1,7.53,10.382
"1277","mill","feast",19,4.684,22,1,1,15,0.375,NA,NA,NA,NA,"SKIP",0,4.013,6.78
"1277","need","faucet",19,11.55,17,1,0,16,0.4,NA,NA,NA,NA,"faucet",1,2.637,5.533
"1277","capital","figure",38,4.709,9,1,0,20,0.5,NA,NA,NA,NA,"function",0,12.172,15.695
"1277","calf","annoy",35,3.221,8,1,1,19,0.475,NA,NA,NA,NA,"annoy",1,1.314,3.879
"1277","replace","roach",1,2.701,6,1,0,4,0.1,NA,NA,NA,NA,"SKIP",0,4.977,7.671
"1277","fee","chowder",1,2.78,13,1,1,3,0.075,NA,NA,NA,NA,"SKIP",0,5.779,9.8
"1277","risk","zero",66,6.053,24,1,1,33,0.825,NA,NA,NA,NA,"zero",1,3.965,6.327
"1277","link","crisis",6,4.35,25,1,0,14,0.35,NA,NA,NA,NA,"SKIP",0,8.794,13.021
"1277","anger","decay",3,4.557,30,1,0,10,0.25,NA,NA,NA,NA,"SKIP",0,12.04,14.903
"1277","visit","glove",1,3.574,4,1,0,2,0.05,NA,NA,NA,NA,"SKIP",0,2.671,5.382
"1277","want","ascent",1,2.31,35,1,0,8,0.2,NA,NA,NA,NA,"faucet",0,7.295,10.079
"1277","forest","knob",1,3.39,21,1,1,7,0.175,NA,NA,NA,NA,"grip",0,1.831,3.782
"1277","pork","emperor",5,3.414,5,1,0,12,0.3,NA,NA,NA,NA,"emperor",1,1.959,4.494
"1277","knock","otter",27,7.281,19,1,1,17,0.425,NA,NA,NA,NA,"SKIP",0,3.065,5.566
"1277","process","joker",1,7.07,33,1,1,1,0.025,NA,NA,NA,NA,"SKIP",0,3.532,6.078
"1277","remind","foam",1,2.054,31,1,0,6,0.15,NA,NA,NA,NA,"SKIP",0,2.609,5.326
"1277","shrink","mafia",57,4.301,39,1,0,24,0.6,NA,NA,NA,NA,"bedroom",0,4.224,7.319
"1277","smother","surgery",57,2.502,11,1,1,25,0.625,NA,NA,NA,NA,"surgery",1,1.264,4.223
"1277","grip","beach",5,5.398,2,1,1,13,0.325,NA,NA,NA,NA,"force",0,1.568,3.815
"1277","date","laugh",59,4.71,12,1,1,29,0.725,NA,NA,NA,NA,"laugh",1,2.028,5.469
"1277","glue","force",71,2.59,40,1,1,35,0.875,NA,NA,NA,NA,"force",1,1.253,3.742
"1277","bias","sirloin",66,2.356,37,1,0,34,0.85,NA,NA,NA,NA,"sirloin",1,6.189,9.262
"1277","prison","loaf",1,2.447,29,1,1,9,0.225,NA,NA,NA,NA,"SKIP",0,3.925,9.471
"1277","find","clown",1,2.678,1,1,1,5,0.125,NA,NA,NA,NA,"SKIP",0,4.137,7.511
"1277","caring","skirt",4,8.865,14,1,1,11,0.275,NA,NA,NA,NA,"SKIP",0,2.644,5.533
"1277","collect","loyalty",55,3.669,28,1,1,23,0.575,NA,NA,NA,NA,"loyalty",1,2.427,4.949
"1277","biology","temper",34,6.237,38,1,0,18,0.45,NA,NA,NA,NA,"SKIP",0,4.598,7.039
"1277","copy","bedroom",58,3.848,23,1,1,27,0.675,NA,NA,NA,NA,"bedroom",1,3.79,6.303
"1277","bleach","ruin",96,3.189,16,1,0,40,1,NA,NA,NA,NA,"ruin",1,1.324,3.556
"1277","bullet","walkway",65,2.647,3,1,0,32,0.8,NA,NA,NA,NA,"walkway",1,2.66,6.198
"1277","bacon","feud",84,2.903,26,1,0,38,0.95,NA,NA,NA,NA,"feud",1,1.201,12.846
"1277","fan","feature",45,4.141,32,1,0,22,0.55,NA,NA,NA,NA,"feature",1,2.069,4.879
"1277","rock","milk",83,2.853,36,1,1,37,0.925,NA,NA,NA,NA,"milk",1,1.509,3.727
"1277","chicken","beet",73,2.566,27,1,0,36,0.9,NA,NA,NA,NA,"beet",1,2.752,4.743
"1277","port","cinema",58,5.381,15,1,0,28,0.7,NA,NA,NA,NA,"cinema",1,2.69,5.808
"1277","nerve","bumper",41,5.798,18,1,1,21,0.525,NA,NA,NA,NA,"bumper",1,1.704,4.269
"1277","plant","worm",64,3.277,7,1,1,31,0.775,NA,NA,NA,NA,"worm",1,1.2,3.357
"1277","pea","bathtub",87,3.644,20,1,1,39,0.975,NA,NA,NA,NA,"bathtub",1,2.07,5.014
"1277","banner","glide",63,2.27,10,1,0,30,0.75,NA,NA,NA,NA,"glide",1,4.469,6.63
"1332","anger","decay",11,5.292,6,1,0,5,0.125,NA,NA,NA,NA,"decay",1,1.874,3.175
"1332","bleach","ruin",11,3.184,20,1,1,6,0.15,NA,NA,NA,NA,"skip",0,4.957,7.541
