"subn","word1","word2","jol","jolrt","trial","list","practice","jolrank","jolrankp","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"1332","climax","saucer",76,2.667,29,1,1,20,0.5,NA,NA,NA,NA,"saucer",1,1.264,2.32
"1332","need","faucet",1,3.198,31,1,0,1,0.025,NA,NA,NA,NA,"foam",0,4.888,13.552
"1332","mill","feast",90,2.487,26,1,0,33,0.825,NA,NA,NA,NA,"feast",1,1.063,1.943
"1332","replace","roach",78,3.863,12,1,0,21,0.525,NA,NA,NA,NA,"foam",0,10.995,11.896
"1332","smother","surgery",80,4.32,40,1,1,22,0.55,NA,NA,NA,NA,"surgery",1,1.568,2.705
"1332","date","laugh",91,2.165,28,1,1,34,0.85,NA,NA,NA,NA,"laugh",1,0.973,1.669
"1332","banner","glide",73,2.233,36,1,1,18,0.45,NA,NA,NA,NA,"glide",1,0.907,1.593
"1332","fan","feature",27,3.918,9,1,0,9,0.225,NA,NA,NA,NA,"feature",1,1.134,2.413
"1332","risk","zero",100,2.516,39,1,1,40,1,NA,NA,NA,NA,"zero",1,1.987,3.624
"1332","biology","temper",88,3.023,18,1,1,30,0.75,NA,NA,NA,NA,"temper",1,1.216,2.016
"1332","forest","knob",81,2.412,25,1,1,24,0.6,NA,NA,NA,NA,"knob",1,1.293,2.03
"1332","nerve","bumper",36,3.954,34,1,0,11,0.275,NA,NA,NA,NA,"skip",0,7.478,8.416
"1332","pork","emperor",93,2.324,4,1,0,39,0.975,NA,NA,NA,NA,"emperor",1,1.494,2.58
"1332","grip","beach",89,2.589,37,1,0,31,0.775,NA,NA,NA,NA,"beach",1,1.744,2.375
"1332","port","cinema",92,4.734,30,1,1,36,0.9,NA,NA,NA,NA,"cinema",1,1.225,2.078
"1332","bacon","feud",92,2.217,14,1,0,35,0.875,NA,NA,NA,NA,"feud",1,2.035,2.884
"1332","glue","force",81,2.916,33,1,0,25,0.625,NA,NA,NA,NA,"force",1,1.043,1.877
"1332","caring","skirt",32,8.446,3,1,1,10,0.25,NA,NA,NA,NA,"skip",0,1.134,1.829
"1332","prison","loaf",81,4.044,10,1,0,23,0.575,NA,NA,NA,NA,"loaf",1,1.093,1.861
"1332","copy","bedroom",73,2.202,11,1,0,19,0.475,NA,NA,NA,NA,"bedroom",1,1.785,6.65
"1332","plant","worm",92,2.276,1,1,1,38,0.95,NA,NA,NA,NA,"worm",1,0.957,1.957
"1332","capital","figure",15,3.461,7,1,1,8,0.2,NA,NA,NA,NA,"skip",0,1.44,2.623
"1332","want","ascent",61,4.758,32,1,0,15,0.375,NA,NA,NA,NA,"ascent",1,3.433,6.593
"1332","remind","foam",6,3.257,15,1,0,3,0.075,NA,NA,NA,NA,"skip",0,2.806,3.613
"1332","process","joker",5,5.293,21,1,1,2,0.05,NA,NA,NA,NA,"skip",0,1.033,1.864
"1332","rock","milk",66,4.197,24,1,0,17,0.425,NA,NA,NA,NA,"skip",0,6.146,6.84
"1332","bias","sirloin",87,3.659,23,1,0,29,0.725,NA,NA,NA,NA,"skip",0,21.984,23.04
"1332","link","crisis",90,2.828,2,1,1,32,0.8,NA,NA,NA,NA,"crisis",1,1.297,2.495
"1332","bullet","walkway",85,3.134,35,1,1,26,0.65,NA,NA,NA,NA,"walkway",1,1.176,2.296
"1332","chicken","beet",64,2.651,27,1,1,16,0.4,NA,NA,NA,NA,"beet",1,0.922,1.663
"1332","visit","glove",85,2.475,22,1,0,27,0.675,NA,NA,NA,NA,"glove",1,1.738,3.504
"1332","knock","otter",8,9.836,19,1,1,4,0.1,NA,NA,NA,NA,"skip",0,1.243,1.84
"1332","pea","bathtub",86,3.036,38,1,1,28,0.7,NA,NA,NA,NA,"bathroom",0,1.208,3.303
"1332","find","clown",92,2.943,13,1,0,37,0.925,NA,NA,NA,NA,"skip",0,5.547,7.656
"1332","fee","chowder",40,15.878,16,1,0,13,0.325,NA,NA,NA,NA,"chowder",1,2.441,3.44
"1332","collect","loyalty",14,5.922,17,1,0,7,0.175,NA,NA,NA,NA,"skip",0,1.042,2.328
"1332","shrink","mafia",38,3.853,8,1,1,12,0.3,NA,NA,NA,NA,"skip",0,2.553,7.015
"1332","calf","annoy",61,2.505,5,1,1,14,0.35,NA,NA,NA,NA,"annoy",1,0.898,1.783
"1398","link","crisis",73,1.636,39,1,0,35,0.875,NA,NA,NA,NA,"crisis ",0,17.127,20.092
"1398","shrink","mafia",66,1.86,36,1,1,22,0.55,NA,NA,NA,NA,"mafia",1,12.872,15.241
"1398","date","laugh",68,2.845,3,1,0,25,0.625,NA,NA,NA,NA,"skip",0,6.581,8.624
"1398","risk","zero",28,1.677,34,1,1,4,0.1,NA,NA,NA,NA,"skip",0,16.365,21.074
"1398","replace","roach",26,2.078,33,1,1,2,0.05,NA,NA,NA,NA,"skip",0,4.466,6.711
"1398","fee","chowder",33,1.564,20,1,0,7,0.175,NA,NA,NA,NA,"CHOWDER",0,42.449,45.42
"1398","pork","emperor",67,1.845,19,1,0,23,0.575,NA,NA,NA,NA,"EMPEROR",0,16.227,19.39
"1398","rock","milk",59,1.752,10,1,1,18,0.45,NA,NA,NA,NA,"MILK",0,3.447,5.87
"1398","want","ascent",65,1.883,17,1,0,21,0.525,NA,NA,NA,NA,"ASCENT",0,8.194,12.276
"1398","glue","force",71,2.389,37,1,0,33,0.825,NA,NA,NA,NA,"GORILLA",0,9.317,12.44
"1398","mill","feast",60,9.045,32,1,0,19,0.475,NA,NA,NA,NA,"FEAST",0,4.633,7.221
"1398","copy","bedroom",64,1.652,38,1,1,20,0.5,NA,NA,NA,NA,"SKIP",0,3.013,6.118
"1398","visit","glove",30,1.773,23,1,0,5,0.125,NA,NA,NA,NA,"GLOVE",0,3.481,5.397
"1398","bleach","ruin",57,1.882,5,1,0,15,0.375,NA,NA,NA,NA,"RUIN",0,4.338,6.391
"1398","grip","beach",34,1.541,1,1,0,9,0.225,NA,NA,NA,NA,"BEACH",0,4.149,6.413
"1398","port","cinema",69,1.973,35,1,1,28,0.7,NA,NA,NA,NA,"CINEMA",0,5.639,7.962
"1398","collect","loyalty",58,1.687,12,1,0,17,0.425,NA,NA,NA,NA,"SKIP",0,2.469,4.513
"1398","prison","loaf",35,1.565,30,1,1,10,0.25,NA,NA,NA,NA,"LOAF",0,16.039,19.519
"1398","knock","otter",70,1.916,7,1,0,31,0.775,NA,NA,NA,NA,"SKIP",0,4.642,8.188
"1398","need","faucet",32,1.717,22,1,1,6,0.15,NA,NA,NA,NA,"FAUCET ",0,21.96,24.948
"1398","biology","temper",77,1.644,6,1,0,39,0.975,NA,NA,NA,NA,"SKIP",0,2.221,4.888
"1398","climax","saucer",76,2.403,24,1,1,38,0.95,NA,NA,NA,NA,"SAUCER",0,10.043,12.405
"1398","caring","skirt",58,1.749,29,1,1,16,0.4,NA,NA,NA,NA,"SKIP",0,1.872,3.732
"1398","anger","decay",70,1.885,18,1,1,32,0.8,NA,NA,NA,NA,"SKIRT",0,3.726,6.039
"1398","bullet","walkway",33,1.453,40,1,1,8,0.2,NA,NA,NA,NA,"WALKWAY",0,2.132,4.851
"1398","pea","bathtub",69,1.693,11,1,0,27,0.675,NA,NA,NA,NA,"SKIP",0,4.237,6.79
"1398","forest","knob",69,1.669,31,1,0,29,0.725,NA,NA,NA,NA,"KNOB",0,26.221,28.295
"1398","bias","sirloin",36,1.733,8,1,0,11,0.275,NA,NA,NA,NA,"SKIP",0,1.753,4.228
"1398","find","clown",72,1.772,9,1,1,34,0.85,NA,NA,NA,NA,"CLOWN",0,29.216,31.407
"1398","remind","foam",27,2.51,4,1,0,3,0.075,NA,NA,NA,NA,"REPLACE",0,3.06,5.431
"1398","calf","annoy",68,2.035,13,1,1,24,0.6,NA,NA,NA,NA,"SKIP",0,2.178,4.323
"1398","plant","worm",46,1.859,15,1,0,13,0.325,NA,NA,NA,NA,"WORM",0,2.675,12.802
"1398","capital","figure",73,2.092,27,1,1,36,0.9,NA,NA,NA,NA,"FIGURE",0,5.961,8.021
"1398","nerve","bumper",75,1.693,21,1,0,37,0.925,NA,NA,NA,NA,"SKIP",0,1.124,3.151
"1398","smother","surgery",43,1.957,26,1,1,12,0.3,NA,NA,NA,NA,"FORCE",0,3.999,6.061
"1398","fan","feature",81,1.669,28,1,1,40,1,NA,NA,NA,NA,"SKIP",0,2.429,4.516
"1398","chicken","beet",57,1.893,25,1,1,14,0.35,NA,NA,NA,NA,"SKIP",0,1.271,4.133
"1398","banner","glide",69,1.573,16,1,1,30,0.75,NA,NA,NA,NA,"SKIP",0,6.896,9.013
"1398","bacon","feud",69,1.923,2,1,1,26,0.65,NA,NA,NA,NA,"SKIP",0,1.984,4.822
"1398","process","joker",25,1.5,14,1,0,1,0.025,NA,NA,NA,NA,"BUMPER",0,8.716,10.972
"1428","want","ascent",1,16.274,32,1,1,4,0.1,NA,NA,NA,NA,"skip",0,1.748,3.188
"1428","calf","annoy",34,5.662,34,1,0,23,0.575,NA,NA,NA,NA,"annoy",1,2.748,4.724
"1428","glue","force",54,5.042,12,1,0,27,0.675,NA,NA,NA,NA,"skip",0,1.595,4.87
"1428","nerve","bumper",1,4.689,10,1,1,2,0.05,NA,NA,NA,NA,"skip",0,1.244,2.793
"1428","fee","chowder",19,5.192,4,1,1,18,0.45,NA,NA,NA,NA,"chowder",1,1.97,4.384
"1428","date","laugh",65,9.737,27,1,0,31,0.775,NA,NA,NA,NA,"laugh",1,1.763,9.766
"1428","risk","zero",90,7.607,20,1,1,40,1,NA,NA,NA,NA,"zero",1,1.723,3.052
"1428","need","faucet",1,2.203,38,1,1,10,0.25,NA,NA,NA,NA,"skip",0,1.39,3.381
"1428","find","clown",3,14.091,5,1,1,14,0.35,NA,NA,NA,NA,"skip",0,1.471,5.003
"1428","knock","otter",58,2.518,37,1,0,29,0.725,NA,NA,NA,NA,"otter",1,8.113,9.336
"1428","mill","feast",10,8.98,29,1,1,16,0.4,NA,NA,NA,NA,"feast",1,1.987,3.449
"1428","plant","worm",31,4.736,33,1,1,22,0.55,NA,NA,NA,NA,"worm",1,2.357,3.758
"1428","copy","bedroom",72,2.901,28,1,0,35,0.875,NA,NA,NA,NA,"bedroom",1,1.604,5.624
"1428","bleach","ruin",74,4.626,40,1,1,36,0.9,NA,NA,NA,NA,"ruin",1,1.794,3.224
"1428","caring","skirt",39,7.567,2,1,0,25,0.625,NA,NA,NA,NA,"skip",0,10.642,12.021
"1428","rock","milk",1,5.135,19,1,0,3,0.075,NA,NA,NA,NA,"milk",1,2.608,3.935
"1428","replace","roach",67,3.614,39,1,0,33,0.825,NA,NA,NA,NA,"roach",1,1.435,3.178
"1428","bacon","feud",1,32.446,26,1,0,11,0.275,NA,NA,NA,NA,"skip",0,1.911,9.765
"1428","fan","feature",71,2.846,35,1,1,34,0.85,NA,NA,NA,NA,"features",0,0.994,2.502
"1428","pork","emperor",56,2.697,18,1,1,28,0.7,NA,NA,NA,NA,"skip",0,1.221,2.643
"1428","chicken","beet",1,5.45,30,1,1,12,0.3,NA,NA,NA,NA,"skip",0,1.088,3.317
"1428","forest","knob",51,4.109,3,1,1,26,0.65,NA,NA,NA,NA,"knob",1,1.268,2.611
"1428","smother","surgery",1,2.359,1,1,0,9,0.225,NA,NA,NA,NA,"surgeon",0,5.487,7.735
"1428","bias","sirloin",1,3.591,9,1,0,1,0.025,NA,NA,NA,NA,"sirloin",1,2.947,4.691
"1428","process","joker",1,3.395,7,1,1,8,0.2,NA,NA,NA,NA,"skip",0,1.088,2.407
"1428","climax","saucer",82,5.127,31,1,0,39,0.975,NA,NA,NA,NA,"saucer",1,2.118,3.717
"1428","remind","foam",1,2.886,23,1,0,7,0.175,NA,NA,NA,NA,"skip",0,9.709,11.224
"1428","visit","glove",1,3.151,16,1,1,6,0.15,NA,NA,NA,NA,"skip",0,1.05,3.034
"1428","shrink","mafia",1,2.155,13,1,0,13,0.325,NA,NA,NA,NA,"mafia",1,4.551,5.985
"1428","pea","bathtub",80,3.716,8,1,1,38,0.95,NA,NA,NA,NA,"bathtub",1,7.142,9.107
"1428","collect","loyalty",1,4.352,21,1,0,5,0.125,NA,NA,NA,NA,"skip",0,17.076,20.638
"1428","prison","loaf",37,5.404,6,1,1,24,0.6,NA,NA,NA,NA,"loaf",1,2.434,3.868
"1428","capital","figure",77,3.857,17,1,0,37,0.925,NA,NA,NA,NA,"figure",1,1.765,3.253
"1428","anger","decay",22,8.133,25,1,1,20,0.5,NA,NA,NA,NA,"biology",0,7.485,9.328
"1428","biology","temper",23,5.669,11,1,0,21,0.525,NA,NA,NA,NA,"annoy",0,6.044,10.925
"1428","link","crisis",65,7.808,15,1,1,32,0.8,NA,NA,NA,NA,"crisis",1,1.252,2.933
"1428","banner","glide",61,2.979,22,1,1,30,0.75,NA,NA,NA,NA,"glide",1,1.215,2.361
"1428","port","cinema",13,4.091,36,1,0,17,0.425,NA,NA,NA,NA,"cinema",1,4.003,5.497
"1428","grip","beach",20,4.078,14,1,0,19,0.475,NA,NA,NA,NA,"skip",0,16.356,18.067
"1428","bullet","walkway",8,10.437,24,1,0,15,0.375,NA,NA,NA,NA,"walkway",1,2.735,4.431
"1442","capital","figure",1,2.081,37,1,0,25,0.625,NA,NA,NA,NA,"fig",0,6.016,8.363
"1442","remind","foam",1,3.163,5,1,0,13,0.325,NA,NA,NA,NA,"foam",1,11.317,13.363
"1442","bleach","ruin",1,2.833,40,1,0,15,0.375,NA,NA,NA,NA,"skip",0,9.402,10.939
"1442","collect","loyalty",1,2.208,12,1,0,9,0.225,NA,NA,NA,NA,"loyalty",1,4.168,6.547
"1442","risk","zero",1,2.401,30,1,0,17,0.425,NA,NA,NA,NA,"skip",0,12.098,14.102
"1442","rock","milk",1,2.705,22,1,1,28,0.7,NA,NA,NA,NA,"skip",0,7.409,8.842
"1442","port","cinema",1,2.084,31,1,1,10,0.25,NA,NA,NA,NA,"skip",0,14.649,17.137
"1442","bias","sirloin",1,2.851,39,1,1,20,0.5,NA,NA,NA,NA,"skip",0,6.666,7.969
"1442","shrink","mafia",1,4.383,36,1,1,24,0.6,NA,NA,NA,NA,"skip",0,7.468,8.77
"1442","find","clown",1,1.841,19,1,0,27,0.675,NA,NA,NA,NA,"skip",0,10.834,12.161
"1442","grip","beach",1,2.12,18,1,1,8,0.2,NA,NA,NA,NA,"skip",0,3.57,4.866
"1442","anger","decay",55,5.039,8,1,0,37,0.925,NA,NA,NA,NA,"decay",1,9.355,10.844
"1442","visit","glove",1,1.993,21,1,1,32,0.8,NA,NA,NA,NA,"skip",0,6.464,7.722
"1442","prison","loaf",1,2.529,27,1,1,12,0.3,NA,NA,NA,NA,"skip",0,14.739,15.898
"1442","plant","worm",65,4.237,29,1,0,39,0.975,NA,NA,NA,NA,"worm",1,5.202,6.846
"1442","date","laugh",1,2.192,7,1,0,21,0.525,NA,NA,NA,NA,"skip",0,8.246,9.507
"1442","climax","saucer",1,2.778,14,1,1,2,0.05,NA,NA,NA,NA,"skip",0,6.887,7.925
"1442","forest","knob",1,2.955,34,1,1,14,0.35,NA,NA,NA,NA,"skip",0,7.668,8.761
"1442","mill","feast",1,4.738,6,1,0,1,0.025,NA,NA,NA,NA,"feast",1,2.807,4.279
"1442","pea","bathtub",30,8.185,32,1,1,36,0.9,NA,NA,NA,NA,"bathtub",1,7.508,9.902
"1442","glue","force",1,2.353,2,1,1,30,0.75,NA,NA,NA,NA,"skip",0,8.577,9.709
"1442","fan","feature",1,2.268,20,1,1,16,0.4,NA,NA,NA,NA,"skip",0,6.935,8.326
"1442","calf","annoy",1,4.886,26,1,0,31,0.775,NA,NA,NA,NA,"annoy",1,3.682,5.563
"1442","process","joker",1,2.514,38,1,0,23,0.575,NA,NA,NA,NA,"joker",1,7.81,9.187
"1442","biology","temper",1,3.002,25,1,1,18,0.45,NA,NA,NA,NA,"skip",0,4.059,5.449
"1442","replace","roach",1,2.818,35,1,0,33,0.825,NA,NA,NA,NA,"roach",1,6.77,8.906
"1442","fee","chowder",1,3.186,13,1,0,35,0.875,NA,NA,NA,NA,"chowder",1,5.55,7.693
"1442","pork","emperor",1,2.338,16,1,0,3,0.075,NA,NA,NA,NA,"emperor",1,5.535,7.662
"1442","knock","otter",1,2.067,4,1,1,22,0.55,NA,NA,NA,NA,"skip",0,7.556,8.849
"1442","link","crisis",1,2.42,15,1,0,5,0.125,NA,NA,NA,NA,"crisis",1,13.288,16.153
"1442","copy","bedroom",1,2.195,24,1,0,7,0.175,NA,NA,NA,NA,"bedroom",1,6.491,10.558
"1442","bacon","feud",1,2.265,9,1,0,19,0.475,NA,NA,NA,NA,"skip",0,7.948,13.642
"1442","bullet","walkway",1,2.915,17,1,1,4,0.1,NA,NA,NA,NA,"skip",0,6.34,7.48
"1442","caring","skirt",1,1.971,11,1,1,26,0.65,NA,NA,NA,NA,"skip",0,5.741,6.915
"1442","chicken","beet",71,5.953,10,1,1,40,1,NA,NA,NA,NA,"beet",1,10.229,11.199
"1442","banner","glide",55,3.373,3,1,1,38,0.95,NA,NA,NA,NA,"skip",0,2.658,3.797
"1442","need","faucet",1,2.844,28,1,0,11,0.275,NA,NA,NA,NA,"faucet",1,14.013,15.506
"1442","nerve","bumper",1,2.434,33,1,1,6,0.15,NA,NA,NA,NA,"skip",0,11.021,12.787
"1442","want","ascent",1,3.891,1,1,1,34,0.85,NA,NA,NA,NA,"skip",0,7.482,8.658
"1442","smother","surgery",1,2.195,23,1,0,29,0.725,NA,NA,NA,NA,"surgery",1,13.778,19.193
"1444","need","faucet",36,2.435,20,1,1,16,0.4,NA,NA,NA,NA,"purchase",0,3.169,4.983
"1444","link","crisis",39,2.516,22,1,0,19,0.475,NA,NA,NA,NA,"toaster",0,2.696,4.118
"1444","bias","sirloin",67,4.653,2,1,1,38,0.95,NA,NA,NA,NA,"memory",0,3.322,4.783
"1444","risk","zero",34,2.981,4,1,0,13,0.325,NA,NA,NA,NA,"tolerant ",0,2.948,4.965
"1444","pea","bathtub",39,2.056,29,1,1,18,0.45,NA,NA,NA,NA,"grave",0,3.079,4.438
"1444","copy","bedroom",55,2.886,40,1,1,30,0.75,NA,NA,NA,NA,"typewriter",0,3.945,5.96
"1444","calf","annoy",10,2.942,18,1,0,1,0.025,NA,NA,NA,NA,"muscle ",0,1.52,2.815
"1444","remind","foam",31,6.765,21,1,0,9,0.225,NA,NA,NA,NA,"antique ",0,3.439,5.742
"1444","bacon","feud",91,8.278,13,1,0,39,0.975,NA,NA,NA,NA,"feud",1,1.104,3.174
"1444","knock","otter",44,2.279,1,1,0,25,0.625,NA,NA,NA,NA,"door",0,2.561,3.742
