"subn","word1","word2","jol","jolrt","trial","list","practice","jolrank","jolrankp","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"1332","fan","feature",27,3.918,9,1,0,9,0.225,"",NA,NA,NA
"1332","prison","loaf",81,4.044,10,1,0,23,0.575,"",NA,NA,NA
"1332","copy","bedroom",73,2.202,11,1,0,19,0.475,"",NA,NA,NA
"1332","replace","roach",78,3.863,12,1,0,21,0.525,"",NA,NA,NA
"1332","find","clown",92,2.943,13,1,0,37,0.925,"",NA,NA,NA
"1332","bacon","feud",92,2.217,14,1,0,35,0.875,"",NA,NA,NA
"1332","remind","foam",6,3.257,15,1,0,3,0.075,"",NA,NA,NA
"1332","fee","chowder",40,15.878,16,1,0,13,0.325,"",NA,NA,NA
"1332","collect","loyalty",14,5.922,17,1,0,7,0.175,"",NA,NA,NA
"1332","biology","temper",88,3.023,18,1,1,30,0.75,"temper",1,NA,3.008
"1332","knock","otter",8,9.836,19,1,1,4,0.1,"SKIP",0,NA,8.76
"1332","bleach","ruin",11,3.184,20,1,1,6,0.15,"white",0,NA,31.671
"1332","process","joker",5,5.293,21,1,1,2,0.05,"skip",0,NA,6.821
"1332","visit","glove",85,2.475,22,1,0,27,0.675,"",NA,NA,NA
"1332","bias","sirloin",87,3.659,23,1,0,29,0.725,"",NA,NA,NA
"1332","rock","milk",66,4.197,24,1,0,17,0.425,"",NA,NA,NA
"1332","forest","knob",81,2.412,25,1,1,24,0.6,"knob",1,NA,3.258
"1332","mill","feast",90,2.487,26,1,0,33,0.825,"",NA,NA,NA
"1332","chicken","beet",64,2.651,27,1,1,16,0.4,"beet",1,NA,2.885
"1332","date","laugh",91,2.165,28,1,1,34,0.85,"laugh",1,NA,2.231
"1332","climax","saucer",76,2.667,29,1,1,20,0.5,"saucer",1,NA,1.992
"1332","port","cinema",92,4.734,30,1,1,36,0.9,"cinema",1,NA,2.439
"1332","need","faucet",1,3.198,31,1,0,1,0.025,"",NA,NA,NA
"1332","want","ascent",61,4.758,32,1,0,15,0.375,"",NA,NA,NA
"1332","glue","force",81,2.916,33,1,0,25,0.625,"",NA,NA,NA
"1332","nerve","bumper",36,3.954,34,1,0,11,0.275,"",NA,NA,NA
"1332","bullet","walkway",85,3.134,35,1,1,26,0.65,"walkway",1,NA,3.449
"1332","banner","glide",73,2.233,36,1,1,18,0.45,"glide",1,NA,2.503
"1332","grip","beach",89,2.589,37,1,0,31,0.775,"",NA,NA,NA
"1332","pea","bathtub",86,3.036,38,1,1,28,0.7,"bathtub",1,NA,3.702
"1332","risk","zero",100,2.516,39,1,1,40,1,"zero",1,NA,2.206
"1332","smother","surgery",80,4.32,40,1,1,22,0.55,"surgery",1,NA,3.505
"1332","fee","chowder",40,15.878,1,2,0,13,0.325,"",NA,NA,NA
"1332","capital","figure",15,3.461,2,2,1,8,0.2,"skip",0,NA,8.584
"1332","knock","otter",8,9.836,3,2,1,4,0.1,"skip",0,NA,3.01
"1332","find","clown",92,2.943,4,2,0,37,0.925,"",NA,NA,NA
"1332","visit","glove",85,2.475,5,2,0,27,0.675,"",NA,NA,NA
"1332","copy","bedroom",73,2.202,6,2,0,19,0.475,"",NA,NA,NA
"1332","bias","sirloin",87,3.659,7,2,0,29,0.725,"",NA,NA,NA
"1332","shrink","mafia",38,3.853,8,2,1,12,0.3,"decay",0,NA,3.545
"1332","climax","saucer",76,2.667,9,2,1,20,0.5,"saucer",1,NA,2.072
"1332","forest","knob",81,2.412,10,2,1,24,0.6,"knob",1,NA,1.817
"1332","mill","feast",90,2.487,11,2,0,33,0.825,"",NA,NA,NA
"1332","want","ascent",61,4.758,12,2,0,15,0.375,"",NA,NA,NA
"1332","prison","loaf",81,4.044,13,2,0,23,0.575,"",NA,NA,NA
"1332","bacon","feud",92,2.217,14,2,0,35,0.875,"",NA,NA,NA
"1332","pork","emperor",93,2.324,15,2,0,39,0.975,"",NA,NA,NA
"1332","rock","milk",66,4.197,16,2,0,17,0.425,"",NA,NA,NA
"1332","port","cinema",92,4.734,17,2,1,36,0.9,"cinema",1,NA,2.482
"1332","plant","worm",92,2.276,18,2,1,38,0.95,"worm",1,NA,1.872
"1332","anger","decay",11,5.292,19,2,0,5,0.125,"",NA,NA,NA
"1332","biology","temper",88,3.023,20,2,1,30,0.75,"temper",1,NA,2.764
"1332","bullet","walkway",85,3.134,21,2,1,26,0.65,"walkway",1,NA,2.28
"1332","collect","loyalty",14,5.922,22,2,0,7,0.175,"",NA,NA,NA
"1332","grip","beach",89,2.589,23,2,0,31,0.775,"",NA,NA,NA
"1332","smother","surgery",80,4.32,24,2,1,22,0.55,"surgery",1,NA,3.917
"1332","pea","bathtub",86,3.036,25,2,1,28,0.7,"bathtub",1,NA,3.128
"1332","risk","zero",100,2.516,26,2,1,40,1,"zero",1,NA,1.839
"1332","nerve","bumper",36,3.954,27,2,0,11,0.275,"",NA,NA,NA
"1332","chicken","beet",64,2.651,28,2,1,16,0.4,"beet",1,NA,2.997
"1332","need","faucet",1,3.198,29,2,0,1,0.025,"",NA,NA,NA
"1332","date","laugh",91,2.165,30,2,1,34,0.85,"laugh",1,NA,2.75
"1332","replace","roach",78,3.863,31,2,0,21,0.525,"",NA,NA,NA
"1332","remind","foam",6,3.257,32,2,0,3,0.075,"",NA,NA,NA
"1332","bleach","ruin",11,3.184,33,2,1,6,0.15,"skip",0,NA,3.42
"1332","banner","glide",73,2.233,34,2,1,18,0.45,"glide",1,NA,1.856
"1332","process","joker",5,5.293,35,2,1,2,0.05,"skip",0,NA,2.4
"1332","fan","feature",27,3.918,36,2,0,9,0.225,"",NA,NA,NA
"1332","caring","skirt",32,8.446,37,2,1,10,0.25,"skip",0,NA,3.495
"1332","glue","force",81,2.916,38,2,0,25,0.625,"",NA,NA,NA
"1332","link","crisis",90,2.828,39,2,1,32,0.8,"crisis",1,NA,5.037
"1332","calf","annoy",61,2.505,40,2,1,14,0.35,"annoy",1,NA,2.288
"1332","anger","decay",11,5.292,1,3,0,5,0.125,"",NA,NA,NA
"1332","banner","glide",73,2.233,2,3,1,18,0.45,"glide",1,NA,3.293
"1332","bacon","feud",92,2.217,3,3,0,35,0.875,"",NA,NA,NA
"1332","pork","emperor",93,2.324,4,3,0,39,0.975,"",NA,NA,NA
"1332","prison","loaf",81,4.044,5,3,0,23,0.575,"",NA,NA,NA
"1332","nerve","bumper",36,3.954,6,3,0,11,0.275,"",NA,NA,NA
"1332","smother","surgery",80,4.32,7,3,1,22,0.55,"surgery",1,NA,2.338
"1332","remind","foam",6,3.257,8,3,0,3,0.075,"",NA,NA,NA
"1332","visit","glove",85,2.475,9,3,0,27,0.675,"",NA,NA,NA
"1332","mill","feast",90,2.487,10,3,0,33,0.825,"",NA,NA,NA
"1332","pea","bathtub",86,3.036,11,3,1,28,0.7,"bathtub",1,NA,2.555
"1332","chicken","beet",64,2.651,12,3,1,16,0.4,"beet",1,NA,1.869
"1332","climax","saucer",76,2.667,13,3,1,20,0.5,"saucer",1,NA,1.863
"1332","process","joker",5,5.293,14,3,1,2,0.05,"skip",0,NA,1.897
"1332","bullet","walkway",85,3.134,15,3,1,26,0.65,"walkway",1,NA,2.469
"1332","collect","loyalty",14,5.922,16,3,0,7,0.175,"",NA,NA,NA
"1332","bleach","ruin",11,3.184,17,3,1,6,0.15,"skip",0,NA,2.335
"1332","port","cinema",92,4.734,18,3,1,36,0.9,"cinema",1,NA,2.135
