word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
link,crisis,23,2.579,1.243,0,33,-,-99,-99,
want,ascent,88,2.81,1.408,1,24,NEED,7.265,4.912,
knock,otter,17,5.139,3.721,1,5,DOOR,5.357,3.067,
fee,chowder,91,3.808,2.238,0,40,-,-99,-99,
remind,foam,67,3.639,2.313,1,11,MEMORY,19.94,16.942,
bullet,walkway,21,5.542,4.332,1,3,POINT,17.237,2.548,
prison,loaf,80,2.73,1.423,0,38,-,-99,-99,
biology,temper,19,4.269,2.712,0,6,-,-99,-99,
copy,bedroom,90,3.394,1.946,1,16,PRINT,11.249,8.539,
climax,saucer,89,2.83,1.456,0,19,-,-99,-99,
need,faucet,15,2.289,1.193,0,7,-,-99,-99,
caring,skirt,82,2.744,1.562,1,9,RESPONSE,22.778,18.267,
forest,knob,99,2.653,1.425,0,39,-,-99,-99,
date,laugh,62,2.235,1.276,0,29,-,-99,-99,
pork,emperor,75,2.181,1.101,1,8,WANT,43.293,40.901,
calf,annoy,78,2.742,1.669,0,35,-,-99,-99,
replace,roach,76,3.002,1.498,0,4,-,-99,-99,
process,joker,82,3.167,1.558,0,14,-,-99,-99,
glue,force,92,3.688,2.281,1,28,STICKY,46.954,40.762,
smother,surgery,18,3.001,1.863,0,2,-,-99,-99,
shrink,mafia,84,2.889,1.438,1,10,PORT,30.108,27.927,
pea,bathtub,79,3.63,2.255,1,23,NUT,4.557,2.865,
rock,milk,25,3.507,1.721,0,1,-,-99,-99,
port,cinema,100,3.078,1.796,1,32,NEED,13.82,12.025,
fan,feature,81,3.719,1.94,1,13,AIR,5.772,3.336,
collect,loyalty,72,3.205,1.832,0,11,-,-99,-99,
chicken,beet,83,2.599,1.286,0,24,-,-99,-99,
capital,figure,18,3.556,2.077,1,19,TOWN,31.153,28.876,
bleach,ruin,36,3.439,2.257,1,15,CLEAN,9.446,7.297,
anger,decay,29,3.637,2.371,0,12,-,-99,-99,
bias,sirloin,24,3.365,1.824,1,14,SMOTHER,10.934,8.138,
plant,worm,27,5.285,3.792,1,13,GROWTH,6.959,4.03,
bacon,feud,86,2.419,1.225,1,37,BIOLOGY,9.794,6.341,
