word1,word2,jol,jolrt,jolrtfirst,trial,list,
pea,bathtub,-99,-99,-99,1,1,
bias,sirloin,-99,-99,-99,2,1,
plant,worm,-99,-99,-99,3,1,
grip,beach,-99,-99,-99,4,1,
nerve,bumper,-99,-99,-99,5,1,
pork,emperor,-99,-99,-99,6,1,
fee,chowder,-99,-99,-99,7,1,
visit,glove,-99,-99,-99,8,1,
collect,loyalty,-99,-99,-99,9,1,
want,ascent,-99,-99,-99,10,1,
find,clown,-99,-99,-99,11,1,
caring,skirt,-99,-99,-99,12,1,
fan,feature,-99,-99,-99,13,1,
need,faucet,-99,-99,-99,14,1,
prison,loaf,-99,-99,-99,15,1,
glue,force,-99,-99,-99,16,1,
replace,roach,-99,-99,-99,17,1,
risk,zero,-99,-99,-99,18,1,
copy,bedroom,-99,-99,-99,19,1,
rock,milk,-99,-99,-99,20,1,
calf,annoy,-99,-99,-99,21,1,
date,laugh,-99,-99,-99,22,1,
knock,otter,-99,-99,-99,23,1,
bleach,ruin,-99,-99,-99,24,1,
remind,foam,-99,-99,-99,25,1,
banner,glide,-99,-99,-99,26,1,
port,cinema,-99,-99,-99,27,1,
smother,surgery,-99,-99,-99,28,1,
bullet,walkway,-99,-99,-99,29,1,
shrink,mafia,-99,-99,-99,30,1,
mill,feast,-99,-99,-99,31,1,
climax,saucer,-99,-99,-99,32,1,
capital,figure,-99,-99,-99,33,1,
process,joker,-99,-99,-99,34,1,
forest,knob,-99,-99,-99,35,1,
link,crisis,-99,-99,-99,36,1,
anger,decay,-99,-99,-99,37,1,
biology,temper,-99,-99,-99,38,1,
bacon,feud,-99,-99,-99,39,1,
chicken,beet,-99,-99,-99,40,1,
forest,knob,20,15.168,9.342,1,2,
port,cinema,1,4.191,1.944,2,2,
banner,glide,6,5.392,2.172,3,2,
shrink,mafia,5,5.41,3.336,4,2,
mill,feast,28,6.073,2.712,5,2,
smother,surgery,67,4.039,2.487,6,2,
remind,foam,13,5.247,2.655,7,2,
prison,loaf,54,4.671,3.337,8,2,
nerve,bumper,66,3.103,1.88,9,2,
bias,sirloin,67,4.073,2.783,10,2,
bullet,walkway,77,3.036,1.713,11,2,
date,laugh,22,2.684,1.494,12,2,
fan,feature,41,3.505,2.232,13,2,
caring,skirt,22,5.863,4.394,14,2,
pork,emperor,18,3.2,1.713,15,2,
pea,bathtub,20,3.974,2.688,16,2,
link,crisis,22,3.48,1.794,17,2,
knock,otter,42,5.207,3.999,18,2,
bacon,feud,79,2.528,1.409,19,2,
chicken,beet,74,2.399,1.169,20,2,
bleach,ruin,79,2.471,1.399,21,2,
plant,worm,55,4.648,3.465,22,2,
visit,glove,17,3.84,2.456,23,2,
glue,force,1,4.04,2.743,24,2,
need,faucet,26,4.127,2.791,25,2,
rock,milk,24,3.607,2.368,26,2,
calf,annoy,21,4.096,2.752,27,2,
anger,decay,43,3.358,2.165,28,2,
risk,zero,11,3.552,2.135,29,2,
want,ascent,2,2.758,1.431,30,2,
fee,chowder,58,5.985,4.664,31,2,
grip,beach,9,2.983,1.846,32,2,
find,clown,14,2.711,1.518,33,2,
copy,bedroom,34,3.342,2.119,34,2,
capital,figure,14,2.59,1.279,35,2,
climax,saucer,14,3.216,2.018,36,2,
collect,loyalty,54,4.086,2.742,37,2,
biology,temper,8,3.295,2.176,38,2,
process,joker,26,3.416,2.081,39,2,
replace,roach,20,2.68,1.48,40,2,

