word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
biology,temper,37,3.973,0.947,0,16,-,-99,-99,
capital,figure,85,2.862,1.181,0,24,-,-99,-99,
replace,roach,22,2.174,0.976,0,2,-,-99,-99,
fan,feature,29,4.814,0.964,0,12,-,-99,-99,
prison,loaf,29,2.311,0.875,1,36,skip,12.667,6.249,
remind,foam,62,2.054,0.938,1,21,skip,7.85,4.629,
link,crisis,32,2.094,0.981,1,37,skip,5.947,3.01,
date,laugh,80,2.936,1.091,1,15,laughter,11.007,6.45,
want,ascent,35,2.399,0.801,0,20,-,-99,-99,
chicken,beet,81,2.695,1.097,0,20,-,-99,-99,
glue,force,86,2.784,0.962,1,25,force,77.385,68.371,
collect,loyalty,31,3.255,1.213,0,16,-,-99,-99,
bullet,walkway,68,2.023,1.002,1,8,skip,7.029,4.468,
bacon,feud,73,2.487,1.115,1,27,walkway,46.543,43.101,
bleach,ruin,72,2.773,1.205,0,39,-,-99,-99,
plant,worm,42,1.944,0.927,1,5,worm,13.756,10.025,
caring,skirt,49,6.999,1.444,0,9,-,-99,-99,
fee,chowder,72,3.238,1.865,1,6,chowder,13.791,10.814,
mill,feast,36,1.974,0.97,1,14,feast,5.071,2.472,
find,clown,19,2.694,1.286,0,15,-,-99,-99,
bias,sirloin,73,2.31,0.931,0,18,-,-99,-99,
grip,beach,70,1.867,0.859,0,8,-,-99,-99,
anger,decay,76,2.447,1.247,1,24,decay,11.824,9.387,
need,faucet,61,5.005,1.841,0,23,-,-99,-99,
forest,knob,38,2.824,0.994,0,3,-,-99,-99,
risk,zero,93,3.422,1.127,0,10,-,-99,-99,
port,cinema,30,1.918,0.93,1,26,cinema,15.12,12.627,
process,joker,38,1.966,0.961,1,19,skip,4.647,2.366,
knock,otter,22,2.15,0.848,1,40,skip,80.464,74.239,
nerve,bumper,37,1.991,0.966,1,13,bumper,61.358,57.201,
banner,glide,60,1.614,0.585,1,4,skip,39.407,35.924,
calf,annoy,39,2.558,1.26,0,17,-,-99,-99,
shrink,mafia,81,2.383,0.927,1,13,mafia,37.765,35.469,
pork,emperor,64,2.055,0.882,0,35,-,-99,-99,
visit,glove,27,2.088,0.941,1,11,skip,5.158,2.698,
rock,milk,16,5.15,3.681,0,20,-,-99,-99,
climax,saucer,18,2.126,1.099,1,29,saucer,33.606,31.161,
copy,bedroom,76,2.662,0.896,0,18,-,-99,-99,
pea,bathtub,29,1.782,0.826,0,4,-,-99,-99,
smother,surgery,8,10.72,4.889,1,1,suegery,27.402,24.024,
