word1,word2,jol,jolrt,jolrtfirst,trial,list,
want,ascent,-99,-99,-99,1,1,
banner,glide,-99,-99,-99,2,1,
collect,loyalty,-99,-99,-99,3,1,
plant,worm,-99,-99,-99,4,1,
process,joker,-99,-99,-99,5,1,
grip,beach,-99,-99,-99,6,1,
bleach,ruin,-99,-99,-99,7,1,
anger,decay,-99,-99,-99,8,1,
forest,knob,-99,-99,-99,9,1,
fee,chowder,-99,-99,-99,10,1,
calf,annoy,-99,-99,-99,11,1,
link,crisis,-99,-99,-99,12,1,
nerve,bumper,-99,-99,-99,13,1,
biology,temper,-99,-99,-99,14,1,
knock,otter,-99,-99,-99,15,1,
smother,surgery,-99,-99,-99,16,1,
caring,skirt,-99,-99,-99,17,1,
pea,bathtub,-99,-99,-99,18,1,
bias,sirloin,-99,-99,-99,19,1,
remind,foam,-99,-99,-99,20,1,
copy,bedroom,-99,-99,-99,21,1,
climax,saucer,-99,-99,-99,22,1,
prison,loaf,-99,-99,-99,23,1,
bacon,feud,-99,-99,-99,24,1,
visit,glove,-99,-99,-99,25,1,
need,faucet,-99,-99,-99,26,1,
glue,force,-99,-99,-99,27,1,
date,laugh,-99,-99,-99,28,1,
replace,roach,-99,-99,-99,29,1,
port,cinema,-99,-99,-99,30,1,
chicken,beet,-99,-99,-99,31,1,
rock,milk,-99,-99,-99,32,1,
fan,feature,-99,-99,-99,33,1,
risk,zero,-99,-99,-99,34,1,
mill,feast,-99,-99,-99,35,1,
capital,figure,-99,-99,-99,36,1,
shrink,mafia,-99,-99,-99,37,1,
pork,emperor,-99,-99,-99,38,1,
find,clown,-99,-99,-99,39,1,
bullet,walkway,-99,-99,-99,40,1,
bullet,walkway,1,4.167,2.564,1,2,
bias,sirloin,100,2.82,1.605,2,2,
find,clown,90,4.402,1.621,3,2,
rock,milk,100,1.993,1.13,4,2,
calf,annoy,90,3.601,1.084,5,2,
plant,worm,1,2.741,1.55,6,2,
need,faucet,1,2.176,1.242,7,2,
forest,knob,100,2.562,1.208,8,2,
prison,loaf,90,4.815,1.153,9,2,
remind,foam,1,2.492,1.302,10,2,
knock,otter,1,7.055,5.816,11,2,
caring,skirt,1,2.5,1.37,12,2,
anger,decay,1,3.234,2.532,13,2,
collect,loyalty,88,3.975,2.239,14,2,
grip,beach,70,4.987,1.242,15,2,
fee,chowder,30,10.117,6.174,16,2,
climax,saucer,65,3.61,1.644,17,2,
replace,roach,1,2.049,1.167,18,2,
date,laugh,75,6.958,2.134,19,2,
fan,feature,1,6.258,3.466,20,2,
risk,zero,60,5.495,2.142,21,2,
link,crisis,100,2.314,1.464,22,2,
bacon,feud,100,2.079,1.23,23,2,
mill,feast,70,5.407,2.073,24,2,
visit,glove,1,3.333,2.393,25,2,
capital,figure,1,1.802,1.039,26,2,
copy,bedroom,75,6.063,1.971,27,2,
pork,emperor,100,2.563,1.588,28,2,
biology,temper,1,2.173,1.222,29,2,
want,ascent,1,2.167,1.116,30,2,
pea,bathtub,80,4.478,2.017,31,2,
smother,surgery,80,6.867,4.886,32,2,
banner,glide,20,4.753,1.643,33,2,
glue,force,100,2.998,1.457,34,2,
port,cinema,1,2.097,1.248,35,2,
process,joker,1,2.414,1.197,36,2,
shrink,mafia,1,10.645,9.233,37,2,
bleach,ruin,1,3.021,1.941,38,2,
nerve,bumper,1,2.285,1.311,39,2,
chicken,beet,1,2.673,1.752,40,2,

