word1,word2,jol,jolrt,jolrtfirst,trial,list,
link,crisis,-99,-99,-99,1,1,
prison,loaf,-99,-99,-99,2,1,
bleach,ruin,-99,-99,-99,3,1,
forest,knob,-99,-99,-99,4,1,
want,ascent,-99,-99,-99,5,1,
fan,feature,-99,-99,-99,6,1,
chicken,beet,-99,-99,-99,7,1,
shrink,mafia,-99,-99,-99,8,1,
bias,sirloin,-99,-99,-99,9,1,
caring,skirt,-99,-99,-99,10,1,
need,faucet,-99,-99,-99,11,1,
bacon,feud,-99,-99,-99,12,1,
risk,zero,-99,-99,-99,13,1,
visit,glove,-99,-99,-99,14,1,
banner,glide,-99,-99,-99,15,1,
nerve,bumper,-99,-99,-99,16,1,
port,cinema,-99,-99,-99,17,1,
mill,feast,-99,-99,-99,18,1,
bullet,walkway,-99,-99,-99,19,1,
remind,foam,-99,-99,-99,20,1,
anger,decay,-99,-99,-99,21,1,
smother,surgery,-99,-99,-99,22,1,
fee,chowder,-99,-99,-99,23,1,
pork,emperor,-99,-99,-99,24,1,
grip,beach,-99,-99,-99,25,1,
process,joker,-99,-99,-99,26,1,
date,laugh,-99,-99,-99,27,1,
collect,loyalty,-99,-99,-99,28,1,
calf,annoy,-99,-99,-99,29,1,
plant,worm,-99,-99,-99,30,1,
biology,temper,-99,-99,-99,31,1,
capital,figure,-99,-99,-99,32,1,
climax,saucer,-99,-99,-99,33,1,
find,clown,-99,-99,-99,34,1,
knock,otter,-99,-99,-99,35,1,
copy,bedroom,-99,-99,-99,36,1,
pea,bathtub,-99,-99,-99,37,1,
glue,force,-99,-99,-99,38,1,
replace,roach,-99,-99,-99,39,1,
rock,milk,-99,-99,-99,40,1,
banner,glide,28,2.931,2.162,1,2,
want,ascent,67,3.521,1.871,2,2,
smother,surgery,57,2.083,1.145,3,2,
knock,otter,81,2.413,1.57,4,2,
find,clown,27,1.82,0.993,5,2,
shrink,mafia,65,1.699,1.013,6,2,
collect,loyalty,67,2.831,1.482,7,2,
caring,skirt,28,1.588,0.924,8,2,
forest,knob,43,1.74,1.066,9,2,
calf,annoy,68,1.676,0.93,10,2,
bleach,ruin,19,2.206,1.404,11,2,
remind,foam,67,2.318,1.564,12,2,
rock,milk,32,4.481,3.711,13,2,
bacon,feud,40,1.803,0.96,14,2,
risk,zero,59,1.885,1.171,15,2,
link,crisis,73,1.803,1.156,16,2,
prison,loaf,37,2.277,1.411,17,2,
process,joker,61,2.44,1.789,18,2,
copy,bedroom,62,1.794,1.096,19,2,
bias,sirloin,22,1.587,0.885,20,2,
plant,worm,57,1.477,0.795,21,2,
glue,force,65,1.955,1.312,22,2,
capital,figure,72,3.497,1.851,23,2,
chicken,beet,93,2.252,1.362,24,2,
visit,glove,30,1.611,0.896,25,2,
climax,saucer,40,1.459,0.865,26,2,
port,cinema,18,1.643,0.913,27,2,
replace,roach,57,1.795,1.154,28,2,
nerve,bumper,28,1.452,0.81,29,2,
date,laugh,36,1.555,0.929,30,2,
need,faucet,56,2.413,1.564,31,2,
pea,bathtub,21,1.651,1.028,32,2,
fee,chowder,23,1.499,0.849,33,2,
bullet,walkway,34,1.265,0.609,34,2,
pork,emperor,55,1.4,0.714,35,2,
mill,feast,28,1.247,0.645,36,2,
fan,feature,67,2.03,1.219,37,2,
anger,decay,30,1.417,0.688,38,2,
grip,beach,18,1.716,0.969,39,2,
biology,temper,66,1.771,1.019,40,2,

