word1,word2,jol,jolrt,jolrtfirst,trial,list,
bleach,ruin,-99,-99,-99,1,1,
grip,beach,-99,-99,-99,2,1,
port,cinema,-99,-99,-99,3,1,
plant,worm,-99,-99,-99,4,1,
capital,figure,-99,-99,-99,5,1,
link,crisis,-99,-99,-99,6,1,
anger,decay,-99,-99,-99,7,1,
calf,annoy,-99,-99,-99,8,1,
need,faucet,-99,-99,-99,9,1,
forest,knob,-99,-99,-99,10,1,
biology,temper,-99,-99,-99,11,1,
caring,skirt,-99,-99,-99,12,1,
bullet,walkway,-99,-99,-99,13,1,
glue,force,-99,-99,-99,14,1,
replace,roach,-99,-99,-99,15,1,
process,joker,-99,-99,-99,16,1,
fan,feature,-99,-99,-99,17,1,
rock,milk,-99,-99,-99,18,1,
bacon,feud,-99,-99,-99,19,1,
collect,loyalty,-99,-99,-99,20,1,
climax,saucer,-99,-99,-99,21,1,
find,clown,-99,-99,-99,22,1,
pea,bathtub,-99,-99,-99,23,1,
visit,glove,-99,-99,-99,24,1,
chicken,beet,-99,-99,-99,25,1,
banner,glide,-99,-99,-99,26,1,
nerve,bumper,-99,-99,-99,27,1,
knock,otter,-99,-99,-99,28,1,
want,ascent,-99,-99,-99,29,1,
pork,emperor,-99,-99,-99,30,1,
fee,chowder,-99,-99,-99,31,1,
smother,surgery,-99,-99,-99,32,1,
risk,zero,-99,-99,-99,33,1,
shrink,mafia,-99,-99,-99,34,1,
mill,feast,-99,-99,-99,35,1,
copy,bedroom,-99,-99,-99,36,1,
date,laugh,-99,-99,-99,37,1,
bias,sirloin,-99,-99,-99,38,1,
prison,loaf,-99,-99,-99,39,1,
remind,foam,-99,-99,-99,40,1,
want,ascent,50,7.249,4.112,1,2,
date,laugh,51,2.305,1.583,2,2,
bacon,feud,47,3.138,2.362,3,2,
port,cinema,43,1.694,0.957,4,2,
pea,bathtub,63,2.837,1.94,5,2,
collect,loyalty,26,1.734,1.013,6,2,
find,clown,25,1.583,0.913,7,2,
biology,temper,15,1.39,0.781,8,2,
risk,zero,26,1.708,1.058,9,2,
pork,emperor,67,2.494,1.652,10,2,
forest,knob,50,2.206,1.081,11,2,
capital,figure,60,13.988,11.482,12,2,
fan,feature,12,1.507,0.913,13,2,
banner,glide,40,1.62,0.995,14,2,
bleach,ruin,39,2.017,1.371,15,2,
smother,surgery,62,1.947,1.071,16,2,
grip,beach,29,1.675,1.073,17,2,
remind,foam,51,9.394,8.7,18,2,
bias,sirloin,34,1.801,0.956,19,2,
process,joker,34,1.584,0.967,20,2,
need,faucet,38,2.334,1.644,21,2,
chicken,beet,61,1.528,0.853,22,2,
knock,otter,37,1.383,0.742,23,2,
rock,milk,53,2.757,2.111,24,2,
link,crisis,44,1.276,0.729,25,2,
copy,bedroom,36,1.838,0.927,26,2,
prison,loaf,92,1.476,0.772,27,2,
climax,saucer,63,2.244,1.008,28,2,
plant,worm,69,1.95,1.243,29,2,
visit,glove,38,1.433,0.739,30,2,
anger,decay,28,1.458,0.873,31,2,
shrink,mafia,26,1.378,0.833,32,2,
nerve,bumper,40,1.405,0.837,33,2,
bullet,walkway,68,3.636,1.417,34,2,
replace,roach,27,1.375,0.819,35,2,
calf,annoy,68,1.711,1.009,36,2,
mill,feast,37,1.52,0.829,37,2,
fee,chowder,36,1.366,0.846,38,2,
caring,skirt,27,1.405,0.848,39,2,
glue,force,42,1.587,1.009,40,2,

