word1,word2,jol,jolrt,jolrtfirst,trial,list,
prison,loaf,-99,-99,-99,1,1,
knock,otter,-99,-99,-99,2,1,
biology,temper,-99,-99,-99,3,1,
find,clown,-99,-99,-99,4,1,
banner,glide,-99,-99,-99,5,1,
forest,knob,-99,-99,-99,6,1,
link,crisis,-99,-99,-99,7,1,
anger,decay,-99,-99,-99,8,1,
copy,bedroom,-99,-99,-99,9,1,
calf,annoy,-99,-99,-99,10,1,
date,laugh,-99,-99,-99,11,1,
process,joker,-99,-99,-99,12,1,
want,ascent,-99,-99,-99,13,1,
fan,feature,-99,-99,-99,14,1,
remind,foam,-99,-99,-99,15,1,
port,cinema,-99,-99,-99,16,1,
pork,emperor,-99,-99,-99,17,1,
mill,feast,-99,-99,-99,18,1,
smother,surgery,-99,-99,-99,19,1,
pea,bathtub,-99,-99,-99,20,1,
capital,figure,-99,-99,-99,21,1,
bullet,walkway,-99,-99,-99,22,1,
replace,roach,-99,-99,-99,23,1,
climax,saucer,-99,-99,-99,24,1,
glue,force,-99,-99,-99,25,1,
caring,skirt,-99,-99,-99,26,1,
chicken,beet,-99,-99,-99,27,1,
visit,glove,-99,-99,-99,28,1,
collect,loyalty,-99,-99,-99,29,1,
rock,milk,-99,-99,-99,30,1,
nerve,bumper,-99,-99,-99,31,1,
fee,chowder,-99,-99,-99,32,1,
need,faucet,-99,-99,-99,33,1,
shrink,mafia,-99,-99,-99,34,1,
bias,sirloin,-99,-99,-99,35,1,
bacon,feud,-99,-99,-99,36,1,
grip,beach,-99,-99,-99,37,1,
risk,zero,-99,-99,-99,38,1,
bleach,ruin,-99,-99,-99,39,1,
plant,worm,-99,-99,-99,40,1,
fan,feature,13,5.232,2.774,1,2,
need,faucet,19,1.88,1.046,2,2,
knock,otter,32,1.72,0.871,3,2,
remind,foam,73,1.691,0.808,4,2,
chicken,beet,79,1.856,0.943,5,2,
visit,glove,36,1.759,0.875,6,2,
fee,chowder,38,1.744,0.771,7,2,
bacon,feud,69,1.711,0.711,8,2,
date,laugh,22,1.538,0.682,9,2,
biology,temper,18,1.638,0.63,10,2,
nerve,bumper,32,1.499,0.766,11,2,
pea,bathtub,66,1.742,0.902,12,2,
find,clown,34,1.565,0.794,13,2,
prison,loaf,34,1.473,0.679,14,2,
calf,annoy,69,1.657,0.646,15,2,
risk,zero,66,1.514,0.661,16,2,
smother,surgery,23,1.661,0.733,17,2,
shrink,mafia,32,1.385,0.595,18,2,
climax,saucer,70,1.809,0.622,19,2,
glue,force,67,1.609,0.726,20,2,
want,ascent,68,1.666,0.78,21,2,
replace,roach,76,1.442,0.627,22,2,
anger,decay,34,1.36,0.627,23,2,
link,crisis,77,1.523,0.549,24,2,
forest,knob,30,1.265,0.543,25,2,
collect,loyalty,73,1.493,0.573,26,2,
bleach,ruin,33,1.338,0.563,27,2,
process,joker,34,1.509,0.644,28,2,
pork,emperor,69,1.469,0.573,29,2,
capital,figure,75,1.48,0.541,30,2,
grip,beach,32,1.229,0.55,31,2,
port,cinema,70,1.555,0.663,32,2,
mill,feast,31,1.79,0.653,33,2,
bias,sirloin,32,2.814,1.962,34,2,
plant,worm,70,1.44,0.624,35,2,
banner,glide,67,1.603,0.599,36,2,
rock,milk,30,1.688,0.735,37,2,
bullet,walkway,36,1.405,0.662,38,2,
caring,skirt,24,1.67,0.735,39,2,
copy,bedroom,30,1.434,0.64,40,2,

