word1,word2,jol,jolrt,jolrtfirst,trial,list,
glue,force,-99,-99,-99,1,1,
forest,knob,-99,-99,-99,2,1,
climax,saucer,-99,-99,-99,3,1,
date,laugh,-99,-99,-99,4,1,
pea,bathtub,-99,-99,-99,5,1,
bacon,feud,-99,-99,-99,6,1,
nerve,bumper,-99,-99,-99,7,1,
caring,skirt,-99,-99,-99,8,1,
replace,roach,-99,-99,-99,9,1,
chicken,beet,-99,-99,-99,10,1,
bleach,ruin,-99,-99,-99,11,1,
visit,glove,-99,-99,-99,12,1,
link,crisis,-99,-99,-99,13,1,
fan,feature,-99,-99,-99,14,1,
capital,figure,-99,-99,-99,15,1,
knock,otter,-99,-99,-99,16,1,
biology,temper,-99,-99,-99,17,1,
process,joker,-99,-99,-99,18,1,
fee,chowder,-99,-99,-99,19,1,
smother,surgery,-99,-99,-99,20,1,
risk,zero,-99,-99,-99,21,1,
bullet,walkway,-99,-99,-99,22,1,
rock,milk,-99,-99,-99,23,1,
need,faucet,-99,-99,-99,24,1,
shrink,mafia,-99,-99,-99,25,1,
copy,bedroom,-99,-99,-99,26,1,
port,cinema,-99,-99,-99,27,1,
calf,annoy,-99,-99,-99,28,1,
pork,emperor,-99,-99,-99,29,1,
collect,loyalty,-99,-99,-99,30,1,
want,ascent,-99,-99,-99,31,1,
grip,beach,-99,-99,-99,32,1,
mill,feast,-99,-99,-99,33,1,
remind,foam,-99,-99,-99,34,1,
plant,worm,-99,-99,-99,35,1,
find,clown,-99,-99,-99,36,1,
bias,sirloin,-99,-99,-99,37,1,
anger,decay,-99,-99,-99,38,1,
prison,loaf,-99,-99,-99,39,1,
banner,glide,-99,-99,-99,40,1,
collect,loyalty,19,4.766,3.766,1,2,
forest,knob,35,2.028,1.084,2,2,
chicken,beet,71,1.525,0.83,3,2,
find,clown,30,1.533,0.725,4,2,
bullet,walkway,42,2.134,1.059,5,2,
grip,beach,64,1.797,1.027,6,2,
nerve,bumper,20,1.605,0.746,7,2,
link,crisis,56,1.556,0.725,8,2,
need,faucet,25,1.758,0.805,9,2,
plant,worm,81,1.598,0.689,10,2,
caring,skirt,32,1.79,0.985,11,2,
bias,sirloin,67,1.509,0.749,12,2,
date,laugh,22,10.303,9.091,13,2,
risk,zero,63,1.894,0.772,14,2,
fee,chowder,22,1.5,0.67,15,2,
bacon,feud,30,1.83,0.691,16,2,
climax,saucer,71,1.623,0.751,17,2,
replace,roach,17,1.34,0.646,18,2,
mill,feast,30,1.405,0.646,19,2,
anger,decay,78,1.443,0.645,20,2,
remind,foam,38,1.535,0.749,21,2,
capital,figure,34,1.421,0.726,22,2,
pea,bathtub,33,1.357,0.703,23,2,
prison,loaf,8,1.91,0.679,24,2,
pork,emperor,30,1.677,0.742,25,2,
biology,temper,69,1.39,0.526,26,2,
shrink,mafia,20,1.77,0.747,27,2,
want,ascent,36,1.659,0.817,28,2,
rock,milk,7,1.54,0.746,29,2,
calf,annoy,34,2.15,1.24,30,2,
glue,force,12,1.845,0.807,31,2,
bleach,ruin,40,1.717,0.717,32,2,
fan,feature,62,2.1,0.827,33,2,
smother,surgery,25,8.142,3.599,34,2,
visit,glove,19,2.499,1.395,35,2,
copy,bedroom,17,2.144,1.129,36,2,
process,joker,30,1.653,0.703,37,2,
knock,otter,35,1.502,0.551,38,2,
banner,glide,43,1.646,0.96,39,2,
port,cinema,34,2.021,1.108,40,2,

