word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
visit,glove,1,1,-99,-99,-99,-99,-99,
process,joker,2,1,-99,-99,-99,-99,-99,
copy,bedroom,3,1,-99,-99,-99,-99,-99,
climax,saucer,4,1,-99,-99,-99,-99,-99,
fan,feature,5,1,-99,-99,-99,-99,-99,
rock,milk,6,1,-99,-99,-99,-99,-99,
shrink,mafia,7,1,-99,-99,-99,-99,-99,
find,clown,8,1,-99,-99,-99,-99,-99,
pork,emperor,9,1,-99,-99,-99,-99,-99,
collect,loyalty,10,1,-99,-99,-99,-99,-99,
replace,roach,11,1,-99,-99,-99,-99,-99,
remind,foam,12,1,-99,-99,-99,-99,-99,
nerve,bumper,13,1,-99,-99,-99,-99,-99,
fee,chowder,14,1,-99,-99,-99,-99,-99,
link,crisis,15,1,-99,-99,-99,-99,-99,
bullet,walkway,16,1,-99,-99,-99,-99,-99,
smother,surgery,17,1,-99,-99,-99,-99,-99,
anger,decay,18,1,-99,-99,-99,-99,-99,
want,ascent,19,1,-99,-99,-99,-99,-99,
glue,force,20,1,-99,-99,-99,-99,-99,
risk,zero,21,1,-99,-99,-99,-99,-99,
capital,figure,22,1,-99,-99,-99,-99,-99,
plant,worm,23,1,-99,-99,-99,-99,-99,
prison,loaf,24,1,-99,-99,-99,-99,-99,
port,cinema,25,1,-99,-99,-99,-99,-99,
pea,bathtub,26,1,-99,-99,-99,-99,-99,
mill,feast,27,1,-99,-99,-99,-99,-99,
biology,temper,28,1,-99,-99,-99,-99,-99,
bacon,feud,29,1,-99,-99,-99,-99,-99,
need,faucet,30,1,-99,-99,-99,-99,-99,
date,laugh,31,1,-99,-99,-99,-99,-99,
bleach,ruin,32,1,-99,-99,-99,-99,-99,
grip,beach,33,1,-99,-99,-99,-99,-99,
caring,skirt,34,1,-99,-99,-99,-99,-99,
forest,knob,35,1,-99,-99,-99,-99,-99,
knock,otter,36,1,-99,-99,-99,-99,-99,
bias,sirloin,37,1,-99,-99,-99,-99,-99,
banner,glide,38,1,-99,-99,-99,-99,-99,
chicken,beet,39,1,-99,-99,-99,-99,-99,
calf,annoy,40,1,-99,-99,-99,-99,-99,
find,clown,1,2,-99,-99,-99,-99,-99,
date,laugh,2,2,-99,-99,-99,-99,-99,
