word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
fee,chowder,75,5.631,1.814,30,1,1,0,0,1,-,-99,-99,
rock,milk,100,5.141,1.339,25,2,1,0,1,0,-,-99,-99,
knock,otter,70,6.249,2.356,14,3,1,1,0,0,na,39.01,37.769,
caring,skirt,70,10.243,6.971,37,4,1,1,0,0,na,17.047,15.611,
chicken,beet,90,8.081,2.989,21,5,1,0,1,0,-,-99,-99,
prison,loaf,100,3.194,1.626,24,6,1,0,1,0,-,-99,-99,
want,ascent,70,4.033,1.744,20,7,1,1,0,0,na,11.961,10.618,
find,clown,70,7.955,4.58,33,8,1,1,0,0,na,5.985,4.881,
remind,foam,70,4.919,2.26,10,9,1,1,0,0,na,4.759,2.904,
glue,force,90,3.475,1.618,36,10,1,0,1,0,-,-99,-99,
pork,emperor,70,13.072,4.084,29,11,1,1,0,0,na,17.241,15.915,
smother,surgery,90,6.135,2.997,23,12,1,0,1,0,-,-99,-99,
nerve,bumper,90,5.627,1.715,26,13,1,0,1,0,-,-99,-99,
bullet,walkway,80,7.827,3.606,3,14,1,1,1,1,walkway,4.682,2.498,
bleach,ruin,75,5.536,3.275,39,15,1,0,0,1,-,-99,-99,
anger,decay,75,10.482,7.415,6,16,1,0,0,1,-,-99,-99,
climax,saucer,90,6.607,1.322,35,17,1,0,1,0,-,-99,-99,
process,joker,70,8.155,2.753,2,18,1,1,0,0,na,12.494,11.322,
date,laugh,90,4.597,1.747,13,19,1,1,1,1,laugh,3.884,1.892,
calf,annoy,80,14.199,3.741,17,20,1,0,0,1,-,-99,-99,
link,crisis,90,4.155,1.603,19,21,1,1,1,1,crisis,3.827,1.751,
fan,feature,80,4.331,1.58,22,22,1,0,0,1,-,-99,-99,
forest,knob,90,6.031,1.778,4,23,1,0,0,1,-,-99,-99,
bias,sirloin,90,5.004,1.922,34,24,1,0,1,0,-,-99,-99,
shrink,mafia,80,15.083,10.344,28,25,1,0,0,1,-,-99,-99,
port,cinema,70,4.179,1.112,5,26,1,0,0,1,-,-99,-99,
mill,feast,80,9.513,7.042,12,27,1,1,1,1,feast,9.302,6.923,
need,faucet,80,7.651,2.971,15,28,1,1,1,1,na,15.617,4.649,
replace,roach,70,6.729,3.287,18,29,1,1,0,0,na,5.939,4.565,
plant,worm,90,4.38,1.534,0,30,1,0,1,0,-,-99,-99,
visit,glove,70,7.21,2.712,11,31,1,1,0,0,na,6.481,4.795,
grip,beach,75,8.434,5.721,7,32,1,1,1,1,na,11.095,9.992,
copy,bedroom,70,13.955,2.62,16,33,1,1,1,1,na,14.607,13.526,
pea,bathtub,90,4.861,1.337,1,34,1,0,1,0,-,-99,-99,
risk,zero,70,7.434,2.575,31,35,1,1,0,0,na,12.881,11.874,
collect,loyalty,80,10.816,6.124,8,36,1,1,1,1,loyalty,7.837,3.524,
biology,temper,80,7.987,3.094,38,37,1,1,1,1,temper,5.014,2.773,
bacon,feud,90,10.931,6.538,9,38,1,0,0,1,-,-99,-99,
banner,glide,80,5.351,2.22,32,39,1,1,1,1,glide,4.022,1.957,
capital,figure,80,4.765,1.61,27,40,1,0,0,1,-,-99,-99,
rock,milk,100,5.141,1.339,25,1,2,0,1,0,-,-99,-99,
visit,glove,70,7.21,2.712,11,2,2,1,0,0,feature,20.477,17.563,
mill,feast,80,9.513,7.042,12,3,2,1,1,1,feast,3.981,2.127,
smother,surgery,90,6.135,2.997,23,4,2,0,1,0,-,-99,-99,
bacon,feud,90,10.931,6.538,9,5,2,0,0,1,-,-99,-99,
chicken,beet,90,8.081,2.989,21,6,2,0,1,0,-,-99,-99,
date,laugh,90,4.597,1.747,13,7,2,1,1,1,laugh,4.395,1.834,
shrink,mafia,80,15.083,10.344,28,8,2,0,0,1,-,-99,-99,
calf,annoy,80,14.199,3.741,17,9,2,0,0,1,-,-99,-99,
glue,force,90,3.475,1.618,36,10,2,0,1,0,-,-99,-99,
plant,worm,90,4.38,1.534,0,11,2,0,1,0,-,-99,-99,
link,crisis,90,4.155,1.603,19,12,2,1,1,1,crisis,5.103,1.74,
bleach,ruin,75,5.536,3.275,39,13,2,0,0,1,-,-99,-99,
replace,roach,70,6.729,3.287,18,14,2,1,0,0,na,10.571,8.44,
fan,feature,80,4.331,1.58,22,15,2,0,0,1,-,-99,-99,
need,faucet,80,7.651,2.971,15,16,2,1,1,1,ascent,17.799,3.064,
climax,saucer,90,6.607,1.322,35,17,2,0,1,0,-,-99,-99,
find,clown,70,7.955,4.58,33,18,2,1,0,0,na,7.339,4.328,
risk,zero,70,7.434,2.575,31,19,2,1,0,0,na,13.765,12.342,
nerve,bumper,90,5.627,1.715,26,20,2,0,1,0,-,-99,-99,
bullet,walkway,80,7.827,3.606,3,21,2,1,1,1,walkway,4.772,1.864,
pea,bathtub,90,4.861,1.337,1,22,2,0,1,0,-,-99,-99,
pork,emperor,70,13.072,4.084,29,23,2,1,0,0,na,9.396,7.639,
copy,bedroom,70,13.955,2.62,16,24,2,1,1,1,na,4.301,2.266,
grip,beach,75,8.434,5.721,7,25,2,1,1,1,na,3.667,2.493,
banner,glide,80,5.351,2.22,32,26,2,1,1,1,glide,3.581,1.535,
prison,loaf,100,3.194,1.626,24,27,2,0,1,0,-,-99,-99,
caring,skirt,70,10.243,6.971,37,28,2,1,0,0,na,3.937,2.124,
remind,foam,70,4.919,2.26,10,29,2,1,0,0,na,3.509,1.808,
fee,chowder,75,5.631,1.814,30,30,2,0,0,1,-,-99,-99,
knock,otter,70,6.249,2.356,14,31,2,1,0,0,na,3.017,1.871,
anger,decay,75,10.482,7.415,6,32,2,0,0,1,-,-99,-99,
collect,loyalty,80,10.816,6.124,8,33,2,1,1,1,loyalty,6.408,1.915,
port,cinema,70,4.179,1.112,5,34,2,0,0,1,-,-99,-99,
process,joker,70,8.155,2.753,2,35,2,1,0,0,na,4.22,2.514,
biology,temper,80,7.987,3.094,38,36,2,1,1,1,temper,4.495,1.605,
bias,sirloin,90,5.004,1.922,34,37,2,0,1,0,-,-99,-99,
