word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
prison,loaf,18,1.808,0.839,14,1,1,1,0,0,reform,7.178,2.516,
bacon,feud,79,4.013,2.698,27,2,1,1,1,1,emperor,8.203,4.763,
shrink,mafia,20,1.946,0.993,37,3,1,1,0,0,space,10.157,8.33,
grip,beach,22,1.699,0.839,31,4,1,1,0,0,vice,5.331,2.091,
smother,surgery,95,1.669,0.7,38,5,1,1,1,1,cover,8.842,3.817,
fee,chowder,18,3.885,2.691,20,6,1,1,0,0,table,6.38,4.457,
capital,figure,77,2.139,1.04,29,7,1,1,1,1,knowledge,10.49,7.188,
remind,foam,76,1.846,0.668,21,8,1,1,1,1,record,11.819,4.009,
calf,annoy,35,2.17,1.014,32,9,1,0,1,0,-,-99,-99,
mill,feast,19,3.048,0.585,9,10,1,1,0,0,reform,9.134,6.59,
risk,zero,15,2.193,1.123,35,11,1,0,0,1,-,-99,-99,
replace,roach,70,2.715,1.57,15,12,1,0,1,0,-,-99,-99,
bleach,ruin,100,3.655,0.825,1,13,1,1,1,1,ruin,5.687,3.477,
process,joker,13,1.708,0.609,18,14,1,0,0,1,-,-99,-99,
knock,otter,78,2.377,1.247,25,15,1,1,1,1,door,3.807,2.131,
want,ascent,10,1.669,0.616,11,16,1,0,0,1,-,-99,-99,
date,laugh,60,2.009,0.653,39,17,1,0,1,0,-,-99,-99,
plant,worm,68,1.985,0.824,34,18,1,0,1,0,-,-99,-99,
biology,temper,84,1.716,0.823,26,19,1,1,1,1,species,5.952,2.707,
climax,saucer,9,1.961,0.962,10,20,1,0,0,1,-,-99,-99,
glue,force,95,3.778,0.801,5,21,1,1,0,0,force,5.707,3.351,
port,cinema,76,3.167,1.975,22,22,1,1,1,1,arrival,5.407,3.151,
visit,glove,72,2.131,0.745,23,23,1,0,1,0,-,-99,-99,
caring,skirt,79,1.986,0.886,28,24,1,1,1,1,concern,5.179,2.303,
anger,decay,10,1.792,0.693,17,25,1,0,0,1,-,-99,-99,
link,crisis,28,2.193,1.056,33,26,1,0,1,0,-,-99,-99,
pork,emperor,83,2.285,1.37,4,27,1,1,0,0,emperor,7.332,2.329,
fan,feature,13,1.732,0.724,19,28,1,0,0,1,-,-99,-99,
find,clown,70,2.182,1.024,30,29,1,0,1,0,-,-99,-99,
bias,sirloin,33,4.063,2.256,24,30,1,0,1,0,-,-99,-99,
nerve,bumper,13,1.732,0.723,12,31,1,0,0,1,-,-99,-99,
pea,bathtub,89,4.841,3.742,7,32,1,1,0,0,bathtub,6.917,2.026,
rock,milk,16,2.439,1.132,8,33,1,0,0,1,-,-99,-99,
copy,bedroom,7,5.553,3.544,0,34,1,0,1,0,-,-99,-99,
forest,knob,65,1.931,0.838,6,35,1,1,0,0,refrain,10.751,7.032,
collect,loyalty,16,1.715,0.908,3,36,1,0,0,1,-,-99,-99,
need,faucet,16,2.039,0.946,16,37,1,0,0,1,-,-99,-99,
chicken,beet,72,2.178,1.07,13,38,1,1,1,1,freedom,5.39,2.651,
bullet,walkway,22,1.968,0.883,2,39,1,1,0,0,train,4.677,1.859,
banner,glide,69,1.829,0.806,36,40,1,0,1,0,-,-99,-99,
anger,decay,10,1.792,0.693,17,1,2,0,0,1,-,-99,-99,
link,crisis,28,2.193,1.056,33,2,2,0,1,0,-,-99,-99,
pork,emperor,83,2.285,1.37,4,3,2,1,0,0,emperor,8.841,2.357,
banner,glide,69,1.829,0.806,36,4,2,0,1,0,-,-99,-99,
knock,otter,78,2.377,1.247,25,5,2,1,1,1,door,3.632,1.942,
plant,worm,68,1.985,0.824,34,6,2,0,1,0,-,-99,-99,
glue,force,95,3.778,0.801,5,7,2,1,0,0,force,6.296,2.247,
fee,chowder,18,3.885,2.691,20,8,2,1,0,0,frame,5.016,2.914,
bullet,walkway,22,1.968,0.883,2,9,2,1,0,0,train,3.77,1.624,
forest,knob,65,1.931,0.838,6,10,2,1,0,0,refrain,10.865,4.845,
port,cinema,76,3.167,1.975,22,11,2,1,1,1,return,9.465,4.76,
process,joker,13,1.708,0.609,18,12,2,0,0,1,-,-99,-99,
replace,roach,70,2.715,1.57,15,13,2,0,1,0,-,-99,-99,
copy,bedroom,7,5.553,3.544,0,14,2,0,1,0,-,-99,-99,
pea,bathtub,89,4.841,3.742,7,15,2,1,0,0,bathtub,5.447,2.101,
remind,foam,76,1.846,0.668,21,16,2,1,1,1,dormer,6.519,2.84,
want,ascent,10,1.669,0.616,11,17,2,0,0,1,-,-99,-99,
shrink,mafia,20,1.946,0.993,37,18,2,1,0,0,frame,10.216,2.522,
date,laugh,60,2.009,0.653,39,19,2,0,1,0,-,-99,-99,
rock,milk,16,2.439,1.132,8,20,2,0,0,1,-,-99,-99,
mill,feast,19,3.048,0.585,9,21,2,1,0,0,reform,11.219,4.187,
visit,glove,72,2.131,0.745,23,22,2,0,1,0,-,-99,-99,
bacon,feud,79,4.013,2.698,27,23,2,1,1,1,emperor,16.908,4.433,
prison,loaf,18,1.808,0.839,14,24,2,1,0,0,frame,7.825,3.342,
calf,annoy,35,2.17,1.014,32,25,2,0,1,0,-,-99,-99,
bias,sirloin,33,4.063,2.256,24,26,2,0,1,0,-,-99,-99,
capital,figure,77,2.139,1.04,29,27,2,1,1,1,frame,6.663,3.093,
collect,loyalty,16,1.715,0.908,3,28,2,0,0,1,-,-99,-99,
grip,beach,22,1.699,0.839,31,29,2,1,0,0,date,8.14,4.628,
need,faucet,16,2.039,0.946,16,30,2,0,0,1,-,-99,-99,
caring,skirt,79,1.986,0.886,28,31,2,1,1,1,healing,4.882,2.441,
biology,temper,84,1.716,0.823,26,32,2,1,1,1,class,4.307,2.675,
chicken,beet,72,2.178,1.07,13,33,2,1,1,1,dredge,10.349,7.436,
nerve,bumper,13,1.732,0.723,12,34,2,0,0,1,-,-99,-99,
find,clown,70,2.182,1.024,30,35,2,0,1,0,-,-99,-99,
smother,surgery,95,1.669,0.7,38,36,2,1,1,1,chicken,7.287,2.748,
climax,saucer,9,1.961,0.962,10,37,2,0,0,1,-,-99,-99,
risk,zero,15,2.193,1.123,35,38,2,0,0,1,-,-99,-99,
bleach,ruin,100,3.655,0.825,1,39,2,1,1,1,ruin,4.605,2.146,
fan,feature,13,1.732,0.724,19,40,2,0,0,1,-,-99,-99,
find,clown,70,2.182,1.024,30,1,3,0,1,0,-,-99,-99,
nerve,bumper,13,1.732,0.723,12,2,3,0,0,1,-,-99,-99,
replace,roach,70,2.715,1.57,15,3,3,0,1,0,-,-99,-99,
bias,sirloin,33,4.063,2.256,24,4,3,0,1,0,-,-99,-99,
chicken,beet,72,2.178,1.07,13,5,3,1,1,1,dredge,8.128,5.183,
capital,figure,77,2.139,1.04,29,6,3,1,1,1,frame,8.825,5.413,
want,ascent,10,1.669,0.616,11,7,3,0,0,1,-,-99,-99,
bacon,feud,79,4.013,2.698,27,8,3,1,1,1,emperor,5.067,1.977,
need,faucet,16,2.039,0.946,16,9,3,0,0,1,-,-99,-99,
smother,surgery,95,1.669,0.7,38,10,3,1,1,1,frame,5.065,3.117,
banner,glide,69,1.829,0.806,36,11,3,0,1,0,-,-99,-99,
pea,bathtub,89,4.841,3.742,7,12,3,1,0,0,bathtub,8.257,3.142,
fee,chowder,18,3.885,2.691,20,13,3,1,0,0,nominal,9.772,6.341,
caring,skirt,79,1.986,0.886,28,14,3,1,1,1,elegant,7.933,5.471,
visit,glove,72,2.131,0.745,23,15,3,0,1,0,-,-99,-99,
bleach,ruin,100,3.655,0.825,1,16,3,1,1,1,ruin,4.56,2.567,
grip,beach,22,1.699,0.839,31,17,3,1,0,0,hold,4.979,2.942,
plant,worm,68,1.985,0.824,34,18,3,0,1,0,-,-99,-99,
fan,feature,13,1.732,0.724,19,19,3,0,0,1,-,-99,-99,
port,cinema,76,3.167,1.975,22,20,3,1,1,1,arrival,6.888,4.587,
knock,otter,78,2.377,1.247,25,21,3,1,1,1,door,3.262,1.731,
shrink,mafia,20,1.946,0.993,37,22,3,1,0,0,gate,5.132,3.108,
collect,loyalty,16,1.715,0.908,3,23,3,0,0,1,-,-99,-99,
glue,force,95,3.778,0.801,5,24,3,1,0,0,force,5.748,3.089,
link,crisis,28,2.193,1.056,33,25,3,0,1,0,-,-99,-99,
bullet,walkway,22,1.968,0.883,2,26,3,1,0,0,train,10.914,7.325,
prison,loaf,18,1.808,0.839,14,27,3,1,0,0,reform,5.548,3.223,
biology,temper,84,1.716,0.823,26,28,3,1,1,1,class,4.7,3.226,
pork,emperor,83,2.285,1.37,4,29,3,1,0,0,emperor,5.863,2.336,
remind,foam,76,1.846,0.668,21,30,3,1,1,1,time,4.34,2.455,
forest,knob,65,1.931,0.838,6,31,3,1,0,0,refrain,11.584,3.061,
calf,annoy,35,2.17,1.014,32,32,3,0,1,0,-,-99,-99,
risk,zero,15,2.193,1.123,35,33,3,0,0,1,-,-99,-99,
anger,decay,10,1.792,0.693,17,34,3,0,0,1,-,-99,-99,
mill,feast,19,3.048,0.585,9,35,3,1,0,0,frame,11.959,7.609,
date,laugh,60,2.009,0.653,39,36,3,0,1,0,-,-99,-99,
climax,saucer,9,1.961,0.962,10,37,3,0,0,1,-,-99,-99,
rock,milk,16,2.439,1.132,8,38,3,0,0,1,-,-99,-99,
process,joker,13,1.708,0.609,18,39,3,0,0,1,-,-99,-99,
copy,bedroom,7,5.553,3.544,0,40,3,0,1,0,-,-99,-99,

