word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
biology,temper,1,1,-99,-99,-99,-99,-99,
remind,foam,2,1,-99,-99,-99,-99,-99,
replace,roach,3,1,-99,-99,-99,-99,-99,
visit,glove,4,1,-99,-99,-99,-99,-99,
caring,skirt,5,1,-99,-99,-99,-99,-99,
anger,decay,6,1,-99,-99,-99,-99,-99,
pea,bathtub,7,1,-99,-99,-99,-99,-99,
glue,force,8,1,-99,-99,-99,-99,-99,
find,clown,9,1,-99,-99,-99,-99,-99,
capital,figure,10,1,-99,-99,-99,-99,-99,
calf,annoy,11,1,-99,-99,-99,-99,-99,
bleach,ruin,12,1,-99,-99,-99,-99,-99,
bullet,walkway,13,1,-99,-99,-99,-99,-99,
banner,glide,14,1,-99,-99,-99,-99,-99,
knock,otter,15,1,-99,-99,-99,-99,-99,
mill,feast,16,1,-99,-99,-99,-99,-99,
rock,milk,17,1,-99,-99,-99,-99,-99,
process,joker,18,1,-99,-99,-99,-99,-99,
shrink,mafia,19,1,-99,-99,-99,-99,-99,
prison,loaf,20,1,-99,-99,-99,-99,-99,
link,crisis,21,1,-99,-99,-99,-99,-99,
bias,sirloin,22,1,-99,-99,-99,-99,-99,
fee,chowder,23,1,-99,-99,-99,-99,-99,
grip,beach,24,1,-99,-99,-99,-99,-99,
want,ascent,25,1,-99,-99,-99,-99,-99,
climax,saucer,26,1,-99,-99,-99,-99,-99,
need,faucet,27,1,-99,-99,-99,-99,-99,
pork,emperor,28,1,-99,-99,-99,-99,-99,
nerve,bumper,29,1,-99,-99,-99,-99,-99,
bacon,feud,30,1,-99,-99,-99,-99,-99,
risk,zero,31,1,-99,-99,-99,-99,-99,
copy,bedroom,32,1,-99,-99,-99,-99,-99,
forest,knob,33,1,-99,-99,-99,-99,-99,
chicken,beet,34,1,-99,-99,-99,-99,-99,
smother,surgery,35,1,-99,-99,-99,-99,-99,
date,laugh,36,1,-99,-99,-99,-99,-99,
collect,loyalty,37,1,-99,-99,-99,-99,-99,
plant,worm,38,1,-99,-99,-99,-99,-99,
fan,feature,39,1,-99,-99,-99,-99,-99,
port,cinema,40,1,-99,-99,-99,-99,-99,
nerve,bumper,1,2,-99,-99,-99,-99,-99,
link,crisis,2,2,-99,-99,-99,-99,-99,
shrink,mafia,3,2,-99,-99,-99,-99,-99,
mill,feast,4,2,-99,-99,-99,-99,-99,
bleach,ruin,5,2,-99,-99,-99,-99,-99,
calf,annoy,6,2,-99,-99,-99,-99,-99,
fan,feature,7,2,-99,-99,-99,-99,-99,
bias,sirloin,8,2,-99,-99,-99,-99,-99,
process,joker,9,2,-99,-99,-99,-99,-99,
grip,beach,10,2,-99,-99,-99,-99,-99,
plant,worm,11,2,-99,-99,-99,-99,-99,
pork,emperor,12,2,-99,-99,-99,-99,-99,
knock,otter,13,2,-99,-99,-99,-99,-99,
climax,saucer,14,2,-99,-99,-99,-99,-99,
risk,zero,15,2,-99,-99,-99,-99,-99,
bacon,feud,16,2,-99,-99,-99,-99,-99,
fee,chowder,17,2,-99,-99,-99,-99,-99,
caring,skirt,18,2,-99,-99,-99,-99,-99,
replace,roach,19,2,-99,-99,-99,-99,-99,
rock,milk,20,2,-99,-99,-99,-99,-99,
want,ascent,21,2,-99,-99,-99,-99,-99,
port,cinema,22,2,-99,-99,-99,-99,-99,
smother,surgery,23,2,-99,-99,-99,-99,-99,
forest,knob,24,2,-99,-99,-99,-99,-99,
bullet,walkway,25,2,-99,-99,-99,-99,-99,
glue,force,26,2,-99,-99,-99,-99,-99,
need,faucet,27,2,-99,-99,-99,-99,-99,
prison,loaf,28,2,-99,-99,-99,-99,-99,
biology,temper,29,2,-99,-99,-99,-99,-99,
find,clown,30,2,-99,-99,-99,-99,-99,
banner,glide,31,2,-99,-99,-99,-99,-99,
capital,figure,32,2,-99,-99,-99,-99,-99,
anger,decay,33,2,-99,-99,-99,-99,-99,
pea,bathtub,34,2,-99,-99,-99,-99,-99,
remind,foam,35,2,-99,-99,-99,-99,-99,
copy,bedroom,36,2,-99,-99,-99,-99,-99,
visit,glove,37,2,-99,-99,-99,-99,-99,
collect,loyalty,38,2,-99,-99,-99,-99,-99,
chicken,beet,39,2,-99,-99,-99,-99,-99,
date,laugh,40,2,-99,-99,-99,-99,-99,
bleach,ruin,1,3,1,7.18,3.209,0,11.604,
nerve,bumper,2,3,9,5.079,3.282,0,8.453,
want,ascent,3,3,6,3.437,1.125,0,0.776,
caring,skirt,4,3,1,3.824,1.147,0,0.902,
climax,saucer,5,3,39,6.516,4.638,1,0.664,
date,laugh,6,3,1,4.326,1.59,0,0.89,
glue,force,7,3,8,2.469,1.259,0,0.794,
biology,temper,8,3,69,3.477,1.918,1,0.767,
smother,surgery,9,3,33,3.051,1.719,0,0.557,
banner,glide,10,3,7,3.789,0.95,0,0.89,
fan,feature,11,3,1,2.062,1.121,0,0.817,
risk,zero,12,3,100,2.564,1.549,1,0.671,
grip,beach,13,3,1,5.03,3.83,0,0.483,
remind,foam,14,3,25,3.881,1.473,0,0.675,
copy,bedroom,15,3,1,2.575,1.21,0,0.97,
calf,annoy,16,3,12,2.658,1.209,0,0.721,
pea,bathtub,17,3,79,3.461,1.669,1,0.467,
forest,knob,18,3,1,2.489,0.873,0,0.591,
shrink,mafia,19,3,23,2.314,1.221,0,0.717,
fee,chowder,20,3,1,2.989,1.716,0,0.636,
bullet,walkway,21,3,57,3.101,1.844,1,0.783,
replace,roach,22,3,17,3.023,1.75,0,0.749,
capital,figure,23,3,59,6.744,2.19,1,0.678,
rock,milk,24,3,1,2.079,1.049,0,0.71,
need,faucet,25,3,1,2.921,1.236,0,0.865,
visit,glove,26,3,1,2.705,1.009,0,0.581,
chicken,beet,27,3,1,1.961,1.069,1,1.308,
bias,sirloin,28,3,1,2.1,0.852,1,0.621,
bacon,feud,29,3,1,1.923,0.892,1,1.004,
process,joker,30,3,1,1.968,1.057,1,0.561,
collect,loyalty,31,3,100,4.938,1.292,1,0.582,
knock,otter,32,3,1,1.855,0.8,1,0.524,
plant,worm,33,3,18,1.978,1.001,1,0.533,
port,cinema,34,3,1,1.773,0.604,1,0.634,
prison,loaf,35,3,14,1.981,0.705,1,0.526,
pork,emperor,36,3,29,2.05,0.96,1,0.643,
find,clown,37,3,1,1.878,0.725,1,0.685,
anger,decay,38,3,100,2.069,0.869,1,0.626,
link,crisis,39,3,1,1.887,0.87,1,0.554,
mill,feast,40,3,1,4.96,1.329,1,0.588,

