word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
glue,force,73,3.063,2.112,10,1,1,1,1,1,post,9.03,6.739,
climax,saucer,85,14.47,13.104,38,2,1,1,1,1,post,12.733,7.602,
bacon,feud,61,4.343,3.328,20,3,1,0,1,0,-,-99,-99,
nerve,bumper,20,2.71,1.824,25,4,1,0,1,0,-,-99,-99,
port,cinema,32,6.15,5.13,12,5,1,0,0,1,-,-99,-99,
fan,feature,27,4.535,3.297,37,6,1,0,1,0,-,-99,-99,
knock,otter,79,2.871,1.872,27,7,1,1,1,1,head,8.919,5,
find,clown,12,3.663,2.471,21,8,1,0,1,0,-,-99,-99,
banner,glide,28,8.356,5.353,9,9,1,0,0,1,-,-99,-99,
visit,glove,38,2.358,1.352,4,10,1,0,1,0,-,-99,-99,
need,faucet,42,2.807,1.824,24,11,1,1,0,0,trial,36.396,28.924,
rock,milk,64,3.535,2.192,13,12,1,1,1,1,solid,7.639,5.222,
bias,sirloin,40,5.686,4.504,30,13,1,1,0,0,look,22.853,20.513,
mill,feast,3,7.879,6.8,0,14,1,0,0,1,-,-99,-99,
date,laugh,34,3.663,2.663,23,15,1,0,0,1,-,-99,-99,
prison,loaf,14,3.958,2.744,39,16,1,0,0,1,-,-99,-99,
caring,skirt,27,5.782,4.793,18,17,1,0,0,1,-,-99,-99,
capital,figure,70,9.622,8.105,17,18,1,1,1,1,close,7.942,4.055,
want,ascent,14,7.382,6.423,36,19,1,0,1,0,-,-99,-99,
risk,zero,71,6.166,5.143,35,20,1,1,1,1,reject,5.31,2.631,
biology,temper,31,4.151,2.992,16,21,1,0,1,0,-,-99,-99,
collect,loyalty,36,3.014,2.063,6,22,1,1,0,0,pie,7.228,3.888,
chicken,beet,38,2.75,1.712,19,23,1,0,1,0,-,-99,-99,
copy,bedroom,73,7.558,6.129,26,24,1,1,0,0,ink,9.884,7.192,
replace,roach,34,2.911,1.816,29,25,1,0,0,1,-,-99,-99,
link,crisis,35,7.015,5.938,28,26,1,1,0,0,door,9.451,5.94,
forest,knob,68,4.062,3.007,7,27,1,1,1,1,bar,6.431,4.558,
plant,worm,80,4.398,3.099,3,28,1,1,1,1,tree,5.671,3.567,
bullet,walkway,78,2.695,1.592,22,29,1,1,1,1,horse,4.727,2.336,
shrink,mafia,39,2.502,1.303,2,30,1,1,0,0,plant,5.63,3.289,
anger,decay,25,4.638,3.616,14,31,1,0,0,1,-,-99,-99,
pork,emperor,86,4.807,3.447,8,32,1,1,1,1,sausage,5.45,1.829,
process,joker,77,3.295,2.152,15,33,1,1,0,0,order,6.205,3.787,
fee,chowder,40,2.967,1.855,1,34,1,1,0,0,cost,4.983,2.75,
smother,surgery,73,5.111,3.905,33,35,1,1,0,0,gravy,6.342,2.573,
bleach,ruin,61,4.886,3.895,31,36,1,1,0,0,smell,7.398,4.998,
pea,bathtub,32,6.542,5.328,5,37,1,0,0,1,-,-99,-99,
calf,annoy,36,4.526,3.599,11,38,1,0,1,0,-,-99,-99,
grip,beach,32,2.847,1.849,34,39,1,0,0,1,-,-99,-99,
remind,foam,25,4.423,3.196,32,40,1,0,1,0,-,-99,-99,
bacon,feud,61,4.343,3.328,20,1,2,0,1,0,-,-99,-99,
fan,feature,27,4.535,3.297,37,2,2,0,1,0,-,-99,-99,
calf,annoy,36,4.526,3.599,11,3,2,0,1,0,-,-99,-99,
capital,figure,70,9.622,8.105,17,4,2,1,1,1,ascent,7.657,5.198,
pork,emperor,86,4.807,3.447,8,5,2,1,1,1,beet,11.006,3.997,
forest,knob,68,4.062,3.007,7,6,2,1,1,1,care,9.798,6.974,
risk,zero,71,6.166,5.143,35,7,2,1,1,1,trial,8.997,6.737,
caring,skirt,27,5.782,4.793,18,8,2,0,0,1,-,-99,-99,
