word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
bleach,ruin,68,2.855,1.799,16,1,1,1,1,1,fall,40.543,36.901,
calf,annoy,84,2.879,2.104,20,2,1,0,0,1,-,-99,-99,
chicken,beet,92,1.448,0.64,23,3,1,0,0,1,-,-99,-99,
port,cinema,81,1.494,0.599,32,4,1,1,0,0,beach,51.036,46.894,
find,clown,70,2.029,1.39,6,5,1,1,0,0,clown,10.184,4.895,
capital,figure,89,1.655,0.471,3,6,1,0,0,1,-,-99,-99,
pork,emperor,81,1.733,0.998,28,7,1,1,0,0,zero,54.542,50.423,
date,laugh,86,2.047,0.951,12,8,1,0,1,0,-,-99,-99,
remind,foam,47,2.582,1.095,13,9,1,1,0,0,warm,40.876,28.468,
anger,decay,72,1.847,0.671,10,10,1,1,1,1,delay,17.599,10.662,
smother,surgery,77,2.431,1.111,5,11,1,1,0,0,force,192.966,189.242,
replace,roach,100,3.223,2.344,4,12,1,0,1,0,-,-99,-99,
fan,feature,97,2.175,1.376,19,13,1,0,0,1,-,-99,-99,
fee,chowder,91,1.167,0.503,27,14,1,0,0,1,-,-99,-99,
bias,sirloin,46,4.111,2.465,1,15,1,1,1,1,feast,16.012,12.504,
bacon,feud,100,3.006,0.807,2,16,1,0,1,0,-,-99,-99,
copy,bedroom,78,5.247,2.359,34,17,1,1,1,1,bedroom,23.505,19.673,
pea,bathtub,91,1.582,0.687,14,18,1,0,1,0,-,-99,-99,
visit,glove,28,1.615,0.856,17,19,1,1,0,0,empower,435.457,429.696,
glue,force,83,1.647,0.776,26,20,1,1,1,1,force,35.185,24.316,
prison,loaf,89,1.656,0.888,39,21,1,0,0,1,-,-99,-99,
forest,knob,100,1.871,0.904,25,22,1,0,1,0,-,-99,-99,
climax,saucer,68,2.396,1.614,0,23,1,1,1,1,laugh,12.265,9.517,
bullet,walkway,86,1.686,0.975,11,24,1,0,1,0,-,-99,-99,
grip,beach,54,1.574,0.815,37,25,1,1,0,0,beach,11.275,6.385,
caring,skirt,90,1.375,0.607,21,26,1,0,0,1,-,-99,-99,
nerve,bumper,55,2.039,1.048,15,27,1,1,1,1,bumper,27.774,23.751,
mill,feast,31,2.374,1.087,29,28,1,1,0,0,feast,21.627,10.859,
need,faucet,81,1.335,0.535,33,29,1,1,1,1,glove,22.05,19.115,
collect,loyalty,93,2.51,1.623,36,30,1,0,1,0,-,-99,-99,
shrink,mafia,89,1.911,1.128,35,31,1,0,0,1,-,-99,-99,
rock,milk,77,2.287,1.336,9,32,1,1,1,1,skirt,17.037,14.651,
process,joker,88,1.863,1.159,31,33,1,0,0,1,-,-99,-99,
risk,zero,99,1.758,1.023,30,34,1,0,1,0,-,-99,-99,
biology,temper,100,1.534,0.607,38,35,1,0,1,0,-,-99,-99,
link,crisis,78,2.15,0.958,7,36,1,1,1,1,figure,17.981,14.259,
banner,glide,89,2.159,0.936,8,37,1,0,1,0,-,-99,-99,
plant,worm,86,1.159,0.496,22,38,1,0,0,1,-,-99,-99,
want,ascent,81,2.023,1.207,18,39,1,1,0,0,loaf,17.649,10.929,
knock,otter,51,12.499,6.755,24,40,1,1,0,0,door,4.824,2.638,
remind,foam,47,2.582,1.095,13,1,2,1,0,0,temper,21.068,17.244,
fee,chowder,91,1.167,0.503,27,2,2,0,0,1,-,-99,-99,
bias,sirloin,46,4.111,2.465,1,3,2,1,1,1,rule,6.052,3.141,
grip,beach,54,1.574,0.815,37,4,2,1,0,0,beach,11.982,8.719,
capital,figure,89,1.655,0.471,3,5,2,0,0,1,-,-99,-99,
plant,worm,86,1.159,0.496,22,6,2,0,0,1,-,-99,-99,
copy,bedroom,78,5.247,2.359,34,7,2,1,1,1,bedroom,11.987,8.111,
pork,emperor,81,1.733,0.998,28,8,2,1,0,0,decay,30.659,27.472,
forest,knob,100,1.871,0.904,25,9,2,0,1,0,-,-99,-99,
fan,feature,97,2.175,1.376,19,10,2,0,0,1,-,-99,-99,
anger,decay,72,1.847,0.671,10,11,2,1,1,1,decay,14.559,11.829,
banner,glide,89,2.159,0.936,8,12,2,0,1,0,-,-99,-99,
risk,zero,99,1.758,1.023,30,13,2,0,1,0,-,-99,-99,
rock,milk,77,2.287,1.336,9,14,2,1,1,1,move,16.693,13.891,
chicken,beet,92,1.448,0.64,23,15,2,0,0,1,-,-99,-99,
mill,feast,31,2.374,1.087,29,16,2,1,0,0,feast,5.247,2.869,
smother,surgery,77,2.431,1.111,5,17,2,1,0,0,mafia,15.389,12.298,
process,joker,88,1.863,1.159,31,18,2,0,0,1,-,-99,-99,
visit,glove,28,1.615,0.856,17,19,2,1,0,0,bathtab,15.435,11.856,
caring,skirt,90,1.375,0.607,21,20,2,0,0,1,-,-99,-99,
prison,loaf,89,1.656,0.888,39,21,2,0,0,1,-,-99,-99,
shrink,mafia,89,1.911,1.128,35,22,2,0,0,1,-,-99,-99,
bleach,ruin,68,2.855,1.799,16,23,2,1,1,1,figure,24.587,20.03,
bullet,walkway,86,1.686,0.975,11,24,2,0,1,0,-,-99,-99,
need,faucet,81,1.335,0.535,33,25,2,1,1,1,glide,18.426,15.264,
climax,saucer,68,2.396,1.614,0,26,2,1,1,1,sauce,216.544,13.092,
biology,temper,100,1.534,0.607,38,27,2,0,1,0,-,-99,-99,
nerve,bumper,55,2.039,1.048,15,28,2,1,1,1,bumper,35.934,12.53,
link,crisis,78,2.15,0.958,7,29,2,1,1,1,glove,19.748,14.579,
want,ascent,81,2.023,1.207,18,30,2,1,0,0,need,5.606,3.084,
bacon,feud,100,3.006,0.807,2,31,2,0,1,0,-,-99,-99,
knock,otter,51,12.499,6.755,24,32,2,1,0,0,door,16.594,14.445,
calf,annoy,84,2.879,2.104,20,33,2,0,0,1,-,-99,-99,
date,laugh,86,2.047,0.951,12,34,2,0,1,0,-,-99,-99,
find,clown,70,2.029,1.39,6,35,2,1,0,0,clown,27.541,6.61,
replace,roach,100,3.223,2.344,4,36,2,0,1,0,-,-99,-99,
port,cinema,81,1.494,0.599,32,37,2,1,0,0,loaf,15.421,11.565,
pea,bathtub,91,1.582,0.687,14,38,2,0,1,0,-,-99,-99,
collect,loyalty,93,2.51,1.623,36,39,2,0,1,0,-,-99,-99,
glue,force,83,1.647,0.776,26,40,2,1,1,1,force,25.603,21.397,
copy,bedroom,78,5.247,2.359,34,1,3,1,1,1,bedroom,305.377,300.944,
want,ascent,81,2.023,1.207,18,2,3,1,0,0,ascent,15.735,11.86,
bullet,walkway,86,1.686,0.975,11,3,3,0,1,0,-,-99,-99,
need,faucet,81,1.335,0.535,33,4,3,1,1,1,want,40.033,36.969,
nerve,bumper,55,2.039,1.048,15,5,3,1,1,1,bumper,14.775,10.66,
find,clown,70,2.029,1.39,6,6,3,1,0,0,clawn,13.543,9.824,
port,cinema,81,1.494,0.599,32,7,3,1,0,0,touch,31.213,27.068,
replace,roach,100,3.223,2.344,4,8,3,0,1,0,-,-99,-99,
anger,decay,72,1.847,0.671,10,9,3,1,1,1,decay,23.206,19.219,
bias,sirloin,46,4.111,2.465,1,10,3,1,1,1,west,49.515,46.282,
glue,force,83,1.647,0.776,26,11,3,1,1,1,gum,45.598,41.505,
pea,bathtub,91,1.582,0.687,14,12,3,0,1,0,-,-99,-99,
knock,otter,51,12.499,6.755,24,13,3,1,0,0,down,75.567,72.289,
grip,beach,54,1.574,0.815,37,14,3,1,0,0,beach,35.52,7.139,
smother,surgery,77,2.431,1.111,5,15,3,1,0,0,kill,14.482,12,
bacon,feud,100,3.006,0.807,2,16,3,0,1,0,-,-99,-99,
collect,loyalty,93,2.51,1.623,36,17,3,0,1,0,-,-99,-99,
link,crisis,78,2.15,0.958,7,18,3,1,1,1,adress,29.353,24.362,
fee,chowder,91,1.167,0.503,27,19,3,0,0,1,-,-99,-99,
plant,worm,86,1.159,0.496,22,20,3,0,0,1,-,-99,-99,
visit,glove,28,1.615,0.856,17,21,3,1,0,0,trace,40.25,37.496,
bleach,ruin,68,2.855,1.799,16,22,3,1,1,1,shower,27.762,23.017,
risk,zero,99,1.758,1.023,30,23,3,0,1,0,-,-99,-99,
remind,foam,47,2.582,1.095,13,24,3,1,0,0,pass,31.105,18.118,
fan,feature,97,2.175,1.376,19,25,3,0,0,1,-,-99,-99,
process,joker,88,1.863,1.159,31,26,3,0,0,1,-,-99,-99,
prison,loaf,89,1.656,0.888,39,27,3,0,0,1,-,-99,-99,
rock,milk,77,2.287,1.336,9,28,3,1,1,1,metal,69.168,64.349,
capital,figure,89,1.655,0.471,3,29,3,0,0,1,-,-99,-99,
climax,saucer,68,2.396,1.614,0,30,3,1,1,1,here,26.263,23.47,
pork,emperor,81,1.733,0.998,28,31,3,1,0,0,emperor,9.628,4.971,
calf,annoy,84,2.879,2.104,20,32,3,0,0,1,-,-99,-99,
mill,feast,31,2.374,1.087,29,33,3,1,0,0,feast,72.354,67.508,
shrink,mafia,89,1.911,1.128,35,34,3,0,0,1,-,-99,-99,
forest,knob,100,1.871,0.904,25,35,3,0,1,0,-,-99,-99,
caring,skirt,90,1.375,0.607,21,36,3,0,0,1,-,-99,-99,
date,laugh,86,2.047,0.951,12,37,3,0,1,0,-,-99,-99,
banner,glide,89,2.159,0.936,8,38,3,0,1,0,-,-99,-99,
biology,temper,100,1.534,0.607,38,39,3,0,1,0,-,-99,-99,
chicken,beet,92,1.448,0.64,23,40,3,0,0,1,-,-99,-99,

