word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
knock,otter,68,1.385,0.65,29,1,1,1,1,1,loyalty,38.223,35.825,
risk,zero,67,2.043,1.049,18,2,1,1,1,1,collect,7.819,5.598,
forest,knob,61,3.98,2.773,35,3,1,0,1,0,-,-99,-99,
biology,temper,61,1.473,0.593,8,4,1,0,1,0,-,-99,-99,
process,joker,66,1.561,0.712,12,5,1,1,1,1,cinema,10.227,7.186,
calf,annoy,72,2.065,0.839,19,6,1,1,0,0,anger,4.268,3.107,
mill,feast,61,1.753,0.698,33,7,1,0,0,1,-,-99,-99,
anger,decay,56,2.108,1.153,3,8,1,0,0,1,-,-99,-99,
find,clown,70,1.465,0.458,14,9,1,1,0,0,want,8.42,6.933,
bleach,ruin,67,5.093,2.354,39,10,1,1,1,1,need,3.707,1.994,
copy,bedroom,54,1.313,0.496,24,11,1,0,0,1,-,-99,-99,
climax,saucer,68,1.569,0.642,25,12,1,1,1,1,port,2.674,1.422,
banner,glide,66,5.631,2.874,37,13,1,0,1,0,-,-99,-99,
shrink,mafia,65,1.585,0.712,2,14,1,1,0,0,joker,6.924,5.602,
bias,sirloin,66,1.417,0.663,13,15,1,1,0,0,sirloin,4.125,2.336,
glue,force,65,1.561,0.712,28,16,1,0,1,0,-,-99,-99,
bacon,feud,71,1.625,0.704,20,17,1,1,1,1,joker,24.204,22.339,
remind,foam,66,1.449,0.615,16,18,1,1,0,0,collect,9.144,7.303,
collect,loyalty,66,1.473,0.615,23,19,1,1,1,1,loyalty,4.109,2.267,
prison,loaf,67,1.955,0.658,22,20,1,1,1,1,nerve,31.185,27.966,
replace,roach,63,2.067,1.114,1,21,1,0,0,1,-,-99,-99,
date,laugh,65,1.809,0.968,27,22,1,0,1,0,-,-99,-99,
capital,figure,61,8.505,0.96,26,23,1,0,0,1,-,-99,-99,
fee,chowder,63,1.457,0.666,11,24,1,1,0,0,anger,19.609,18.369,
smother,surgery,59,2.691,1.738,6,25,1,0,1,0,-,-99,-99,
visit,glove,70,1.611,0.673,34,26,1,1,0,0,ascent,5.271,3.211,
grip,beach,62,2.225,1.233,21,27,1,0,1,0,-,-99,-99,
bullet,walkway,58,1.482,0.706,5,28,1,0,1,0,-,-99,-99,
plant,worm,64,2.779,1.796,17,29,1,1,0,0,port,3.621,2.632,
rock,milk,55,1.619,0.817,9,30,1,0,0,1,-,-99,-99,
need,faucet,57,2.168,1.175,7,31,1,0,1,0,-,-99,-99,
link,crisis,56,1.193,0.432,36,32,1,0,0,1,-,-99,-99,
pea,bathtub,60,1.457,0.584,30,33,1,0,0,1,-,-99,-99,
fan,feature,70,1.585,0.626,31,34,1,1,1,1,I don't know,10.199,6.804,
port,cinema,65,1.698,0.872,38,35,1,0,1,0,-,-99,-99,
pork,emperor,61,2.379,1.489,10,36,1,0,0,1,-,-99,-99,
want,ascent,74,4.219,0.688,15,37,1,1,0,0,ascend,96.327,93.24,
nerve,bumper,75,2.291,0.721,4,38,1,1,1,1,anger,9.495,8.372,
chicken,beet,66,1.849,0.784,32,39,1,1,0,0,milk,158.151,156.455,
caring,skirt,53,44.299,41.24,0,40,1,0,0,1,-,-99,-99,
anger,decay,56,2.108,1.153,3,1,2,0,0,1,-,-99,-99,
smother,surgery,59,2.691,1.738,6,2,2,0,1,0,-,-99,-99,
bullet,walkway,58,1.482,0.706,5,3,2,0,1,0,-,-99,-99,
biology,temper,61,1.473,0.593,8,4,2,0,1,0,-,-99,-99,
knock,otter,68,1.385,0.65,29,5,2,1,1,1,wood,36.263,35.17,
capital,figure,61,8.505,0.96,26,6,2,0,0,1,-,-99,-99,
calf,annoy,72,2.065,0.839,19,7,2,1,0,0,saucer,87.251,81.647,
banner,glide,66,5.631,2.874,37,8,2,0,1,0,-,-99,-99,
process,joker,66,1.561,0.712,12,9,2,1,1,1,bumper,33.107,31.676,
plant,worm,64,2.779,1.796,17,10,2,1,0,0,worm,14.546,13.464,
forest,knob,61,3.98,2.773,35,11,2,0,1,0,-,-99,-99,
pea,bathtub,60,1.457,0.584,30,12,2,0,0,1,-,-99,-99,
risk,zero,67,2.043,1.049,18,13,2,1,1,1,zero,8.436,7.116,
date,laugh,65,1.809,0.968,27,14,2,0,1,0,-,-99,-99,
want,ascent,74,4.219,0.688,15,15,2,1,0,0,faucet,5.322,3.312,
link,crisis,56,1.193,0.432,36,16,2,0,0,1,-,-99,-99,
port,cinema,65,1.698,0.872,38,17,2,0,1,0,-,-99,-99,
mill,feast,61,1.753,0.698,33,18,2,0,0,1,-,-99,-99,
fee,chowder,63,1.457,0.666,11,19,2,1,0,0,chowder,7.459,5.758,
caring,skirt,53,44.299,41.24,0,20,2,0,0,1,-,-99,-99,
nerve,bumper,75,2.291,0.721,4,21,2,1,1,1,bumpers,10.377,8.129,
grip,beach,62,2.225,1.233,21,22,2,0,1,0,-,-99,-99,
bacon,feud,71,1.625,0.704,20,23,2,1,1,1,feul,2.985,1.731,
glue,force,65,1.561,0.712,28,24,2,0,1,0,-,-99,-99,
remind,foam,66,1.449,0.615,16,25,2,1,0,0,foam,13.251,12.291,
prison,loaf,67,1.955,0.658,22,26,2,1,1,1,loaf,3.071,1.895,
replace,roach,63,2.067,1.114,1,27,2,0,0,1,-,-99,-99,
rock,milk,55,1.619,0.817,9,28,2,0,0,1,-,-99,-99,
collect,loyalty,66,1.473,0.615,23,29,2,1,1,1,loyalty,6.667,4.907,
need,faucet,57,2.168,1.175,7,30,2,0,1,0,-,-99,-99,
find,clown,70,1.465,0.458,14,31,2,1,0,0,clown,6.627,2.303,
visit,glove,70,1.611,0.673,34,32,2,1,0,0,glove,27.92,26.723,
bias,sirloin,66,1.417,0.663,13,33,2,1,0,0,crisis,8.251,6.926,
fan,feature,70,1.585,0.626,31,34,2,1,1,1,feather,22.597,17.454,
bleach,ruin,67,5.093,2.354,39,35,2,1,1,1,bathtub,23.413,21.768,
pork,emperor,61,2.379,1.489,10,36,2,0,0,1,-,-99,-99,
shrink,mafia,65,1.585,0.712,2,37,2,1,0,0,mafia,6.513,5.105,
copy,bedroom,54,1.313,0.496,24,38,2,0,0,1,-,-99,-99,
chicken,beet,66,1.849,0.784,32,39,2,1,0,0,beet,11.41,9.817,
climax,saucer,68,1.569,0.642,25,40,2,1,1,1,saucer,3.877,2.385,
calf,annoy,72,2.065,0.839,19,1,3,1,0,0,I don't know,17.111,14.691,
copy,bedroom,54,1.313,0.496,24,2,3,0,0,1,-,-99,-99,
prison,loaf,67,1.955,0.658,22,3,3,1,1,1,loaf,2.906,1.494,
want,ascent,74,4.219,0.688,15,4,3,1,0,0,ascent,13.783,12.369,
shrink,mafia,65,1.585,0.712,2,5,3,1,0,0,mafia,2.75,1.254,
link,crisis,56,1.193,0.432,36,6,3,0,0,1,-,-99,-99,
bacon,feud,71,1.625,0.704,20,7,3,1,1,1,fuel,9.568,1.676,
banner,glide,66,5.631,2.874,37,8,3,0,1,0,-,-99,-99,
pork,emperor,61,2.379,1.489,10,9,3,0,0,1,-,-99,-99,
biology,temper,61,1.473,0.593,8,10,3,0,1,0,-,-99,-99,
visit,glove,70,1.611,0.673,34,11,3,1,0,0,glove,17.5,16.375,
glue,force,65,1.561,0.712,28,12,3,0,1,0,-,-99,-99,
anger,decay,56,2.108,1.153,3,13,3,0,0,1,-,-99,-99,
fan,feature,70,1.585,0.626,31,14,3,1,1,1,feather,10.76,8.478,
process,joker,66,1.561,0.712,12,15,3,1,1,1,port,10.784,9.741,
knock,otter,68,1.385,0.65,29,16,3,1,1,1,knob,26.94,25.691,
capital,figure,61,8.505,0.96,26,17,3,0,0,1,-,-99,-99,
replace,roach,63,2.067,1.114,1,18,3,0,0,1,-,-99,-99,
port,cinema,65,1.698,0.872,38,19,3,0,1,0,-,-99,-99,
nerve,bumper,75,2.291,0.721,4,20,3,1,1,1,bumper,5.183,3.518,
rock,milk,55,1.619,0.817,9,21,3,0,0,1,-,-99,-99,
pea,bathtub,60,1.457,0.584,30,22,3,0,0,1,-,-99,-99,
fee,chowder,63,1.457,0.666,11,23,3,1,0,0,chowder,6.65,5.262,
plant,worm,64,2.779,1.796,17,24,3,1,0,0,warm,24.606,23.5,
caring,skirt,53,44.299,41.24,0,25,3,0,0,1,-,-99,-99,
bleach,ruin,67,5.093,2.354,39,26,3,1,1,1,bathroom,23.691,21.82,
grip,beach,62,2.225,1.233,21,27,3,0,1,0,-,-99,-99,
mill,feast,61,1.753,0.698,33,28,3,0,0,1,-,-99,-99,
risk,zero,67,2.043,1.049,18,29,3,1,1,1,zero,12.542,11.319,
forest,knob,61,3.98,2.773,35,30,3,0,1,0,-,-99,-99,
date,laugh,65,1.809,0.968,27,31,3,0,1,0,-,-99,-99,
remind,foam,66,1.449,0.615,16,32,3,1,0,0,roach,6.957,5.846,
chicken,beet,66,1.849,0.784,32,33,3,1,0,0,beet,10.576,9.524,
need,faucet,57,2.168,1.175,7,34,3,0,1,0,-,-99,-99,
bias,sirloin,66,1.417,0.663,13,35,3,1,0,0,sirloin,6.094,4.557,
find,clown,70,1.465,0.458,14,36,3,1,0,0,clown,7.224,6.063,
bullet,walkway,58,1.482,0.706,5,37,3,0,1,0,-,-99,-99,
collect,loyalty,66,1.473,0.615,23,38,3,1,1,1,loyalty,10.256,8.235,
smother,surgery,59,2.691,1.738,6,39,3,0,1,0,-,-99,-99,
climax,saucer,68,1.569,0.642,25,40,3,1,1,1,saucer,4.806,3.459,

