word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
forest,knob,75,4.987,1.469,11,1,1,1,1,1,knob,4.513,2.927,
prison,loaf,60,6.116,3.945,25,2,1,0,1,0,-,-99,-99,
banner,glide,10,7.235,5.218,4,3,1,1,0,0,SKIP,11.612,2.546,
replace,roach,1,3.969,2.704,2,4,1,0,0,1,-,-99,-99,
pork,emperor,70,4.254,1.905,22,5,1,1,1,1,emperor,10.607,2.923,
collect,loyalty,50,6.729,4.672,15,6,1,0,1,0,-,-99,-99,
nerve,bumper,50,7.528,5.238,29,7,1,1,0,0,bump,5.59,3.114,
rock,milk,1,4.016,2.581,13,8,1,0,0,1,-,-99,-99,
copy,bedroom,1,4.491,3.391,6,9,1,0,0,1,-,-99,-99,
mill,feast,55,3.827,2.042,14,10,1,0,1,0,-,-99,-99,
date,laugh,95,4.188,2.026,28,11,1,1,1,1,laugh,11.163,3.717,
climax,saucer,1,4.482,2.715,8,12,1,0,0,1,-,-99,-99,
fan,feature,55,5.136,3.201,20,13,1,0,1,0,-,-99,-99,
grip,beach,5,5.887,2.663,30,14,1,1,0,0,SKIP,15.369,12.038,
pea,bathtub,89,7.454,1.773,21,15,1,1,1,1,bathtub,3.824,1.963,
fee,chowder,1,3.452,2.098,39,16,1,0,0,1,-,-99,-99,
glue,force,55,6.54,3.912,33,17,1,0,1,0,-,-99,-99,
smother,surgery,70,5.07,3.634,9,18,1,0,1,0,-,-99,-99,
shrink,mafia,90,4.13,1.873,24,19,1,1,1,1,mafia,2.929,1.618,
anger,decay,10,7.193,2.752,35,20,1,1,0,0,SKIP,9.484,8.563,
link,crisis,1,3.209,1.594,7,21,1,1,0,0,SKIP,5.234,2.311,
calf,annoy,1,4.416,1.683,37,22,1,0,1,0,-,-99,-99,
want,ascent,85,6.908,3.153,17,23,1,1,1,1,ascent,4.825,3.047,
find,clown,3,3.894,1.592,18,24,1,0,1,0,-,-99,-99,
bacon,feud,1,7.7,4.908,23,25,1,0,0,1,-,-99,-99,
need,faucet,5,7.176,2.981,10,26,1,1,0,0,ascent,5.128,2.812,
visit,glove,1,4.081,2.483,38,27,1,0,1,0,-,-99,-99,
port,cinema,50,13.05,6.28,32,28,1,1,0,0,cinema,18.114,17.052,
bleach,ruin,90,4.172,1.487,26,29,1,1,1,1,ruin,3.378,1.623,
process,joker,5,6.988,4.687,27,30,1,1,0,0,SKIP,6.084,5.448,
remind,foam,1,5.065,3.703,0,31,1,0,0,1,-,-99,-99,
knock,otter,5,5.373,2.471,5,32,1,1,0,0,SKIP,6.643,6.209,
