word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
replace,roach,97,5.781,3.305,6,1,1,0,1,0,-,-99,-99,
calf,annoy,95,1.955,1.428,28,2,1,0,1,0,-,-99,-99,
grip,beach,86,1.235,0.905,12,3,1,1,1,1,open,17.524,16.167,
smother,surgery,90,1.008,0.713,21,4,1,0,1,0,-,-99,-99,
bullet,walkway,87,0.835,0.555,19,5,1,1,0,0,gone,6.975,3.167,
mill,feast,92,1.101,0.758,25,6,1,0,1,0,-,-99,-99,
collect,loyalty,83,1.949,1.552,5,7,1,1,1,1,given,11.055,9.419,
knock,otter,88,1.063,0.73,8,8,1,1,1,1,door,3.706,2.885,
visit,glove,90,2.893,2.277,10,9,1,1,1,1,iven,9.561,8.435,
risk,zero,90,1.307,0.994,2,10,1,0,0,1,-,-99,-99,
biology,temper,82,1.074,0.601,1,11,1,1,0,0,study,4.114,2.015,
forest,knob,91,1.12,0.644,16,12,1,0,0,1,-,-99,-99,
rock,milk,88,1.009,0.681,27,13,1,1,0,0,fish,4.757,3.618,
banner,glide,84,1.066,0.774,18,14,1,1,0,0,flag,6.186,2.984,
port,cinema,82,0.969,0.698,39,15,1,1,0,0,jet,5.232,3.934,
pork,emperor,91,1.91,1.478,20,16,1,0,0,1,-,-99,-99,
process,joker,85,1.026,0.73,3,17,1,1,0,0,spirit,7.295,5.172,
want,ascent,89,1.056,0.775,22,18,1,0,0,1,-,-99,-99,
capital,figure,87,1.842,1.347,36,19,1,1,1,1,done,3.456,2.567,
bias,sirloin,91,0.913,0.61,32,20,1,0,0,1,-,-99,-99,
glue,force,93,1.01,0.706,0,21,1,0,0,1,-,-99,-99,
fan,feature,92,1.327,0.946,23,22,1,0,1,0,-,-99,-99,
need,faucet,76,0.911,0.535,30,23,1,1,1,1,force,6.771,5.136,
chicken,beet,80,1.781,1.304,11,24,1,1,1,1,feed,3.56,2.472,
find,clown,84,0.914,0.633,26,25,1,1,0,0,mother,6.162,2.101,
bleach,ruin,87,1.04,0.682,4,26,1,1,0,0,flag,3.635,2.341,
fee,chowder,91,0.891,0.551,15,27,1,0,0,1,-,-99,-99,
prison,loaf,76,1.068,0.745,35,28,1,1,1,1,operation,11.126,7.423,
copy,bedroom,92,1.08,0.764,13,29,1,0,1,0,-,-99,-99,
pea,bathtub,88,2.657,1.402,17,30,1,1,0,0,have,3.73,2.593,
caring,skirt,94,2.272,1.259,9,31,1,0,1,0,-,-99,-99,
link,crisis,93,1.134,0.572,31,32,1,0,1,0,-,-99,-99,
climax,saucer,100,0.954,0.587,14,33,1,0,0,1,-,-99,-99,
nerve,bumper,87,1.114,0.713,33,34,1,1,1,1,brain,3.501,2.093,
anger,decay,90,1.371,1.076,29,35,1,0,0,1,-,-99,-99,
remind,foam,84,1.184,0.914,37,36,1,1,0,0,later,5.511,4.186,
date,laugh,91,1.29,0.983,38,37,1,0,1,0,-,-99,-99,
shrink,mafia,97,1.351,0.912,34,38,1,0,1,0,-,-99,-99,
bacon,feud,96,1.228,0.638,24,39,1,0,0,1,-,-99,-99,
plant,worm,86,1.031,0.653,7,40,1,1,1,1,feed,6.732,5.696,
link,crisis,93,1.134,0.572,31,1,2,0,1,0,-,-99,-99,
visit,glove,90,2.893,2.277,10,2,2,1,1,1,force,6.135,4.34,
bullet,walkway,87,0.835,0.555,19,3,2,1,0,0,jet,3.679,2.839,
nerve,bumper,87,1.114,0.713,33,4,2,1,1,1,brain,2.776,1.638,
knock,otter,88,1.063,0.73,8,5,2,1,1,1,gone,3.008,2.066,
find,clown,84,0.914,0.633,26,6,2,1,0,0,open,4.998,4.124,
want,ascent,89,1.056,0.775,22,7,2,0,0,1,-,-99,-99,
process,joker,85,1.026,0.73,3,8,2,1,0,0,done,5.433,4.602,
bacon,feud,96,1.228,0.638,24,9,2,0,0,1,-,-99,-99,
date,laugh,91,1.29,0.983,38,10,2,0,1,0,-,-99,-99,
prison,loaf,76,1.068,0.745,35,11,2,1,1,1,operation,4.778,2.548,
collect,loyalty,83,1.949,1.552,5,12,2,1,1,1,fraud,4.216,2.572,
fee,chowder,91,0.891,0.551,15,13,2,0,0,1,-,-99,-99,
need,faucet,76,0.911,0.535,30,14,2,1,1,1,open,3.884,2.98,
shrink,mafia,97,1.351,0.912,34,15,2,0,1,0,-,-99,-99,
climax,saucer,100,0.954,0.587,14,16,2,0,0,1,-,-99,-99,
plant,worm,86,1.031,0.653,7,17,2,1,1,1,feed,2.79,1.776,
capital,figure,87,1.842,1.347,36,18,2,1,1,1,gone,2.648,1.787,
calf,annoy,95,1.955,1.428,28,19,2,0,1,0,-,-99,-99,
pea,bathtub,88,2.657,1.402,17,20,2,1,0,0,later,3.941,2.227,
copy,bedroom,92,1.08,0.764,13,21,2,0,1,0,-,-99,-99,
smother,surgery,90,1.008,0.713,21,22,2,0,1,0,-,-99,-99,
risk,zero,90,1.307,0.994,2,23,2,0,0,1,-,-99,-99,
pork,emperor,91,1.91,1.478,20,24,2,0,0,1,-,-99,-99,
biology,temper,82,1.074,0.601,1,25,2,1,0,0,test,3.149,2.161,
fan,feature,92,1.327,0.946,23,26,2,0,1,0,-,-99,-99,
forest,knob,91,1.12,0.644,16,27,2,0,0,1,-,-99,-99,
banner,glide,84,1.066,0.774,18,28,2,1,0,0,flagq,2.813,1.693,
mill,feast,92,1.101,0.758,25,29,2,0,1,0,-,-99,-99,
port,cinema,82,0.969,0.698,39,30,2,1,0,0,open,2.944,2.121,
grip,beach,86,1.235,0.905,12,31,2,1,1,1,done,3.639,2.813,
rock,milk,88,1.009,0.681,27,32,2,1,0,0,smash,5.871,4.513,
caring,skirt,94,2.272,1.259,9,33,2,0,1,0,-,-99,-99,
anger,decay,90,1.371,1.076,29,34,2,0,0,1,-,-99,-99,
replace,roach,97,5.781,3.305,6,35,2,0,1,0,-,-99,-99,
remind,foam,84,1.184,0.914,37,36,2,1,0,0,later,5.829,4.33,
bleach,ruin,87,1.04,0.682,4,37,2,1,0,0,bottom,4.894,2.955,
chicken,beet,80,1.781,1.304,11,38,2,1,1,1,feed,3.029,1.979,
bias,sirloin,91,0.913,0.61,32,39,2,0,0,1,-,-99,-99,
glue,force,93,1.01,0.706,0,40,2,0,0,1,-,-99,-99,
nerve,bumper,87,1.114,0.713,33,1,3,1,1,1,brain,9.95,1.802,
pork,emperor,91,1.91,1.478,20,2,3,0,0,1,-,-99,-99,
port,cinema,82,0.969,0.698,39,3,3,1,0,0,open,2.651,1.887,
climax,saucer,100,0.954,0.587,14,4,3,0,0,1,-,-99,-99,
want,ascent,89,1.056,0.775,22,5,3,0,0,1,-,-99,-99,
glue,force,93,1.01,0.706,0,6,3,0,0,1,-,-99,-99,
smother,surgery,90,1.008,0.713,21,7,3,0,1,0,-,-99,-99,
bias,sirloin,91,0.913,0.61,32,8,3,0,0,1,-,-99,-99,
copy,bedroom,92,1.08,0.764,13,9,3,0,1,0,-,-99,-99,
remind,foam,84,1.184,0.914,37,10,3,1,0,0,later,2.84,1.611,
knock,otter,88,1.063,0.73,8,11,3,1,1,1,open,2.776,1.842,
grip,beach,86,1.235,0.905,12,12,3,1,1,1,done,3.074,2.172,
banner,glide,84,1.066,0.774,18,13,3,1,0,0,flag,5.34,1.523,
collect,loyalty,83,1.949,1.552,5,14,3,1,1,1,debt,3.631,1.965,
