word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
anger,decay,6,4.78,3.925,35,1,1,0,0,1,-,-99,-99,
knock,otter,1,1.591,0.803,19,2,1,1,0,0,skip,14.202,11,
visit,glove,3,2.193,0.839,22,3,1,0,1,0,-,-99,-99,
chicken,beet,4,2.343,0.682,1,4,1,0,1,0,-,-99,-99,
capital,figure,6,6.23,4.945,30,5,1,0,0,1,-,-99,-99,
collect,loyalty,5,1.838,1.077,27,6,1,1,0,0,skip,6.099,3.16,
pea,bathtub,2,1.704,0.838,21,7,1,1,0,0,bathtub,11.513,2.732,
want,ascent,1,1.75,0.959,37,8,1,1,1,1,skip,6.399,2.421,
fee,chowder,1,1.73,0.864,14,9,1,1,1,1,skip,6.819,4.718,
need,faucet,6,2.334,1.461,32,10,1,0,0,1,-,-99,-99,
process,joker,1,1.927,0.725,39,11,1,1,1,1,skip,4.836,2.587,
rock,milk,5,3.311,2.39,6,12,1,0,1,0,-,-99,-99,
bias,sirloin,2,1.882,1.009,16,13,1,0,1,0,-,-99,-99,
find,clown,5,2.091,0.832,13,14,1,1,0,0,skip,6.57,4.411,
banner,glide,1,1.761,0.818,12,15,1,1,1,1,glide,6.641,4.054,
caring,skirt,1,2.132,0.987,20,16,1,1,1,1,skip,6.652,4.59,
grip,beach,5,1.604,0.786,15,17,1,0,0,1,-,-99,-99,
biology,temper,3,1.435,0.671,24,18,1,1,0,0,temper,15.168,11.348,
copy,bedroom,10,2.322,1.239,34,19,1,0,0,1,-,-99,-99,
calf,annoy,26,6.256,5.35,26,20,1,0,1,0,-,-99,-99,
bullet,walkway,14,4.718,3.912,28,21,1,0,0,1,-,-99,-99,
fan,feature,8,2.092,0.745,38,22,1,0,0,1,-,-99,-99,
smother,surgery,24,13.202,8.949,23,23,1,0,1,0,-,-99,-99,
pork,emperor,4,1.792,0.718,25,24,1,1,0,0,skip,8.496,6.186,
forest,knob,28,3.637,2.47,31,25,1,0,0,1,-,-99,-99,
climax,saucer,1,1.917,0.902,5,26,1,1,1,1,skip,5.563,3.45,
replace,roach,1,2.253,0.998,10,27,1,1,1,1,skip,4.928,2.853,
glue,force,1,2.048,0.853,7,28,1,1,1,1,skip,7.255,2.962,
nerve,bumper,5,2.838,1.853,29,29,1,1,0,0,skip,8.969,3.411,
bacon,feud,1,1.874,0.987,8,30,1,1,1,1,skip,8.927,6.725,
remind,foam,3,1.796,0.75,11,31,1,1,0,0,skip,3.804,1.599,
link,crisis,4,2.101,0.812,36,32,1,1,0,0,skip,4.187,2.319,
risk,zero,2,4.569,1.812,17,33,1,0,1,0,-,-99,-99,
port,cinema,1,1.863,0.983,9,34,1,1,1,1,cinema,6.261,2.911,
date,laugh,1,1.667,0.529,2,35,1,0,1,0,-,-99,-99,
plant,worm,1,1.74,1.016,3,36,1,0,1,0,-,-99,-99,
mill,feast,7,2.643,1.252,18,37,1,0,0,1,-,-99,-99,
bleach,ruin,3,2.022,1.225,0,38,1,1,0,0,skip,8.748,2.918,
shrink,mafia,8,2.147,1.28,33,39,1,0,0,1,-,-99,-99,
prison,loaf,3,5.52,4.677,4,40,1,0,1,0,-,-99,-99,
grip,beach,5,1.604,0.786,15,1,2,0,0,1,-,-99,-99,
fan,feature,8,2.092,0.745,38,2,2,0,0,1,-,-99,-99,
process,joker,1,1.927,0.725,39,3,2,1,1,1,skip,6.155,2.968,
remind,foam,3,1.796,0.75,11,4,2,1,0,0,skip,4.147,1.708,
bacon,feud,1,1.874,0.987,8,5,2,1,1,1,skip,3.491,1.736,
prison,loaf,3,5.52,4.677,4,6,2,0,1,0,-,-99,-99,
climax,saucer,1,1.917,0.902,5,7,2,1,1,1,skip,4.173,2.189,
bullet,walkway,14,4.718,3.912,28,8,2,0,0,1,-,-99,-99,
want,ascent,1,1.75,0.959,37,9,2,1,1,1,skip,4.452,2.595,
pea,bathtub,2,1.704,0.838,21,10,2,1,0,0,bathtub,8.211,1.837,
find,clown,5,2.091,0.832,13,11,2,1,0,0,skip,4.239,2.289,
port,cinema,1,1.863,0.983,9,12,2,1,1,1,cinema,4.672,1.6,
mill,feast,7,2.643,1.252,18,13,2,0,0,1,-,-99,-99,
date,laugh,1,1.667,0.529,2,14,2,0,1,0,-,-99,-99,
calf,annoy,26,6.256,5.35,26,15,2,0,1,0,-,-99,-99,
fee,chowder,1,1.73,0.864,14,16,2,1,1,1,skip,8.505,6.661,
pork,emperor,4,1.792,0.718,25,17,2,1,0,0,skip,4.79,2.489,
link,crisis,4,2.101,0.812,36,18,2,1,0,0,skip,4.099,2.224,
rock,milk,5,3.311,2.39,6,19,2,0,1,0,-,-99,-99,
shrink,mafia,8,2.147,1.28,33,20,2,0,0,1,-,-99,-99,
caring,skirt,1,2.132,0.987,20,21,2,1,1,1,skip,10.743,8.566,
collect,loyalty,5,1.838,1.077,27,22,2,1,0,0,skip,3.246,1.431,
knock,otter,1,1.591,0.803,19,23,2,1,0,0,skip,3.547,1.73,
biology,temper,3,1.435,0.671,24,24,2,1,0,0,temper,5.672,2.291,
chicken,beet,4,2.343,0.682,1,25,2,0,1,0,-,-99,-99,
need,faucet,6,2.334,1.461,32,26,2,0,0,1,-,-99,-99,
glue,force,1,2.048,0.853,7,27,2,1,1,1,skip,8.715,5.818,
forest,knob,28,3.637,2.47,31,28,2,0,0,1,-,-99,-99,
banner,glide,1,1.761,0.818,12,29,2,1,1,1,glide,5.618,2.052,
