word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
smother,surgery,1,1,-99,-99,-99,-99,-99,
copy,bedroom,2,1,-99,-99,-99,-99,-99,
forest,knob,3,1,-99,-99,-99,-99,-99,
pea,bathtub,4,1,-99,-99,-99,-99,-99,
knock,otter,5,1,-99,-99,-99,-99,-99,
bullet,walkway,6,1,-99,-99,-99,-99,-99,
want,ascent,7,1,-99,-99,-99,-99,-99,
plant,worm,8,1,-99,-99,-99,-99,-99,
bleach,ruin,9,1,-99,-99,-99,-99,-99,
anger,decay,10,1,-99,-99,-99,-99,-99,
rock,milk,11,1,-99,-99,-99,-99,-99,
banner,glide,12,1,-99,-99,-99,-99,-99,
prison,loaf,13,1,-99,-99,-99,-99,-99,
visit,glove,14,1,-99,-99,-99,-99,-99,
bias,sirloin,15,1,-99,-99,-99,-99,-99,
calf,annoy,16,1,-99,-99,-99,-99,-99,
collect,loyalty,17,1,-99,-99,-99,-99,-99,
date,laugh,18,1,-99,-99,-99,-99,-99,
mill,feast,19,1,-99,-99,-99,-99,-99,
fan,feature,20,1,-99,-99,-99,-99,-99,
pork,emperor,21,1,-99,-99,-99,-99,-99,
caring,skirt,22,1,-99,-99,-99,-99,-99,
bacon,feud,23,1,-99,-99,-99,-99,-99,
climax,saucer,24,1,-99,-99,-99,-99,-99,
find,clown,25,1,-99,-99,-99,-99,-99,
biology,temper,26,1,-99,-99,-99,-99,-99,
capital,figure,27,1,-99,-99,-99,-99,-99,
process,joker,28,1,-99,-99,-99,-99,-99,
risk,zero,29,1,-99,-99,-99,-99,-99,
port,cinema,30,1,-99,-99,-99,-99,-99,
need,faucet,31,1,-99,-99,-99,-99,-99,
chicken,beet,32,1,-99,-99,-99,-99,-99,
grip,beach,33,1,-99,-99,-99,-99,-99,
glue,force,34,1,-99,-99,-99,-99,-99,
nerve,bumper,35,1,-99,-99,-99,-99,-99,
remind,foam,36,1,-99,-99,-99,-99,-99,
replace,roach,37,1,-99,-99,-99,-99,-99,
shrink,mafia,38,1,-99,-99,-99,-99,-99,
fee,chowder,39,1,-99,-99,-99,-99,-99,
