word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
link,crisis,84,7.319,1.769,27,1,1,0,0,1,-,-99,-99,
smother,surgery,83,6.871,5.978,36,2,1,1,0,0,climax,25.292,21.719,
forest,knob,85,7.583,1.626,38,3,1,0,0,1,-,-99,-99,
chicken,beet,83,23.919,22.692,21,4,1,1,0,0,beet,299.52,288.977,
pea,bathtub,83,5.591,1.257,30,5,1,1,0,0,bathtub ,76.806,65.365,
plant,worm,81,6.591,1,16,6,1,0,1,0,-,-99,-99,
bacon,feud,89,6.647,5.451,2,7,1,0,1,0,-,-99,-99,
date,laugh,83,4.807,3.409,6,8,1,0,1,0,-,-99,-99,
bullet,walkway,81,7.492,1.288,3,9,1,0,1,0,-,-99,-99,
visit,glove,84,6.414,5.441,20,10,1,1,0,0,glove,44.521,38.674,
nerve,bumper,74,7.823,2.331,4,11,1,1,1,1,bumper,36.783,28.87,
bleach,ruin,81,7.646,1.593,33,12,1,1,0,0,ruin,16.767,8.375,
collect,loyalty,83,7.014,1.2,10,13,1,0,1,0,-,-99,-99,
prison,loaf,80,8.455,6.995,8,14,1,1,0,0,loaf,37.668,34.204,
pork,emperor,84,14.278,1.217,17,15,1,1,0,0,emperor,25.99,17.655,
fee,chowder,75,5.366,1.209,7,16,1,1,1,1,chowder,34.135,28.341,
rock,milk,78,5.967,4.915,18,17,1,1,1,1,milk,33.535,28.821,
climax,saucer,75,41.134,39.898,5,18,1,1,1,1,loyalty,18.918,9.189,
knock,otter,82,6.19,1.329,13,19,1,0,1,0,-,-99,-99,
remind,foam,79,7.646,1.129,35,20,1,1,1,1,foam,55.33,52.218,
shrink,mafia,74,29.452,27.511,0,21,1,1,1,1,mafia,22.775,19.031,
biology,temper,89,7.59,6.761,24,22,1,0,0,1,-,-99,-99,
want,ascent,91,6.407,5.314,23,23,1,0,0,1,-,-99,-99,
process,joker,83,8.527,2.353,32,24,1,0,1,0,-,-99,-99,
copy,bedroom,86,5.589,1.126,22,25,1,0,0,1,-,-99,-99,
anger,decay,84,8.487,7.427,39,26,1,1,0,0,decay,26.957,21.358,
replace,roach,100,8.239,1.921,12,27,1,0,1,0,-,-99,-99,
bias,sirloin,85,8.022,7.025,25,28,1,0,0,1,-,-99,-99,
capital,figure,77,7.774,6.673,11,29,1,1,1,1,figure,45.632,42.501,
need,faucet,84,6.302,1.953,9,30,1,0,0,1,-,-99,-99,
find,clown,77,6.623,5.425,14,31,1,1,1,1,clown,44.155,39.779,
calf,annoy,83,5.477,4.448,28,32,1,1,0,0,annoy,51.342,46.277,
grip,beach,80,6.126,5.185,15,33,1,0,1,0,-,-99,-99,
caring,skirt,89,6.374,5.627,29,34,1,0,0,1,-,-99,-99,
mill,feast,88,5.702,4.753,26,35,1,0,0,1,-,-99,-99,
fan,feature,79,6.975,5.329,1,36,1,1,1,1,feature,38.101,33.085,
glue,force,80,5.791,1.002,31,37,1,1,0,0,force,101.999,98.742,
