word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
fee,chowder,1,2.717,1.451,33,1,1,0,0,1,-,-99,-99,
pea,bathtub,100,2.191,1.008,17,2,1,0,1,0,-,-99,-99,
risk,zero,1,2.913,1.338,8,3,1,1,0,0,antler,9.128,7.042,
climax,saucer,100,2.583,1.59,10,4,1,0,1,0,-,-99,-99,
link,crisis,3,2.731,1.489,29,5,1,0,0,1,-,-99,-99,
nerve,bumper,1,2.959,1.319,24,6,1,1,1,1,festive,5.77,3.314,
biology,temper,1,2.193,1.112,15,7,1,1,0,0,planter,7.237,4.667,
calf,annoy,27,2.419,0.807,37,8,1,0,0,1,-,-99,-99,
banner,glide,1,1.963,1.032,14,9,1,1,0,0,climb,18.32,16.011,
pork,emperor,100,2.491,1.107,34,10,1,0,1,0,-,-99,-99,
fan,feature,1,7.181,2.593,30,11,1,0,0,1,-,-99,-99,
copy,bedroom,1,2.849,1.121,18,12,1,1,0,0,plumb,4.837,2.871,
collect,loyalty,1,3.679,1.841,12,13,1,1,1,1,hard,5.092,3.567,
mill,feast,1,1.904,1.034,20,14,1,1,1,1,flag,4.614,3.062,
forest,knob,1,2.371,1.359,23,15,1,1,0,0,run,3.947,2.327,
plant,worm,23,10.558,8.906,2,16,1,0,0,1,-,-99,-99,
visit,glove,1,2.231,0.768,0,17,1,1,1,1,pants,5.887,3.924,
knock,otter,1,2.107,1.162,21,18,1,1,0,0,love,4.315,2.75,
anger,decay,100,2.765,0.817,27,19,1,0,1,0,-,-99,-99,
prison,loaf,1,2.231,1.302,13,20,1,1,0,0,people,4.449,2.554,
process,joker,1,3.821,2.577,5,21,1,1,0,0,worm,4.276,2.725,
glue,force,1,1.683,0.69,26,22,1,1,1,1,blanket,4.858,2.388,
bias,sirloin,72,3.375,1.961,38,23,1,0,1,0,-,-99,-99,
shrink,mafia,1,2.199,1.192,28,24,1,0,0,1,-,-99,-99,
replace,roach,1,3.906,2.883,6,25,1,1,0,0,crab,5.143,3.151,
chicken,beet,100,2.631,1.7,16,26,1,0,1,0,-,-99,-99,
smother,surgery,77,4.83,2.772,3,27,1,0,1,0,-,-99,-99,
bleach,ruin,1,3.021,1.825,11,28,1,1,1,1,sand,4.086,2.46,
date,laugh,100,2.151,1.056,22,29,1,0,1,0,-,-99,-99,
rock,milk,1,1.909,0.907,35,30,1,0,0,1,-,-99,-99,
grip,beach,1,2.594,1.043,36,31,1,0,1,0,-,-99,-99,
find,clown,1,1.754,0.713,7,32,1,1,1,1,sprinkle,5.525,3.13,
bullet,walkway,1,2.255,1.119,39,33,1,0,0,1,-,-99,-99,
need,faucet,1,2.395,1.186,31,34,1,0,0,1,-,-99,-99,
bacon,feud,1,2.191,1.054,25,35,1,0,0,1,-,-99,-99,
want,ascent,1,2.325,1.295,19,36,1,1,0,0,sheep,8.526,3.79,
port,cinema,1,4.573,1.567,4,37,1,1,1,1,watch,10.12,6.814,
caring,skirt,1,2.271,1.422,1,38,1,1,1,1,team,4.331,2.813,
capital,figure,1,2.137,1.2,9,39,1,1,1,1,fight,9.863,6.779,
remind,foam,1,2.435,1.322,32,40,1,0,1,0,-,-99,-99,
banner,glide,1,1.963,1.032,14,1,2,1,0,0,dont know,6.046,4.979,
anger,decay,100,2.765,0.817,27,2,2,0,1,0,-,-99,-99,
capital,figure,1,2.137,1.2,9,3,2,1,1,1,dont know,9.584,2.187,
caring,skirt,1,2.271,1.422,1,4,2,1,1,1,dont know,5.889,3.301,
biology,temper,1,2.193,1.112,15,5,2,1,0,0,microscope,3.808,2.345,
climax,saucer,100,2.583,1.59,10,6,2,0,1,0,-,-99,-99,
forest,knob,1,2.371,1.359,23,7,2,1,0,0,run,3.502,2.095,
port,cinema,1,4.573,1.567,4,8,2,1,1,1,watch,5.535,1.503,
prison,loaf,1,2.231,1.302,13,9,2,1,0,0,soap,2.549,1.828,
fee,chowder,1,2.717,1.451,33,10,2,0,0,1,-,-99,-99,
replace,roach,1,3.906,2.883,6,11,2,1,0,0,blanket,2.595,1.82,
process,joker,1,3.821,2.577,5,12,2,1,0,0,think,2.644,1.932,
find,clown,1,1.754,0.713,7,13,2,1,1,1,look,2.507,1.32,
chicken,beet,100,2.631,1.7,16,14,2,0,1,0,-,-99,-99,
fan,feature,1,7.181,2.593,30,15,2,0,0,1,-,-99,-99,
bullet,walkway,1,2.255,1.119,39,16,2,0,0,1,-,-99,-99,
shrink,mafia,1,2.199,1.192,28,17,2,0,0,1,-,-99,-99,
plant,worm,23,10.558,8.906,2,18,2,0,0,1,-,-99,-99,
mill,feast,1,1.904,1.034,20,19,2,1,1,1,mall,6.854,5.596,
pork,emperor,100,2.491,1.107,34,20,2,0,1,0,-,-99,-99,
calf,annoy,27,2.419,0.807,37,21,2,0,0,1,-,-99,-99,
visit,glove,1,2.231,0.768,0,22,2,1,1,1,speak,2.575,2.066,
nerve,bumper,1,2.959,1.319,24,23,2,1,1,1,function,4.127,2.982,
link,crisis,3,2.731,1.489,29,24,2,0,0,1,-,-99,-99,
remind,foam,1,2.435,1.322,32,25,2,0,1,0,-,-99,-99,
risk,zero,1,2.913,1.338,8,26,2,1,0,0,don't know,6.56,2.084,
bias,sirloin,72,3.375,1.961,38,27,2,0,1,0,-,-99,-99,
glue,force,1,1.683,0.69,26,28,2,1,1,1,orange,6.686,3.246,
collect,loyalty,1,3.679,1.841,12,29,2,1,1,1,rock,1.969,1.349,
bleach,ruin,1,3.021,1.825,11,30,2,1,1,1,car,5.496,4.856,
bacon,feud,1,2.191,1.054,25,31,2,0,0,1,-,-99,-99,
grip,beach,1,2.594,1.043,36,32,2,0,1,0,-,-99,-99,
date,laugh,100,2.151,1.056,22,33,2,0,1,0,-,-99,-99,
smother,surgery,77,4.83,2.772,3,34,2,0,1,0,-,-99,-99,
need,faucet,1,2.395,1.186,31,35,2,0,0,1,-,-99,-99,
