word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
pork,emperor,1,1,-99,-99,-99,-99,-99,
banner,glide,2,1,-99,-99,-99,-99,-99,
fan,feature,3,1,-99,-99,-99,-99,-99,
bleach,ruin,4,1,-99,-99,-99,-99,-99,
want,ascent,5,1,-99,-99,-99,-99,-99,
knock,otter,6,1,-99,-99,-99,-99,-99,
prison,loaf,7,1,-99,-99,-99,-99,-99,
forest,knob,8,1,-99,-99,-99,-99,-99,
calf,annoy,9,1,-99,-99,-99,-99,-99,
link,crisis,10,1,-99,-99,-99,-99,-99,
remind,foam,11,1,-99,-99,-99,-99,-99,
climax,saucer,12,1,-99,-99,-99,-99,-99,
chicken,beet,13,1,-99,-99,-99,-99,-99,
date,laugh,14,1,-99,-99,-99,-99,-99,
nerve,bumper,15,1,-99,-99,-99,-99,-99,
find,clown,16,1,-99,-99,-99,-99,-99,
shrink,mafia,17,1,-99,-99,-99,-99,-99,
capital,figure,18,1,-99,-99,-99,-99,-99,
rock,milk,19,1,-99,-99,-99,-99,-99,
anger,decay,20,1,-99,-99,-99,-99,-99,
replace,roach,21,1,-99,-99,-99,-99,-99,
fee,chowder,22,1,-99,-99,-99,-99,-99,
visit,glove,23,1,-99,-99,-99,-99,-99,
bacon,feud,24,1,-99,-99,-99,-99,-99,
grip,beach,25,1,-99,-99,-99,-99,-99,
risk,zero,26,1,-99,-99,-99,-99,-99,
bias,sirloin,27,1,-99,-99,-99,-99,-99,
bullet,walkway,28,1,-99,-99,-99,-99,-99,
glue,force,29,1,-99,-99,-99,-99,-99,
biology,temper,30,1,-99,-99,-99,-99,-99,
port,cinema,31,1,-99,-99,-99,-99,-99,
process,joker,32,1,-99,-99,-99,-99,-99,
smother,surgery,33,1,-99,-99,-99,-99,-99,
copy,bedroom,34,1,-99,-99,-99,-99,-99,
collect,loyalty,35,1,-99,-99,-99,-99,-99,
caring,skirt,36,1,-99,-99,-99,-99,-99,
plant,worm,37,1,-99,-99,-99,-99,-99,
pea,bathtub,38,1,-99,-99,-99,-99,-99,
need,faucet,39,1,-99,-99,-99,-99,-99,
mill,feast,40,1,-99,-99,-99,-99,-99,
collect,loyalty,1,2,-99,-99,-99,-99,-99,
copy,bedroom,2,2,-99,-99,-99,-99,-99,
plant,worm,3,2,-99,-99,-99,-99,-99,
port,cinema,4,2,-99,-99,-99,-99,-99,
glue,force,5,2,-99,-99,-99,-99,-99,
find,clown,6,2,-99,-99,-99,-99,-99,
remind,foam,7,2,-99,-99,-99,-99,-99,
shrink,mafia,8,2,-99,-99,-99,-99,-99,
process,joker,9,2,-99,-99,-99,-99,-99,
biology,temper,10,2,-99,-99,-99,-99,-99,
rock,milk,11,2,-99,-99,-99,-99,-99,
date,laugh,12,2,-99,-99,-99,-99,-99,
want,ascent,13,2,-99,-99,-99,-99,-99,
fee,chowder,14,2,-99,-99,-99,-99,-99,
capital,figure,15,2,-99,-99,-99,-99,-99,
forest,knob,16,2,-99,-99,-99,-99,-99,
link,crisis,17,2,-99,-99,-99,-99,-99,
replace,roach,18,2,-99,-99,-99,-99,-99,
banner,glide,19,2,-99,-99,-99,-99,-99,
calf,annoy,20,2,-99,-99,-99,-99,-99,
need,faucet,21,2,-99,-99,-99,-99,-99,
knock,otter,22,2,-99,-99,-99,-99,-99,
climax,saucer,23,2,-99,-99,-99,-99,-99,
bullet,walkway,24,2,-99,-99,-99,-99,-99,
bias,sirloin,25,2,-99,-99,-99,-99,-99,
visit,glove,26,2,-99,-99,-99,-99,-99,
fan,feature,27,2,-99,-99,-99,-99,-99,
grip,beach,28,2,-99,-99,-99,-99,-99,
caring,skirt,29,2,-99,-99,-99,-99,-99,
bleach,ruin,30,2,-99,-99,-99,-99,-99,
smother,surgery,31,2,-99,-99,-99,-99,-99,
pork,emperor,32,2,-99,-99,-99,-99,-99,
bacon,feud,33,2,-99,-99,-99,-99,-99,
pea,bathtub,34,2,-99,-99,-99,-99,-99,
risk,zero,35,2,-99,-99,-99,-99,-99,
nerve,bumper,36,2,-99,-99,-99,-99,-99,
prison,loaf,37,2,-99,-99,-99,-99,-99,
anger,decay,38,2,-99,-99,-99,-99,-99,
mill,feast,39,2,-99,-99,-99,-99,-99,
chicken,beet,40,2,-99,-99,-99,-99,-99,
want,ascent,1,3,25,5.286,3.36,0,10.723,
pea,bathtub,2,3,90,3.999,1.929,1,5.705,
climax,saucer,3,3,19,3.138,1.982,0,0.828,
knock,otter,4,3,90,5.12,2.438,1,0.984,
nerve,bumper,5,3,90,3.615,1.43,1,0.743,
pork,emperor,6,3,100,2.367,1.229,1,0.768,
bias,sirloin,7,3,27,2.177,1.131,0,0.839,
smother,surgery,8,3,100,2.503,1.18,1,0.722,
