word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
grip,beach,65,1.943,1.162,13,1,1,1,0,0,beach,40.655,32.571,
process,joker,63,2.367,1.343,0,2,1,1,0,0,joker,13.406,8.579,
prison,loaf,62,1.311,0.537,18,3,1,0,1,0,-,-99,-99,
caring,skirt,36,1.502,0.656,20,4,1,0,1,0,-,-99,-99,
smother,surgery,37,1.822,0.664,4,5,1,0,0,1,-,-99,-99,
nerve,bumper,74,1.853,0.784,1,6,1,1,1,1,nerve,166.957,160.242,
rock,milk,34,2.309,1.04,23,7,1,0,1,0,-,-99,-99,
replace,roach,73,36.414,1.935,30,8,1,1,1,1,roach,46.621,40.319,
want,ascent,56,1.647,0.631,17,9,1,0,0,1,-,-99,-99,
forest,knob,74,1.501,0.479,39,10,1,1,1,1,forest,44.868,38.685,
capital,figure,71,1.727,0.751,37,11,1,1,0,0,capital,38.472,31.568,
calf,annoy,42,1.927,0.696,27,12,1,0,0,1,-,-99,-99,
bias,sirloin,71,1.902,0.665,16,13,1,0,1,0,-,-99,-99,
shrink,mafia,82,3.619,2.332,7,14,1,1,1,1,mafia,19.427,13.199,
climax,saucer,65,2.12,0.934,5,15,1,1,0,0,saucer,21.831,16.235,
mill,feast,75,1.671,0.585,32,16,1,1,1,1,toast,59.806,45.031,
bacon,feud,64,1.672,0.752,14,17,1,1,0,0,bacon,168.831,165.089,
biology,temper,84,1.671,0.562,34,18,1,1,1,1,temper,37.191,26.211,
need,faucet,61,1.991,0.823,3,19,1,0,0,1,-,-99,-99,
find,clown,61,1.511,0.615,11,20,1,0,1,0,-,-99,-99,
copy,bedroom,80,1.791,0.777,29,21,1,1,1,1,pest,39.418,35.303,
risk,zero,76,1.775,0.727,35,22,1,1,1,1,zero,43.741,37.792,
anger,decay,64,1.639,0.715,15,23,1,1,0,0,anger,38.999,34.906,
plant,worm,63,1.295,0.567,38,24,1,0,1,0,-,-99,-99,
pork,emperor,73,1.879,1.033,28,25,1,0,1,0,-,-99,-99,
bleach,ruin,30,1.431,0.609,24,26,1,0,1,0,-,-99,-99,
knock,otter,77,9.022,0.734,9,27,1,1,1,1,knock,32.791,28.385,
fee,chowder,35,2.087,0.689,19,28,1,0,0,1,-,-99,-99,
remind,foam,38,1.783,0.841,22,29,1,0,0,1,-,-99,-99,
pea,bathtub,69,1.765,0.687,36,30,1,0,1,0,-,-99,-99,
collect,loyalty,63,2.198,1.008,8,31,1,1,0,0,loylty,29.696,21.564,
link,crisis,33,1.743,0.697,26,32,1,0,0,1,-,-99,-99,
fan,feature,64,1.639,0.697,31,33,1,1,0,0,feature,40.483,26.244,
port,cinema,62,1.647,0.831,6,34,1,0,0,1,-,-99,-99,
bullet,walkway,63,1.639,0.713,2,35,1,1,0,0,buiiet,14.012,9.839,
banner,glide,68,14.303,13.136,33,36,1,0,1,0,-,-99,-99,
