word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
shrink,mafia,67,1.449,0.878,12,1,1,0,0,1,-,-99,-99,
capital,figure,17,1.673,0.945,5,2,1,1,0,0,skip,10.402,7.361,
rock,milk,76,1.688,1.115,17,3,1,0,1,0,-,-99,-99,
mill,feast,35,1.33,0.638,22,4,1,0,0,1,-,-99,-99,
pork,emperor,77,4.694,3.597,11,5,1,0,1,0,-,-99,-99,
link,crisis,20,1.713,1,13,6,1,1,0,0,shrink,12.616,10.536,
forest,knob,26,1.392,0.772,21,7,1,1,0,0,angel,5.657,2.305,
glue,force,28,1.224,0.674,23,8,1,1,1,1,meek,10.324,7.536,
knock,otter,26,1.618,0.791,33,9,1,1,0,0,clock,4.02,2.262,
banner,glide,63,1.432,0.761,2,10,1,0,0,1,-,-99,-99,
date,laugh,22,3.766,2.482,24,11,1,1,1,1,skip,9.106,3.269,
bias,sirloin,63,1.462,0.915,25,12,1,1,1,1,skip,5.453,3.46,
find,clown,15,1.371,0.799,10,13,1,1,0,0,skip,3.529,2.539,
bullet,walkway,34,1.339,0.676,32,14,1,0,0,1,-,-99,-99,
biology,temper,58,1.425,0.595,28,15,1,1,1,1,forget,5.551,4.117,
want,ascent,11,1.56,0.827,20,16,1,1,0,0,stumped,3.998,1.607,
pea,bathtub,75,1.136,0.575,26,17,1,0,1,0,-,-99,-99,
chicken,beet,70,1.332,0.798,1,18,1,0,0,1,-,-99,-99,
risk,zero,14,2.424,1.797,34,19,1,1,0,0,aversive,5.988,1.58,
bleach,ruin,34,1.378,0.599,19,20,1,0,0,1,-,-99,-99,
remind,foam,71,1.606,0.978,30,21,1,0,1,0,-,-99,-99,
replace,roach,77,1.452,0.736,4,22,1,0,1,0,-,-99,-99,
smother,surgery,35,1.732,1.062,9,23,1,1,1,1,pillow,4.052,1.954,
grip,beach,65,2.087,1.284,14,24,1,1,1,1,rocks,3.549,1.713,
climax,saucer,72,2.495,1.458,35,25,1,0,0,1,-,-99,-99,
copy,bedroom,70,1.735,1.161,7,26,1,0,1,0,-,-99,-99,
anger,decay,25,1.797,1.223,31,27,1,1,0,0,bathroom,3.6,1.506,
plant,worm,26,1.378,0.808,3,28,1,1,0,0,cloud,4.016,2.444,
caring,skirt,73,1.232,0.661,6,29,1,0,1,0,-,-99,-99,
process,joker,30,1.346,0.582,36,30,1,0,0,1,-,-99,-99,
bacon,feud,69,2.091,1.304,29,31,1,0,1,0,-,-99,-99,
calf,annoy,30,1.41,0.853,15,32,1,0,0,1,-,-99,-99,
prison,loaf,33,1.525,0.776,18,33,1,0,0,1,-,-99,-99,
need,faucet,28,1.222,0.595,39,34,1,1,1,1,climax,7.48,2.238,
collect,loyalty,35,1.501,0.836,0,35,1,1,1,1,skip,2.435,1.512,
fan,feature,33,1.95,1.146,16,36,1,1,1,1,boulder,4.911,3.36,
port,cinema,23,1.926,1.164,27,37,1,1,0,0,wine,5.129,1.946,
fee,chowder,67,1.449,0.847,8,38,1,0,1,0,-,-99,-99,
nerve,bumper,24,1.053,0.481,38,39,1,1,1,1,wall,6.5,4.903,
visit,glove,71,3.062,1.339,37,40,1,0,1,0,-,-99,-99,
port,cinema,23,1.926,1.164,27,1,2,1,0,0,wall,5.571,3.012,
forest,knob,26,1.392,0.772,21,2,2,1,0,0,glove,16.807,15.252,
fee,chowder,67,1.449,0.847,8,3,2,0,1,0,-,-99,-99,
capital,figure,17,1.673,0.945,5,4,2,1,0,0,tower,7.014,4.993,
caring,skirt,73,1.232,0.661,6,5,2,0,1,0,-,-99,-99,
rock,milk,76,1.688,1.115,17,6,2,0,1,0,-,-99,-99,
visit,glove,71,3.062,1.339,37,7,2,0,1,0,-,-99,-99,
need,faucet,28,1.222,0.595,39,8,2,1,1,1,anvil,9.051,2.312,
fan,feature,33,1.95,1.146,16,9,2,1,1,1,skip,2.285,1.399,
glue,force,28,1.224,0.674,23,10,2,1,1,1,skip,2.367,1.539,
climax,saucer,72,2.495,1.458,35,11,2,0,0,1,-,-99,-99,
find,clown,15,1.371,0.799,10,12,2,1,0,0,forest,7,4.237,
bias,sirloin,63,1.462,0.915,25,13,2,1,1,1,nervous,4.263,2.961,
want,ascent,11,1.56,0.827,20,14,2,1,0,0,stumped,4.547,1.851,
shrink,mafia,67,1.449,0.878,12,15,2,0,0,1,-,-99,-99,
remind,foam,71,1.606,0.978,30,16,2,0,1,0,-,-99,-99,
grip,beach,65,2.087,1.284,14,17,2,1,1,1,rock,6.709,5.232,
bullet,walkway,34,1.339,0.676,32,18,2,0,0,1,-,-99,-99,
date,laugh,22,3.766,2.482,24,19,2,1,1,1,bedroom,9.226,7.094,
risk,zero,14,2.424,1.797,34,20,2,1,0,0,aversive,4.94,1.701,
nerve,bumper,24,1.053,0.481,38,21,2,1,1,1,forest,5.447,3.94,
bacon,feud,69,2.091,1.304,29,22,2,0,1,0,-,-99,-99,
anger,decay,25,1.797,1.223,31,23,2,1,0,0,bathroom,6.04,3.541,
bleach,ruin,34,1.378,0.599,19,24,2,0,0,1,-,-99,-99,
prison,loaf,33,1.525,0.776,18,25,2,0,0,1,-,-99,-99,
smother,surgery,35,1.732,1.062,9,26,2,1,1,1,pillow,3.272,2.005,
collect,loyalty,35,1.501,0.836,0,27,2,1,1,1,paycheck,4.592,3.069,
link,crisis,20,1.713,1,13,28,2,1,0,0,ink,2.938,2.403,
biology,temper,58,1.425,0.595,28,29,2,1,1,1,skip,2.42,1.499,
calf,annoy,30,1.41,0.853,15,30,2,0,0,1,-,-99,-99,
banner,glide,63,1.432,0.761,2,31,2,0,0,1,-,-99,-99,
plant,worm,26,1.378,0.808,3,32,2,1,0,0,annoy,3.069,1.547,
chicken,beet,70,1.332,0.798,1,33,2,0,0,1,-,-99,-99,
copy,bedroom,70,1.735,1.161,7,34,2,0,1,0,-,-99,-99,
replace,roach,77,1.452,0.736,4,35,2,0,1,0,-,-99,-99,
pork,emperor,77,4.694,3.597,11,36,2,0,1,0,-,-99,-99,
mill,feast,35,1.33,0.638,22,37,2,0,0,1,-,-99,-99,
pea,bathtub,75,1.136,0.575,26,38,2,0,1,0,-,-99,-99,
