word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
need,faucet,1,1,-99,-99,-99,-99,-99,
bacon,feud,2,1,-99,-99,-99,-99,-99,
biology,temper,3,1,-99,-99,-99,-99,-99,
capital,figure,4,1,-99,-99,-99,-99,-99,
want,ascent,5,1,-99,-99,-99,-99,-99,
process,joker,6,1,-99,-99,-99,-99,-99,
grip,beach,7,1,-99,-99,-99,-99,-99,
copy,bedroom,8,1,-99,-99,-99,-99,-99,
bias,sirloin,9,1,-99,-99,-99,-99,-99,
remind,foam,10,1,-99,-99,-99,-99,-99,
caring,skirt,11,1,-99,-99,-99,-99,-99,
forest,knob,12,1,-99,-99,-99,-99,-99,
date,laugh,13,1,-99,-99,-99,-99,-99,
find,clown,14,1,-99,-99,-99,-99,-99,
collect,loyalty,15,1,-99,-99,-99,-99,-99,
fan,feature,16,1,-99,-99,-99,-99,-99,
bleach,ruin,17,1,-99,-99,-99,-99,-99,
replace,roach,18,1,-99,-99,-99,-99,-99,
plant,worm,19,1,-99,-99,-99,-99,-99,
risk,zero,20,1,-99,-99,-99,-99,-99,
smother,surgery,21,1,-99,-99,-99,-99,-99,
pea,bathtub,22,1,-99,-99,-99,-99,-99,
knock,otter,23,1,-99,-99,-99,-99,-99,
chicken,beet,24,1,-99,-99,-99,-99,-99,
link,crisis,25,1,-99,-99,-99,-99,-99,
fee,chowder,26,1,-99,-99,-99,-99,-99,
rock,milk,27,1,-99,-99,-99,-99,-99,
shrink,mafia,28,1,-99,-99,-99,-99,-99,
climax,saucer,29,1,-99,-99,-99,-99,-99,
glue,force,30,1,-99,-99,-99,-99,-99,
bullet,walkway,31,1,-99,-99,-99,-99,-99,
calf,annoy,32,1,-99,-99,-99,-99,-99,
port,cinema,33,1,-99,-99,-99,-99,-99,
banner,glide,34,1,-99,-99,-99,-99,-99,
anger,decay,35,1,-99,-99,-99,-99,-99,
prison,loaf,36,1,-99,-99,-99,-99,-99,
pork,emperor,37,1,-99,-99,-99,-99,-99,
mill,feast,38,1,-99,-99,-99,-99,-99,
visit,glove,39,1,-99,-99,-99,-99,-99,
nerve,bumper,40,1,-99,-99,-99,-99,-99,
bias,sirloin,1,2,-99,-99,-99,-99,-99,
bullet,walkway,2,2,-99,-99,-99,-99,-99,
process,joker,3,2,-99,-99,-99,-99,-99,
smother,surgery,4,2,-99,-99,-99,-99,-99,
collect,loyalty,5,2,-99,-99,-99,-99,-99,
forest,knob,6,2,-99,-99,-99,-99,-99,
find,clown,7,2,-99,-99,-99,-99,-99,
port,cinema,8,2,-99,-99,-99,-99,-99,
replace,roach,9,2,-99,-99,-99,-99,-99,
mill,feast,10,2,-99,-99,-99,-99,-99,
shrink,mafia,11,2,-99,-99,-99,-99,-99,
bacon,feud,12,2,-99,-99,-99,-99,-99,
risk,zero,13,2,-99,-99,-99,-99,-99,
grip,beach,14,2,-99,-99,-99,-99,-99,
biology,temper,15,2,-99,-99,-99,-99,-99,
calf,annoy,16,2,-99,-99,-99,-99,-99,
caring,skirt,17,2,-99,-99,-99,-99,-99,
fan,feature,18,2,-99,-99,-99,-99,-99,
chicken,beet,19,2,-99,-99,-99,-99,-99,
bleach,ruin,20,2,-99,-99,-99,-99,-99,
pea,bathtub,21,2,-99,-99,-99,-99,-99,
glue,force,22,2,-99,-99,-99,-99,-99,
pork,emperor,23,2,-99,-99,-99,-99,-99,
climax,saucer,24,2,-99,-99,-99,-99,-99,
plant,worm,25,2,-99,-99,-99,-99,-99,
copy,bedroom,26,2,-99,-99,-99,-99,-99,
fee,chowder,27,2,-99,-99,-99,-99,-99,
knock,otter,28,2,-99,-99,-99,-99,-99,
capital,figure,29,2,-99,-99,-99,-99,-99,
visit,glove,30,2,-99,-99,-99,-99,-99,
anger,decay,31,2,-99,-99,-99,-99,-99,
date,laugh,32,2,-99,-99,-99,-99,-99,
need,faucet,33,2,-99,-99,-99,-99,-99,
nerve,bumper,34,2,-99,-99,-99,-99,-99,
rock,milk,35,2,-99,-99,-99,-99,-99,
remind,foam,36,2,-99,-99,-99,-99,-99,
prison,loaf,37,2,-99,-99,-99,-99,-99,
banner,glide,38,2,-99,-99,-99,-99,-99,
want,ascent,39,2,-99,-99,-99,-99,-99,
link,crisis,40,2,-99,-99,-99,-99,-99,
bullet,walkway,1,3,52,4.636,2.759,0,12.511,
copy,bedroom,2,3,46,3.173,1.495,1,1.223,
want,ascent,3,3,47,3.503,1.161,1,1.335,
fan,feature,4,3,40,3.071,1.343,1,1.319,
fee,chowder,5,3,42,2.767,1.295,1,1.216,
collect,loyalty,6,3,40,2.783,1.159,1,2.029,
climax,saucer,7,3,44,2.943,1.351,1,1.103,
bacon,feud,8,3,37,2.791,1.056,1,1.167,
port,cinema,9,3,38,2.839,1.119,1,1.087,
nerve,bumper,10,3,44,2.679,1.289,1,1.367,
forest,knob,11,3,46,3.287,1.653,1,1.081,
mill,feast,12,3,10,4.316,1.932,0,1.223,
anger,decay,13,3,65,3.151,1.618,1,1.055,
pea,bathtub,14,3,21,3.599,1.455,0,1.391,
need,faucet,15,3,38,2.735,1.519,1,1.879,
chicken,beet,16,3,71,3.295,1.503,1,1.215,
