word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
link,crisis,4,3.291,1.751,7,1,1,0,0,1,-,-99,-99,
climax,saucer,4,3.514,1.506,18,2,1,0,0,1,-,-99,-99,
need,faucet,12,3.151,1.135,36,3,1,0,1,0,-,-99,-99,
replace,roach,4,4.073,2.041,24,4,1,1,1,1,skip,11.138,5.708,
glue,force,14,3.147,1.822,38,5,1,0,1,0,-,-99,-99,
shrink,mafia,9,2.365,1.098,21,6,1,1,1,1,mafia,7.877,4.83,
copy,bedroom,6,2.827,1.411,33,7,1,1,1,1,skip,6.658,3.816,
biology,temper,20,3.692,1.558,39,8,1,0,1,0,-,-99,-99,
banner,glide,3,2.871,1.575,14,9,1,1,0,0,skip,9.939,6.91,
smother,surgery,6,3.673,1.561,19,10,1,0,0,1,-,-99,-99,
rock,milk,25,7.82,6.245,26,11,1,0,1,0,-,-99,-99,
prison,loaf,8,4.969,3.347,30,12,1,1,1,1,skip,10.913,7.756,
plant,worm,6,3.415,1.734,29,13,1,1,1,1,skip,10.329,7.098,
nerve,bumper,1,2.535,1.213,3,14,1,1,0,0,skip,6.991,2.137,
bleach,ruin,7,3.233,1.211,17,15,1,0,0,1,-,-99,-99,
chicken,beet,78,5.405,2.126,37,16,1,0,1,0,-,-99,-99,
fee,chowder,13,3.015,1.631,31,17,1,0,1,0,-,-99,-99,
bacon,feud,1,4.76,2.532,6,18,1,1,0,0,skip,18.666,14.496,
port,cinema,1,2.331,1.224,9,19,1,1,0,0,skip,9.122,6.405,
capital,figure,6,5.983,2.01,12,20,1,0,0,1,-,-99,-99,
pork,emperor,4,3.708,1.296,1,21,1,0,0,1,-,-99,-99,
bullet,walkway,2,4.823,1.485,11,22,1,1,0,0,skip,8.394,5.533,
want,ascent,3,3.407,1.336,2,23,1,1,0,0,faucet,12.903,9.451,
anger,decay,1,8.248,5.311,0,24,1,1,0,0,ruin,11.34,8.219,
remind,foam,6,6.944,4.101,10,25,1,0,0,1,-,-99,-99,
grip,beach,1,2.629,1.506,8,26,1,1,0,0,skip,6.707,2.942,
caring,skirt,10,4.657,3.368,28,27,1,1,1,1,skip,8.862,5.129,
mill,feast,69,4.445,2.214,34,28,1,0,1,0,-,-99,-99,
visit,glove,1,3.474,1.343,16,29,1,1,0,0,skip,13.854,10.874,
date,laugh,1,3.046,1.524,4,30,1,1,0,0,skip,11.454,8.419,
risk,zero,9,3.262,1.152,23,31,1,1,1,1,skip,14.742,12.445,
forest,knob,6,4.228,1.743,13,32,1,0,0,1,-,-99,-99,
find,clown,19,2.527,1.101,32,33,1,0,1,0,-,-99,-99,
pea,bathtub,5,4.461,1.942,20,34,1,0,0,1,-,-99,-99,
collect,loyalty,18,2.833,1.368,27,35,1,0,1,0,-,-99,-99,
process,joker,4,3.28,1.525,15,36,1,0,0,1,-,-99,-99,
calf,annoy,9,3.051,1.369,5,37,1,1,1,1,skip,14.849,11.519,
knock,otter,6,3.291,1.621,22,38,1,1,1,1,skip,6.317,3.012,
bias,sirloin,26,2.317,1.225,35,39,1,0,1,0,-,-99,-99,
fan,feature,8,4.678,1.503,25,40,1,1,1,1,skip,10.268,7.373,
fan,feature,8,4.678,1.503,25,1,2,1,1,1,process,8.739,5.944,
prison,loaf,8,4.969,3.347,30,2,2,1,1,1,skip,11.355,7.58,
climax,saucer,4,3.514,1.506,18,3,2,0,0,1,-,-99,-99,
bacon,feud,1,4.76,2.532,6,4,2,1,0,0,skip,6.968,3.415,
