word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
bullet,walkway,1,1,-99,-99,-99,-99,-99,
climax,saucer,2,1,-99,-99,-99,-99,-99,
nerve,bumper,3,1,-99,-99,-99,-99,-99,
replace,roach,4,1,-99,-99,-99,-99,-99,
caring,skirt,5,1,-99,-99,-99,-99,-99,
forest,knob,6,1,-99,-99,-99,-99,-99,
prison,loaf,7,1,-99,-99,-99,-99,-99,
anger,decay,8,1,-99,-99,-99,-99,-99,
pea,bathtub,9,1,-99,-99,-99,-99,-99,
collect,loyalty,10,1,-99,-99,-99,-99,-99,
copy,bedroom,11,1,-99,-99,-99,-99,-99,
knock,otter,12,1,-99,-99,-99,-99,-99,
port,cinema,13,1,-99,-99,-99,-99,-99,
chicken,beet,14,1,-99,-99,-99,-99,-99,
want,ascent,15,1,-99,-99,-99,-99,-99,
banner,glide,16,1,-99,-99,-99,-99,-99,
fee,chowder,17,1,-99,-99,-99,-99,-99,
shrink,mafia,18,1,-99,-99,-99,-99,-99,
visit,glove,19,1,-99,-99,-99,-99,-99,
grip,beach,20,1,-99,-99,-99,-99,-99,
fan,feature,21,1,-99,-99,-99,-99,-99,
biology,temper,22,1,-99,-99,-99,-99,-99,
plant,worm,23,1,-99,-99,-99,-99,-99,
pork,emperor,24,1,-99,-99,-99,-99,-99,
calf,annoy,25,1,-99,-99,-99,-99,-99,
bacon,feud,26,1,-99,-99,-99,-99,-99,
mill,feast,27,1,-99,-99,-99,-99,-99,
date,laugh,28,1,-99,-99,-99,-99,-99,
find,clown,29,1,-99,-99,-99,-99,-99,
bleach,ruin,30,1,-99,-99,-99,-99,-99,
bias,sirloin,31,1,-99,-99,-99,-99,-99,
capital,figure,32,1,-99,-99,-99,-99,-99,
glue,force,33,1,-99,-99,-99,-99,-99,
process,joker,34,1,-99,-99,-99,-99,-99,
risk,zero,35,1,-99,-99,-99,-99,-99,
smother,surgery,36,1,-99,-99,-99,-99,-99,
remind,foam,37,1,-99,-99,-99,-99,-99,
rock,milk,38,1,-99,-99,-99,-99,-99,
need,faucet,39,1,-99,-99,-99,-99,-99,
link,crisis,40,1,-99,-99,-99,-99,-99,
risk,zero,1,2,-99,-99,-99,-99,-99,
port,cinema,2,2,-99,-99,-99,-99,-99,
find,clown,3,2,-99,-99,-99,-99,-99,
prison,loaf,4,2,-99,-99,-99,-99,-99,
rock,milk,5,2,-99,-99,-99,-99,-99,
replace,roach,6,2,-99,-99,-99,-99,-99,
bleach,ruin,7,2,-99,-99,-99,-99,-99,
want,ascent,8,2,-99,-99,-99,-99,-99,
bacon,feud,9,2,-99,-99,-99,-99,-99,
bullet,walkway,10,2,-99,-99,-99,-99,-99,
shrink,mafia,11,2,-99,-99,-99,-99,-99,
banner,glide,12,2,-99,-99,-99,-99,-99,
knock,otter,13,2,-99,-99,-99,-99,-99,
fan,feature,14,2,-99,-99,-99,-99,-99,
capital,figure,15,2,-99,-99,-99,-99,-99,
bias,sirloin,16,2,-99,-99,-99,-99,-99,
calf,annoy,17,2,-99,-99,-99,-99,-99,
pork,emperor,18,2,-99,-99,-99,-99,-99,
glue,force,19,2,-99,-99,-99,-99,-99,
biology,temper,20,2,-99,-99,-99,-99,-99,
mill,feast,21,2,-99,-99,-99,-99,-99,
climax,saucer,22,2,-99,-99,-99,-99,-99,
pea,bathtub,23,2,-99,-99,-99,-99,-99,
date,laugh,24,2,-99,-99,-99,-99,-99,
caring,skirt,25,2,-99,-99,-99,-99,-99,
forest,knob,26,2,-99,-99,-99,-99,-99,
chicken,beet,27,2,-99,-99,-99,-99,-99,
remind,foam,28,2,-99,-99,-99,-99,-99,
plant,worm,29,2,-99,-99,-99,-99,-99,
smother,surgery,30,2,-99,-99,-99,-99,-99,
process,joker,31,2,-99,-99,-99,-99,-99,
anger,decay,32,2,-99,-99,-99,-99,-99,
grip,beach,33,2,-99,-99,-99,-99,-99,
need,faucet,34,2,-99,-99,-99,-99,-99,
fee,chowder,35,2,-99,-99,-99,-99,-99,
visit,glove,36,2,-99,-99,-99,-99,-99,
link,crisis,37,2,-99,-99,-99,-99,-99,
nerve,bumper,38,2,-99,-99,-99,-99,-99,
collect,loyalty,39,2,-99,-99,-99,-99,-99,
copy,bedroom,40,2,-99,-99,-99,-99,-99,
risk,zero,1,3,69,9.366,2.853,0,9.94,
caring,skirt,2,3,73,2.33,1.377,0,1.07,
plant,worm,3,3,69,1.9,0.796,0,0.926,
need,faucet,4,3,83,1.82,0.861,0,0.79,
rock,milk,5,3,85,1.788,0.725,0,0.988,
smother,surgery,6,3,86,1.708,0.988,0,0.701,
visit,glove,7,3,71,1.765,0.949,0,0.837,
shrink,mafia,8,3,63,1.324,0.587,0,0.764,
replace,roach,9,3,78,1.551,0.599,0,0.748,
process,joker,10,3,75,1.799,0.894,0,0.812,
anger,decay,11,3,80,2.156,1.028,0,0.788,
chicken,beet,12,3,57,1.852,1.068,0,1.005,
mill,feast,13,3,76,1.748,0.852,0,0.748,
pork,emperor,14,3,93,1.829,0.645,0,1.052,
bullet,walkway,15,3,84,1.988,0.933,0,0.829,
bacon,feud,16,3,68,1.909,0.965,0,1.171,
pea,bathtub,17,3,64,2.206,1.232,0,1.941,
want,ascent,18,3,34,2.004,0.988,0,0.694,
forest,knob,19,3,56,2.006,0.957,0,0.724,
banner,glide,20,3,81,1.981,1.117,0,0.997,
knock,otter,21,3,73,1.837,0.79,1,1.443,
link,crisis,22,3,68,2.068,1.293,1,0.78,
find,clown,23,3,40,1.478,0.678,1,0.637,
biology,temper,24,3,65,1.341,0.613,1,0.604,
grip,beach,25,3,69,1.909,1.093,1,0.678,
collect,loyalty,26,3,79,1.637,0.693,1,0.829,
bleach,ruin,27,3,83,1.757,0.838,1,0.597,
prison,loaf,28,3,73,1.319,0.526,1,0.628,
nerve,bumper,29,3,71,1.261,0.488,1,0.732,
glue,force,30,3,70,1.885,0.774,1,0.709,
capital,figure,31,3,69,1.47,0.605,1,0.685,
calf,annoy,32,3,83,1.436,0.604,1,0.846,
climax,saucer,33,3,68,1.758,0.798,1,0.597,
date,laugh,34,3,85,1.415,0.623,1,0.587,
bias,sirloin,35,3,69,1.333,0.566,1,0.629,
copy,bedroom,36,3,79,1.557,0.853,1,0.652,
fan,feature,37,3,91,1.431,0.606,1,0.583,
port,cinema,38,3,62,1.746,0.62,1,1.19,
fee,chowder,39,3,81,2.612,0.628,1,0.66,
remind,foam,40,3,57,1.7,0.621,1,0.677,

