word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
glue,force,78,5.855,4.774,10,1,1,1,0,0,ruin,3.637,2.28,
visit,glove,77,2.311,1.155,16,2,1,0,1,0,-,-99,-99,
want,ascent,65,1.672,0.554,19,3,1,0,1,0,-,-99,-99,
shrink,mafia,58,1.063,0.457,34,4,1,1,0,0,size,3.516,2.119,
calf,annoy,100,1.296,0.633,22,5,1,1,1,1,sirloin,6.936,2.467,
forest,knob,100,1.215,0.614,3,6,1,1,1,1,d,2.648,2.363,
find,clown,71,1.191,0.418,18,7,1,1,0,0,need,2.536,1.541,
smother,surgery,22,8.217,0.433,26,8,1,0,0,1,-,-99,-99,
date,laugh,1,1.327,0.601,5,9,1,0,1,0,-,-99,-99,
caring,skirt,31,3.072,1.156,36,10,1,0,0,1,-,-99,-99,
mill,feast,24,1.823,1.009,17,11,1,0,0,1,-,-99,-99,
need,faucet,1,1.512,0.847,25,12,1,0,1,0,-,-99,-99,
plant,worm,100,1.032,0.503,33,13,1,1,1,1,shrink,4.112,2.322,
rock,milk,1,1.239,0.48,27,14,1,0,1,0,-,-99,-99,
bullet,walkway,24,1.367,0.545,32,15,1,0,0,1,-,-99,-99,
fee,chowder,1,2.223,1.629,23,16,1,0,0,1,-,-99,-99,
pea,bathtub,91,1.511,1.009,31,17,1,1,1,1,stone,6.194,3.573,
link,crisis,49,4.663,1.753,14,18,1,0,1,0,-,-99,-99,
risk,zero,97,1.607,0.481,15,19,1,1,0,0,reward,7.712,6.467,
pork,emperor,91,1.471,0.59,8,20,1,1,0,0,sirloin,4.744,2.901,
bacon,feud,100,1.375,0.689,28,21,1,1,1,1,pork,3.272,1.899,
prison,loaf,1,1.576,0.735,21,22,1,0,1,0,-,-99,-99,
fan,feature,96,1.456,0.569,38,23,1,1,1,1,feature,3.079,1.401,
copy,bedroom,69,1.416,0.817,4,24,1,1,0,0,cat,2.727,1.507,
nerve,bumper,21,1.471,0.784,13,25,1,0,0,1,-,-99,-99,
port,cinema,1,1.287,0.746,7,26,1,0,0,1,-,-99,-99,
replace,roach,1,1.079,0.52,1,27,1,0,0,1,-,-99,-99,
collect,loyalty,1,1.679,0.992,24,28,1,0,1,0,-,-99,-99,
remind,foam,100,1.359,0.757,30,29,1,1,1,1,ruin,3.84,2.531,
anger,decay,34,1.048,0.45,11,30,1,0,0,1,-,-99,-99,
bleach,ruin,77,1.519,0.816,35,31,1,0,1,0,-,-99,-99,
biology,temper,100,2.279,1.049,39,32,1,1,0,0,feeling,12.971,8.043,
process,joker,51,1.791,1.256,2,33,1,0,0,1,-,-99,-99,
capital,figure,57,2.15,1.609,12,34,1,1,0,0,comfort  ,18.534,16.273,
knock,otter,100,4.623,3.416,6,35,1,1,1,1,otter,12.423,10.418,
banner,glide,100,1.28,0.597,29,36,1,1,1,1,war,7.92,6.41,
climax,saucer,100,1.943,0.748,37,37,1,1,1,1,climate,3.128,1.762,
grip,beach,1,5.417,4.099,0,38,1,0,1,0,-,-99,-99,
bias,sirloin,68,1.319,0.441,20,39,1,1,0,0,confirm,13.404,11.911,
chicken,beet,100,2.191,0.273,9,40,1,1,0,0,beet,4.528,2.915,
prison,loaf,1,1.576,0.735,21,1,2,0,1,0,-,-99,-99,
need,faucet,1,1.512,0.847,25,2,2,0,1,0,-,-99,-99,
calf,annoy,100,1.296,0.633,22,3,2,1,1,1,sirloin,70.789,66.025,
climax,saucer,100,1.943,0.748,37,4,2,1,1,1,climate,2.343,1.202,
risk,zero,97,1.607,0.481,15,5,2,1,0,0,reward,3.32,1.211,
grip,beach,1,5.417,4.099,0,6,2,0,1,0,-,-99,-99,
visit,glove,77,2.311,1.155,16,7,2,0,1,0,-,-99,-99,
bias,sirloin,68,1.319,0.441,20,8,2,1,0,0,confirm,33.759,32.185,
pork,emperor,91,1.471,0.59,8,9,2,1,0,0,beef,3.24,1.196,
find,clown,71,1.191,0.418,18,10,2,1,0,0,need,3.847,2.858,
chicken,beet,100,2.191,0.273,9,11,2,1,0,0,beet,1.863,1.154,
date,laugh,1,1.327,0.601,5,12,2,0,1,0,-,-99,-99,
forest,knob,100,1.215,0.614,3,13,2,1,1,1,bias,11.91,10.961,
nerve,bumper,21,1.471,0.784,13,14,2,0,0,1,-,-99,-99,
banner,glide,100,1.28,0.597,29,15,2,1,1,1,war,2.005,1.551,
glue,force,78,5.855,4.774,10,16,2,1,0,0,front,3.095,1.45,
copy,bedroom,69,1.416,0.817,4,17,2,1,0,0,cat,2.239,1.202,
biology,temper,100,2.279,1.049,39,18,2,1,0,0,feet,2.911,1.818,
smother,surgery,22,8.217,0.433,26,19,2,0,0,1,-,-99,-99,
replace,roach,1,1.079,0.52,1,20,2,0,0,1,-,-99,-99,
plant,worm,100,1.032,0.503,33,21,2,1,1,1,biology,12.287,10.73,
link,crisis,49,4.663,1.753,14,22,2,0,1,0,-,-99,-99,
caring,skirt,31,3.072,1.156,36,23,2,0,0,1,-,-99,-99,
process,joker,51,1.791,1.256,2,24,2,0,0,1,-,-99,-99,
fan,feature,96,1.456,0.569,38,25,2,1,1,1,feature,27.867,25.725,
knock,otter,100,4.623,3.416,6,26,2,1,1,1,otter,5.92,3.337,
port,cinema,1,1.287,0.746,7,27,2,0,0,1,-,-99,-99,
capital,figure,57,2.15,1.609,12,28,2,1,0,0,crush,11.99,10.608,
rock,milk,1,1.239,0.48,27,29,2,0,1,0,-,-99,-99,
shrink,mafia,58,1.063,0.457,34,30,2,1,0,0,bias,17.365,15.855,
fee,chowder,1,2.223,1.629,23,31,2,0,0,1,-,-99,-99,
want,ascent,65,1.672,0.554,19,32,2,0,1,0,-,-99,-99,
anger,decay,34,1.048,0.45,11,33,2,0,0,1,-,-99,-99,
bullet,walkway,24,1.367,0.545,32,34,2,0,0,1,-,-99,-99,
mill,feast,24,1.823,1.009,17,35,2,0,0,1,-,-99,-99,
pea,bathtub,91,1.511,1.009,31,36,2,1,1,1,beetroot,51.63,48.192,
bleach,ruin,77,1.519,0.816,35,37,2,0,1,0,-,-99,-99,
collect,loyalty,1,1.679,0.992,24,38,2,0,1,0,-,-99,-99,
remind,foam,100,1.359,0.757,30,39,2,1,1,1,you,18.015,16.778,
bacon,feud,100,1.375,0.689,28,40,2,1,1,1,sirloin,2.839,1.353,
mill,feast,24,1.823,1.009,17,1,3,0,0,1,-,-99,-99,
anger,decay,34,1.048,0.45,11,2,3,0,0,1,-,-99,-99,
glue,force,78,5.855,4.774,10,3,3,1,0,0,ruin,2.929,1.596,
pea,bathtub,91,1.511,1.009,31,4,3,1,1,1,beetrock,3.142,1.066,
nerve,bumper,21,1.471,0.784,13,5,3,0,0,1,-,-99,-99,
capital,figure,57,2.15,1.609,12,6,3,1,0,0,building,21.935,20.402,
calf,annoy,100,1.296,0.633,22,7,3,1,1,1,sirloin,3.44,1.658,
knock,otter,100,4.623,3.416,6,8,3,1,1,1,otter,3.736,1.609,
want,ascent,65,1.672,0.554,19,9,3,0,1,0,-,-99,-99,
bias,sirloin,68,1.319,0.441,20,10,3,1,0,0,ruin,16.502,14.248,
replace,roach,1,1.079,0.52,1,11,3,0,0,1,-,-99,-99,
date,laugh,1,1.327,0.601,5,12,3,0,1,0,-,-99,-99,
find,clown,71,1.191,0.418,18,13,3,1,0,0,feature,4.717,2.856,
collect,loyalty,1,1.679,0.992,24,14,3,0,1,0,-,-99,-99,
port,cinema,1,1.287,0.746,7,15,3,0,0,1,-,-99,-99,
bacon,feud,100,1.375,0.689,28,16,3,1,1,1,beef,4.125,2.543,
need,faucet,1,1.512,0.847,25,17,3,0,1,0,-,-99,-99,
grip,beach,1,5.417,4.099,0,18,3,0,1,0,-,-99,-99,
caring,skirt,31,3.072,1.156,36,19,3,0,0,1,-,-99,-99,
banner,glide,100,1.28,0.597,29,20,3,1,1,1,war,2.734,1.718,
bullet,walkway,24,1.367,0.545,32,21,3,0,0,1,-,-99,-99,
visit,glove,77,2.311,1.155,16,22,3,0,1,0,-,-99,-99,
forest,knob,100,1.215,0.614,3,23,3,1,1,1,floor,4.59,2.928,
climax,saucer,100,1.943,0.748,37,24,3,1,1,1,climate,8.775,7.41,
link,crisis,49,4.663,1.753,14,25,3,0,1,0,-,-99,-99,
fee,chowder,1,2.223,1.629,23,26,3,0,0,1,-,-99,-99,
prison,loaf,1,1.576,0.735,21,27,3,0,1,0,-,-99,-99,
remind,foam,100,1.359,0.757,30,28,3,1,1,1,ruin,3.499,2.239,
pork,emperor,91,1.471,0.59,8,29,3,1,0,0,beef,2.728,1.778,
process,joker,51,1.791,1.256,2,30,3,0,0,1,-,-99,-99,
plant,worm,100,1.032,0.503,33,31,3,1,1,1,bias,10.39,9.177,
risk,zero,97,1.607,0.481,15,32,3,1,0,0,ruin,2.687,1.404,
shrink,mafia,58,1.063,0.457,34,33,3,1,0,0,bias,2.959,1.721,
copy,bedroom,69,1.416,0.817,4,34,3,1,0,0,cat,2.152,1.562,
fan,feature,96,1.456,0.569,38,35,3,1,1,1,feature,2.175,0.986,
chicken,beet,100,2.191,0.273,9,36,3,1,0,0,beet,2.111,1.338,
bleach,ruin,77,1.519,0.816,35,37,3,0,1,0,-,-99,-99,
rock,milk,1,1.239,0.48,27,38,3,0,1,0,-,-99,-99,
biology,temper,100,2.279,1.049,39,39,3,1,0,0,floor,3.325,1.999,
smother,surgery,22,8.217,0.433,26,40,3,0,0,1,-,-99,-99,

