word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
bullet,walkway,1,1,-99,-99,-99,-99,-99,
rock,milk,2,1,-99,-99,-99,-99,-99,
replace,roach,3,1,-99,-99,-99,-99,-99,
collect,loyalty,4,1,-99,-99,-99,-99,-99,
chicken,beet,5,1,-99,-99,-99,-99,-99,
bleach,ruin,6,1,-99,-99,-99,-99,-99,
calf,annoy,7,1,-99,-99,-99,-99,-99,
plant,worm,8,1,-99,-99,-99,-99,-99,
anger,decay,9,1,-99,-99,-99,-99,-99,
remind,foam,10,1,-99,-99,-99,-99,-99,
biology,temper,11,1,-99,-99,-99,-99,-99,
nerve,bumper,12,1,-99,-99,-99,-99,-99,
glue,force,13,1,-99,-99,-99,-99,-99,
want,ascent,14,1,-99,-99,-99,-99,-99,
copy,bedroom,15,1,-99,-99,-99,-99,-99,
find,clown,16,1,-99,-99,-99,-99,-99,
process,joker,17,1,-99,-99,-99,-99,-99,
pea,bathtub,18,1,-99,-99,-99,-99,-99,
risk,zero,19,1,-99,-99,-99,-99,-99,
capital,figure,20,1,-99,-99,-99,-99,-99,
pork,emperor,21,1,-99,-99,-99,-99,-99,
need,faucet,22,1,-99,-99,-99,-99,-99,
port,cinema,23,1,-99,-99,-99,-99,-99,
fan,feature,24,1,-99,-99,-99,-99,-99,
visit,glove,25,1,-99,-99,-99,-99,-99,
bacon,feud,26,1,-99,-99,-99,-99,-99,
banner,glide,27,1,-99,-99,-99,-99,-99,
bias,sirloin,28,1,-99,-99,-99,-99,-99,
prison,loaf,29,1,-99,-99,-99,-99,-99,
mill,feast,30,1,-99,-99,-99,-99,-99,
shrink,mafia,31,1,-99,-99,-99,-99,-99,
smother,surgery,32,1,-99,-99,-99,-99,-99,
grip,beach,33,1,-99,-99,-99,-99,-99,
fee,chowder,34,1,-99,-99,-99,-99,-99,
caring,skirt,35,1,-99,-99,-99,-99,-99,
link,crisis,36,1,-99,-99,-99,-99,-99,
knock,otter,37,1,-99,-99,-99,-99,-99,
climax,saucer,38,1,-99,-99,-99,-99,-99,
forest,knob,39,1,-99,-99,-99,-99,-99,
date,laugh,40,1,-99,-99,-99,-99,-99,
capital,figure,1,2,-99,-99,-99,-99,-99,
plant,worm,2,2,-99,-99,-99,-99,-99,
want,ascent,3,2,-99,-99,-99,-99,-99,
forest,knob,4,2,-99,-99,-99,-99,-99,
prison,loaf,5,2,-99,-99,-99,-99,-99,
link,crisis,6,2,-99,-99,-99,-99,-99,
find,clown,7,2,-99,-99,-99,-99,-99,
fee,chowder,8,2,-99,-99,-99,-99,-99,
chicken,beet,9,2,-99,-99,-99,-99,-99,
bullet,walkway,10,2,-99,-99,-99,-99,-99,
collect,loyalty,11,2,-99,-99,-99,-99,-99,
date,laugh,12,2,-99,-99,-99,-99,-99,
calf,annoy,13,2,-99,-99,-99,-99,-99,
