word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
nerve,bumper,1,1,-99,-99,-99,-99,-99,
forest,knob,2,1,-99,-99,-99,-99,-99,
pea,bathtub,3,1,-99,-99,-99,-99,-99,
collect,loyalty,4,1,-99,-99,-99,-99,-99,
rock,milk,5,1,-99,-99,-99,-99,-99,
port,cinema,6,1,-99,-99,-99,-99,-99,
grip,beach,7,1,-99,-99,-99,-99,-99,
prison,loaf,8,1,-99,-99,-99,-99,-99,
bullet,walkway,9,1,-99,-99,-99,-99,-99,
knock,otter,10,1,-99,-99,-99,-99,-99,
link,crisis,11,1,-99,-99,-99,-99,-99,
process,joker,12,1,-99,-99,-99,-99,-99,
fee,chowder,13,1,-99,-99,-99,-99,-99,
date,laugh,14,1,-99,-99,-99,-99,-99,
banner,glide,15,1,-99,-99,-99,-99,-99,
anger,decay,16,1,-99,-99,-99,-99,-99,
capital,figure,17,1,-99,-99,-99,-99,-99,
bleach,ruin,18,1,-99,-99,-99,-99,-99,
biology,temper,19,1,-99,-99,-99,-99,-99,
smother,surgery,20,1,-99,-99,-99,-99,-99,
calf,annoy,21,1,-99,-99,-99,-99,-99,
risk,zero,22,1,-99,-99,-99,-99,-99,
fan,feature,23,1,-99,-99,-99,-99,-99,
caring,skirt,24,1,-99,-99,-99,-99,-99,
plant,worm,25,1,-99,-99,-99,-99,-99,
bias,sirloin,26,1,-99,-99,-99,-99,-99,
visit,glove,27,1,-99,-99,-99,-99,-99,
remind,foam,28,1,-99,-99,-99,-99,-99,
replace,roach,29,1,-99,-99,-99,-99,-99,
glue,force,30,1,-99,-99,-99,-99,-99,
pork,emperor,31,1,-99,-99,-99,-99,-99,
chicken,beet,32,1,-99,-99,-99,-99,-99,
need,faucet,33,1,-99,-99,-99,-99,-99,
mill,feast,34,1,-99,-99,-99,-99,-99,
shrink,mafia,35,1,-99,-99,-99,-99,-99,
climax,saucer,36,1,-99,-99,-99,-99,-99,
want,ascent,37,1,-99,-99,-99,-99,-99,
copy,bedroom,38,1,-99,-99,-99,-99,-99,
find,clown,39,1,-99,-99,-99,-99,-99,
bacon,feud,40,1,-99,-99,-99,-99,-99,
nerve,bumper,1,2,-99,-99,-99,-99,-99,
anger,decay,2,2,-99,-99,-99,-99,-99,
rock,milk,3,2,-99,-99,-99,-99,-99,
chicken,beet,4,2,-99,-99,-99,-99,-99,
collect,loyalty,5,2,-99,-99,-99,-99,-99,
fan,feature,6,2,-99,-99,-99,-99,-99,
biology,temper,7,2,-99,-99,-99,-99,-99,
need,faucet,8,2,-99,-99,-99,-99,-99,
capital,figure,9,2,-99,-99,-99,-99,-99,
risk,zero,10,2,-99,-99,-99,-99,-99,
plant,worm,11,2,-99,-99,-99,-99,-99,
knock,otter,12,2,-99,-99,-99,-99,-99,
forest,knob,13,2,-99,-99,-99,-99,-99,
glue,force,14,2,-99,-99,-99,-99,-99,
caring,skirt,15,2,-99,-99,-99,-99,-99,
bacon,feud,16,2,-99,-99,-99,-99,-99,
bias,sirloin,17,2,-99,-99,-99,-99,-99,
want,ascent,18,2,-99,-99,-99,-99,-99,
process,joker,19,2,-99,-99,-99,-99,-99,
visit,glove,20,2,-99,-99,-99,-99,-99,
smother,surgery,21,2,-99,-99,-99,-99,-99,
copy,bedroom,22,2,-99,-99,-99,-99,-99,
bullet,walkway,23,2,-99,-99,-99,-99,-99,
pork,emperor,24,2,-99,-99,-99,-99,-99,
climax,saucer,25,2,-99,-99,-99,-99,-99,
remind,foam,26,2,-99,-99,-99,-99,-99,
calf,annoy,27,2,-99,-99,-99,-99,-99,
shrink,mafia,28,2,-99,-99,-99,-99,-99,
port,cinema,29,2,-99,-99,-99,-99,-99,
mill,feast,30,2,-99,-99,-99,-99,-99,
link,crisis,31,2,-99,-99,-99,-99,-99,
grip,beach,32,2,-99,-99,-99,-99,-99,
find,clown,33,2,-99,-99,-99,-99,-99,
prison,loaf,34,2,-99,-99,-99,-99,-99,
date,laugh,35,2,-99,-99,-99,-99,-99,
pea,bathtub,36,2,-99,-99,-99,-99,-99,
replace,roach,37,2,-99,-99,-99,-99,-99,
fee,chowder,38,2,-99,-99,-99,-99,-99,
bleach,ruin,39,2,-99,-99,-99,-99,-99,
banner,glide,40,2,-99,-99,-99,-99,-99,
need,faucet,1,3,1,5.582,3.358,0,12.085,
