word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
pork,emperor,1,1,-99,-99,-99,-99,-99,
smother,surgery,2,1,-99,-99,-99,-99,-99,
bias,sirloin,3,1,-99,-99,-99,-99,-99,
biology,temper,4,1,-99,-99,-99,-99,-99,
fee,chowder,5,1,-99,-99,-99,-99,-99,
date,laugh,6,1,-99,-99,-99,-99,-99,
rock,milk,7,1,-99,-99,-99,-99,-99,
risk,zero,8,1,-99,-99,-99,-99,-99,
find,clown,9,1,-99,-99,-99,-99,-99,
remind,foam,10,1,-99,-99,-99,-99,-99,
knock,otter,11,1,-99,-99,-99,-99,-99,
calf,annoy,12,1,-99,-99,-99,-99,-99,
capital,figure,13,1,-99,-99,-99,-99,-99,
visit,glove,14,1,-99,-99,-99,-99,-99,
port,cinema,15,1,-99,-99,-99,-99,-99,
climax,saucer,16,1,-99,-99,-99,-99,-99,
shrink,mafia,17,1,-99,-99,-99,-99,-99,
plant,worm,18,1,-99,-99,-99,-99,-99,
caring,skirt,19,1,-99,-99,-99,-99,-99,
replace,roach,20,1,-99,-99,-99,-99,-99,
bleach,ruin,21,1,-99,-99,-99,-99,-99,
bacon,feud,22,1,-99,-99,-99,-99,-99,
mill,feast,23,1,-99,-99,-99,-99,-99,
fan,feature,24,1,-99,-99,-99,-99,-99,
pea,bathtub,25,1,-99,-99,-99,-99,-99,
forest,knob,26,1,-99,-99,-99,-99,-99,
want,ascent,27,1,-99,-99,-99,-99,-99,
glue,force,28,1,-99,-99,-99,-99,-99,
copy,bedroom,29,1,-99,-99,-99,-99,-99,
banner,glide,30,1,-99,-99,-99,-99,-99,
collect,loyalty,31,1,-99,-99,-99,-99,-99,
nerve,bumper,32,1,-99,-99,-99,-99,-99,
chicken,beet,33,1,-99,-99,-99,-99,-99,
process,joker,34,1,-99,-99,-99,-99,-99,
need,faucet,35,1,-99,-99,-99,-99,-99,
bullet,walkway,36,1,-99,-99,-99,-99,-99,
link,crisis,37,1,-99,-99,-99,-99,-99,
grip,beach,38,1,-99,-99,-99,-99,-99,
prison,loaf,39,1,-99,-99,-99,-99,-99,
anger,decay,40,1,-99,-99,-99,-99,-99,
find,clown,1,2,-99,-99,-99,-99,-99,
chicken,beet,2,2,-99,-99,-99,-99,-99,
biology,temper,3,2,-99,-99,-99,-99,-99,
risk,zero,4,2,-99,-99,-99,-99,-99,
anger,decay,5,2,-99,-99,-99,-99,-99,
rock,milk,6,2,-99,-99,-99,-99,-99,
mill,feast,7,2,-99,-99,-99,-99,-99,
shrink,mafia,8,2,-99,-99,-99,-99,-99,
bullet,walkway,9,2,-99,-99,-99,-99,-99,
knock,otter,10,2,-99,-99,-99,-99,-99,
fan,feature,11,2,-99,-99,-99,-99,-99,
bias,sirloin,12,2,-99,-99,-99,-99,-99,
collect,loyalty,13,2,-99,-99,-99,-99,-99,
process,joker,14,2,-99,-99,-99,-99,-99,
date,laugh,15,2,-99,-99,-99,-99,-99,
prison,loaf,16,2,-99,-99,-99,-99,-99,
need,faucet,17,2,-99,-99,-99,-99,-99,
link,crisis,18,2,-99,-99,-99,-99,-99,
fee,chowder,19,2,-99,-99,-99,-99,-99,
grip,beach,20,2,-99,-99,-99,-99,-99,
bleach,ruin,21,2,-99,-99,-99,-99,-99,
pea,bathtub,22,2,-99,-99,-99,-99,-99,
smother,surgery,23,2,-99,-99,-99,-99,-99,
climax,saucer,24,2,-99,-99,-99,-99,-99,
plant,worm,25,2,-99,-99,-99,-99,-99,
remind,foam,26,2,-99,-99,-99,-99,-99,
capital,figure,27,2,-99,-99,-99,-99,-99,
port,cinema,28,2,-99,-99,-99,-99,-99,
copy,bedroom,29,2,-99,-99,-99,-99,-99,
pork,emperor,30,2,-99,-99,-99,-99,-99,
calf,annoy,31,2,-99,-99,-99,-99,-99,
banner,glide,32,2,-99,-99,-99,-99,-99,
want,ascent,33,2,-99,-99,-99,-99,-99,
replace,roach,34,2,-99,-99,-99,-99,-99,
visit,glove,35,2,-99,-99,-99,-99,-99,
caring,skirt,36,2,-99,-99,-99,-99,-99,
forest,knob,37,2,-99,-99,-99,-99,-99,
bacon,feud,38,2,-99,-99,-99,-99,-99,
nerve,bumper,39,2,-99,-99,-99,-99,-99,
glue,force,40,2,-99,-99,-99,-99,-99,
plant,worm,1,3,1,4.256,3.111,0,7.222,
calf,annoy,2,3,1,3.48,2.246,0,0.662,
prison,loaf,3,3,1,1.91,1.19,0,0.559,
caring,skirt,4,3,89,3.503,1.413,1,0.839,
rock,milk,5,3,93,3.79,1.268,1,1.646,
link,crisis,6,3,81,4.151,2.884,1,4.295,
need,faucet,7,3,1,1.799,1.118,0,0.577,
bacon,feud,8,3,100,1.884,1.043,1,0.727,
banner,glide,9,3,1,1.751,0.994,0,0.662,
smother,surgery,10,3,1,3.575,1.277,0,0.822,
knock,otter,11,3,95,3.832,1.327,1,0.687,
pea,bathtub,12,3,100,2.431,0.823,1,0.47,
bias,sirloin,13,3,16,3.006,1.86,0,0.525,
visit,glove,14,3,1,2.143,1.437,0,0.431,
bleach,ruin,15,3,100,2.127,1.19,1,0.439,
forest,knob,16,3,100,3.504,1.088,1,0.607,
fan,feature,17,3,1,1.463,0.843,0,0.463,
anger,decay,18,3,1,1.479,0.877,0,0.518,
remind,foam,19,3,100,2.519,1.454,1,0.472,
collect,loyalty,20,3,1,2.071,0.909,0,1.031,
want,ascent,21,3,1,1.575,0.941,0,0.541,
chicken,beet,22,3,1,2.136,1.149,0,0.591,
capital,figure,23,3,1,2.36,0.905,0,0.639,
risk,zero,24,3,1,1.454,0.748,0,0.599,
biology,temper,25,3,100,1.726,0.814,0,0.823,
mill,feast,26,3,1,3.319,1.694,0,0.855,
port,cinema,27,3,1,1.631,0.877,0,0.495,
date,laugh,28,3,93,1.903,0.841,1,0.903,
fee,chowder,29,3,93,1.752,0.885,1,0.687,
shrink,mafia,30,3,1,2.038,0.909,0,0.56,
copy,bedroom,31,3,1,1.47,0.812,0,0.439,
process,joker,32,3,1,2.231,1.374,1,0.712,
replace,roach,33,3,1,1.622,0.9,1,0.719,
glue,force,34,3,24,3.127,2.389,1,0.535,
bullet,walkway,35,3,1,1.52,0.864,1,0.709,
pork,emperor,36,3,16,4.111,1.678,1,0.512,
find,clown,37,3,1,1.718,0.917,1,2.487,
nerve,bumper,38,3,1,2.511,0.981,1,0.455,
climax,saucer,39,3,83,2.199,1.23,1,0.487,
grip,beach,40,3,100,1.551,0.797,1,0.431,

