word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
smother,surgery,25,11.634,5.708,4,1,1,0,1,0,-,-99,-99,
banner,glide,23,9.974,5.348,15,2,1,0,0,1,-,-99,-99,
find,clown,22,12.265,6.942,3,3,1,0,1,0,-,-99,-99,
bacon,feud,30,5.638,3.887,11,4,1,0,1,0,-,-99,-99,
forest,knob,28,6.44,2.253,2,5,1,0,1,0,-,-99,-99,
pork,emperor,61,4.965,3.406,12,6,1,1,0,0,emperor,26.272,23.581,
bias,sirloin,33,11.062,6.195,5,7,1,1,1,1,sirloin,5.237,2.281,
bullet,walkway,60,6.027,3.27,39,8,1,1,0,0,walkway,5.727,2.624,
grip,beach,21,5.402,1.961,14,9,1,0,1,0,-,-99,-99,
knock,otter,26,7.255,3.142,21,10,1,0,1,0,-,-99,-99,
date,laugh,54,9.206,4.654,17,11,1,1,0,0,laugh,4.858,2.775,
biology,temper,24,4.823,2.472,34,12,1,0,0,1,-,-99,-99,
collect,loyalty,14,21.407,4.192,13,13,1,0,0,1,-,-99,-99,
link,crisis,18,13.673,9.842,1,14,1,0,0,1,-,-99,-99,
need,faucet,26,11.893,9.238,16,15,1,1,0,0,faucet,5.233,2.158,
port,cinema,41,7.834,5.069,28,16,1,1,0,0,cinema,3.918,1.894,
anger,decay,13,9.136,5.865,9,17,1,0,0,1,-,-99,-99,
calf,annoy,42,4.861,3.092,25,18,1,1,0,0,annoy,4.117,2.178,
remind,foam,9,6.687,3.201,20,19,1,0,0,1,-,-99,-99,
replace,roach,41,9.262,6.867,23,20,1,1,1,1,skip,14.446,6.648,
glue,force,42,4.55,2.598,22,21,1,1,1,1,force,3.622,1.559,
pea,bathtub,30,6.334,2.488,36,22,1,0,1,0,-,-99,-99,
copy,bedroom,20,12.835,6.616,29,23,1,0,1,0,-,-99,-99,
capital,figure,20,10.969,8.508,38,24,1,0,1,0,-,-99,-99,
mill,feast,21,8.429,3.96,33,25,1,0,0,1,-,-99,-99,
climax,saucer,39,5.286,3.375,26,26,1,1,0,0,saucer,3.958,1.79,
chicken,beet,58,4.87,3.088,8,27,1,1,1,1,beets,3.33,1.447,
fee,chowder,18,12.708,9.341,19,28,1,0,0,1,-,-99,-99,
bleach,ruin,32,6.358,3.999,35,29,1,1,1,1,ruins,5.076,2.133,
visit,glove,34,5.719,2.214,6,30,1,1,1,1,glove,3.447,1.438,
nerve,bumper,24,10.069,8.291,37,31,1,1,0,0,skip,11.55,9.507,
plant,worm,17,11.686,8.911,30,32,1,0,0,1,-,-99,-99,
process,joker,25,7.2,2.4,7,33,1,0,1,0,-,-99,-99,
rock,milk,62,4.95,3.007,31,34,1,1,1,1,milk,3.884,2.053,
shrink,mafia,32,13.733,9.186,10,35,1,1,1,1,mafia,4.75,2.942,
prison,loaf,34,9.238,5.174,18,36,1,1,1,1,loaf,6.126,4.534,
want,ascent,10,5.749,2.369,27,37,1,0,0,1,-,-99,-99,
fan,feature,34,7.388,2.902,32,38,1,1,0,0,feature,3.327,1.408,
caring,skirt,39,4.745,2.646,0,39,1,1,1,1,skirt,3.595,1.21,
risk,zero,64,46.687,26.015,24,40,1,1,0,0,zero,4.182,2.054,
grip,beach,21,5.402,1.961,14,1,2,0,1,0,-,-99,-99,
copy,bedroom,20,12.835,6.616,29,2,2,0,1,0,-,-99,-99,
want,ascent,10,5.749,2.369,27,3,2,0,0,1,-,-99,-99,
replace,roach,41,9.262,6.867,23,4,2,1,1,1,skip,13.032,6.437,
visit,glove,34,5.719,2.214,6,5,2,1,1,1,glove,3.631,1.217,
caring,skirt,39,4.745,2.646,0,6,2,1,1,1,skirt,3.562,1.053,
calf,annoy,42,4.861,3.092,25,7,2,1,0,0,annoy,7.698,1.321,
pea,bathtub,30,6.334,2.488,36,8,2,0,1,0,-,-99,-99,
bias,sirloin,33,11.062,6.195,5,9,2,1,1,1,sirloin,5.468,1.956,
process,joker,25,7.2,2.4,7,10,2,0,1,0,-,-99,-99,
prison,loaf,34,9.238,5.174,18,11,2,1,1,1,loaf,3.582,1.616,
link,crisis,18,13.673,9.842,1,12,2,0,0,1,-,-99,-99,
capital,figure,20,10.969,8.508,38,13,2,0,1,0,-,-99,-99,
climax,saucer,39,5.286,3.375,26,14,2,1,0,0,saucer,3.137,1.328,
pork,emperor,61,4.965,3.406,12,15,2,1,0,0,emperor,3.846,1.432,
remind,foam,9,6.687,3.201,20,16,2,0,0,1,-,-99,-99,
date,laugh,54,9.206,4.654,17,17,2,1,0,0,laugh,3.789,1.822,
forest,knob,28,6.44,2.253,2,18,2,0,1,0,-,-99,-99,
plant,worm,17,11.686,8.911,30,19,2,0,0,1,-,-99,-99,
bleach,ruin,32,6.358,3.999,35,20,2,1,1,1,ruins,3.764,1.436,
rock,milk,62,4.95,3.007,31,21,2,1,1,1,milk,5.406,2.43,
anger,decay,13,9.136,5.865,9,22,2,0,0,1,-,-99,-99,
bullet,walkway,60,6.027,3.27,39,23,2,1,0,0,walkway,4.176,1.994,
banner,glide,23,9.974,5.348,15,24,2,0,0,1,-,-99,-99,
collect,loyalty,14,21.407,4.192,13,25,2,0,0,1,-,-99,-99,
nerve,bumper,24,10.069,8.291,37,26,2,1,0,0,skip,4.148,2.189,
mill,feast,21,8.429,3.96,33,27,2,0,0,1,-,-99,-99,
shrink,mafia,32,13.733,9.186,10,28,2,1,1,1,mafia,4.748,1.38,
glue,force,42,4.55,2.598,22,29,2,1,1,1,force,4.974,1.072,
fan,feature,34,7.388,2.902,32,30,2,1,0,0,feature,3.014,0.973,
smother,surgery,25,11.634,5.708,4,31,2,0,1,0,-,-99,-99,
chicken,beet,58,4.87,3.088,8,32,2,1,1,1,beets,2.614,1.095,
fee,chowder,18,12.708,9.341,19,33,2,0,0,1,-,-99,-99,
find,clown,22,12.265,6.942,3,34,2,0,1,0,-,-99,-99,
risk,zero,64,46.687,26.015,24,35,2,1,0,0,zero,4.011,1.626,
biology,temper,24,4.823,2.472,34,36,2,0,0,1,-,-99,-99,
port,cinema,41,7.834,5.069,28,37,2,1,0,0,cinema,3.524,1.675,
bacon,feud,30,5.638,3.887,11,38,2,0,1,0,-,-99,-99,
need,faucet,26,11.893,9.238,16,39,2,1,0,0,faucet,8.544,4.659,
knock,otter,26,7.255,3.142,21,40,2,0,1,0,-,-99,-99,
grip,beach,21,5.402,1.961,14,1,3,0,1,0,-,-99,-99,
remind,foam,9,6.687,3.201,20,2,3,0,0,1,-,-99,-99,
caring,skirt,39,4.745,2.646,0,3,3,1,1,1,skirt,3.424,1.47,
biology,temper,24,4.823,2.472,34,4,3,0,0,1,-,-99,-99,
forest,knob,28,6.44,2.253,2,5,3,0,1,0,-,-99,-99,
glue,force,42,4.55,2.598,22,6,3,1,1,1,force,3.029,1.029,
process,joker,25,7.2,2.4,7,7,3,0,1,0,-,-99,-99,
rock,milk,62,4.95,3.007,31,8,3,1,1,1,milk,3.978,1.668,
chicken,beet,58,4.87,3.088,8,9,3,1,1,1,beets,2.342,1.084,
fan,feature,34,7.388,2.902,32,10,3,1,0,0,feature,3.294,1.042,
bacon,feud,30,5.638,3.887,11,11,3,0,1,0,-,-99,-99,
want,ascent,10,5.749,2.369,27,12,3,0,0,1,-,-99,-99,
mill,feast,21,8.429,3.96,33,13,3,0,0,1,-,-99,-99,
pea,bathtub,30,6.334,2.488,36,14,3,0,1,0,-,-99,-99,
climax,saucer,39,5.286,3.375,26,15,3,1,0,0,saucer,3.111,1.341,
capital,figure,20,10.969,8.508,38,16,3,0,1,0,-,-99,-99,
bullet,walkway,60,6.027,3.27,39,17,3,1,0,0,walkway,3.64,1.067,
plant,worm,17,11.686,8.911,30,18,3,0,0,1,-,-99,-99,
replace,roach,41,9.262,6.867,23,19,3,1,1,1,skip,8.462,2.244,
anger,decay,13,9.136,5.865,9,20,3,0,0,1,-,-99,-99,
fee,chowder,18,12.708,9.341,19,21,3,0,0,1,-,-99,-99,
pork,emperor,61,4.965,3.406,12,22,3,1,0,0,emperor,3.88,1.934,
need,faucet,26,11.893,9.238,16,23,3,1,0,0,skip,4.767,1.938,
prison,loaf,34,9.238,5.174,18,24,3,1,1,1,loaf,2.815,1.463,
nerve,bumper,24,10.069,8.291,37,25,3,1,0,0,skip,3.199,1.271,
date,laugh,54,9.206,4.654,17,26,3,1,0,0,laugh,3.038,1.415,
visit,glove,34,5.719,2.214,6,27,3,1,1,1,glove,2.806,1.166,
knock,otter,26,7.255,3.142,21,28,3,0,1,0,-,-99,-99,
shrink,mafia,32,13.733,9.186,10,29,3,1,1,1,mafia,3.981,1.959,
bleach,ruin,32,6.358,3.999,35,30,3,1,1,1,ruins,2.949,1.16,
port,cinema,41,7.834,5.069,28,31,3,1,0,0,cinema,3.151,1.119,
calf,annoy,42,4.861,3.092,25,32,3,1,0,0,annoy,4.909,3.021,
find,clown,22,12.265,6.942,3,33,3,0,1,0,-,-99,-99,
smother,surgery,25,11.634,5.708,4,34,3,0,1,0,-,-99,-99,
banner,glide,23,9.974,5.348,15,35,3,0,0,1,-,-99,-99,
link,crisis,18,13.673,9.842,1,36,3,0,0,1,-,-99,-99,
bias,sirloin,33,11.062,6.195,5,37,3,1,1,1,sirloin,5.544,2.951,
risk,zero,64,46.687,26.015,24,38,3,1,0,0,zero,3.182,1.523,
collect,loyalty,14,21.407,4.192,13,39,3,0,0,1,-,-99,-99,
copy,bedroom,20,12.835,6.616,29,40,3,0,1,0,-,-99,-99,

