word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
pea,bathtub,1,1,-99,-99,-99,-99,-99,
pork,emperor,2,1,-99,-99,-99,-99,-99,
anger,decay,3,1,-99,-99,-99,-99,-99,
caring,skirt,4,1,-99,-99,-99,-99,-99,
nerve,bumper,5,1,-99,-99,-99,-99,-99,
remind,foam,6,1,-99,-99,-99,-99,-99,
plant,worm,7,1,-99,-99,-99,-99,-99,
bacon,feud,8,1,-99,-99,-99,-99,-99,
process,joker,9,1,-99,-99,-99,-99,-99,
shrink,mafia,10,1,-99,-99,-99,-99,-99,
prison,loaf,11,1,-99,-99,-99,-99,-99,
mill,feast,12,1,-99,-99,-99,-99,-99,
forest,knob,13,1,-99,-99,-99,-99,-99,
bullet,walkway,14,1,-99,-99,-99,-99,-99,
want,ascent,15,1,-99,-99,-99,-99,-99,
copy,bedroom,16,1,-99,-99,-99,-99,-99,
grip,beach,17,1,-99,-99,-99,-99,-99,
replace,roach,18,1,-99,-99,-99,-99,-99,
biology,temper,19,1,-99,-99,-99,-99,-99,
need,faucet,20,1,-99,-99,-99,-99,-99,
find,clown,21,1,-99,-99,-99,-99,-99,
climax,saucer,22,1,-99,-99,-99,-99,-99,
link,crisis,23,1,-99,-99,-99,-99,-99,
port,cinema,24,1,-99,-99,-99,-99,-99,
bleach,ruin,25,1,-99,-99,-99,-99,-99,
date,laugh,26,1,-99,-99,-99,-99,-99,
visit,glove,27,1,-99,-99,-99,-99,-99,
banner,glide,28,1,-99,-99,-99,-99,-99,
glue,force,29,1,-99,-99,-99,-99,-99,
collect,loyalty,30,1,-99,-99,-99,-99,-99,
rock,milk,31,1,-99,-99,-99,-99,-99,
chicken,beet,32,1,-99,-99,-99,-99,-99,
fan,feature,33,1,-99,-99,-99,-99,-99,
knock,otter,34,1,-99,-99,-99,-99,-99,
risk,zero,35,1,-99,-99,-99,-99,-99,
bias,sirloin,36,1,-99,-99,-99,-99,-99,
fee,chowder,37,1,-99,-99,-99,-99,-99,
calf,annoy,38,1,-99,-99,-99,-99,-99,
capital,figure,39,1,-99,-99,-99,-99,-99,
smother,surgery,40,1,-99,-99,-99,-99,-99,
chicken,beet,1,2,-99,-99,-99,-99,-99,
grip,beach,2,2,-99,-99,-99,-99,-99,
copy,bedroom,3,2,-99,-99,-99,-99,-99,
banner,glide,4,2,-99,-99,-99,-99,-99,
collect,loyalty,5,2,-99,-99,-99,-99,-99,
rock,milk,6,2,-99,-99,-99,-99,-99,
fee,chowder,7,2,-99,-99,-99,-99,-99,
need,faucet,8,2,-99,-99,-99,-99,-99,
risk,zero,9,2,-99,-99,-99,-99,-99,
visit,glove,10,2,-99,-99,-99,-99,-99,
smother,surgery,11,2,-99,-99,-99,-99,-99,
port,cinema,12,2,-99,-99,-99,-99,-99,
bullet,walkway,13,2,-99,-99,-99,-99,-99,
bacon,feud,14,2,-99,-99,-99,-99,-99,
want,ascent,15,2,-99,-99,-99,-99,-99,
bias,sirloin,16,2,-99,-99,-99,-99,-99,
shrink,mafia,17,2,-99,-99,-99,-99,-99,
calf,annoy,18,2,-99,-99,-99,-99,-99,
mill,feast,19,2,-99,-99,-99,-99,-99,
prison,loaf,20,2,-99,-99,-99,-99,-99,
anger,decay,21,2,-99,-99,-99,-99,-99,
bleach,ruin,22,2,-99,-99,-99,-99,-99,
replace,roach,23,2,-99,-99,-99,-99,-99,
biology,temper,24,2,-99,-99,-99,-99,-99,
date,laugh,25,2,-99,-99,-99,-99,-99,
caring,skirt,26,2,-99,-99,-99,-99,-99,
forest,knob,27,2,-99,-99,-99,-99,-99,
nerve,bumper,28,2,-99,-99,-99,-99,-99,
find,clown,29,2,-99,-99,-99,-99,-99,
link,crisis,30,2,-99,-99,-99,-99,-99,
knock,otter,31,2,-99,-99,-99,-99,-99,
pea,bathtub,32,2,-99,-99,-99,-99,-99,
fan,feature,33,2,-99,-99,-99,-99,-99,
glue,force,34,2,-99,-99,-99,-99,-99,
process,joker,35,2,-99,-99,-99,-99,-99,
pork,emperor,36,2,-99,-99,-99,-99,-99,
plant,worm,37,2,-99,-99,-99,-99,-99,
capital,figure,38,2,-99,-99,-99,-99,-99,
remind,foam,39,2,-99,-99,-99,-99,-99,
climax,saucer,40,2,-99,-99,-99,-99,-99,
risk,zero,1,3,90,8.775,5.757,1,16.231,
capital,figure,2,3,1,6.649,3.496,0,2.523,
glue,force,3,3,65,10.9,8.157,1,4.253,
nerve,bumper,4,3,1,4.446,1.544,0,1.037,
port,cinema,5,3,5,6.719,4.112,0,4.482,
want,ascent,6,3,2,4.44,1.407,0,0.687,
chicken,beet,7,3,2,2.667,1.462,0,0.577,
knock,otter,8,3,3,7.558,5.756,0,1.73,
anger,decay,9,3,30,6.582,2.018,0,0.933,
shrink,mafia,10,3,82,5.507,4.033,1,0.489,
climax,saucer,11,3,15,5.59,3.567,0,1.133,
biology,temper,12,3,2,3.079,1.579,0,0.615,
forest,knob,13,3,98,4.699,2.104,1,0.599,
pork,emperor,14,3,72,4.926,3.224,1,1.044,
caring,skirt,15,3,4,2.756,1.309,0,0.72,
smother,surgery,16,3,1,4.008,2.065,0,1.094,
replace,roach,17,3,1,2.195,1.023,0,1.109,
pea,bathtub,18,3,100,5.34,1.791,1,0.874,
remind,foam,19,3,6,3.223,1.7,0,0.869,
copy,bedroom,20,3,8,4.546,2.443,0,0.537,
collect,loyalty,21,3,4,4.874,2.306,0,0.611,
mill,feast,22,3,22,3.502,2.519,0,0.785,
date,laugh,23,3,100,4.404,2.093,1,0.698,
grip,beach,24,3,5,2.722,1.074,0,0.642,
need,faucet,25,3,2,2.572,1.301,0,0.645,
bacon,feud,26,3,2,8.792,6.846,0,0.764,
banner,glide,27,3,31,3.153,1.843,1,2.159,
link,crisis,28,3,48,8.562,4.677,1,0.696,
visit,glove,29,3,2,2.715,1.276,1,0.587,
fee,chowder,30,3,4,3.688,2.705,0,0.53,
bullet,walkway,31,3,35,7.022,4.84,1,0.859,
calf,annoy,32,3,11,4.53,2.1,1,0.494,
bias,sirloin,33,3,1,3.278,1.077,1,0.843,
find,clown,34,3,9,4.705,2.145,1,0.565,
process,joker,35,3,2,2.235,0.852,1,0.529,
prison,loaf,36,3,1,3.366,1.43,1,0.807,
bleach,ruin,37,3,1,2.916,1.303,1,0.783,
fan,feature,38,3,2,5.092,2.075,1,0.679,
rock,milk,39,3,100,3.949,2.543,1,1.152,
plant,worm,40,3,100,2.837,1.581,1,0.682,

