word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
biology,temper,1,1,-99,-99,-99,-99,-99,
forest,knob,2,1,-99,-99,-99,-99,-99,
bleach,ruin,3,1,-99,-99,-99,-99,-99,
chicken,beet,4,1,-99,-99,-99,-99,-99,
want,ascent,5,1,-99,-99,-99,-99,-99,
fan,feature,6,1,-99,-99,-99,-99,-99,
date,laugh,7,1,-99,-99,-99,-99,-99,
bacon,feud,8,1,-99,-99,-99,-99,-99,
visit,glove,9,1,-99,-99,-99,-99,-99,
plant,worm,10,1,-99,-99,-99,-99,-99,
smother,surgery,11,1,-99,-99,-99,-99,-99,
pea,bathtub,12,1,-99,-99,-99,-99,-99,
prison,loaf,13,1,-99,-99,-99,-99,-99,
risk,zero,14,1,-99,-99,-99,-99,-99,
bullet,walkway,15,1,-99,-99,-99,-99,-99,
mill,feast,16,1,-99,-99,-99,-99,-99,
nerve,bumper,17,1,-99,-99,-99,-99,-99,
shrink,mafia,18,1,-99,-99,-99,-99,-99,
anger,decay,19,1,-99,-99,-99,-99,-99,
rock,milk,20,1,-99,-99,-99,-99,-99,
process,joker,21,1,-99,-99,-99,-99,-99,
climax,saucer,22,1,-99,-99,-99,-99,-99,
remind,foam,23,1,-99,-99,-99,-99,-99,
grip,beach,24,1,-99,-99,-99,-99,-99,
copy,bedroom,25,1,-99,-99,-99,-99,-99,
fee,chowder,26,1,-99,-99,-99,-99,-99,
caring,skirt,27,1,-99,-99,-99,-99,-99,
capital,figure,28,1,-99,-99,-99,-99,-99,
link,crisis,29,1,-99,-99,-99,-99,-99,
bias,sirloin,30,1,-99,-99,-99,-99,-99,
need,faucet,31,1,-99,-99,-99,-99,-99,
knock,otter,32,1,-99,-99,-99,-99,-99,
find,clown,33,1,-99,-99,-99,-99,-99,
replace,roach,34,1,-99,-99,-99,-99,-99,
pork,emperor,35,1,-99,-99,-99,-99,-99,
port,cinema,36,1,-99,-99,-99,-99,-99,
banner,glide,37,1,-99,-99,-99,-99,-99,
calf,annoy,38,1,-99,-99,-99,-99,-99,
collect,loyalty,39,1,-99,-99,-99,-99,-99,
glue,force,40,1,-99,-99,-99,-99,-99,
replace,roach,1,2,-99,-99,-99,-99,-99,
process,joker,2,2,-99,-99,-99,-99,-99,
banner,glide,3,2,-99,-99,-99,-99,-99,
port,cinema,4,2,-99,-99,-99,-99,-99,
chicken,beet,5,2,-99,-99,-99,-99,-99,
bias,sirloin,6,2,-99,-99,-99,-99,-99,
glue,force,7,2,-99,-99,-99,-99,-99,
copy,bedroom,8,2,-99,-99,-99,-99,-99,
grip,beach,9,2,-99,-99,-99,-99,-99,
want,ascent,10,2,-99,-99,-99,-99,-99,
biology,temper,11,2,-99,-99,-99,-99,-99,
collect,loyalty,12,2,-99,-99,-99,-99,-99,
fee,chowder,13,2,-99,-99,-99,-99,-99,
bleach,ruin,14,2,-99,-99,-99,-99,-99,
smother,surgery,15,2,-99,-99,-99,-99,-99,
link,crisis,16,2,-99,-99,-99,-99,-99,
remind,foam,17,2,-99,-99,-99,-99,-99,
risk,zero,18,2,-99,-99,-99,-99,-99,
date,laugh,19,2,-99,-99,-99,-99,-99,
find,clown,20,2,-99,-99,-99,-99,-99,
capital,figure,21,2,-99,-99,-99,-99,-99,
shrink,mafia,22,2,-99,-99,-99,-99,-99,
climax,saucer,23,2,-99,-99,-99,-99,-99,
mill,feast,24,2,-99,-99,-99,-99,-99,
bullet,walkway,25,2,-99,-99,-99,-99,-99,
need,faucet,26,2,-99,-99,-99,-99,-99,
caring,skirt,27,2,-99,-99,-99,-99,-99,
anger,decay,28,2,-99,-99,-99,-99,-99,
pea,bathtub,29,2,-99,-99,-99,-99,-99,
plant,worm,30,2,-99,-99,-99,-99,-99,
calf,annoy,31,2,-99,-99,-99,-99,-99,
bacon,feud,32,2,-99,-99,-99,-99,-99,
pork,emperor,33,2,-99,-99,-99,-99,-99,
fan,feature,34,2,-99,-99,-99,-99,-99,
knock,otter,35,2,-99,-99,-99,-99,-99,
prison,loaf,36,2,-99,-99,-99,-99,-99,
rock,milk,37,2,-99,-99,-99,-99,-99,
forest,knob,38,2,-99,-99,-99,-99,-99,
visit,glove,39,2,-99,-99,-99,-99,-99,
nerve,bumper,40,2,-99,-99,-99,-99,-99,
link,crisis,1,3,6,7.661,5.437,0,9.579,
process,joker,2,3,90,8.696,6.308,1,6.741,
nerve,bumper,3,3,15,5.922,4.623,0,3.82,
bleach,ruin,4,3,22,9.826,8.042,0,5.17,
anger,decay,5,3,18,4.912,3.498,0,1.556,
bacon,feud,6,3,26,7.784,5.96,0,2.272,
collect,loyalty,7,3,100,5.115,3.548,1,1.555,
pea,bathtub,8,3,11,4.593,3.065,1,4.604,
find,clown,9,3,8,4.021,2.591,0,1.784,
smother,surgery,10,3,100,4.482,2.566,1,1.897,
banner,glide,11,3,100,3.713,2.187,1,2.093,
visit,glove,12,3,14,5.243,2.59,0,2.793,
need,faucet,13,3,19,5.51,4.121,0,2.459,
capital,figure,14,3,85,10.569,8.925,1,2.143,
rock,milk,15,3,100,4.859,3.215,1,3.431,
port,cinema,16,3,23,7.347,5.716,0,2.169,
shrink,mafia,17,3,100,5.462,3.963,1,1.146,
mill,feast,18,3,100,4.107,2.476,1,1.481,
glue,force,19,3,100,4.439,3.002,1,1.453,
date,laugh,20,3,100,3.891,2.338,1,1.826,
plant,worm,21,3,100,5.061,3.256,1,6.01,
fee,chowder,22,3,100,7.896,4.99,1,13.4,
pork,emperor,23,3,100,4.733,3.432,1,1.301,
biology,temper,24,3,23,12.604,8.258,0,1.706,
remind,foam,25,3,7,3.635,2.492,0,1.391,
grip,beach,26,3,100,4.183,2.856,1,1.454,
fan,feature,27,3,100,4.451,3.101,1,2.931,
chicken,beet,28,3,100,4.421,2.809,1,1.457,
bias,sirloin,29,3,100,6.518,4.38,1,1.56,
knock,otter,30,3,15,7.647,3.235,0,1.655,
caring,skirt,31,3,1,4.359,3.204,0,1.063,
copy,bedroom,32,3,87,6.319,3.602,1,1.802,
risk,zero,33,3,4,6.918,2.209,0,1.459,
prison,loaf,34,3,87,6.421,3.912,1,1.555,
calf,annoy,35,3,69,7.313,3.058,0,4.187,
