word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
process,joker,1,1,-99,-99,-99,-99,-99,
copy,bedroom,2,1,-99,-99,-99,-99,-99,
link,crisis,3,1,-99,-99,-99,-99,-99,
pea,bathtub,4,1,-99,-99,-99,-99,-99,
glue,force,5,1,-99,-99,-99,-99,-99,
visit,glove,6,1,-99,-99,-99,-99,-99,
banner,glide,7,1,-99,-99,-99,-99,-99,
find,clown,8,1,-99,-99,-99,-99,-99,
grip,beach,9,1,-99,-99,-99,-99,-99,
shrink,mafia,10,1,-99,-99,-99,-99,-99,
nerve,bumper,11,1,-99,-99,-99,-99,-99,
need,faucet,12,1,-99,-99,-99,-99,-99,
remind,foam,13,1,-99,-99,-99,-99,-99,
smother,surgery,14,1,-99,-99,-99,-99,-99,
prison,loaf,15,1,-99,-99,-99,-99,-99,
bacon,feud,16,1,-99,-99,-99,-99,-99,
rock,milk,17,1,-99,-99,-99,-99,-99,
knock,otter,18,1,-99,-99,-99,-99,-99,
fee,chowder,19,1,-99,-99,-99,-99,-99,
bleach,ruin,20,1,-99,-99,-99,-99,-99,
forest,knob,21,1,-99,-99,-99,-99,-99,
biology,temper,22,1,-99,-99,-99,-99,-99,
bullet,walkway,23,1,-99,-99,-99,-99,-99,
anger,decay,24,1,-99,-99,-99,-99,-99,
pork,emperor,25,1,-99,-99,-99,-99,-99,
capital,figure,26,1,-99,-99,-99,-99,-99,
mill,feast,27,1,-99,-99,-99,-99,-99,
date,laugh,28,1,-99,-99,-99,-99,-99,
plant,worm,29,1,-99,-99,-99,-99,-99,
chicken,beet,30,1,-99,-99,-99,-99,-99,
calf,annoy,31,1,-99,-99,-99,-99,-99,
caring,skirt,32,1,-99,-99,-99,-99,-99,
risk,zero,33,1,-99,-99,-99,-99,-99,
want,ascent,34,1,-99,-99,-99,-99,-99,
climax,saucer,35,1,-99,-99,-99,-99,-99,
port,cinema,36,1,-99,-99,-99,-99,-99,
fan,feature,37,1,-99,-99,-99,-99,-99,
replace,roach,38,1,-99,-99,-99,-99,-99,
bias,sirloin,39,1,-99,-99,-99,-99,-99,
collect,loyalty,40,1,-99,-99,-99,-99,-99,
fee,chowder,1,2,-99,-99,-99,-99,-99,
smother,surgery,2,2,-99,-99,-99,-99,-99,
climax,saucer,3,2,-99,-99,-99,-99,-99,
glue,force,4,2,-99,-99,-99,-99,-99,
nerve,bumper,5,2,-99,-99,-99,-99,-99,
calf,annoy,6,2,-99,-99,-99,-99,-99,
banner,glide,7,2,-99,-99,-99,-99,-99,
remind,foam,8,2,-99,-99,-99,-99,-99,
anger,decay,9,2,-99,-99,-99,-99,-99,
prison,loaf,10,2,-99,-99,-99,-99,-99,
find,clown,11,2,-99,-99,-99,-99,-99,
link,crisis,12,2,-99,-99,-99,-99,-99,
want,ascent,13,2,-99,-99,-99,-99,-99,
bleach,ruin,14,2,-99,-99,-99,-99,-99,
biology,temper,15,2,-99,-99,-99,-99,-99,
bullet,walkway,16,2,-99,-99,-99,-99,-99,
fan,feature,17,2,-99,-99,-99,-99,-99,
bacon,feud,18,2,-99,-99,-99,-99,-99,
mill,feast,19,2,-99,-99,-99,-99,-99,
need,faucet,20,2,-99,-99,-99,-99,-99,
capital,figure,21,2,-99,-99,-99,-99,-99,
forest,knob,22,2,-99,-99,-99,-99,-99,
caring,skirt,23,2,-99,-99,-99,-99,-99,
pork,emperor,24,2,-99,-99,-99,-99,-99,
rock,milk,25,2,-99,-99,-99,-99,-99,
knock,otter,26,2,-99,-99,-99,-99,-99,
shrink,mafia,27,2,-99,-99,-99,-99,-99,
chicken,beet,28,2,-99,-99,-99,-99,-99,
pea,bathtub,29,2,-99,-99,-99,-99,-99,
risk,zero,30,2,-99,-99,-99,-99,-99,
bias,sirloin,31,2,-99,-99,-99,-99,-99,
port,cinema,32,2,-99,-99,-99,-99,-99,
visit,glove,33,2,-99,-99,-99,-99,-99,
date,laugh,34,2,-99,-99,-99,-99,-99,
collect,loyalty,35,2,-99,-99,-99,-99,-99,
copy,bedroom,36,2,-99,-99,-99,-99,-99,
plant,worm,37,2,-99,-99,-99,-99,-99,
replace,roach,38,2,-99,-99,-99,-99,-99,
grip,beach,39,2,-99,-99,-99,-99,-99,
process,joker,40,2,-99,-99,-99,-99,-99,
bullet,walkway,1,3,75,8.095,2.362,1,2.333,
copy,bedroom,2,3,69,4.072,1.964,1,1.425,
port,cinema,3,3,85,2.627,1.016,1,0.957,
process,joker,4,3,67,2.555,1.046,1,1.713,
banner,glide,5,3,86,2.227,0.765,1,0.933,
climax,saucer,6,3,100,2.597,1.231,1,1.227,
find,clown,7,3,91,2.781,0.688,1,0.897,
chicken,beet,8,3,81,2.001,0.859,1,0.847,
plant,worm,9,3,100,2.471,1.361,1,0.955,
mill,feast,10,3,100,2.003,1.008,1,1.091,
pea,bathtub,11,3,77,2.087,0.942,1,0.875,
rock,milk,12,3,95,1.845,0.72,1,0.899,
need,faucet,13,3,88,2.784,1.766,1,0.95,
shrink,mafia,14,3,45,2.111,1.211,1,1.093,
capital,figure,15,3,35,2.113,1.114,1,1.059,
bias,sirloin,16,3,74,1.813,0.839,1,1.873,
remind,foam,17,3,81,1.913,0.868,1,0.8,
knock,otter,18,3,70,2.247,0.87,1,0.821,
want,ascent,19,3,60,1.677,0.767,1,0.725,
prison,loaf,20,3,72,1.699,0.652,1,0.783,
calf,annoy,21,3,73,1.771,0.707,0,22.171,
fee,chowder,22,3,73,2.409,1.233,0,0.685,
nerve,bumper,23,3,65,1.447,0.658,0,0.609,
replace,roach,24,3,42,1.665,0.907,0,2.377,
smother,surgery,25,3,71,1.543,0.638,0,1.018,
link,crisis,26,3,72,1.784,0.852,0,0.658,
forest,knob,27,3,75,1.681,0.75,0,0.864,
biology,temper,28,3,63,1.739,0.841,0,1.068,
glue,force,29,3,41,1.626,0.849,0,0.818,
visit,glove,30,3,71,2.013,0.643,0,0.66,
date,laugh,31,3,83,1.438,0.671,0,0.626,
fan,feature,32,3,70,1.508,0.626,0,1.212,
anger,decay,33,3,86,1.662,0.736,0,0.822,
caring,skirt,34,3,71,1.714,0.732,0,0.628,
grip,beach,35,3,71,1.508,0.562,0,0.69,
collect,loyalty,36,3,72,1.404,0.582,0,0.668,
bleach,ruin,37,3,77,1.434,0.584,0,1.004,
pork,emperor,38,3,77,1.627,0.675,0,0.59,
risk,zero,39,3,76,1.681,0.661,0,1.082,
bacon,feud,40,3,100,2.272,1.15,0,0.772,

