word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
smother,surgery,1,1,-99,-99,-99,-99,-99,
need,faucet,2,1,-99,-99,-99,-99,-99,
biology,temper,3,1,-99,-99,-99,-99,-99,
visit,glove,4,1,-99,-99,-99,-99,-99,
prison,loaf,5,1,-99,-99,-99,-99,-99,
glue,force,6,1,-99,-99,-99,-99,-99,
bullet,walkway,7,1,-99,-99,-99,-99,-99,
nerve,bumper,8,1,-99,-99,-99,-99,-99,
calf,annoy,9,1,-99,-99,-99,-99,-99,
rock,milk,10,1,-99,-99,-99,-99,-99,
date,laugh,11,1,-99,-99,-99,-99,-99,
want,ascent,12,1,-99,-99,-99,-99,-99,
process,joker,13,1,-99,-99,-99,-99,-99,
caring,skirt,14,1,-99,-99,-99,-99,-99,
forest,knob,15,1,-99,-99,-99,-99,-99,
climax,saucer,16,1,-99,-99,-99,-99,-99,
plant,worm,17,1,-99,-99,-99,-99,-99,
find,clown,18,1,-99,-99,-99,-99,-99,
link,crisis,19,1,-99,-99,-99,-99,-99,
fan,feature,20,1,-99,-99,-99,-99,-99,
port,cinema,21,1,-99,-99,-99,-99,-99,
mill,feast,22,1,-99,-99,-99,-99,-99,
knock,otter,23,1,-99,-99,-99,-99,-99,
chicken,beet,24,1,-99,-99,-99,-99,-99,
risk,zero,25,1,-99,-99,-99,-99,-99,
shrink,mafia,26,1,-99,-99,-99,-99,-99,
banner,glide,27,1,-99,-99,-99,-99,-99,
capital,figure,28,1,-99,-99,-99,-99,-99,
bleach,ruin,29,1,-99,-99,-99,-99,-99,
replace,roach,30,1,-99,-99,-99,-99,-99,
pea,bathtub,31,1,-99,-99,-99,-99,-99,
bias,sirloin,32,1,-99,-99,-99,-99,-99,
collect,loyalty,33,1,-99,-99,-99,-99,-99,
bacon,feud,34,1,-99,-99,-99,-99,-99,
remind,foam,35,1,-99,-99,-99,-99,-99,
copy,bedroom,36,1,-99,-99,-99,-99,-99,
fee,chowder,37,1,-99,-99,-99,-99,-99,
anger,decay,38,1,-99,-99,-99,-99,-99,
grip,beach,39,1,-99,-99,-99,-99,-99,
pork,emperor,40,1,-99,-99,-99,-99,-99,
calf,annoy,1,2,-99,-99,-99,-99,-99,
shrink,mafia,2,2,-99,-99,-99,-99,-99,
grip,beach,3,2,-99,-99,-99,-99,-99,
capital,figure,4,2,-99,-99,-99,-99,-99,
biology,temper,5,2,-99,-99,-99,-99,-99,
chicken,beet,6,2,-99,-99,-99,-99,-99,
collect,loyalty,7,2,-99,-99,-99,-99,-99,
caring,skirt,8,2,-99,-99,-99,-99,-99,
remind,foam,9,2,-99,-99,-99,-99,-99,
bullet,walkway,10,2,-99,-99,-99,-99,-99,
need,faucet,11,2,-99,-99,-99,-99,-99,
rock,milk,12,2,-99,-99,-99,-99,-99,
smother,surgery,13,2,-99,-99,-99,-99,-99,
glue,force,14,2,-99,-99,-99,-99,-99,
knock,otter,15,2,-99,-99,-99,-99,-99,
nerve,bumper,16,2,-99,-99,-99,-99,-99,
climax,saucer,17,2,-99,-99,-99,-99,-99,
prison,loaf,18,2,-99,-99,-99,-99,-99,
bias,sirloin,19,2,-99,-99,-99,-99,-99,
fan,feature,20,2,-99,-99,-99,-99,-99,
copy,bedroom,21,2,-99,-99,-99,-99,-99,
pea,bathtub,22,2,-99,-99,-99,-99,-99,
mill,feast,23,2,-99,-99,-99,-99,-99,
find,clown,24,2,-99,-99,-99,-99,-99,
link,crisis,25,2,-99,-99,-99,-99,-99,
risk,zero,26,2,-99,-99,-99,-99,-99,
process,joker,27,2,-99,-99,-99,-99,-99,
visit,glove,28,2,-99,-99,-99,-99,-99,
date,laugh,29,2,-99,-99,-99,-99,-99,
want,ascent,30,2,-99,-99,-99,-99,-99,
bleach,ruin,31,2,-99,-99,-99,-99,-99,
plant,worm,32,2,-99,-99,-99,-99,-99,
bacon,feud,33,2,-99,-99,-99,-99,-99,
anger,decay,34,2,-99,-99,-99,-99,-99,
port,cinema,35,2,-99,-99,-99,-99,-99,
fee,chowder,36,2,-99,-99,-99,-99,-99,
pork,emperor,37,2,-99,-99,-99,-99,-99,
replace,roach,38,2,-99,-99,-99,-99,-99,
forest,knob,39,2,-99,-99,-99,-99,-99,
banner,glide,40,2,-99,-99,-99,-99,-99,
pork,emperor,1,3,1,14.046,9.913,1,6.335,
bullet,walkway,2,3,46,4.641,1.228,1,1.984,
forest,knob,3,3,74,3.665,1.364,1,1.107,
bias,sirloin,4,3,30,2.348,0.731,1,1.156,
fan,feature,5,3,81,3.643,0.527,1,0.777,
chicken,beet,6,3,94,2.206,0.747,1,1.343,
find,clown,7,3,26,3.062,0.628,1,1.413,
grip,beach,8,3,31,2.2,0.762,1,0.872,
glue,force,9,3,49,3.699,1.421,1,0.996,
shrink,mafia,10,3,27,2.977,0.692,1,0.903,
biology,temper,11,3,32,3.243,1.003,1,0.923,
capital,figure,12,3,19,2.71,0.77,1,1.569,
need,faucet,13,3,58,2.45,1.036,1,1.131,
prison,loaf,14,3,23,4.987,1.798,1,1.434,
rock,milk,15,3,25,3.086,0.753,1,0.799,
collect,loyalty,16,3,30,2.804,0.725,1,0.839,
risk,zero,17,3,70,2.371,0.833,1,1.21,
knock,otter,18,3,38,2.498,0.802,1,0.881,
port,cinema,19,3,30,2.111,0.768,1,0.744,
anger,decay,20,3,16,3.166,1.532,1,0.814,
remind,foam,21,3,34,3.127,0.739,0,3.402,
process,joker,22,3,42,5.104,1.625,0,2.79,
banner,glide,23,3,41,3.148,2.135,0,1.051,
copy,bedroom,24,3,24,1.957,0.448,0,3.156,
mill,feast,25,3,56,5.246,0.666,0,5.402,
date,laugh,26,3,68,2.193,0.826,0,12.646,
pea,bathtub,27,3,30,2.299,0.864,0,1.155,
nerve,bumper,28,3,64,1.974,0.658,0,0.666,
want,ascent,29,3,30,1.602,0.469,0,0.925,
caring,skirt,30,3,67,3.056,1.09,0,0.979,
link,crisis,31,3,75,1.752,0.543,0,1.56,
replace,roach,32,3,66,1.406,0.378,0,1.013,
calf,annoy,33,3,34,1.509,0.451,0,0.769,
smother,surgery,34,3,100,1.722,0.347,0,0.891,
visit,glove,35,3,72,1.947,0.622,0,0.77,
plant,worm,36,3,27,2.106,0.542,0,0.938,
bacon,feud,37,3,93,2.816,1.158,0,0.909,
climax,saucer,38,3,74,1.76,0.482,0,1.042,
bleach,ruin,39,3,30,2.765,0.785,0,0.871,
fee,chowder,40,3,22,3.048,0.558,0,1.257,

