word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
calf,annoy,28,3.719,1.514,2,1,1,1,0,0,annoy,3.831,2.395,
replace,roach,17,5.203,3.16,13,2,1,0,0,1,-,-99,-99,
fee,chowder,79,5.731,2.004,20,3,1,0,1,0,-,-99,-99,
smother,surgery,40,3.557,1.533,22,4,1,1,0,0,surgery,3.824,2.17,
climax,saucer,73,2.732,1.475,25,5,1,0,1,0,-,-99,-99,
bleach,ruin,83,4.402,1.794,29,6,1,1,1,1,ruin,2.765,1.865,
visit,glove,13,4.589,2.383,32,7,1,0,0,1,-,-99,-99,
risk,zero,12,3.207,1.594,11,8,1,0,0,1,-,-99,-99,
fan,feature,73,5.235,2.113,21,9,1,0,1,0,-,-99,-99,
bacon,feud,77,4.094,2.487,3,10,1,0,1,0,-,-99,-99,
need,faucet,23,4.636,3.235,14,11,1,1,0,0,ascent,3.349,1.751,
caring,skirt,76,3.579,1.795,35,12,1,0,1,0,-,-99,-99,
chicken,beet,20,4.311,1.739,8,13,1,1,0,0,little,10.363,9.128,
capital,figure,65,6.803,1.546,5,14,1,1,0,0,figure,4.439,3.13,
glue,force,41,4.411,2.518,18,15,1,1,0,0,force,3.935,2.386,
remind,foam,65,3.307,1.677,23,16,1,0,1,0,-,-99,-99,
rock,milk,92,3.565,1.571,15,17,1,1,1,1,milk,4.826,3.941,
anger,decay,65,3.317,1.997,36,18,1,0,1,0,-,-99,-99,
forest,knob,94,3.487,1.7,34,19,1,1,1,1,knob,2.259,1.212,
pea,bathtub,85,2.949,1.192,31,20,1,1,1,1,bathtub,3.751,1.938,
grip,beach,59,6.361,2.27,6,21,1,0,1,0,-,-99,-99,
biology,temper,14,5.631,2.637,39,22,1,0,0,1,-,-99,-99,
banner,glide,89,3.874,1.645,37,23,1,1,1,1,glide,2.335,1.337,
date,laugh,34,3.844,1.666,1,24,1,0,1,0,-,-99,-99,
nerve,bumper,12,4.139,1.881,19,25,1,0,0,1,-,-99,-99,
collect,loyalty,13,9.061,7.558,7,26,1,0,0,1,-,-99,-99,
link,crisis,39,5.823,2.423,16,27,1,1,0,0,crisis,2.976,1.476,
prison,loaf,83,3.231,1.74,26,28,1,1,1,1,loaf,2.288,1.466,
bullet,walkway,94,8.786,3.881,10,29,1,1,1,1,walkway,2.711,1.355,
shrink,mafia,77,5.171,3.094,4,30,1,1,0,0,mafia,2.423,1.433,
want,ascent,18,5.709,2.664,30,31,1,0,0,1,-,-99,-99,
bias,sirloin,27,3.719,1.747,12,32,1,1,0,0,steak,4.028,2.734,
plant,worm,91,5.257,3.044,38,33,1,1,1,1,worm,3.215,2.483,
port,cinema,81,3.811,1.592,33,34,1,0,1,0,-,-99,-99,
pork,emperor,85,4.908,2.416,17,35,1,1,1,1,emperor,2.863,1.337,
find,clown,33,10.019,3.277,24,36,1,1,0,0,clown,3.319,2.289,
copy,bedroom,19,4.777,1.926,9,37,1,0,0,1,-,-99,-99,
knock,otter,12,5.895,2.478,0,38,1,0,0,1,-,-99,-99,
mill,feast,86,4.023,2.05,27,39,1,1,1,1,feast,2.712,1.275,
process,joker,15,4.653,2.16,28,40,1,0,0,1,-,-99,-99,
chicken,beet,20,4.311,1.739,8,1,2,1,0,0,little,6.584,5.53,
link,crisis,39,5.823,2.423,16,2,2,1,0,0,crisis,2.415,1.265,
glue,force,41,4.411,2.518,18,3,2,1,0,0,force,2.623,1.175,
fee,chowder,79,5.731,2.004,20,4,2,0,1,0,-,-99,-99,
shrink,mafia,77,5.171,3.094,4,5,2,1,0,0,mafia,3.7,2.776,
bacon,feud,77,4.094,2.487,3,6,2,0,1,0,-,-99,-99,
visit,glove,13,4.589,2.383,32,7,2,0,0,1,-,-99,-99,
bias,sirloin,27,3.719,1.747,12,8,2,1,0,0,steak,11.691,1.421,
copy,bedroom,19,4.777,1.926,9,9,2,0,0,1,-,-99,-99,
find,clown,33,10.019,3.277,24,10,2,1,0,0,clown,2.877,1.992,
mill,feast,86,4.023,2.05,27,11,2,1,1,1,feast,2.383,1.217,
date,laugh,34,3.844,1.666,1,12,2,0,1,0,-,-99,-99,
smother,surgery,40,3.557,1.533,22,13,2,1,0,0,surgery,2.963,1.421,
risk,zero,12,3.207,1.594,11,14,2,0,0,1,-,-99,-99,
knock,otter,12,5.895,2.478,0,15,2,0,0,1,-,-99,-99,
bullet,walkway,94,8.786,3.881,10,16,2,1,1,1,walkway,2.874,1.394,
calf,annoy,28,3.719,1.514,2,17,2,1,0,0,annoy,2.615,1.146,
biology,temper,14,5.631,2.637,39,18,2,0,0,1,-,-99,-99,
prison,loaf,83,3.231,1.74,26,19,2,1,1,1,loaf,2.517,1.679,
grip,beach,59,6.361,2.27,6,20,2,0,1,0,-,-99,-99,
process,joker,15,4.653,2.16,28,21,2,0,0,1,-,-99,-99,
pea,bathtub,85,2.949,1.192,31,22,2,1,1,1,bathtub,3.187,1.42,
banner,glide,89,3.874,1.645,37,23,2,1,1,1,glide,6.391,1.265,
remind,foam,65,3.307,1.677,23,24,2,0,1,0,-,-99,-99,
