word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
pork,emperor,100,2.367,1.229,30,1,1,0,1,0,-,-99,-99,
nerve,bumper,90,3.615,1.43,0,2,1,0,1,0,-,-99,-99,
grip,beach,29,3.184,1.19,7,3,1,1,1,1,force,15.614,12.096,
knock,otter,90,5.12,2.438,29,4,1,0,1,0,-,-99,-99,
mill,feast,80,3.135,1.358,34,5,1,1,1,1,feast,2.459,1.315,
fee,chowder,28,2.18,1.095,3,6,1,1,0,0,cost,4.569,3.585,
forest,knob,100,2.132,1.105,16,7,1,0,1,0,-,-99,-99,
anger,decay,31,3.218,0.979,12,8,1,1,1,1,annoyance,3.46,1.677,
pea,bathtub,90,3.999,1.929,15,9,1,0,1,0,-,-99,-99,
need,faucet,31,2.995,1.053,18,10,1,1,0,0,time,5.736,4.668,
prison,loaf,100,3.288,1.011,26,11,1,0,1,0,-,-99,-99,
port,cinema,20,2.047,1.058,10,12,1,1,0,0,cinema,6.031,3.802,
visit,glove,36,2.614,1.824,5,13,1,0,0,1,-,-99,-99,
banner,glide,86,3.999,1.149,17,14,1,0,1,0,-,-99,-99,
calf,annoy,39,2.375,1.232,23,15,1,0,0,1,-,-99,-99,
glue,force,63,2.283,1.161,25,16,1,1,1,1,force,4.138,1.94,
bleach,ruin,100,2.621,1.557,39,17,1,0,1,0,-,-99,-99,
bias,sirloin,27,2.177,1.131,6,18,1,1,0,0,cloud,4.674,3.232,
caring,skirt,33,2.004,0.911,33,19,1,0,0,1,-,-99,-99,
biology,temper,83,5.848,1.677,24,20,1,1,1,1,temper,3.619,1.969,
date,laugh,72,3.43,1.955,20,21,1,1,1,1,laugh,3.513,2.101,
shrink,mafia,100,2.394,1.07,31,22,1,0,1,0,-,-99,-99,
remind,foam,38,3.413,1.618,8,23,1,0,0,1,-,-99,-99,
capital,figure,33,2.099,1.155,21,24,1,0,0,1,-,-99,-99,
want,ascent,25,5.286,3.36,2,25,1,1,0,0,ascend,2.956,1.204,
chicken,beet,75,2.811,1.038,37,26,1,1,1,1,beet,1.985,1.1,
rock,milk,77,1.749,0.804,13,27,1,1,1,1,milk,2.415,1.027,
bacon,feud,34,10.58,0.981,4,28,1,0,0,1,-,-99,-99,
risk,zero,33,4.435,1.871,1,29,1,0,0,1,-,-99,-99,
link,crisis,29,1.648,0.944,27,30,1,1,1,1,tie,4.408,3.5,
replace,roach,22,2.534,1.071,9,31,1,1,1,1,remove,3.271,2.167,
find,clown,33,2.14,1.103,35,32,1,0,0,1,-,-99,-99,
copy,bedroom,31,1.921,0.964,11,33,1,1,0,0,bedroom,4.441,2.775,
process,joker,38,3.677,1.144,28,34,1,0,0,1,-,-99,-99,
smother,surgery,100,2.503,1.18,32,35,1,0,1,0,-,-99,-99,
fan,feature,30,2.433,1.241,14,36,1,1,0,0,cinema,3.376,1.454,
plant,worm,25,2.196,1.232,38,37,1,1,0,0,bumper,4.809,3.566,
climax,saucer,19,3.138,1.982,36,38,1,1,0,0,attention,4.412,2.715,
bullet,walkway,23,2.016,1.002,19,39,1,1,0,0,wound,2.192,1.222,
collect,loyalty,36,1.999,0.857,22,40,1,0,0,1,-,-99,-99,
mill,feast,80,3.135,1.358,34,1,2,1,1,1,feast,3.153,1.94,
find,clown,33,2.14,1.103,35,2,2,0,0,1,-,-99,-99,
capital,figure,33,2.099,1.155,21,3,2,0,0,1,-,-99,-99,
nerve,bumper,90,3.615,1.43,0,4,2,0,1,0,-,-99,-99,
smother,surgery,100,2.503,1.18,32,5,2,0,1,0,-,-99,-99,
bias,sirloin,27,2.177,1.131,6,6,2,1,0,0,annoy,6.673,5.234,
remind,foam,38,3.413,1.618,8,7,2,0,0,1,-,-99,-99,
shrink,mafia,100,2.394,1.07,31,8,2,0,1,0,-,-99,-99,
climax,saucer,19,3.138,1.982,36,9,2,1,0,0,cinema,2.96,1.709,
pea,bathtub,90,3.999,1.929,15,10,2,0,1,0,-,-99,-99,
risk,zero,33,4.435,1.871,1,11,2,0,0,1,-,-99,-99,
prison,loaf,100,3.288,1.011,26,12,2,0,1,0,-,-99,-99,
knock,otter,90,5.12,2.438,29,13,2,0,1,0,-,-99,-99,
anger,decay,31,3.218,0.979,12,14,2,1,1,1,annoyance,3.701,2.027,
calf,annoy,39,2.375,1.232,23,15,2,0,0,1,-,-99,-99,
pork,emperor,100,2.367,1.229,30,16,2,0,1,0,-,-99,-99,
replace,roach,22,2.534,1.071,9,17,2,1,1,1,bumper,7.311,5.846,
plant,worm,25,2.196,1.232,38,18,2,1,0,0,nerve,3.855,2.59,
copy,bedroom,31,1.921,0.964,11,19,2,1,0,0,bedroom,3.096,1.449,
chicken,beet,75,2.811,1.038,37,20,2,1,1,1,beet,2.778,1.85,
rock,milk,77,1.749,0.804,13,21,2,1,1,1,milk,3.502,0.964,
fan,feature,30,2.433,1.241,14,22,2,1,0,0,cinema,3.458,2.364,
grip,beach,29,3.184,1.19,7,23,2,1,1,1,glue,2.507,1.313,
visit,glove,36,2.614,1.824,5,24,2,0,0,1,-,-99,-99,
port,cinema,20,2.047,1.058,10,25,2,1,0,0,bumper,11.108,9.157,
