word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
plant,worm,1,1,-99,-99,-99,-99,-99,
bleach,ruin,2,1,-99,-99,-99,-99,-99,
copy,bedroom,3,1,-99,-99,-99,-99,-99,
anger,decay,4,1,-99,-99,-99,-99,-99,
calf,annoy,5,1,-99,-99,-99,-99,-99,
forest,knob,6,1,-99,-99,-99,-99,-99,
pea,bathtub,7,1,-99,-99,-99,-99,-99,
remind,foam,8,1,-99,-99,-99,-99,-99,
banner,glide,9,1,-99,-99,-99,-99,-99,
chicken,beet,10,1,-99,-99,-99,-99,-99,
bacon,feud,11,1,-99,-99,-99,-99,-99,
fan,feature,12,1,-99,-99,-99,-99,-99,
need,faucet,13,1,-99,-99,-99,-99,-99,
date,laugh,14,1,-99,-99,-99,-99,-99,
climax,saucer,15,1,-99,-99,-99,-99,-99,
caring,skirt,16,1,-99,-99,-99,-99,-99,
bias,sirloin,17,1,-99,-99,-99,-99,-99,
risk,zero,18,1,-99,-99,-99,-99,-99,
collect,loyalty,19,1,-99,-99,-99,-99,-99,
link,crisis,20,1,-99,-99,-99,-99,-99,
smother,surgery,21,1,-99,-99,-99,-99,-99,
knock,otter,22,1,-99,-99,-99,-99,-99,
bullet,walkway,23,1,-99,-99,-99,-99,-99,
prison,loaf,24,1,-99,-99,-99,-99,-99,
fee,chowder,25,1,-99,-99,-99,-99,-99,
grip,beach,26,1,-99,-99,-99,-99,-99,
nerve,bumper,27,1,-99,-99,-99,-99,-99,
capital,figure,28,1,-99,-99,-99,-99,-99,
process,joker,29,1,-99,-99,-99,-99,-99,
pork,emperor,30,1,-99,-99,-99,-99,-99,
biology,temper,31,1,-99,-99,-99,-99,-99,
replace,roach,32,1,-99,-99,-99,-99,-99,
mill,feast,33,1,-99,-99,-99,-99,-99,
find,clown,34,1,-99,-99,-99,-99,-99,
port,cinema,35,1,-99,-99,-99,-99,-99,
shrink,mafia,36,1,-99,-99,-99,-99,-99,
want,ascent,37,1,-99,-99,-99,-99,-99,
visit,glove,38,1,-99,-99,-99,-99,-99,
rock,milk,39,1,-99,-99,-99,-99,-99,
glue,force,40,1,-99,-99,-99,-99,-99,
glue,force,1,2,-99,-99,-99,-99,-99,
chicken,beet,2,2,-99,-99,-99,-99,-99,
grip,beach,3,2,-99,-99,-99,-99,-99,
biology,temper,4,2,-99,-99,-99,-99,-99,
want,ascent,5,2,-99,-99,-99,-99,-99,
fan,feature,6,2,-99,-99,-99,-99,-99,
copy,bedroom,7,2,-99,-99,-99,-99,-99,
rock,milk,8,2,-99,-99,-99,-99,-99,
pork,emperor,9,2,-99,-99,-99,-99,-99,
visit,glove,10,2,-99,-99,-99,-99,-99,
caring,skirt,11,2,-99,-99,-99,-99,-99,
plant,worm,12,2,-99,-99,-99,-99,-99,
bullet,walkway,13,2,-99,-99,-99,-99,-99,
capital,figure,14,2,-99,-99,-99,-99,-99,
smother,surgery,15,2,-99,-99,-99,-99,-99,
bias,sirloin,16,2,-99,-99,-99,-99,-99,
prison,loaf,17,2,-99,-99,-99,-99,-99,
calf,annoy,18,2,-99,-99,-99,-99,-99,
bleach,ruin,19,2,-99,-99,-99,-99,-99,
nerve,bumper,20,2,-99,-99,-99,-99,-99,
remind,foam,21,2,-99,-99,-99,-99,-99,
bacon,feud,22,2,-99,-99,-99,-99,-99,
knock,otter,23,2,-99,-99,-99,-99,-99,
collect,loyalty,24,2,-99,-99,-99,-99,-99,
date,laugh,25,2,-99,-99,-99,-99,-99,
port,cinema,26,2,-99,-99,-99,-99,-99,
find,clown,27,2,-99,-99,-99,-99,-99,
banner,glide,28,2,-99,-99,-99,-99,-99,
shrink,mafia,29,2,-99,-99,-99,-99,-99,
pea,bathtub,30,2,-99,-99,-99,-99,-99,
anger,decay,31,2,-99,-99,-99,-99,-99,
need,faucet,32,2,-99,-99,-99,-99,-99,
process,joker,33,2,-99,-99,-99,-99,-99,
forest,knob,34,2,-99,-99,-99,-99,-99,
climax,saucer,35,2,-99,-99,-99,-99,-99,
