word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
need,faucet,1,2.871,1.728,10,1,1,0,0,1,-,-99,-99,
fan,feature,1,4.783,2.634,6,2,1,0,0,1,-,-99,-99,
bullet,walkway,10,11.072,5.577,34,3,1,1,1,1,sidewalk,6.516,3.271,
copy,bedroom,1,3.534,2.553,21,4,1,0,0,1,-,-99,-99,
knock,otter,1,1.872,1.004,16,5,1,0,1,0,-,-99,-99,
climax,saucer,50,11.446,7.36,3,6,1,1,1,1,saucer,5.885,3.35,
pea,bathtub,30,11.176,2.434,29,7,1,1,1,1,bathtub,5.24,2.778,
rock,milk,30,6.528,3.137,23,8,1,1,1,1,milk,4.175,2.041,
plant,worm,1,2.394,1.339,39,9,1,0,1,0,-,-99,-99,
glue,force,1,6.983,5.776,33,10,1,1,0,0,golf,44.622,41.015,
bacon,feud,1,5.696,4.553,30,11,1,1,0,0,ballet,21.272,18.849,
remind,foam,1,2.055,1.102,11,12,1,1,1,1,word,24.272,21.873,
bias,sirloin,1,4.888,2.905,9,13,1,0,1,0,-,-99,-99,
nerve,bumper,1,2.774,1.697,32,14,1,0,1,0,-,-99,-99,
pork,emperor,35,10.191,4.233,18,15,1,1,1,1,emporer,6.222,2.104,
find,clown,1,2.182,1.152,20,16,1,0,1,0,-,-99,-99,
grip,beach,1,4.96,3.657,13,17,1,0,0,1,-,-99,-99,
want,ascent,1,4.28,3.226,22,18,1,0,0,1,-,-99,-99,
calf,annoy,1,7.04,4.049,0,19,1,1,1,1,annoy,9.588,6.997,
fee,chowder,1,3.216,1.985,8,20,1,0,0,1,-,-99,-99,
collect,loyalty,1,2.136,1.017,2,21,1,0,1,0,-,-99,-99,
prison,loaf,1,3.207,1.944,15,22,1,0,1,0,-,-99,-99,
mill,feast,1,2.863,1.68,36,23,1,1,0,0,plant,25.427,23.397,
anger,decay,1,2.871,1.417,28,24,1,1,0,0,diary,9.031,6.73,
forest,knob,1,6.759,5.649,31,25,1,1,0,0,skip,18.846,16.769,
date,laugh,5,12.902,7.277,5,26,1,1,0,0,long,8.647,6.905,
replace,roach,1,3.648,2.409,35,27,1,1,0,0,skip,16.448,14.657,
risk,zero,1,2.64,1.208,1,28,1,0,1,0,-,-99,-99,
shrink,mafia,1,2.911,1.728,26,29,1,1,0,0,skip,9.728,7.826,
banner,glide,1,4.96,3.713,37,30,1,0,1,0,-,-99,-99,
smother,surgery,1,5.76,4.113,12,31,1,0,0,1,-,-99,-99,
biology,temper,1,6.976,2.193,19,32,1,0,0,1,-,-99,-99,
link,crisis,35,24.775,17.841,4,33,1,1,0,0,frantic,17.324,14.766,
port,cinema,20,8.136,5.089,14,34,1,1,1,1,skip,11.12,9.145,
capital,figure,1,5.679,4.145,27,35,1,1,0,0,skip,22.608,3.521,
caring,skirt,1,5.102,3.545,7,36,1,0,0,1,-,-99,-99,
visit,glove,1,3.528,2.489,17,37,1,0,0,1,-,-99,-99,
bleach,ruin,10,11.447,6.872,24,38,1,1,1,1,skip,21.974,19.215,
chicken,beet,10,15.454,11.137,25,39,1,1,1,1,beet,4.367,2.777,
process,joker,1,8.166,6.28,38,40,1,0,1,0,-,-99,-99,
replace,roach,1,3.648,2.409,35,1,2,1,0,0,skip,33.654,31.744,
collect,loyalty,1,2.136,1.017,2,2,2,0,1,0,-,-99,-99,
chicken,beet,10,15.454,11.137,25,3,2,1,1,1,beet,3.775,2.193,
forest,knob,1,6.759,5.649,31,4,2,1,0,0,skip,7.039,5.241,
prison,loaf,1,3.207,1.944,15,5,2,0,1,0,-,-99,-99,
plant,worm,1,2.394,1.339,39,6,2,0,1,0,-,-99,-99,
shrink,mafia,1,2.911,1.728,26,7,2,1,0,0,skip,7.439,3.505,
pea,bathtub,30,11.176,2.434,29,8,2,1,1,1,bathtub,4.831,2.065,
rock,milk,30,6.528,3.137,23,9,2,1,1,1,milk,3.808,1.842,
fee,chowder,1,3.216,1.985,8,10,2,0,0,1,-,-99,-99,
biology,temper,1,6.976,2.193,19,11,2,0,0,1,-,-99,-99,
find,clown,1,2.182,1.152,20,12,2,0,1,0,-,-99,-99,
visit,glove,1,3.528,2.489,17,13,2,0,0,1,-,-99,-99,
fan,feature,1,4.783,2.634,6,14,2,0,0,1,-,-99,-99,
caring,skirt,1,5.102,3.545,7,15,2,0,0,1,-,-99,-99,
climax,saucer,50,11.446,7.36,3,16,2,1,1,1,saucer,4.417,1.547,
anger,decay,1,2.871,1.417,28,17,2,1,0,0,skip,6.639,4.729,
banner,glide,1,4.96,3.713,37,18,2,0,1,0,-,-99,-99,
mill,feast,1,2.863,1.68,36,19,2,1,0,0,skip,5.83,3.264,
process,joker,1,8.166,6.28,38,20,2,0,1,0,-,-99,-99,
link,crisis,35,24.775,17.841,4,21,2,1,0,0,frantic,5.159,1.769,
port,cinema,20,8.136,5.089,14,22,2,1,1,1,skip,4.152,2.026,
smother,surgery,1,5.76,4.113,12,23,2,0,0,1,-,-99,-99,
capital,figure,1,5.679,4.145,27,24,2,1,0,0,skip,3.646,1.552,
need,faucet,1,2.871,1.728,10,25,2,0,0,1,-,-99,-99,
want,ascent,1,4.28,3.226,22,26,2,0,0,1,-,-99,-99,
date,laugh,5,12.902,7.277,5,27,2,1,0,0,skip,3.726,1.848,
bleach,ruin,10,11.447,6.872,24,28,2,1,1,1,skip,3.847,1.569,
calf,annoy,1,7.04,4.049,0,29,2,1,1,1,annoy,4.328,2.082,
bacon,feud,1,5.696,4.553,30,30,2,1,0,0,skip,6.367,4.345,
nerve,bumper,1,2.774,1.697,32,31,2,0,1,0,-,-99,-99,
glue,force,1,6.983,5.776,33,32,2,1,0,0,skip,3.79,2.168,
grip,beach,1,4.96,3.657,13,33,2,0,0,1,-,-99,-99,
risk,zero,1,2.64,1.208,1,34,2,0,1,0,-,-99,-99,
bias,sirloin,1,4.888,2.905,9,35,2,0,1,0,-,-99,-99,
knock,otter,1,1.872,1.004,16,36,2,0,1,0,-,-99,-99,
bullet,walkway,10,11.072,5.577,34,37,2,1,1,1,sidewalk,5.773,2.119,
copy,bedroom,1,3.534,2.553,21,38,2,0,0,1,-,-99,-99,
remind,foam,1,2.055,1.102,11,39,2,1,1,1,skip,3.671,1.768,
pork,emperor,35,10.191,4.233,18,40,2,1,1,1,emporer,4.895,2.329,
pea,bathtub,30,11.176,2.434,29,1,3,1,1,1,bathtub,5.55,3.127,
plant,worm,1,2.394,1.339,39,2,3,0,1,0,-,-99,-99,
grip,beach,1,4.96,3.657,13,3,3,0,0,1,-,-99,-99,
want,ascent,1,4.28,3.226,22,4,3,0,0,1,-,-99,-99,
process,joker,1,8.166,6.28,38,5,3,0,1,0,-,-99,-99,
shrink,mafia,1,2.911,1.728,26,6,3,1,0,0,skip,3.878,2.208,
collect,loyalty,1,2.136,1.017,2,7,3,0,1,0,-,-99,-99,
rock,milk,30,6.528,3.137,23,8,3,1,1,1,milk,4.855,2.697,
port,cinema,20,8.136,5.089,14,9,3,1,1,1,skip,3.848,2.13,
mill,feast,1,2.863,1.68,36,10,3,1,0,0,skip,3,1.089,
find,clown,1,2.182,1.152,20,11,3,0,1,0,-,-99,-99,
fee,chowder,1,3.216,1.985,8,12,3,0,0,1,-,-99,-99,
copy,bedroom,1,3.534,2.553,21,13,3,0,0,1,-,-99,-99,
banner,glide,1,4.96,3.713,37,14,3,0,1,0,-,-99,-99,
need,faucet,1,2.871,1.728,10,15,3,0,0,1,-,-99,-99,
bleach,ruin,10,11.447,6.872,24,16,3,1,1,1,skip,4.193,2.283,
bullet,walkway,10,11.072,5.577,34,17,3,1,1,1,sidewalk,4.392,1.442,
caring,skirt,1,5.102,3.545,7,18,3,0,0,1,-,-99,-99,
remind,foam,1,2.055,1.102,11,19,3,1,1,1,skip,4.999,3.137,
date,laugh,5,12.902,7.277,5,20,3,1,0,0,skip,4.272,1.545,
chicken,beet,10,15.454,11.137,25,21,3,1,1,1,beet,3.383,1.665,
prison,loaf,1,3.207,1.944,15,22,3,0,1,0,-,-99,-99,
fan,feature,1,4.783,2.634,6,23,3,0,0,1,-,-99,-99,
anger,decay,1,2.871,1.417,28,24,3,1,0,0,skip,3.677,1.895,
