word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
need,faucet,15,4.358,2.846,34,1,1,1,1,1,want,8.735,7.047,
fee,chowder,10,3.961,2.125,4,2,1,1,0,0,money,5.539,3.445,
capital,figure,21,2.984,1.487,25,3,1,0,0,1,-,-99,-99,
want,ascent,25,2.911,1.647,33,4,1,1,1,1,need,8.68,4.169,
calf,annoy,64,5.51,3.971,32,5,1,0,1,0,-,-99,-99,
bullet,walkway,35,2.73,1.518,31,6,1,0,1,0,-,-99,-99,
collect,loyalty,25,2.983,1.699,39,7,1,1,1,1,fee,3.716,2.256,
rock,milk,38,2.951,1.68,15,8,1,0,0,1,-,-99,-99,
biology,temper,36,3.248,1.873,17,9,1,0,1,0,-,-99,-99,
bleach,ruin,24,4.32,3.083,36,10,1,0,0,1,-,-99,-99,
prison,loaf,9,3.066,1.765,20,11,1,1,0,0,inmate,7.712,4.967,
bias,sirloin,21,3.132,1.86,30,12,1,1,1,1,money,5.215,3.223,
port,cinema,15,3.273,1.894,3,13,1,1,1,1,ship,5.329,3.249,
anger,decay,29,2.919,1.63,7,14,1,0,1,0,-,-99,-99,
bacon,feud,38,7.62,6.274,14,15,1,0,0,1,-,-99,-99,
glue,force,38,3.382,2.221,1,16,1,0,1,0,-,-99,-99,
banner,glide,39,2.396,1.28,2,17,1,0,1,0,-,-99,-99,
replace,roach,12,3.66,2.307,21,18,1,1,0,0,empty,8.46,6.315,
plant,worm,83,4.416,2.932,28,19,1,0,1,0,-,-99,-99,
nerve,bumper,26,3.206,1.678,9,20,1,0,0,1,-,-99,-99,
knock,otter,24,5.165,3.983,35,21,1,1,1,1,entry,10.284,3.174,
fan,feature,21,3.361,1.943,8,22,1,0,0,1,-,-99,-99,
risk,zero,14,3.08,1.566,27,23,1,1,0,0,reward,4.454,2.204,
date,laugh,26,4.08,1.913,26,24,1,1,1,1,night,7.08,4.868,
shrink,mafia,20,4.24,2.561,16,25,1,0,0,1,-,-99,-99,
visit,glove,9,3.022,1.707,6,26,1,1,0,0,stay,4.333,2.915,
mill,feast,15,3.064,1.73,19,27,1,1,0,0,water,5.399,3.763,
process,joker,24,2.927,1.753,18,28,1,1,1,1,entry,3.829,2.007,
pea,bathtub,17,3.588,2.192,11,29,1,1,0,0,shoot,9.061,7.069,
pork,emperor,40,5.826,4.635,37,30,1,0,1,0,-,-99,-99,
copy,bedroom,30,6.611,5.062,13,31,1,0,0,1,-,-99,-99,
chicken,beet,27,3.088,1.78,23,32,1,0,1,0,-,-99,-99,
grip,beach,26,2.978,1.736,0,33,1,0,1,0,-,-99,-99,
climax,saucer,25,3.881,2.462,12,34,1,0,0,1,-,-99,-99,
smother,surgery,10,4.778,3.487,29,35,1,1,0,0,enter,8.141,6.279,
find,clown,23,3.132,1.81,38,36,1,1,1,1,reward,13.379,11.464,
link,crisis,25,4.519,3.092,10,37,1,0,0,1,-,-99,-99,
forest,knob,18,4.079,2.698,24,38,1,1,0,0,plant,5.827,3.818,
remind,foam,9,2.906,1.481,5,39,1,1,0,0,last,5.534,3.956,
caring,skirt,16,3.307,2.015,22,40,1,1,1,1,open,5.935,4.323,
link,crisis,25,4.519,3.092,10,1,2,0,0,1,-,-99,-99,
date,laugh,26,4.08,1.913,26,2,2,1,1,1,night,7.564,4.915,
calf,annoy,64,5.51,3.971,32,3,2,0,1,0,-,-99,-99,
find,clown,23,3.132,1.81,38,4,2,1,1,1,enter,3.85,2.202,
capital,figure,21,2.984,1.487,25,5,2,0,0,1,-,-99,-99,
plant,worm,83,4.416,2.932,28,6,2,0,1,0,-,-99,-99,
want,ascent,25,2.911,1.647,33,7,2,1,1,1,need,4.275,2.606,
banner,glide,39,2.396,1.28,2,8,2,0,1,0,-,-99,-99,
need,faucet,15,4.358,2.846,34,9,2,1,1,1,banner,6.264,4.327,
shrink,mafia,20,4.24,2.561,16,10,2,0,0,1,-,-99,-99,
bleach,ruin,24,4.32,3.083,36,11,2,0,0,1,-,-99,-99,
bullet,walkway,35,2.73,1.518,31,12,2,0,1,0,-,-99,-99,
glue,force,38,3.382,2.221,1,13,2,0,1,0,-,-99,-99,
knock,otter,24,5.165,3.983,35,14,2,1,1,1,enter,4.221,2.084,
biology,temper,36,3.248,1.873,17,15,2,0,1,0,-,-99,-99,
process,joker,24,2.927,1.753,18,16,2,1,1,1,program,4.907,2.388,
mill,feast,15,3.064,1.73,19,17,2,1,0,0,water,5.156,3.531,
pork,emperor,40,5.826,4.635,37,18,2,0,1,0,-,-99,-99,
climax,saucer,25,3.881,2.462,12,19,2,0,0,1,-,-99,-99,
caring,skirt,16,3.307,2.015,22,20,2,1,1,1,concern,6.414,3.946,
anger,decay,29,2.919,1.63,7,21,2,0,1,0,-,-99,-99,
remind,foam,9,2.906,1.481,5,22,2,1,0,0,restore,5.632,2.74,
fee,chowder,10,3.961,2.125,4,23,2,1,0,0,book,5.451,3.559,
bacon,feud,38,7.62,6.274,14,24,2,0,0,1,-,-99,-99,
nerve,bumper,26,3.206,1.678,9,25,2,0,0,1,-,-99,-99,
