word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
rock,milk,63,1.829,0.879,9,1,1,0,1,0,-,-99,-99,
replace,roach,60,3.641,1.865,4,2,1,0,1,0,-,-99,-99,
bacon,feud,77,1.246,0.438,0,3,1,1,1,1,bacon,6.797,4.143,
pea,bathtub,73,1.479,0.823,25,4,1,1,0,0,pea,5.815,4.27,
risk,zero,74,1.416,0.481,18,5,1,1,0,0,risk,5.43,3.325,
bleach,ruin,63,1.509,0.861,12,6,1,0,1,0,-,-99,-99,
prison,loaf,70,1.422,0.567,8,7,1,1,0,0,prison,5.837,2.494,
visit,glove,70,2.686,1.815,10,8,1,1,0,0,visit,7.566,5.185,
shrink,mafia,71,1.326,0.632,31,9,1,1,0,0,shrink,5.095,2.191,
remind,foam,73,1.837,0.71,24,10,1,1,1,1,remind,5.735,1.935,
banner,glide,87,1.495,0.687,35,11,1,1,1,1,banner,5.711,1.422,
calf,annoy,58,1.662,0.663,27,12,1,0,0,1,-,-99,-99,
smother,surgery,81,1.214,0.43,6,13,1,1,1,1,smother,8.037,3.942,
mill,feast,69,1.286,0.326,34,14,1,1,0,0,mill,3,1.581,
find,clown,83,1.678,0.808,15,15,1,1,0,0,find,4.966,2.516,
link,crisis,68,1.367,0.575,13,16,1,0,0,1,-,-99,-99,
process,joker,58,1.392,0.591,16,17,1,0,0,1,-,-99,-99,
copy,bedroom,64,1.062,0.367,20,18,1,0,0,1,-,-99,-99,
bias,sirloin,58,1.67,0.879,29,19,1,0,1,0,-,-99,-99,
date,laugh,73,1.413,0.672,33,20,1,1,1,1,date,4.202,2.426,
port,cinema,73,1.671,0.295,17,21,1,1,0,0,port,4.022,2.166,
caring,skirt,44,2.559,1.775,37,22,1,0,1,0,-,-99,-99,
knock,otter,69,1.27,0.598,36,23,1,1,0,0,knock,4.341,1.676,
anger,decay,67,10.717,4.263,28,24,1,0,1,0,-,-99,-99,
forest,knob,81,1.471,0.543,1,25,1,1,1,1,forest,8.798,1.788,
collect,loyalty,66,1.448,0.488,3,26,1,0,0,1,-,-99,-99,
nerve,bumper,56,1.518,0.606,19,27,1,0,0,1,-,-99,-99,
climax,saucer,62,1.574,0.737,23,28,1,0,0,1,-,-99,-99,
fan,feature,71,1.518,0.647,2,29,1,1,1,1,fan,4.115,1.489,
plant,worm,68,1.262,0.359,39,30,1,0,0,1,-,-99,-99,
fee,chowder,61,1.534,0.63,26,31,1,0,1,0,-,-99,-99,
pork,emperor,70,1.629,0.824,22,32,1,1,0,0,pork,5.029,2.469,
want,ascent,65,1.685,0.727,21,33,1,0,1,0,-,-99,-99,
chicken,beet,64,1.782,0.879,7,34,1,0,1,0,-,-99,-99,
glue,force,70,1.256,0.447,32,35,1,0,1,0,-,-99,-99,
need,faucet,81,1.463,0.63,30,36,1,1,1,1,need,4.323,2.346,
grip,beach,79,1.535,0.632,11,37,1,1,1,1,grip,4.054,1.662,
biology,temper,64,2.118,1.335,14,38,1,0,0,1,-,-99,-99,
capital,figure,65,1.439,0.448,5,39,1,0,0,1,-,-99,-99,
bullet,walkway,79,1.462,0.704,38,40,1,1,1,1,bullet,8.172,5.588,
prison,loaf,70,1.422,0.567,8,1,2,1,0,0,prison,6.282,2.544,
knock,otter,69,1.27,0.598,36,2,2,1,0,0,knock,4.365,1.437,
replace,roach,60,3.641,1.865,4,3,2,0,1,0,-,-99,-99,
