word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
collect,loyalty,1,1,-99,-99,-99,-99,-99,
risk,zero,2,1,-99,-99,-99,-99,-99,
mill,feast,3,1,-99,-99,-99,-99,-99,
prison,loaf,4,1,-99,-99,-99,-99,-99,
rock,milk,5,1,-99,-99,-99,-99,-99,
nerve,bumper,6,1,-99,-99,-99,-99,-99,
forest,knob,7,1,-99,-99,-99,-99,-99,
process,joker,8,1,-99,-99,-99,-99,-99,
copy,bedroom,9,1,-99,-99,-99,-99,-99,
plant,worm,10,1,-99,-99,-99,-99,-99,
biology,temper,11,1,-99,-99,-99,-99,-99,
port,cinema,12,1,-99,-99,-99,-99,-99,
bleach,ruin,13,1,-99,-99,-99,-99,-99,
want,ascent,14,1,-99,-99,-99,-99,-99,
replace,roach,15,1,-99,-99,-99,-99,-99,
bullet,walkway,16,1,-99,-99,-99,-99,-99,
find,clown,17,1,-99,-99,-99,-99,-99,
need,faucet,18,1,-99,-99,-99,-99,-99,
date,laugh,19,1,-99,-99,-99,-99,-99,
chicken,beet,20,1,-99,-99,-99,-99,-99,
anger,decay,21,1,-99,-99,-99,-99,-99,
fan,feature,22,1,-99,-99,-99,-99,-99,
pea,bathtub,23,1,-99,-99,-99,-99,-99,
fee,chowder,24,1,-99,-99,-99,-99,-99,
pork,emperor,25,1,-99,-99,-99,-99,-99,
visit,glove,26,1,-99,-99,-99,-99,-99,
capital,figure,27,1,-99,-99,-99,-99,-99,
link,crisis,28,1,-99,-99,-99,-99,-99,
smother,surgery,29,1,-99,-99,-99,-99,-99,
climax,saucer,30,1,-99,-99,-99,-99,-99,
banner,glide,31,1,-99,-99,-99,-99,-99,
knock,otter,32,1,-99,-99,-99,-99,-99,
bacon,feud,33,1,-99,-99,-99,-99,-99,
bias,sirloin,34,1,-99,-99,-99,-99,-99,
calf,annoy,35,1,-99,-99,-99,-99,-99,
glue,force,36,1,-99,-99,-99,-99,-99,
shrink,mafia,37,1,-99,-99,-99,-99,-99,
remind,foam,38,1,-99,-99,-99,-99,-99,
caring,skirt,39,1,-99,-99,-99,-99,-99,
grip,beach,40,1,-99,-99,-99,-99,-99,
bias,sirloin,1,2,-99,-99,-99,-99,-99,
chicken,beet,2,2,-99,-99,-99,-99,-99,
smother,surgery,3,2,-99,-99,-99,-99,-99,
nerve,bumper,4,2,-99,-99,-99,-99,-99,
fee,chowder,5,2,-99,-99,-99,-99,-99,
want,ascent,6,2,-99,-99,-99,-99,-99,
remind,foam,7,2,-99,-99,-99,-99,-99,
biology,temper,8,2,-99,-99,-99,-99,-99,
prison,loaf,9,2,-99,-99,-99,-99,-99,
shrink,mafia,10,2,-99,-99,-99,-99,-99,
bullet,walkway,11,2,-99,-99,-99,-99,-99,
grip,beach,12,2,-99,-99,-99,-99,-99,
caring,skirt,13,2,-99,-99,-99,-99,-99,
bacon,feud,14,2,-99,-99,-99,-99,-99,
anger,decay,15,2,-99,-99,-99,-99,-99,
glue,force,16,2,-99,-99,-99,-99,-99,
fan,feature,17,2,-99,-99,-99,-99,-99,
knock,otter,18,2,-99,-99,-99,-99,-99,
process,joker,19,2,-99,-99,-99,-99,-99,
need,faucet,20,2,-99,-99,-99,-99,-99,
forest,knob,21,2,-99,-99,-99,-99,-99,
plant,worm,22,2,-99,-99,-99,-99,-99,
risk,zero,23,2,-99,-99,-99,-99,-99,
rock,milk,24,2,-99,-99,-99,-99,-99,
calf,annoy,25,2,-99,-99,-99,-99,-99,
collect,loyalty,26,2,-99,-99,-99,-99,-99,
bleach,ruin,27,2,-99,-99,-99,-99,-99,
banner,glide,28,2,-99,-99,-99,-99,-99,
date,laugh,29,2,-99,-99,-99,-99,-99,
port,cinema,30,2,-99,-99,-99,-99,-99,
find,clown,31,2,-99,-99,-99,-99,-99,
climax,saucer,32,2,-99,-99,-99,-99,-99,
capital,figure,33,2,-99,-99,-99,-99,-99,
pork,emperor,34,2,-99,-99,-99,-99,-99,
replace,roach,35,2,-99,-99,-99,-99,-99,
link,crisis,36,2,-99,-99,-99,-99,-99,
pea,bathtub,37,2,-99,-99,-99,-99,-99,
visit,glove,38,2,-99,-99,-99,-99,-99,
copy,bedroom,39,2,-99,-99,-99,-99,-99,
mill,feast,40,2,-99,-99,-99,-99,-99,
climax,saucer,1,3,60,10.597,3.184,0,13.583,
pork,emperor,2,3,89,10.312,4.415,1,1.378,
bleach,ruin,3,3,100,3.407,2.028,1,2.589,
mill,feast,4,3,77,3.071,1.29,1,5.034,
glue,force,5,3,77,3.235,1.263,1,3.927,
want,ascent,6,3,75,3.701,1.327,1,1.241,
prison,loaf,7,3,62,2.319,0.997,1,1.472,
smother,surgery,8,3,70,3.296,1.061,1,1.14,
need,faucet,9,3,60,2.41,1.087,1,3.048,
anger,decay,10,3,70,2.433,1.013,1,0.9,
visit,glove,11,3,37,4.743,1.369,1,1.792,
caring,skirt,12,3,62,4.633,1.459,1,1.704,
nerve,bumper,13,3,31,3.368,1.473,0,1.298,
replace,roach,14,3,61,3.237,1.74,1,1.895,
knock,otter,15,3,76,2.485,1.011,1,1.71,
fan,feature,16,3,66,2.497,1.152,1,1.452,
grip,beach,17,3,36,3.961,2.266,0,1.583,
date,laugh,18,3,63,2.588,1.25,1,1.779,
forest,knob,19,3,70,2.183,0.684,1,1.797,
calf,annoy,20,3,83,3.835,1.026,1,1.604,
collect,loyalty,21,3,73,2.581,1.17,1,1.078,
link,crisis,22,3,84,3.311,1.185,1,1.249,
bias,sirloin,23,3,100,2.869,1.256,1,1.17,
bullet,walkway,24,3,66,4.116,2.42,0,4.146,
chicken,beet,25,3,62,2.612,1.035,0,1.225,
biology,temper,26,3,32,2.68,1.111,0,2.064,
copy,bedroom,27,3,69,2.133,0.821,0,1.166,
shrink,mafia,28,3,62,2.895,1.236,0,1.036,
bacon,feud,29,3,65,3.024,2.117,0,0.979,
pea,bathtub,30,3,62,2.479,1.09,0,0.937,
remind,foam,31,3,40,2.899,1.011,0,1.587,
find,clown,32,3,32,3.81,1.753,0,1.147,
capital,figure,33,3,61,3.212,1.756,0,1.673,
process,joker,34,3,44,2.906,1.112,0,1.559,
banner,glide,35,3,34,2.324,0.756,0,2.199,
risk,zero,36,3,63,2.855,1.336,0,2.58,
plant,worm,37,3,65,3.117,0.844,0,0.953,
port,cinema,38,3,33,2.618,1.154,0,1.569,
rock,milk,39,3,70,1.726,0.705,0,1.482,
fee,chowder,40,3,67,2.397,1.256,0,0.757,

