word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
knock,otter,1,1,-99,-99,-99,-99,-99,
visit,glove,2,1,-99,-99,-99,-99,-99,
biology,temper,3,1,-99,-99,-99,-99,-99,
glue,force,4,1,-99,-99,-99,-99,-99,
find,clown,5,1,-99,-99,-99,-99,-99,
rock,milk,6,1,-99,-99,-99,-99,-99,
bleach,ruin,7,1,-99,-99,-99,-99,-99,
prison,loaf,8,1,-99,-99,-99,-99,-99,
nerve,bumper,9,1,-99,-99,-99,-99,-99,
date,laugh,10,1,-99,-99,-99,-99,-99,
port,cinema,11,1,-99,-99,-99,-99,-99,
link,crisis,12,1,-99,-99,-99,-99,-99,
chicken,beet,13,1,-99,-99,-99,-99,-99,
plant,worm,14,1,-99,-99,-99,-99,-99,
bias,sirloin,15,1,-99,-99,-99,-99,-99,
remind,foam,16,1,-99,-99,-99,-99,-99,
pea,bathtub,17,1,-99,-99,-99,-99,-99,
caring,skirt,18,1,-99,-99,-99,-99,-99,
need,faucet,19,1,-99,-99,-99,-99,-99,
process,joker,20,1,-99,-99,-99,-99,-99,
risk,zero,21,1,-99,-99,-99,-99,-99,
copy,bedroom,22,1,-99,-99,-99,-99,-99,
banner,glide,23,1,-99,-99,-99,-99,-99,
bacon,feud,24,1,-99,-99,-99,-99,-99,
fee,chowder,25,1,-99,-99,-99,-99,-99,
anger,decay,26,1,-99,-99,-99,-99,-99,
replace,roach,27,1,-99,-99,-99,-99,-99,
forest,knob,28,1,-99,-99,-99,-99,-99,
want,ascent,29,1,-99,-99,-99,-99,-99,
fan,feature,30,1,-99,-99,-99,-99,-99,
grip,beach,31,1,-99,-99,-99,-99,-99,
smother,surgery,32,1,-99,-99,-99,-99,-99,
calf,annoy,33,1,-99,-99,-99,-99,-99,
climax,saucer,34,1,-99,-99,-99,-99,-99,
capital,figure,35,1,-99,-99,-99,-99,-99,
mill,feast,36,1,-99,-99,-99,-99,-99,
collect,loyalty,37,1,-99,-99,-99,-99,-99,
bullet,walkway,38,1,-99,-99,-99,-99,-99,
pork,emperor,39,1,-99,-99,-99,-99,-99,
shrink,mafia,40,1,-99,-99,-99,-99,-99,
find,clown,1,2,-99,-99,-99,-99,-99,
remind,foam,2,2,-99,-99,-99,-99,-99,
capital,figure,3,2,-99,-99,-99,-99,-99,
nerve,bumper,4,2,-99,-99,-99,-99,-99,
collect,loyalty,5,2,-99,-99,-99,-99,-99,
plant,worm,6,2,-99,-99,-99,-99,-99,
copy,bedroom,7,2,-99,-99,-99,-99,-99,
visit,glove,8,2,-99,-99,-99,-99,-99,
shrink,mafia,9,2,-99,-99,-99,-99,-99,
bacon,feud,10,2,-99,-99,-99,-99,-99,
knock,otter,11,2,-99,-99,-99,-99,-99,
mill,feast,12,2,-99,-99,-99,-99,-99,
replace,roach,13,2,-99,-99,-99,-99,-99,
grip,beach,14,2,-99,-99,-99,-99,-99,
rock,milk,15,2,-99,-99,-99,-99,-99,
process,joker,16,2,-99,-99,-99,-99,-99,
glue,force,17,2,-99,-99,-99,-99,-99,
caring,skirt,18,2,-99,-99,-99,-99,-99,
banner,glide,19,2,-99,-99,-99,-99,-99,
pea,bathtub,20,2,-99,-99,-99,-99,-99,
fee,chowder,21,2,-99,-99,-99,-99,-99,
want,ascent,22,2,-99,-99,-99,-99,-99,
calf,annoy,23,2,-99,-99,-99,-99,-99,
biology,temper,24,2,-99,-99,-99,-99,-99,
need,faucet,25,2,-99,-99,-99,-99,-99,
anger,decay,26,2,-99,-99,-99,-99,-99,
smother,surgery,27,2,-99,-99,-99,-99,-99,
link,crisis,28,2,-99,-99,-99,-99,-99,
bias,sirloin,29,2,-99,-99,-99,-99,-99,
pork,emperor,30,2,-99,-99,-99,-99,-99,
prison,loaf,31,2,-99,-99,-99,-99,-99,
bleach,ruin,32,2,-99,-99,-99,-99,-99,
fan,feature,33,2,-99,-99,-99,-99,-99,
climax,saucer,34,2,-99,-99,-99,-99,-99,
forest,knob,35,2,-99,-99,-99,-99,-99,
risk,zero,36,2,-99,-99,-99,-99,-99,
date,laugh,37,2,-99,-99,-99,-99,-99,
chicken,beet,38,2,-99,-99,-99,-99,-99,
bullet,walkway,39,2,-99,-99,-99,-99,-99,
port,cinema,40,2,-99,-99,-99,-99,-99,
need,faucet,1,3,78,7.799,4.364,1,3.655,
banner,glide,2,3,67,6.106,4.002,1,1.908,
