word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
visit,glove,1,2.27,1.362,15,1,1,0,1,0,-,-99,-99,
calf,annoy,100,2.796,1.578,7,2,1,1,1,1,annoy,4,2.827,
bias,sirloin,1,5.709,2.044,10,3,1,0,1,0,-,-99,-99,
find,clown,20,9.212,5.158,1,4,1,1,1,1,force,17.248,16.15,
port,cinema,100,3.028,2.22,17,5,1,1,1,1,cinema,3.297,1.832,
shrink,mafia,1,2.22,0.219,28,6,1,0,1,0,-,-99,-99,
pea,bathtub,1,1.629,0.826,31,7,1,1,0,0,sirloin,4.646,3.313,
climax,saucer,1,1.5,0.498,12,8,1,0,0,1,-,-99,-99,
remind,foam,1,1.373,0.669,0,9,1,0,0,1,-,-99,-99,
bleach,ruin,1,4.248,0.986,38,10,1,0,0,1,-,-99,-99,
caring,skirt,1,1.541,0.706,11,11,1,1,0,0,friend,16.396,15.047,
mill,feast,21,4.562,2.216,22,12,1,1,1,1,party,3.596,1.865,
risk,zero,1,1.78,1.036,24,13,1,0,1,0,-,-99,-99,
bullet,walkway,100,2.041,1.248,29,14,1,1,0,0,walking,9.075,1.889,
fee,chowder,1,2.795,1.462,30,15,1,1,1,1,annoy,10.617,8.101,
grip,beach,100,4.092,0.563,4,16,1,1,0,0,beach,2.834,1.472,
smother,surgery,1,1.462,0.747,13,17,1,1,0,0,pea,5.694,4.889,
banner,glide,100,2.09,1.182,18,18,1,1,1,1,glide,2.977,1.648,
pork,emperor,1,1.848,0.837,16,19,1,1,0,0,blood,7.504,6.184,
prison,loaf,1,2.076,0.884,37,20,1,1,0,0,flight,8.951,6.531,
bacon,feud,1,6.481,5.551,34,21,1,0,0,1,-,-99,-99,
link,crisis,1,1.77,0.948,25,22,1,0,1,0,-,-99,-99,
rock,milk,100,2.475,1.525,20,23,1,1,1,1,milk,3.935,2.602,
want,ascent,1,2.971,1.059,3,24,1,0,1,0,-,-99,-99,
plant,worm,1,2.245,1.282,19,25,1,0,1,0,-,-99,-99,
nerve,bumper,100,5.48,4.613,33,26,1,1,0,0,bumper,3.134,1.686,
capital,figure,100,6.184,1.127,26,27,1,1,1,1,importance,5.028,2.618,
knock,otter,1,2.04,0.949,35,28,1,0,0,1,-,-99,-99,
copy,bedroom,100,2.695,1.362,14,29,1,1,1,1,enigma,13.896,12.457,
forest,knob,1,1.603,0.91,6,30,1,0,0,1,-,-99,-99,
replace,roach,1,1.835,0.846,21,31,1,1,0,0,otter,13.668,12.256,
anger,decay,1,1.463,0.782,36,32,1,0,0,1,-,-99,-99,
glue,force,100,4.461,2.217,8,33,1,1,0,0,force,12.009,11.101,
fan,feature,1,1.424,0.628,9,34,1,0,0,1,-,-99,-99,
process,joker,1,7.084,4.442,2,35,1,0,1,0,-,-99,-99,
collect,loyalty,1,1.828,0.842,32,36,1,0,0,1,-,-99,-99,
biology,temper,1,1.73,0.907,27,37,1,0,1,0,-,-99,-99,
