word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
pork,emperor,1,1,-99,-99,-99,-99,-99,
port,cinema,2,1,-99,-99,-99,-99,-99,
nerve,bumper,3,1,-99,-99,-99,-99,-99,
mill,feast,4,1,-99,-99,-99,-99,-99,
fee,chowder,5,1,-99,-99,-99,-99,-99,
visit,glove,6,1,-99,-99,-99,-99,-99,
forest,knob,7,1,-99,-99,-99,-99,-99,
bacon,feud,8,1,-99,-99,-99,-99,-99,
climax,saucer,9,1,-99,-99,-99,-99,-99,
caring,skirt,10,1,-99,-99,-99,-99,-99,
knock,otter,11,1,-99,-99,-99,-99,-99,
shrink,mafia,12,1,-99,-99,-99,-99,-99,
capital,figure,13,1,-99,-99,-99,-99,-99,
want,ascent,14,1,-99,-99,-99,-99,-99,
bias,sirloin,15,1,-99,-99,-99,-99,-99,
prison,loaf,16,1,-99,-99,-99,-99,-99,
banner,glide,17,1,-99,-99,-99,-99,-99,
smother,surgery,18,1,-99,-99,-99,-99,-99,
calf,annoy,19,1,-99,-99,-99,-99,-99,
grip,beach,20,1,-99,-99,-99,-99,-99,
link,crisis,21,1,-99,-99,-99,-99,-99,
replace,roach,22,1,-99,-99,-99,-99,-99,
date,laugh,23,1,-99,-99,-99,-99,-99,
rock,milk,24,1,-99,-99,-99,-99,-99,
pea,bathtub,25,1,-99,-99,-99,-99,-99,
copy,bedroom,26,1,-99,-99,-99,-99,-99,
anger,decay,27,1,-99,-99,-99,-99,-99,
fan,feature,28,1,-99,-99,-99,-99,-99,
biology,temper,29,1,-99,-99,-99,-99,-99,
glue,force,30,1,-99,-99,-99,-99,-99,
find,clown,31,1,-99,-99,-99,-99,-99,
risk,zero,32,1,-99,-99,-99,-99,-99,
bullet,walkway,33,1,-99,-99,-99,-99,-99,
plant,worm,34,1,-99,-99,-99,-99,-99,
bleach,ruin,35,1,-99,-99,-99,-99,-99,
chicken,beet,36,1,-99,-99,-99,-99,-99,
need,faucet,37,1,-99,-99,-99,-99,-99,
remind,foam,38,1,-99,-99,-99,-99,-99,
process,joker,39,1,-99,-99,-99,-99,-99,
collect,loyalty,40,1,-99,-99,-99,-99,-99,
nerve,bumper,1,2,-99,-99,-99,-99,-99,
want,ascent,2,2,-99,-99,-99,-99,-99,
chicken,beet,3,2,-99,-99,-99,-99,-99,
forest,knob,4,2,-99,-99,-99,-99,-99,
plant,worm,5,2,-99,-99,-99,-99,-99,
smother,surgery,6,2,-99,-99,-99,-99,-99,
bullet,walkway,7,2,-99,-99,-99,-99,-99,
rock,milk,8,2,-99,-99,-99,-99,-99,
risk,zero,9,2,-99,-99,-99,-99,-99,
biology,temper,10,2,-99,-99,-99,-99,-99,
fee,chowder,11,2,-99,-99,-99,-99,-99,
need,faucet,12,2,-99,-99,-99,-99,-99,
process,joker,13,2,-99,-99,-99,-99,-99,
pork,emperor,14,2,-99,-99,-99,-99,-99,
caring,skirt,15,2,-99,-99,-99,-99,-99,
shrink,mafia,16,2,-99,-99,-99,-99,-99,
mill,feast,17,2,-99,-99,-99,-99,-99,
glue,force,18,2,-99,-99,-99,-99,-99,
anger,decay,19,2,-99,-99,-99,-99,-99,
collect,loyalty,20,2,-99,-99,-99,-99,-99,
bleach,ruin,21,2,-99,-99,-99,-99,-99,
prison,loaf,22,2,-99,-99,-99,-99,-99,
climax,saucer,23,2,-99,-99,-99,-99,-99,
fan,feature,24,2,-99,-99,-99,-99,-99,
bias,sirloin,25,2,-99,-99,-99,-99,-99,
banner,glide,26,2,-99,-99,-99,-99,-99,
replace,roach,27,2,-99,-99,-99,-99,-99,
capital,figure,28,2,-99,-99,-99,-99,-99,
date,laugh,29,2,-99,-99,-99,-99,-99,
port,cinema,30,2,-99,-99,-99,-99,-99,
pea,bathtub,31,2,-99,-99,-99,-99,-99,
remind,foam,32,2,-99,-99,-99,-99,-99,
copy,bedroom,33,2,-99,-99,-99,-99,-99,
grip,beach,34,2,-99,-99,-99,-99,-99,
calf,annoy,35,2,-99,-99,-99,-99,-99,
visit,glove,36,2,-99,-99,-99,-99,-99,
bacon,feud,37,2,-99,-99,-99,-99,-99,
find,clown,38,2,-99,-99,-99,-99,-99,
link,crisis,39,2,-99,-99,-99,-99,-99,
knock,otter,40,2,-99,-99,-99,-99,-99,
bias,sirloin,1,3,70,7.989,5.165,1,41.024,
smother,surgery,2,3,63,35.973,34.66,0,6.75,
date,laugh,3,3,81,20.151,18.45,1,6.263,
chicken,beet,4,3,85,30.399,18.156,1,5.823,
knock,otter,5,3,59,81.104,78.286,1,2.188,
collect,loyalty,6,3,36,45.272,42.77,1,1.31,
prison,loaf,7,3,60,62.735,1.247,1,1.455,
fee,chowder,8,3,81,53.311,51.631,1,0.982,
capital,figure,9,3,94,6.737,1.516,1,1.165,
need,faucet,10,3,32,23.847,22.673,1,1.095,
bullet,walkway,11,3,68,21.711,20.314,1,1.133,
grip,beach,12,3,71,2.375,1.184,1,1.623,
replace,roach,13,3,71,4.831,1.343,1,1.35,
bacon,feud,14,3,95,38.583,2.367,1,1.2,
port,cinema,15,3,8,52.815,1.366,1,1.334,
banner,glide,16,3,4,34.135,31.715,1,1.111,
forest,knob,17,3,85,35.635,33.779,1,1.051,
visit,glove,18,3,80,11.519,1.959,1,1.207,
pork,emperor,19,3,57,18.463,1.16,1,0.935,
remind,foam,20,3,54,41.487,37.826,1,1.087,
caring,skirt,21,3,21,38.534,36.646,1,1.007,
