word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
fan,feature,25,1.524,0.95,27,1,1,0,0,1,-,-99,-99,
bacon,feud,35,1.623,0.816,24,2,1,1,0,0,boat,8.285,4.626,
bias,sirloin,19,1.229,0.501,28,3,1,0,1,0,-,-99,-99,
calf,annoy,19,0.967,0.332,9,4,1,0,1,0,-,-99,-99,
capital,figure,27,2.971,0.433,39,5,1,1,1,1,brigade,3.857,2.27,
chicken,beet,24,1.661,0.927,11,6,1,0,1,0,-,-99,-99,
remind,foam,30,2.093,0.984,6,7,1,1,1,1,window,3.035,1.566,
plant,worm,21,0.965,0.419,20,8,1,0,0,1,-,-99,-99,
caring,skirt,35,1.719,1.002,7,9,1,1,1,1,skip,7.252,5.761,
fee,chowder,32,1.151,0.481,38,10,1,1,1,1,skip,4.085,2.543,
copy,bedroom,29,0.817,0.361,22,11,1,0,0,1,-,-99,-99,
mill,feast,31,1.065,0.559,29,12,1,0,0,1,-,-99,-99,
port,cinema,16,1.346,0.453,5,13,1,0,1,0,-,-99,-99,
need,faucet,25,1.551,0.763,12,14,1,1,1,1,skip,4.028,2.348,
date,laugh,22,1.493,1.033,30,15,1,0,0,1,-,-99,-99,
smother,surgery,36,1.917,0.531,15,16,1,1,0,0,skip,7.749,6.229,
find,clown,35,1.963,0.993,26,17,1,1,0,0,key,5.551,3.742,
pea,bathtub,22,1.125,0.482,34,18,1,0,1,0,-,-99,-99,
bullet,walkway,34,1.195,0.502,2,19,1,1,0,0,camera,4.286,2.898,
pork,emperor,26,0.927,0.428,25,20,1,0,0,1,-,-99,-99,
collect,loyalty,37,1.065,0.403,4,21,1,1,0,0,skip,3.713,2.311,
rock,milk,30,1.171,0.495,19,22,1,0,0,1,-,-99,-99,
knock,otter,57,1.515,0.656,8,23,1,1,1,1,skip,4.746,2.936,
link,crisis,35,1.075,0.456,13,24,1,1,1,1,skip,4.721,2.929,
biology,temper,41,1.171,0.505,33,25,1,1,0,0,skip,3.139,1.065,
shrink,mafia,28,1.039,0.527,23,26,1,0,0,1,-,-99,-99,
