word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
banner,glide,10,3.383,1.848,15,1,1,0,0,1,-,-99,-99,
knock,otter,1,2.918,1.329,3,2,1,1,1,1,SKIP,16.261,14.999,
calf,annoy,55,4.454,2.112,18,3,1,0,1,0,-,-99,-99,
fee,chowder,1,2.168,0.904,9,4,1,1,0,0,SKIP,3.507,2.377,
anger,decay,35,4.134,1.788,22,5,1,1,1,1,decay,3.827,2.324,
rock,milk,1,3.206,2.138,24,6,1,1,0,0,SKIP,4.065,3.007,
copy,bedroom,80,8.918,4.671,13,7,1,0,1,0,-,-99,-99,
nerve,bumper,1,2.224,1.435,38,8,1,1,0,0,SKIP,5.748,4.763,
forest,knob,30,4.582,2.209,20,9,1,1,1,1,knob,7.553,5.314,
find,clown,1,3.831,2.455,6,10,1,1,0,0,SKIP,3.247,1.951,
shrink,mafia,1,2.51,1.415,39,11,1,1,0,0,SKIP,2.791,1.847,
glue,force,40,5.543,2.871,29,12,1,1,1,1,force,3,1.764,
chicken,beet,40,9.503,6.511,5,13,1,0,1,0,-,-99,-99,
remind,foam,1,2.591,1.497,36,14,1,1,0,0,SKIP,3.18,2.027,
biology,temper,1,2.879,1.962,21,15,1,1,1,1,SKIP,2.505,1.6,
risk,zero,60,4.989,1.192,16,16,1,0,1,0,-,-99,-99,
bacon,feud,10,5.471,3.079,23,17,1,0,0,1,-,-99,-99,
mill,feast,40,7.678,2.854,8,18,1,0,1,0,-,-99,-99,
caring,skirt,50,6.407,3.658,17,19,1,0,1,0,-,-99,-99,
port,cinema,1,1.967,1.232,26,20,1,0,0,1,-,-99,-99,
pea,bathtub,1,4.623,3.512,14,21,1,1,0,0,SKIP,7.759,6.501,
pork,emperor,40,8.226,6.074,25,22,1,1,1,1,emperor,4.891,3.011,
fan,feature,10,7.279,5.127,35,23,1,0,0,1,-,-99,-99,
bullet,walkway,20,7.11,2.938,32,24,1,0,0,1,-,-99,-99,
