word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
bullet,walkway,100,3.553,2.511,10,1,1,1,1,1,walkaway,4.391,2.211,
pork,emperor,72,2.485,1.62,1,2,1,0,1,0,-,-99,-99,
process,joker,13,2.62,1.755,23,3,1,0,0,1,-,-99,-99,
want,ascent,100,5.724,4.656,31,4,1,1,1,1,ascend,3.932,1.651,
plant,worm,66,4.183,3.239,4,5,1,0,1,0,-,-99,-99,
collect,loyalty,22,2.913,1.677,8,6,1,1,0,0,bleach,7.106,5.663,
smother,surgery,92,4.499,2.598,14,7,1,0,1,0,-,-99,-99,
copy,bedroom,2,4.546,3.557,5,8,1,0,0,1,-,-99,-99,
date,laugh,21,2.35,1.541,29,9,1,1,0,0,pork,5.718,4.741,
capital,figure,31,3.07,2.125,38,10,1,1,0,0,ruse,2.973,2.145,
rock,milk,86,4.016,2.757,13,11,1,0,1,0,-,-99,-99,
pea,bathtub,100,3.08,1.933,35,12,1,0,1,0,-,-99,-99,
banner,glide,100,2.834,1.969,39,13,1,1,0,0,glide,8.884,6.335,
replace,roach,5,5.332,4.342,25,14,1,0,0,1,-,-99,-99,
link,crisis,100,3.496,2.35,19,15,1,1,1,1,crisis,4.725,2.77,
anger,decay,10,2.542,1.768,37,16,1,0,0,1,-,-99,-99,
climax,saucer,100,5.365,4.335,0,17,1,0,1,0,-,-99,-99,
glue,force,100,9.954,4.904,32,18,1,0,1,0,-,-99,-99,
shrink,mafia,16,4.959,4.118,18,19,1,1,0,0,replace,4.673,3.178,
forest,knob,28,2.564,1.755,12,20,1,1,0,0,knob,3.242,2.184,
fan,feature,100,2.89,1.597,6,21,1,1,1,1,feature,2.64,1.288,
bias,sirloin,81,5.77,3.295,34,22,1,0,1,0,-,-99,-99,
port,cinema,100,4.69,3.227,30,23,1,1,1,1,cinema,2.657,1.341,
calf,annoy,4,2.384,1.496,24,24,1,0,0,1,-,-99,-99,
bleach,ruin,100,2.316,1.485,9,25,1,1,1,1,ruin,2.993,2.196,
visit,glove,27,42.905,41.875,20,26,1,1,0,0,tree,5.826,3.683,
knock,otter,6,3.812,2.993,3,27,1,0,0,1,-,-99,-99,
fee,chowder,64,6.029,5.041,36,28,1,1,0,0,horn,7.231,6.222,
grip,beach,100,4.071,3.296,7,29,1,1,1,1,beach,4.533,1.735,
prison,loaf,73,2.462,1.691,2,30,1,0,1,0,-,-99,-99,
risk,zero,40,2.799,1.855,16,31,1,1,0,0,red,3.829,2.806,
nerve,bumper,1,3.137,2.327,22,32,1,0,0,1,-,-99,-99,
need,faucet,67,2.845,1.754,17,33,1,1,0,0,cord,5.614,2.699,
caring,skirt,100,2.823,1.789,33,34,1,0,1,0,-,-99,-99,
mill,feast,100,3.904,2.666,15,35,1,1,1,1,feast,5.631,2.421,
biology,temper,8,5.004,3.79,21,36,1,0,0,1,-,-99,-99,
bacon,feud,100,6.502,5.492,28,37,1,1,1,1,feud,4.546,1.39,
find,clown,9,2.238,1.475,26,38,1,0,0,1,-,-99,-99,
remind,foam,1,2.294,1.608,27,39,1,0,0,1,-,-99,-99,
chicken,beet,100,2.699,1.721,11,40,1,1,1,1,beet,2.187,1.276,
grip,beach,100,4.071,3.296,7,1,2,1,1,1,beach,4.701,3.462,
copy,bedroom,2,4.546,3.557,5,2,2,0,0,1,-,-99,-99,
risk,zero,40,2.799,1.855,16,3,2,1,0,0,red,2.658,1.627,
port,cinema,100,4.69,3.227,30,4,2,1,1,1,cinema,2.278,1.102,
shrink,mafia,16,4.959,4.118,18,5,2,1,0,0,mafia,5.801,4.922,
prison,loaf,73,2.462,1.691,2,6,2,0,1,0,-,-99,-99,
bleach,ruin,100,2.316,1.485,9,7,2,1,1,1,ruin,19.697,18.78,
caring,skirt,100,2.823,1.789,33,8,2,0,1,0,-,-99,-99,
fee,chowder,64,6.029,5.041,36,9,2,1,0,0,find,3.024,1.939,
chicken,beet,100,2.699,1.721,11,10,2,1,1,1,beet,2.225,1.223,
