word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
pea,bathtub,28,2.079,1.064,2,1,1,0,0,1,-,-99,-99,
find,clown,63,2.527,0.927,17,2,1,0,0,1,-,-99,-99,
risk,zero,67,2.448,1.592,10,3,1,0,1,0,-,-99,-99,
want,ascent,67,1.703,0.912,5,4,1,0,0,1,-,-99,-99,
anger,decay,79,2.688,1.36,21,5,1,0,1,0,-,-99,-99,
copy,bedroom,86,7.777,1.202,22,6,1,1,1,1,copy,7.398,4.254,
prison,loaf,87,3.495,1.183,6,7,1,1,0,0,prison,5.967,3.337,
caring,skirt,99,1.975,1.015,30,8,1,1,1,1,caring,4.743,1.362,
fan,feature,90,2.024,0.944,23,9,1,1,1,1,fan,7.383,3.734,
bullet,walkway,88,1.927,0.967,34,10,1,1,1,1,bullet,8.392,2.024,
bias,sirloin,91,1.871,1.064,9,11,1,1,0,0,bias,7.912,3.761,
glue,force,56,1.952,0.888,12,12,1,0,1,0,-,-99,-99,
date,laugh,87,2.384,1.272,39,13,1,1,0,0,date,5.926,2.173,
port,cinema,71,2.391,1.559,11,14,1,0,1,0,-,-99,-99,
grip,beach,67,2.032,0.688,26,15,1,0,1,0,-,-99,-99,
visit,glove,92,1.856,0.928,4,16,1,1,1,1,visit,10.324,3.106,
fee,chowder,85,2.207,1.095,37,17,1,1,1,1,fee,3.175,1.793,
plant,worm,73,1.855,0.831,13,18,1,1,0,0,plant,5.312,2.752,
capital,figure,76,2.143,0.872,36,19,1,0,1,0,-,-99,-99,
forest,knob,91,2.199,1.168,35,20,1,1,1,1,forest,5.664,2.592,
need,faucet,73,2.086,1.039,29,21,1,0,1,0,-,-99,-99,
rock,milk,6,12.087,1.936,16,22,1,0,0,1,-,-99,-99,
collect,loyalty,85,2.295,1.336,33,23,1,1,1,1,collect,8.043,2.979,
shrink,mafia,38,2.283,1.435,25,24,1,0,0,1,-,-99,-99,
remind,foam,81,2.431,1,20,25,1,1,0,0,remind,6.26,2.24,
knock,otter,80,4.879,1.36,28,26,1,0,1,0,-,-99,-99,
smother,surgery,99,2.199,1.024,19,27,1,1,0,0,smother,9.069,3.785,
nerve,bumper,83,2.183,0.944,3,28,1,1,1,1,nerve,5.672,2.782,
link,crisis,20,2.815,1.527,0,29,1,0,0,1,-,-99,-99,
pork,emperor,86,3.119,1.336,31,30,1,1,1,1,pork,7.825,4.88,
banner,glide,21,1.968,1.2,24,31,1,0,0,1,-,-99,-99,
bleach,ruin,86,1.727,0.912,15,32,1,1,0,0,bleach,8.392,2.682,
replace,roach,67,2.375,1.368,1,33,1,1,0,0,replae,5.679,2.222,
process,joker,75,1.775,0.904,27,34,1,1,0,0,process,5.76,1.977,
biology,temper,70,2.839,1.544,32,35,1,0,1,0,-,-99,-99,
climax,saucer,38,1.831,0.864,18,36,1,0,0,1,-,-99,-99,
mill,feast,22,2.031,0.992,38,37,1,0,0,1,-,-99,-99,
bacon,feud,77,1.823,0.856,8,38,1,0,1,0,-,-99,-99,
calf,annoy,31,2.455,0.912,7,39,1,0,0,1,-,-99,-99,
chicken,beet,69,1.695,0.688,14,40,1,1,0,0,chicken,26.759,19.613,
plant,worm,73,1.855,0.831,13,1,2,1,0,0,plant,5.112,1.762,
copy,bedroom,86,7.777,1.202,22,2,2,1,1,1,copy,3.535,1.41,
bullet,walkway,88,1.927,0.967,34,3,2,1,1,1,bullet,4.615,1.859,
grip,beach,67,2.032,0.688,26,4,2,0,1,0,-,-99,-99,
climax,saucer,38,1.831,0.864,18,5,2,0,0,1,-,-99,-99,
date,laugh,87,2.384,1.272,39,6,2,1,0,0,date,3.461,1.436,
pea,bathtub,28,2.079,1.064,2,7,2,0,0,1,-,-99,-99,
want,ascent,67,1.703,0.912,5,8,2,0,0,1,-,-99,-99,
fan,feature,90,2.024,0.944,23,9,2,1,1,1,fan,4.082,1.73,
risk,zero,67,2.448,1.592,10,10,2,0,1,0,-,-99,-99,
mill,feast,22,2.031,0.992,38,11,2,0,0,1,-,-99,-99,
capital,figure,76,2.143,0.872,36,12,2,0,1,0,-,-99,-99,
knock,otter,80,4.879,1.36,28,13,2,0,1,0,-,-99,-99,
shrink,mafia,38,2.283,1.435,25,14,2,0,0,1,-,-99,-99,
pork,emperor,86,3.119,1.336,31,15,2,1,1,1,pork,5.411,3.232,
rock,milk,6,12.087,1.936,16,16,2,0,0,1,-,-99,-99,
anger,decay,79,2.688,1.36,21,17,2,0,1,0,-,-99,-99,
smother,surgery,99,2.199,1.024,19,18,2,1,0,0,smother,5.553,2.055,
banner,glide,21,1.968,1.2,24,19,2,0,0,1,-,-99,-99,
bacon,feud,77,1.823,0.856,8,20,2,0,1,0,-,-99,-99,
port,cinema,71,2.391,1.559,11,21,2,0,1,0,-,-99,-99,
bleach,ruin,86,1.727,0.912,15,22,2,1,0,0,bleach,7.073,1.771,
need,faucet,73,2.086,1.039,29,23,2,0,1,0,-,-99,-99,
calf,annoy,31,2.455,0.912,7,24,2,0,0,1,-,-99,-99,
visit,glove,92,1.856,0.928,4,25,2,1,1,1,visit,10.057,1.973,
