word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
fee,chowder,54,2.751,1.66,12,1,1,0,1,0,-,-99,-99,
need,faucet,37,2.625,1.497,14,2,1,0,1,0,-,-99,-99,
grip,beach,39,1.546,0.559,35,3,1,0,0,1,-,-99,-99,
link,crisis,61,2.053,0.721,7,4,1,1,0,0,crisis,15.304,12.25,
rock,milk,61,1.9,0.709,31,5,1,1,0,0,salt,17.949,15.287,
risk,zero,65,1.584,0.609,17,6,1,1,0,0,zero,8.854,6.118,
caring,skirt,51,1.609,0.496,19,7,1,0,0,1,-,-99,-99,
plant,worm,60,2.486,1.521,1,8,1,1,0,0,worm,18.551,15.862,
prison,loaf,55,2.194,0.875,24,9,1,0,0,1,-,-99,-99,
banner,glide,54,3.17,2.307,9,10,1,0,0,1,-,-99,-99,
visit,glove,36,2.143,1.159,25,11,1,0,1,0,-,-99,-99,
process,joker,63,2.789,1.432,0,12,1,1,1,1,joker,14.491,11.854,
forest,knob,58,3.563,0.939,34,13,1,1,0,0,fee,19.319,16.367,
knock,otter,45,2.268,1.244,37,14,1,0,1,0,-,-99,-99,
mill,feast,42,2.231,1.178,33,15,1,0,1,0,-,-99,-99,
biology,temper,48,2.308,0.824,16,16,1,0,0,1,-,-99,-99,
bleach,ruin,67,2.32,1.09,32,17,1,1,1,1,remind,21.271,18.774,
pea,bathtub,57,1.279,0.392,38,18,1,1,0,0,bathtub,11.048,7.862,
fan,feature,39,2.269,0.797,20,19,1,0,0,1,-,-99,-99,
glue,force,67,2.205,1.064,21,20,1,1,1,1,force,22.936,20.466,
smother,surgery,66,2.319,1.093,3,21,1,1,0,0,surgery,12.164,9.239,
find,clown,42,2.598,0.987,26,22,1,0,1,0,-,-99,-99,
want,ascent,60,1.583,0.519,28,23,1,1,0,0,beet,18.676,16.26,
chicken,beet,80,3.398,1.167,4,24,1,1,1,1,beet,13.749,10.103,
nerve,bumper,60,1.8,0.647,8,25,1,1,0,0,need,19.928,17.658,
capital,figure,40,20.843,18.31,5,26,1,0,1,0,-,-99,-99,
collect,loyalty,57,1.964,0.849,2,27,1,1,0,0,loyalty ,14.024,9.765,
bias,sirloin,55,2.701,1.381,18,28,1,0,1,0,-,-99,-99,
bullet,walkway,65,2.192,1.077,27,29,1,1,1,1,walkway,12.107,6.719,
date,laugh,42,3.082,0.597,36,30,1,0,0,1,-,-99,-99,
bacon,feud,67,4.119,1.621,30,31,1,1,1,1,feud,18.005,13.285,
pork,emperor,56,9.295,1.558,23,32,1,1,1,1,emperor,9.299,5.418,
remind,foam,35,5.02,3.292,29,33,1,0,1,0,-,-99,-99,
port,cinema,54,2.344,1.303,11,34,1,0,1,0,-,-99,-99,
copy,bedroom,43,2.168,0.675,22,35,1,0,0,1,-,-99,-99,
shrink,mafia,54,1.419,0.671,6,36,1,0,0,1,-,-99,-99,
replace,roach,58,8.966,1.292,13,37,1,1,1,1,repair,7.985,4.555,
calf,annoy,62,2.889,0.988,15,38,1,1,1,1,annoy,8.716,6.072,
anger,decay,36,2.206,1.064,39,39,1,0,0,1,-,-99,-99,
climax,saucer,56,5.337,2.99,10,40,1,1,1,1,risk,13.338,10.78,
collect,loyalty,57,1.964,0.849,2,1,2,1,0,0,loyalty,22.568,13.407,
glue,force,67,2.205,1.064,21,2,2,1,1,1,force,5.897,3.581,
capital,figure,40,20.843,18.31,5,3,2,0,1,0,-,-99,-99,
caring,skirt,51,1.609,0.496,19,4,2,0,0,1,-,-99,-99,
bacon,feud,67,4.119,1.621,30,5,2,1,1,1,feud,3.75,1.749,
smother,surgery,66,2.319,1.093,3,6,2,1,0,0,surgery,4.426,1.732,
date,laugh,42,3.082,0.597,36,7,2,0,0,1,-,-99,-99,
process,joker,63,2.789,1.432,0,8,2,1,1,1,joker,9.975,7.987,
plant,worm,60,2.486,1.521,1,9,2,1,0,0,worm,5.553,3.055,
remind,foam,35,5.02,3.292,29,10,2,0,1,0,-,-99,-99,
calf,annoy,62,2.889,0.988,15,11,2,1,1,1,annoy,7.106,4.507,
port,cinema,54,2.344,1.303,11,12,2,0,1,0,-,-99,-99,
risk,zero,65,1.584,0.609,17,13,2,1,0,0,zero,8.908,6.252,
biology,temper,48,2.308,0.824,16,14,2,0,0,1,-,-99,-99,
anger,decay,36,2.206,1.064,39,15,2,0,0,1,-,-99,-99,
chicken,beet,80,3.398,1.167,4,16,2,1,1,1,beet,5.361,3.561,
