word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
biology,temper,1,1,-99,-99,-99,-99,-99,
bacon,feud,2,1,-99,-99,-99,-99,-99,
prison,loaf,3,1,-99,-99,-99,-99,-99,
rock,milk,4,1,-99,-99,-99,-99,-99,
bullet,walkway,5,1,-99,-99,-99,-99,-99,
calf,annoy,6,1,-99,-99,-99,-99,-99,
link,crisis,7,1,-99,-99,-99,-99,-99,
want,ascent,8,1,-99,-99,-99,-99,-99,
copy,bedroom,9,1,-99,-99,-99,-99,-99,
climax,saucer,10,1,-99,-99,-99,-99,-99,
grip,beach,11,1,-99,-99,-99,-99,-99,
visit,glove,12,1,-99,-99,-99,-99,-99,
anger,decay,13,1,-99,-99,-99,-99,-99,
nerve,bumper,14,1,-99,-99,-99,-99,-99,
port,cinema,15,1,-99,-99,-99,-99,-99,
chicken,beet,16,1,-99,-99,-99,-99,-99,
knock,otter,17,1,-99,-99,-99,-99,-99,
capital,figure,18,1,-99,-99,-99,-99,-99,
glue,force,19,1,-99,-99,-99,-99,-99,
bias,sirloin,20,1,-99,-99,-99,-99,-99,
caring,skirt,21,1,-99,-99,-99,-99,-99,
fee,chowder,22,1,-99,-99,-99,-99,-99,
smother,surgery,23,1,-99,-99,-99,-99,-99,
collect,loyalty,24,1,-99,-99,-99,-99,-99,
fan,feature,25,1,-99,-99,-99,-99,-99,
need,faucet,26,1,-99,-99,-99,-99,-99,
risk,zero,27,1,-99,-99,-99,-99,-99,
replace,roach,28,1,-99,-99,-99,-99,-99,
date,laugh,29,1,-99,-99,-99,-99,-99,
process,joker,30,1,-99,-99,-99,-99,-99,
remind,foam,31,1,-99,-99,-99,-99,-99,
mill,feast,32,1,-99,-99,-99,-99,-99,
pea,bathtub,33,1,-99,-99,-99,-99,-99,
plant,worm,34,1,-99,-99,-99,-99,-99,
shrink,mafia,35,1,-99,-99,-99,-99,-99,
forest,knob,36,1,-99,-99,-99,-99,-99,
find,clown,37,1,-99,-99,-99,-99,-99,
banner,glide,38,1,-99,-99,-99,-99,-99,
bleach,ruin,39,1,-99,-99,-99,-99,-99,
pork,emperor,40,1,-99,-99,-99,-99,-99,
glue,force,1,2,-99,-99,-99,-99,-99,
grip,beach,2,2,-99,-99,-99,-99,-99,
smother,surgery,3,2,-99,-99,-99,-99,-99,
need,faucet,4,2,-99,-99,-99,-99,-99,
forest,knob,5,2,-99,-99,-99,-99,-99,
nerve,bumper,6,2,-99,-99,-99,-99,-99,
banner,glide,7,2,-99,-99,-99,-99,-99,
caring,skirt,8,2,-99,-99,-99,-99,-99,
replace,roach,9,2,-99,-99,-99,-99,-99,
copy,bedroom,10,2,-99,-99,-99,-99,-99,
climax,saucer,11,2,-99,-99,-99,-99,-99,
bleach,ruin,12,2,-99,-99,-99,-99,-99,
pork,emperor,13,2,-99,-99,-99,-99,-99,
visit,glove,14,2,-99,-99,-99,-99,-99,
chicken,beet,15,2,-99,-99,-99,-99,-99,
rock,milk,16,2,-99,-99,-99,-99,-99,
plant,worm,17,2,-99,-99,-99,-99,-99,
capital,figure,18,2,-99,-99,-99,-99,-99,
date,laugh,19,2,-99,-99,-99,-99,-99,
knock,otter,20,2,-99,-99,-99,-99,-99,
bullet,walkway,21,2,-99,-99,-99,-99,-99,
mill,feast,22,2,-99,-99,-99,-99,-99,
remind,foam,23,2,-99,-99,-99,-99,-99,
prison,loaf,24,2,-99,-99,-99,-99,-99,
want,ascent,25,2,-99,-99,-99,-99,-99,
pea,bathtub,26,2,-99,-99,-99,-99,-99,
find,clown,27,2,-99,-99,-99,-99,-99,
collect,loyalty,28,2,-99,-99,-99,-99,-99,
anger,decay,29,2,-99,-99,-99,-99,-99,
risk,zero,30,2,-99,-99,-99,-99,-99,
bacon,feud,31,2,-99,-99,-99,-99,-99,
bias,sirloin,32,2,-99,-99,-99,-99,-99,
link,crisis,33,2,-99,-99,-99,-99,-99,
port,cinema,34,2,-99,-99,-99,-99,-99,
shrink,mafia,35,2,-99,-99,-99,-99,-99,
fan,feature,36,2,-99,-99,-99,-99,-99,
process,joker,37,2,-99,-99,-99,-99,-99,
fee,chowder,38,2,-99,-99,-99,-99,-99,
biology,temper,39,2,-99,-99,-99,-99,-99,
calf,annoy,40,2,-99,-99,-99,-99,-99,
grip,beach,1,3,62,5.369,3.826,0,8.397,
climax,saucer,2,3,68,3.549,2.328,1,2.154,
process,joker,3,3,12,3.961,2.679,1,1.439,
knock,otter,4,3,19,5.627,4.509,1,2.465,
date,laugh,5,3,21,2.994,1.373,0,2.125,
calf,annoy,6,3,16,5.093,3.639,0,1.187,
fee,chowder,7,3,28,3.547,2.492,0,1.507,
pea,bathtub,8,3,85,4.475,2.66,1,1.913,
smother,surgery,9,3,19,4.577,3.326,0,0.935,
want,ascent,10,3,5,4.149,2.984,0,0.859,
mill,feast,11,3,33,2.225,1.174,1,1.063,
prison,loaf,12,3,31,2.607,1.426,1,0.941,
caring,skirt,13,3,34,2.227,1.142,1,2.917,
shrink,mafia,14,3,81,3.205,1.945,1,2.025,
copy,bedroom,15,3,38,4.299,2.95,1,0.877,
bleach,ruin,16,3,86,2.443,1.473,1,2.003,
glue,force,17,3,71,3.077,1.469,1,1.34,
plant,worm,18,3,19,2.107,1.054,0,1.109,
biology,temper,19,3,17,2.203,1.246,0,1.025,
forest,knob,20,3,22,2.061,1.09,0,0.885,
rock,milk,21,3,70,1.981,1.063,1,0.793,
fan,feature,22,3,30,2.791,0.824,0,1.661,
risk,zero,23,3,18,9.196,7.941,0,1.174,
find,clown,24,3,36,2.315,1.165,1,1.282,
replace,roach,25,3,22,2.092,0.974,0,0.912,
remind,foam,26,3,29,2.006,0.997,0,1.109,
bacon,feud,27,3,29,2.035,1.033,1,0.887,
bullet,walkway,28,3,67,2.436,1.474,1,0.854,
bias,sirloin,29,3,18,2.318,1.328,0,0.913,
anger,decay,30,3,71,1.967,0.923,1,1.275,
collect,loyalty,31,3,74,2.609,1.583,1,1.273,
banner,glide,32,3,31,2.147,1.162,0,1.072,
link,crisis,33,3,29,2.189,1.308,1,1.109,
port,cinema,34,3,34,1.973,0.889,0,0.933,
pork,emperor,35,3,76,2.165,1.224,1,0.835,
visit,glove,36,3,17,3.331,2.162,0,2.735,
capital,figure,37,3,8,2.157,1.064,0,1.023,
chicken,beet,38,3,78,1.893,0.971,1,0.804,
need,faucet,39,3,77,2.009,1.125,0,1.027,
nerve,bumper,40,3,25,2.321,1.092,0,5.817,

