word1,word2,trial,list,jol,jolrt,jolrtfirst,choice,choicert,
anger,decay,1,1,-99,-99,-99,-99,-99,
glue,force,2,1,-99,-99,-99,-99,-99,
collect,loyalty,3,1,-99,-99,-99,-99,-99,
mill,feast,4,1,-99,-99,-99,-99,-99,
fan,feature,5,1,-99,-99,-99,-99,-99,
want,ascent,6,1,-99,-99,-99,-99,-99,
port,cinema,7,1,-99,-99,-99,-99,-99,
visit,glove,8,1,-99,-99,-99,-99,-99,
biology,temper,9,1,-99,-99,-99,-99,-99,
need,faucet,10,1,-99,-99,-99,-99,-99,
calf,annoy,11,1,-99,-99,-99,-99,-99,
pea,bathtub,12,1,-99,-99,-99,-99,-99,
bullet,walkway,13,1,-99,-99,-99,-99,-99,
capital,figure,14,1,-99,-99,-99,-99,-99,
pork,emperor,15,1,-99,-99,-99,-99,-99,
forest,knob,16,1,-99,-99,-99,-99,-99,
risk,zero,17,1,-99,-99,-99,-99,-99,
copy,bedroom,18,1,-99,-99,-99,-99,-99,
rock,milk,19,1,-99,-99,-99,-99,-99,
remind,foam,20,1,-99,-99,-99,-99,-99,
chicken,beet,21,1,-99,-99,-99,-99,-99,
knock,otter,22,1,-99,-99,-99,-99,-99,
nerve,bumper,23,1,-99,-99,-99,-99,-99,
grip,beach,24,1,-99,-99,-99,-99,-99,
banner,glide,25,1,-99,-99,-99,-99,-99,
find,clown,26,1,-99,-99,-99,-99,-99,
date,laugh,27,1,-99,-99,-99,-99,-99,
caring,skirt,28,1,-99,-99,-99,-99,-99,
bias,sirloin,29,1,-99,-99,-99,-99,-99,
process,joker,30,1,-99,-99,-99,-99,-99,
bacon,feud,31,1,-99,-99,-99,-99,-99,
replace,roach,32,1,-99,-99,-99,-99,-99,
climax,saucer,33,1,-99,-99,-99,-99,-99,
smother,surgery,34,1,-99,-99,-99,-99,-99,
fee,chowder,35,1,-99,-99,-99,-99,-99,
bleach,ruin,36,1,-99,-99,-99,-99,-99,
link,crisis,37,1,-99,-99,-99,-99,-99,
prison,loaf,38,1,-99,-99,-99,-99,-99,
shrink,mafia,39,1,-99,-99,-99,-99,-99,
plant,worm,40,1,-99,-99,-99,-99,-99,
caring,skirt,1,2,-99,-99,-99,-99,-99,
fan,feature,2,2,-99,-99,-99,-99,-99,
link,crisis,3,2,-99,-99,-99,-99,-99,
biology,temper,4,2,-99,-99,-99,-99,-99,
risk,zero,5,2,-99,-99,-99,-99,-99,
nerve,bumper,6,2,-99,-99,-99,-99,-99,
port,cinema,7,2,-99,-99,-99,-99,-99,
grip,beach,8,2,-99,-99,-99,-99,-99,
plant,worm,9,2,-99,-99,-99,-99,-99,
date,laugh,10,2,-99,-99,-99,-99,-99,
bullet,walkway,11,2,-99,-99,-99,-99,-99,
want,ascent,12,2,-99,-99,-99,-99,-99,
chicken,beet,13,2,-99,-99,-99,-99,-99,
shrink,mafia,14,2,-99,-99,-99,-99,-99,
visit,glove,15,2,-99,-99,-99,-99,-99,
pea,bathtub,16,2,-99,-99,-99,-99,-99,
process,joker,17,2,-99,-99,-99,-99,-99,
rock,milk,18,2,-99,-99,-99,-99,-99,
mill,feast,19,2,-99,-99,-99,-99,-99,
replace,roach,20,2,-99,-99,-99,-99,-99,
climax,saucer,21,2,-99,-99,-99,-99,-99,
need,faucet,22,2,-99,-99,-99,-99,-99,
fee,chowder,23,2,-99,-99,-99,-99,-99,
bias,sirloin,24,2,-99,-99,-99,-99,-99,
capital,figure,25,2,-99,-99,-99,-99,-99,
copy,bedroom,26,2,-99,-99,-99,-99,-99,
anger,decay,27,2,-99,-99,-99,-99,-99,
glue,force,28,2,-99,-99,-99,-99,-99,
pork,emperor,29,2,-99,-99,-99,-99,-99,
find,clown,30,2,-99,-99,-99,-99,-99,
remind,foam,31,2,-99,-99,-99,-99,-99,
bacon,feud,32,2,-99,-99,-99,-99,-99,
prison,loaf,33,2,-99,-99,-99,-99,-99,
forest,knob,34,2,-99,-99,-99,-99,-99,
smother,surgery,35,2,-99,-99,-99,-99,-99,
banner,glide,36,2,-99,-99,-99,-99,-99,
calf,annoy,37,2,-99,-99,-99,-99,-99,
collect,loyalty,38,2,-99,-99,-99,-99,-99,
bleach,ruin,39,2,-99,-99,-99,-99,-99,
knock,otter,40,2,-99,-99,-99,-99,-99,
need,faucet,1,3,63,9.743,6.697,0,5.381,
rock,milk,2,3,83,9.054,8.017,1,5.215,
calf,annoy,3,3,82,6.975,5.713,1,3.607,
prison,loaf,4,3,73,13.087,12.124,1,0.871,
fan,feature,5,3,27,8.367,7.186,0,1.008,
chicken,beet,6,3,83,2.118,1.145,1,1.087,
link,crisis,7,3,74,6.231,4.632,1,0.766,
caring,skirt,8,3,79,3.143,1.905,1,0.686,
find,clown,9,3,42,8.751,7.956,0,0.862,
process,joker,10,3,68,5.366,4.641,1,0.991,
mill,feast,11,3,69,1.942,1.249,1,1.255,
bacon,feud,12,3,89,2.696,0.945,1,0.623,
nerve,bumper,13,3,21,3.479,2.578,0,0.581,
knock,otter,14,3,87,2.536,1.218,1,1.568,
capital,figure,15,3,70,2.71,1.688,1,0.632,
climax,saucer,16,3,23,2.549,1.471,0,0.655,
pea,bathtub,17,3,13,2.223,1.457,0,0.695,
replace,roach,18,3,32,3.135,2.259,0,0.743,
biology,temper,19,3,88,2.591,1.337,1,1.847,
grip,beach,20,3,73,5.311,4.444,1,0.783,
glue,force,21,3,68,6.176,4.922,1,0.583,
banner,glide,22,3,74,4.383,2.315,1,0.703,
visit,glove,23,3,74,5.111,4.345,1,0.927,
collect,loyalty,24,3,48,9.192,7.274,0,0.759,
anger,decay,25,3,81,8.719,7.795,1,2.928,
smother,surgery,26,3,22,9.448,8.733,0,0.623,
bullet,walkway,27,3,69,4.912,3.689,1,0.59,
date,laugh,28,3,41,10.679,6.691,0,0.839,
fee,chowder,29,3,37,7.607,6.732,0,0.607,
plant,worm,30,3,42,9.383,8.572,0,0.743,
bias,sirloin,31,3,65,7.543,6.697,1,0.711,
remind,foam,32,3,64,5.703,4.78,1,0.655,
want,ascent,33,3,73,4.911,3.873,0,5.334,
port,cinema,34,3,29,2.983,2.185,0,0.743,
copy,bedroom,35,3,68,1.774,1.128,0,0.687,
shrink,mafia,36,3,75,2.423,1.658,0,0.991,
risk,zero,37,3,80,1.671,0.884,0,0.703,
pork,emperor,38,3,75,2.055,1.073,0,0.6,
bleach,ruin,39,3,77,1.951,1.257,0,0.678,
forest,knob,40,3,79,1.67,0.929,0,0.503,

