word1,word2,jol,jolrt,jolrtfirst,jolrank,trial,list,praccond,choice,hondis,response,rt,rtfirst,
grip,beach,75,1.62,0.741,13,1,1,0,1,0,-,-99,-99,
nerve,bumper,66,1.701,0.87,31,2,1,1,1,1,bumper,24.195,18.743,
mill,feast,62,1.853,0.983,14,3,1,1,1,1,feast,19.879,13.074,
anger,decay,67,1.462,0.693,12,4,1,1,1,1,decay ,14.855,9.98,
shrink,mafia,70,2.318,1.222,9,5,1,1,0,0,mafia,8.191,4.207,
need,faucet,80,1.868,1.013,15,6,1,0,1,0,-,-99,-99,
bleach,ruin,93,1.813,1.079,38,7,1,0,0,1,-,-99,-99,
rock,milk,96,2.395,1.588,18,8,1,0,0,1,-,-99,-99,
calf,annoy,75,1.285,0.581,21,9,1,1,0,0,annoy,60.632,55.913,
pea,bathtub,73,2.061,1.045,19,10,1,1,1,1,chowder,23.289,18.26,
want,ascent,83,2.926,2.086,7,11,1,0,0,1,-,-99,-99,
plant,worm,68,2.053,1.021,36,12,1,1,1,1,world,29.413,12.598,
bias,sirloin,42,3.325,1.542,22,13,1,1,0,0,sirloin ,27.97,7.698,
caring,skirt,75,1.877,1.013,2,14,1,1,0,0,spirt,16.221,11.807,
climax,saucer,61,1.285,0.485,8,15,1,1,1,1,saucer,20.159,9.297,
visit,glove,90,1.429,0.62,26,16,1,0,1,0,-,-99,-99,
bullet,walkway,77,16.994,14.51,27,17,1,0,1,0,-,-99,-99,
chicken,beet,72,2.782,2.04,35,18,1,1,0,0,beet,232.364,229.331,
replace,roach,62,1.421,0.536,11,19,1,1,1,1,roach,34.686,28.257,
knock,otter,69,1.965,0.934,1,20,1,1,1,1,otter,17.843,15.219,
capital,figure,81,2.63,1.326,28,21,1,0,0,1,-,-99,-99,
collect,loyalty,92,1.565,0.741,39,22,1,0,0,1,-,-99,-99,
link,crisis,71,1.549,0.486,37,23,1,1,0,0,crisis,36.565,23.75,
biology,temper,79,2.086,0.694,32,24,1,0,1,0,-,-99,-99,
fee,chowder,76,1.933,0.943,29,25,1,0,1,0,-,-99,-99,
risk,zero,75,1.886,0.885,3,26,1,0,1,0,-,-99,-99,
prison,loaf,75,2.205,1.175,5,27,1,1,0,0,loaf,16.014,13.105,
port,cinema,86,1.854,0.95,17,28,1,0,1,0,-,-99,-99,
