word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
fee,chowder,1,2.593,1.666,0,11,-,-99,-99,
glue,force,7,2.229,1.292,0,17,-,-99,-99,
risk,zero,1,1.899,0.946,1,36,process,8.508,4.576,
link,crisis,1,1.947,1.063,1,22,process,5.975,3.758,
pea,bathtub,3,2.066,0.94,1,11,bathtub,6.015,1.703,
bias,sirloin,1,1.987,0.836,0,15,-,-99,-99,
rock,milk,1,2.689,1.38,1,3,process,12.349,8.08,
port,cinema,3,2.301,1.285,0,3,-,-99,-99,
bullet,walkway,6,2.397,0.877,0,3,-,-99,-99,
caring,skirt,19,6.45,5.07,0,3,-,-99,-99,
want,ascent,1,1.891,0.964,1,17,forest,7.431,5.209,
need,faucet,1,2.435,1.382,0,3,-,-99,-99,
fan,feature,1,1.897,1.055,0,3,-,-99,-99,
pork,emperor,57,2.41,1.519,1,2,royalty,7.359,3.679,
collect,loyalty,12,4.185,0.978,0,22,-,-99,-99,
shrink,mafia,1,2.301,1.473,1,3,knob,7.539,5.049,
banner,glide,5,2.305,1.258,0,23,-,-99,-99,
prison,loaf,6,2.282,1.234,1,3,loaf,4.677,2.858,
nerve,bumper,11,2.017,1.214,1,40,process,5.447,3.068,
capital,figure,1,1.765,0.993,0,3,-,-99,-99,
replace,roach,3,2.206,1.111,0,26,-,-99,-99,
find,clown,10,1.685,0.796,1,18,process,6.976,4.392,
forest,knob,37,2.301,1.398,1,26,knob,4.507,2.055,
climax,saucer,3,1.874,1.071,0,22,-,-99,-99,
grip,beach,6,2.175,1.166,1,38,faucet,9.894,6.949,
calf,annoy,5,1.779,0.938,0,30,-,-99,-99,
remind,foam,2,1.921,0.946,0,11,-,-99,-99,
biology,temper,10,2.081,1.23,0,1,-,-99,-99,
bleach,ruin,57,2.607,1.662,0,2,-,-99,-99,
knock,otter,2,2.087,1.182,1,2,door,12.003,7.043,
plant,worm,3,1.67,0.787,1,36,reminder,8.331,6.167,
bacon,feud,16,2.167,1.088,1,11,temper,10.663,7.485,
process,joker,1,2.395,1.259,0,3,-,-99,-99,
chicken,beet,1,5.84,3.233,0,3,-,-99,-99,
copy,bedroom,9,1.789,0.765,0,3,-,-99,-99,
smother,surgery,4,2.378,1.173,1,15,bathtub,9.897,5.965,
visit,glove,1,2.467,1.655,1,3,forest,4.761,2.086,
date,laugh,7,1.962,1.087,1,11,process,7.859,2.737,
mill,feast,1,3.428,1.734,1,3,window,5.311,2.765,
anger,decay,5,1.891,1.015,1,6,biology,10.485,5.576,
replace,roach,3,2.206,1.111,0,26,-,-99,-99,
climax,saucer,3,1.874,1.071,0,22,-,-99,-99,
forest,knob,37,2.301,1.398,1,26,knob,12.256,9.925,
