word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
glue,force,100,7.664,6.545,1,2,force,6.333,3.599,
rock,milk,100,3.039,1.928,0,6,-,-99,-99,
fan,feature,15,5.863,4.144,1,29,football,20.502,17.191,
prison,loaf,100,2.839,1.715,1,6,loaf,3.744,1.889,
climax,saucer,14,3.774,2.248,0,38,-,-99,-99,
forest,knob,1,3.808,2.71,1,2,chowder,10.525,7.751,
pork,emperor,11,6.334,4.528,1,2,emperor,11.343,8.153,
shrink,mafia,100,3.127,2.027,1,2,glove,11.024,9.129,
plant,worm,1,3.608,2.297,1,6,worm,4.888,2.696,
bacon,feud,50,10.239,6.624,1,2,-,11.352,10.065,
pea,bathtub,100,2.56,1.705,0,2,-,-99,-99,
bias,sirloin,1,5.934,4.326,1,2,-,7.237,5.437,
smother,surgery,100,3.255,2.181,1,2,surgery,5.983,2.696,
calf,annoy,100,2.895,1.904,0,1,-,-99,-99,
collect,loyalty,1,3.231,1.937,0,6,-,-99,-99,
find,clown,1,3.719,2.503,1,5,-,5.813,4.453,
need,faucet,1,4.8,2.464,1,2,-,8.288,6.993,
anger,decay,1,2.888,1.782,0,18,-,-99,-99,
grip,beach,1,5.391,3.92,0,6,-,-99,-99,
chicken,beet,1,5.471,3.944,0,2,-,-99,-99,
port,cinema,26,6.56,4.681,0,6,-,-99,-99,
mill,feast,1,7.336,6.176,0,2,-,-99,-99,
link,crisis,1,4.199,3.008,1,4,-,4.215,3.056,
biology,temper,1,3.968,2.32,0,4,-,-99,-99,
risk,zero,100,5.046,4.127,1,6,zero,4.55,2.128,
bleach,ruin,100,3.743,2.153,0,6,-,-99,-99,
caring,skirt,1,3.288,1.881,0,26,-,-99,-99,
visit,glove,100,4.143,2.976,0,2,-,-99,-99,
process,joker,1,3.6,2.568,0,2,-,-99,-99,
knock,otter,1,4.311,2.872,1,23,-,5.326,4.016,
date,laugh,100,4.215,2.832,1,6,laugh,5.239,2.737,
fee,chowder,83,14.928,13.433,0,2,-,-99,-99,
copy,bedroom,100,4.007,2.896,1,2,bedroom,5.895,2.816,
banner,glide,1,2.871,1.672,1,6,-,4.376,2.984,
