word1,word2,jol,jolrt,jolrtfirst,trial,list,
caring,skirt,-99,-99,-99,1,1,
bias,sirloin,-99,-99,-99,2,1,
pork,emperor,-99,-99,-99,3,1,
nerve,bumper,-99,-99,-99,4,1,
forest,knob,-99,-99,-99,5,1,
calf,annoy,-99,-99,-99,6,1,
shrink,mafia,-99,-99,-99,7,1,
date,laugh,-99,-99,-99,8,1,
rock,milk,-99,-99,-99,9,1,
capital,figure,-99,-99,-99,10,1,
remind,foam,-99,-99,-99,11,1,
risk,zero,-99,-99,-99,12,1,
copy,bedroom,-99,-99,-99,13,1,
bullet,walkway,-99,-99,-99,14,1,
pea,bathtub,-99,-99,-99,15,1,
find,clown,-99,-99,-99,16,1,
bleach,ruin,-99,-99,-99,17,1,
visit,glove,-99,-99,-99,18,1,
glue,force,-99,-99,-99,19,1,
port,cinema,-99,-99,-99,20,1,
need,faucet,-99,-99,-99,21,1,
want,ascent,-99,-99,-99,22,1,
banner,glide,-99,-99,-99,23,1,
mill,feast,-99,-99,-99,24,1,
bacon,feud,-99,-99,-99,25,1,
prison,loaf,-99,-99,-99,26,1,
fee,chowder,-99,-99,-99,27,1,
knock,otter,-99,-99,-99,28,1,
anger,decay,-99,-99,-99,29,1,
grip,beach,-99,-99,-99,30,1,
climax,saucer,-99,-99,-99,31,1,
process,joker,-99,-99,-99,32,1,
fan,feature,-99,-99,-99,33,1,
chicken,beet,-99,-99,-99,34,1,
smother,surgery,-99,-99,-99,35,1,
replace,roach,-99,-99,-99,36,1,
plant,worm,-99,-99,-99,37,1,
biology,temper,-99,-99,-99,38,1,
link,crisis,-99,-99,-99,39,1,
collect,loyalty,-99,-99,-99,40,1,
visit,glove,-99,-99,-99,1,2,
bleach,ruin,-99,-99,-99,2,2,
remind,foam,-99,-99,-99,3,2,
need,faucet,-99,-99,-99,4,2,
bullet,walkway,-99,-99,-99,5,2,
calf,annoy,-99,-99,-99,6,2,
want,ascent,-99,-99,-99,7,2,
grip,beach,-99,-99,-99,8,2,
fee,chowder,-99,-99,-99,9,2,
anger,decay,-99,-99,-99,10,2,
replace,roach,-99,-99,-99,11,2,
capital,figure,-99,-99,-99,12,2,
risk,zero,-99,-99,-99,13,2,
prison,loaf,-99,-99,-99,14,2,
pea,bathtub,-99,-99,-99,15,2,
chicken,beet,-99,-99,-99,16,2,
biology,temper,-99,-99,-99,17,2,
nerve,bumper,-99,-99,-99,18,2,
shrink,mafia,-99,-99,-99,19,2,
fan,feature,-99,-99,-99,20,2,
date,laugh,-99,-99,-99,21,2,
plant,worm,-99,-99,-99,22,2,
link,crisis,-99,-99,-99,23,2,
copy,bedroom,-99,-99,-99,24,2,
climax,saucer,-99,-99,-99,25,2,
banner,glide,-99,-99,-99,26,2,
collect,loyalty,-99,-99,-99,27,2,
knock,otter,-99,-99,-99,28,2,
process,joker,-99,-99,-99,29,2,
mill,feast,-99,-99,-99,30,2,
port,cinema,-99,-99,-99,31,2,
bacon,feud,-99,-99,-99,32,2,
bias,sirloin,-99,-99,-99,33,2,
pork,emperor,-99,-99,-99,34,2,
caring,skirt,-99,-99,-99,35,2,
find,clown,-99,-99,-99,36,2,
smother,surgery,-99,-99,-99,37,2,
rock,milk,-99,-99,-99,38,2,
forest,knob,-99,-99,-99,39,2,
glue,force,-99,-99,-99,40,2,
climax,saucer,41,5.584,1.194,1,3,
anger,decay,30,1.42,0.716,2,3,
fee,chowder,24,4.759,0.591,3,3,
replace,roach,17,1.111,0.471,4,3,
smother,surgery,34,1.278,0.599,5,3,
shrink,mafia,15,1.183,0.472,6,3,
caring,skirt,25,1.071,0.474,7,3,
forest,knob,20,1.416,0.64,8,3,
bleach,ruin,21,1.16,0.568,9,3,
collect,loyalty,27,1.597,0.472,10,3,
banner,glide,21,1.135,0.448,11,3,
process,joker,22,1.288,0.592,12,3,
chicken,beet,21,1.126,0.455,13,3,
glue,force,20,2.118,0.495,14,3,
copy,bedroom,23,1.134,0.495,15,3,
date,laugh,25,1.327,0.585,16,3,
knock,otter,20,1.247,0.592,17,3,
grip,beach,28,1.2,0.56,18,3,
bullet,walkway,26,1.088,0.488,19,3,
bias,sirloin,21,1.095,0.471,20,3,
pea,bathtub,29,1.157,0.47,21,3,
capital,figure,23,1.183,0.548,22,3,
biology,temper,27,1.111,0.48,23,3,
link,crisis,23,1.128,0.48,24,3,
visit,glove,25,1.815,0.591,25,3,
port,cinema,19,1.862,1.142,26,3,
bacon,feud,28,1.214,0.535,27,3,
plant,worm,21,1.391,0.688,28,3,
nerve,bumper,21,1.255,0.488,29,3,
pork,emperor,25,1.311,0.584,30,3,
remind,foam,25,1.279,0.483,31,3,
want,ascent,30,4.278,0.463,32,3,
calf,annoy,21,1.247,0.568,33,3,
find,clown,18,2.527,1.888,34,3,
mill,feast,23,2.098,0.432,35,3,
prison,loaf,29,1.125,0.429,36,3,
risk,zero,23,1.103,0.504,37,3,
rock,milk,28,1.679,0.496,38,3,
fan,feature,21,1.895,0.592,39,3,
need,faucet,25,1.278,0.655,40,3,

