word1,word2,jol,jolrt,jolrtfirst,trial,list,
nerve,bumper,-99,-99,-99,1,1,
caring,skirt,-99,-99,-99,2,1,
remind,foam,-99,-99,-99,3,1,
date,laugh,-99,-99,-99,4,1,
rock,milk,-99,-99,-99,5,1,
prison,loaf,-99,-99,-99,6,1,
fan,feature,-99,-99,-99,7,1,
risk,zero,-99,-99,-99,8,1,
fee,chowder,-99,-99,-99,9,1,
smother,surgery,-99,-99,-99,10,1,
chicken,beet,-99,-99,-99,11,1,
want,ascent,-99,-99,-99,12,1,
bacon,feud,-99,-99,-99,13,1,
bias,sirloin,-99,-99,-99,14,1,
pea,bathtub,-99,-99,-99,15,1,
grip,beach,-99,-99,-99,16,1,
collect,loyalty,-99,-99,-99,17,1,
need,faucet,-99,-99,-99,18,1,
anger,decay,-99,-99,-99,19,1,
knock,otter,-99,-99,-99,20,1,
shrink,mafia,-99,-99,-99,21,1,
forest,knob,-99,-99,-99,22,1,
biology,temper,-99,-99,-99,23,1,
glue,force,-99,-99,-99,24,1,
port,cinema,-99,-99,-99,25,1,
replace,roach,-99,-99,-99,26,1,
bleach,ruin,-99,-99,-99,27,1,
find,clown,-99,-99,-99,28,1,
pork,emperor,-99,-99,-99,29,1,
plant,worm,-99,-99,-99,30,1,
calf,annoy,-99,-99,-99,31,1,
banner,glide,-99,-99,-99,32,1,
climax,saucer,-99,-99,-99,33,1,
capital,figure,-99,-99,-99,34,1,
bullet,walkway,-99,-99,-99,35,1,
copy,bedroom,-99,-99,-99,36,1,
visit,glove,-99,-99,-99,37,1,
mill,feast,-99,-99,-99,38,1,
link,crisis,-99,-99,-99,39,1,
process,joker,-99,-99,-99,40,1,
link,crisis,-99,-99,-99,1,2,
bullet,walkway,-99,-99,-99,2,2,
knock,otter,-99,-99,-99,3,2,
smother,surgery,-99,-99,-99,4,2,
date,laugh,-99,-99,-99,5,2,
replace,roach,-99,-99,-99,6,2,
fee,chowder,-99,-99,-99,7,2,
banner,glide,-99,-99,-99,8,2,
pea,bathtub,-99,-99,-99,9,2,
biology,temper,-99,-99,-99,10,2,
pork,emperor,-99,-99,-99,11,2,
rock,milk,-99,-99,-99,12,2,
need,faucet,-99,-99,-99,13,2,
forest,knob,-99,-99,-99,14,2,
visit,glove,-99,-99,-99,15,2,
fan,feature,-99,-99,-99,16,2,
grip,beach,-99,-99,-99,17,2,
port,cinema,-99,-99,-99,18,2,
bleach,ruin,-99,-99,-99,19,2,
collect,loyalty,-99,-99,-99,20,2,
anger,decay,-99,-99,-99,21,2,
bias,sirloin,-99,-99,-99,22,2,
caring,skirt,-99,-99,-99,23,2,
calf,annoy,-99,-99,-99,24,2,
plant,worm,-99,-99,-99,25,2,
process,joker,-99,-99,-99,26,2,
mill,feast,-99,-99,-99,27,2,
want,ascent,-99,-99,-99,28,2,
bacon,feud,-99,-99,-99,29,2,
risk,zero,-99,-99,-99,30,2,
nerve,bumper,-99,-99,-99,31,2,
capital,figure,-99,-99,-99,32,2,
remind,foam,-99,-99,-99,33,2,
climax,saucer,-99,-99,-99,34,2,
copy,bedroom,-99,-99,-99,35,2,
glue,force,-99,-99,-99,36,2,
chicken,beet,-99,-99,-99,37,2,
find,clown,-99,-99,-99,38,2,
prison,loaf,-99,-99,-99,39,2,
shrink,mafia,-99,-99,-99,40,2,
grip,beach,1,5.807,4.33,1,3,
glue,force,24,7.047,5.898,2,3,
process,joker,1,3.127,2.105,3,3,
port,cinema,1,3.887,2.21,4,3,
biology,temper,63,3.144,2.235,5,3,
bleach,ruin,85,2.863,1.673,6,3,
replace,roach,1,3.015,2.249,7,3,
knock,otter,1,4.039,2.393,8,3,
plant,worm,1,2.99,2.112,9,3,
pork,emperor,1,3.207,2.282,10,3,
bacon,feud,78,2.912,1.947,11,3,
pea,bathtub,56,4.816,3.844,12,3,
visit,glove,1,2.744,1.698,13,3,
want,ascent,57,2.783,1.984,14,3,
nerve,bumper,1,2.59,1.473,15,3,
remind,foam,1,2.175,1.195,16,3,
caring,skirt,1,2.44,1.272,17,3,
banner,glide,1,2.319,1.217,18,3,
shrink,mafia,1,1.919,1.097,19,3,
link,crisis,1,2.367,1.202,20,3,
climax,saucer,1,3.479,1.947,21,3,
risk,zero,94,3.149,2.295,22,3,
prison,loaf,68,3.439,2.401,23,3,
collect,loyalty,1,2.727,0.985,24,3,
date,laugh,81,2.327,1.561,25,3,
mill,feast,1,2.574,1.481,26,3,
chicken,beet,58,2.391,1.577,27,3,
rock,milk,92,5.143,1.898,28,3,
copy,bedroom,1,2.423,1.329,29,3,
fee,chowder,1,2.879,1.762,30,3,
bullet,walkway,1,2.495,1.45,31,3,
bias,sirloin,1,2.175,1.169,32,3,
anger,decay,1,2.391,1.329,33,3,
need,faucet,1,2.495,1.529,34,3,
find,clown,1,2.063,1.105,35,3,
forest,knob,1,2.239,1.297,36,3,
calf,annoy,1,2.735,1.593,37,3,
smother,surgery,57,2.631,1.753,38,3,
capital,figure,1,1.807,0.977,39,3,
fan,feature,70,3.119,2.161,40,3,

