word1,word2,jol,jolrt,jolrtfirst,trial,list,
shrink,mafia,-99,-99,-99,1,1,
pea,bathtub,-99,-99,-99,2,1,
process,joker,-99,-99,-99,3,1,
nerve,bumper,-99,-99,-99,4,1,
knock,otter,-99,-99,-99,5,1,
date,laugh,-99,-99,-99,6,1,
link,crisis,-99,-99,-99,7,1,
pork,emperor,-99,-99,-99,8,1,
banner,glide,-99,-99,-99,9,1,
smother,surgery,-99,-99,-99,10,1,
replace,roach,-99,-99,-99,11,1,
capital,figure,-99,-99,-99,12,1,
forest,knob,-99,-99,-99,13,1,
collect,loyalty,-99,-99,-99,14,1,
port,cinema,-99,-99,-99,15,1,
bias,sirloin,-99,-99,-99,16,1,
bacon,feud,-99,-99,-99,17,1,
anger,decay,-99,-99,-99,18,1,
grip,beach,-99,-99,-99,19,1,
fan,feature,-99,-99,-99,20,1,
biology,temper,-99,-99,-99,21,1,
want,ascent,-99,-99,-99,22,1,
remind,foam,-99,-99,-99,23,1,
mill,feast,-99,-99,-99,24,1,
visit,glove,-99,-99,-99,25,1,
need,faucet,-99,-99,-99,26,1,
plant,worm,-99,-99,-99,27,1,
copy,bedroom,-99,-99,-99,28,1,
caring,skirt,-99,-99,-99,29,1,
fee,chowder,-99,-99,-99,30,1,
bullet,walkway,-99,-99,-99,31,1,
risk,zero,-99,-99,-99,32,1,
climax,saucer,-99,-99,-99,33,1,
chicken,beet,-99,-99,-99,34,1,
bleach,ruin,-99,-99,-99,35,1,
rock,milk,-99,-99,-99,36,1,
glue,force,-99,-99,-99,37,1,
prison,loaf,-99,-99,-99,38,1,
calf,annoy,-99,-99,-99,39,1,
find,clown,-99,-99,-99,40,1,
banner,glide,-99,-99,-99,1,2,
climax,saucer,-99,-99,-99,2,2,
bleach,ruin,-99,-99,-99,3,2,
remind,foam,-99,-99,-99,4,2,
process,joker,-99,-99,-99,5,2,
bullet,walkway,-99,-99,-99,6,2,
plant,worm,-99,-99,-99,7,2,
calf,annoy,-99,-99,-99,8,2,
prison,loaf,-99,-99,-99,9,2,
visit,glove,-99,-99,-99,10,2,
port,cinema,-99,-99,-99,11,2,
want,ascent,-99,-99,-99,12,2,
fan,feature,-99,-99,-99,13,2,
date,laugh,-99,-99,-99,14,2,
mill,feast,-99,-99,-99,15,2,
pea,bathtub,-99,-99,-99,16,2,
rock,milk,-99,-99,-99,17,2,
collect,loyalty,-99,-99,-99,18,2,
capital,figure,-99,-99,-99,19,2,
fee,chowder,-99,-99,-99,20,2,
smother,surgery,-99,-99,-99,21,2,
caring,skirt,-99,-99,-99,22,2,
grip,beach,-99,-99,-99,23,2,
knock,otter,-99,-99,-99,24,2,
need,faucet,-99,-99,-99,25,2,
shrink,mafia,-99,-99,-99,26,2,
copy,bedroom,-99,-99,-99,27,2,
pork,emperor,-99,-99,-99,28,2,
glue,force,-99,-99,-99,29,2,
risk,zero,-99,-99,-99,30,2,
biology,temper,-99,-99,-99,31,2,
bacon,feud,-99,-99,-99,32,2,
nerve,bumper,-99,-99,-99,33,2,
anger,decay,-99,-99,-99,34,2,
bias,sirloin,-99,-99,-99,35,2,
forest,knob,-99,-99,-99,36,2,
find,clown,-99,-99,-99,37,2,
chicken,beet,-99,-99,-99,38,2,
link,crisis,-99,-99,-99,39,2,
replace,roach,-99,-99,-99,40,2,
link,crisis,65,6.402,4.92,1,3,
risk,zero,100,3.63,1.53,2,3,
capital,figure,80,3.943,1.533,3,3,
process,joker,20,4.873,1.773,4,3,
grip,beach,100,3.692,2.077,5,3,
find,clown,15,10.057,4.865,6,3,
rock,milk,88,2.843,1.87,7,3,
bullet,walkway,100,2.107,1.201,8,3,
shrink,mafia,99,2.389,1.148,9,3,
biology,temper,10,3.007,1.463,10,3,
smother,surgery,80,6.411,1.739,11,3,
bias,sirloin,25,4.623,2.841,12,3,
banner,glide,50,4.989,1.14,13,3,
chicken,beet,30,9.788,7.397,14,3,
climax,saucer,40,5.845,3.587,15,3,
caring,skirt,10,6.161,2.086,16,3,
forest,knob,90,2.906,1.094,17,3,
port,cinema,79,2.849,1.049,18,3,
glue,force,90,4.547,1.989,19,3,
date,laugh,100,2.537,1.591,20,3,
want,ascent,20,8.161,4.859,21,3,
need,faucet,20,7.539,1.132,22,3,
bleach,ruin,100,2.225,0.881,23,3,
replace,roach,26,2.467,1.083,24,3,
bacon,feud,100,3.757,2.54,25,3,
copy,bedroom,1,2.778,1.06,26,3,
pea,bathtub,100,2.363,1.051,27,3,
knock,otter,15,3.563,1.049,28,3,
fan,feature,100,2.952,0.944,29,3,
nerve,bumper,59,4.101,2.311,30,3,
calf,annoy,100,2.225,1.381,31,3,
plant,worm,100,1.584,0.95,32,3,
collect,loyalty,100,2.069,1.427,33,3,
remind,foam,1,2.341,1.147,34,3,
pork,emperor,71,4.095,2.461,35,3,
mill,feast,100,2.067,1.405,36,3,
fee,chowder,35,6.577,3.313,37,3,
anger,decay,10,2.875,1.298,38,3,
prison,loaf,100,1.615,0.962,39,3,
visit,glove,12,3.483,1.032,40,3,

